[I 2024-12-04 05:18:04,833] Using an existing study with name 'R8-GATv2-xlnet-xlnet-base-cased-Grouped-No_Aggregation' instead of creating a new one.
[I 2024-12-04 05:29:21,681] Trial 195 finished with value: 0.9322326211569212 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.78576431096573, 'batch_size': 117, 'attention_heads': 9, 'hidden_dimension': 178, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3325329165862326, 'global_pooling': 'max', 'learning_rate': 0.0003973226253195614, 'weight_decay': 2.7642819034201834e-06, 'beta_0': 0.8529112529682068, 'beta_1': 0.986968057133248, 'epsilon': 4.511940115247043e-08, 'balanced_loss': False, 'epochs': 115, 'early_stopping_patience': 24, 'plateau_patience': 16, 'plateau_divider': 5}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 07:38:36,740] Trial 206 finished with value: 0.9370857551902915 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7436121397576031, 'batch_size': 137, 'attention_heads': 8, 'hidden_dimension': 191, 'number_of_hidden_layers': 0, 'dropout_rate': 0.30525728289912835, 'global_pooling': 'max', 'learning_rate': 0.0008616413848857675, 'weight_decay': 5.9901724778727704e-05, 'beta_0': 0.8475322873637223, 'beta_1': 0.9883578236161414, 'epsilon': 6.992883710996486e-08, 'balanced_loss': False, 'epochs': 122, 'early_stopping_patience': 25, 'plateau_patience': 14, 'plateau_divider': 5}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 07:50:45,713] Trial 207 finished with value: 0.9285288415393254 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7219211222095152, 'batch_size': 132, 'attention_heads': 8, 'hidden_dimension': 174, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3062940876002698, 'global_pooling': 'max', 'learning_rate': 0.0013845391031780026, 'weight_decay': 3.992141264004319e-05, 'beta_0': 0.8456641649300787, 'beta_1': 0.9880719611380769, 'epsilon': 8.486640947107337e-08, 'balanced_loss': False, 'epochs': 126, 'early_stopping_patience': 25, 'plateau_patience': 12, 'plateau_divider': 5}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 08:02:20,626] Trial 208 finished with value: 0.9345700456485772 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7356622491676197, 'batch_size': 140, 'attention_heads': 8, 'hidden_dimension': 181, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3076715565419459, 'global_pooling': 'max', 'learning_rate': 0.0010546811512489728, 'weight_decay': 4.9909713683920405e-05, 'beta_0': 0.8486170075216896, 'beta_1': 0.9875020045338903, 'epsilon': 1.100853933957856e-07, 'balanced_loss': False, 'epochs': 130, 'early_stopping_patience': 25, 'plateau_patience': 14, 'plateau_divider': 5}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 08:12:58,790] Trial 209 finished with value: 0.9275372204925887 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7591962858506609, 'batch_size': 122, 'attention_heads': 7, 'hidden_dimension': 178, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3001376371780064, 'global_pooling': 'max', 'learning_rate': 0.0007607174991957208, 'weight_decay': 2.319532893862965e-05, 'beta_0': 0.8476420742432701, 'beta_1': 0.9880681524600092, 'epsilon': 6.717431290654813e-08, 'balanced_loss': False, 'epochs': 108, 'early_stopping_patience': 25, 'plateau_patience': 13, 'plateau_divider': 5}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 08:24:30,337] Trial 210 finished with value: 0.9555249103311603 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7521880645703802, 'batch_size': 131, 'attention_heads': 8, 'hidden_dimension': 172, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3156833864346262, 'global_pooling': 'max', 'learning_rate': 0.0009162527061122879, 'weight_decay': 8.266239438330217e-05, 'beta_0': 0.8451844867871697, 'beta_1': 0.986698551964617, 'epsilon': 5.532568006228653e-08, 'balanced_loss': False, 'epochs': 117, 'early_stopping_patience': 25, 'plateau_patience': 14, 'plateau_divider': 5}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 08:35:17,325] Trial 211 finished with value: 0.945907168815462 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7457902329025666, 'batch_size': 132, 'attention_heads': 8, 'hidden_dimension': 171, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3158721770187905, 'global_pooling': 'max', 'learning_rate': 0.0009359544950934617, 'weight_decay': 0.00010261011547894437, 'beta_0': 0.8444837805757025, 'beta_1': 0.9866511140224957, 'epsilon': 8.815143209495976e-08, 'balanced_loss': False, 'epochs': 117, 'early_stopping_patience': 24, 'plateau_patience': 14, 'plateau_divider': 5}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 08:46:30,920] Trial 212 finished with value: 0.9239950637417373 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'min', 'threshold': 0.7314673050413235, 'batch_size': 129, 'attention_heads': 8, 'hidden_dimension': 170, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3167949146327273, 'global_pooling': 'max', 'learning_rate': 0.0013216900887596163, 'weight_decay': 0.00011029905852336647, 'beta_0': 0.8409177706082478, 'beta_1': 0.9866863803951585, 'epsilon': 9.764648109663265e-08, 'balanced_loss': False, 'epochs': 121, 'early_stopping_patience': 24, 'plateau_patience': 14, 'plateau_divider': 5}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 08:59:05,939] Trial 213 finished with value: 0.9426762605188435 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7523540164359582, 'batch_size': 123, 'attention_heads': 8, 'hidden_dimension': 173, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3156867951057266, 'global_pooling': 'max', 'learning_rate': 0.0010578725521829273, 'weight_decay': 8.357011664722504e-05, 'beta_0': 0.8428529098477051, 'beta_1': 0.9860135515890347, 'epsilon': 1.2159893474675454e-07, 'balanced_loss': False, 'epochs': 117, 'early_stopping_patience': 24, 'plateau_patience': 14, 'plateau_divider': 5}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 09:10:40,570] Trial 214 finished with value: 0.9399618147789134 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.743653255993327, 'batch_size': 133, 'attention_heads': 8, 'hidden_dimension': 181, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3109493862430617, 'global_pooling': 'max', 'learning_rate': 0.0009126734235040889, 'weight_decay': 3.26249045981603e-05, 'beta_0': 0.8448961678385579, 'beta_1': 0.9865841361398854, 'epsilon': 5.821559261371552e-08, 'balanced_loss': False, 'epochs': 117, 'early_stopping_patience': 25, 'plateau_patience': 13, 'plateau_divider': 5}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 09:22:11,030] Trial 215 finished with value: 0.9378222434869803 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7486089737634561, 'batch_size': 135, 'attention_heads': 8, 'hidden_dimension': 174, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3227427618952991, 'global_pooling': 'max', 'learning_rate': 0.000650714697567175, 'weight_decay': 0.00010125459147988932, 'beta_0': 0.8443609025845223, 'beta_1': 0.9854153622677346, 'epsilon': 8.442793818234021e-08, 'balanced_loss': False, 'epochs': 114, 'early_stopping_patience': 25, 'plateau_patience': 14, 'plateau_divider': 5}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 09:33:15,943] Trial 216 finished with value: 0.9402718906461057 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7391103420027185, 'batch_size': 130, 'attention_heads': 8, 'hidden_dimension': 168, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3002300906763004, 'global_pooling': 'max', 'learning_rate': 0.0008442844053798174, 'weight_decay': 0.000138644123554176, 'beta_0': 0.8471920606450071, 'beta_1': 0.9875135916353853, 'epsilon': 5.4491201119380396e-08, 'balanced_loss': False, 'epochs': 124, 'early_stopping_patience': 25, 'plateau_patience': 14, 'plateau_divider': 5}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 09:46:21,963] Trial 217 finished with value: 0.9426223701066421 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7543823621667524, 'batch_size': 140, 'attention_heads': 8, 'hidden_dimension': 177, 'number_of_hidden_layers': 0, 'dropout_rate': 0.31609727986821373, 'global_pooling': 'max', 'learning_rate': 0.0011844192679369891, 'weight_decay': 4.809343168729108e-05, 'beta_0': 0.8398130838600868, 'beta_1': 0.9878807460647865, 'epsilon': 7.713091432274364e-08, 'balanced_loss': False, 'epochs': 111, 'early_stopping_patience': 24, 'plateau_patience': 15, 'plateau_divider': 5}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 09:59:01,164] Trial 218 finished with value: 0.9270957720703272 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7607839229531427, 'batch_size': 125, 'attention_heads': 7, 'hidden_dimension': 183, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5993709873006535, 'global_pooling': 'max', 'learning_rate': 0.0009526067931826352, 'weight_decay': 1.8985480634628653e-05, 'beta_0': 0.8497705574528093, 'beta_1': 0.9862985841433259, 'epsilon': 6.627566290792514e-08, 'balanced_loss': False, 'epochs': 117, 'early_stopping_patience': 25, 'plateau_patience': 15, 'plateau_divider': 5}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 10:18:33,689] Trial 219 finished with value: 0.9231378952439047 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.7439888791701167, 'batch_size': 145, 'attention_heads': 8, 'hidden_dimension': 188, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3255474865693472, 'global_pooling': 'max', 'learning_rate': 1.256701112083558e-05, 'weight_decay': 8.145184431173538e-05, 'beta_0': 0.8465082512994557, 'beta_1': 0.9885265324176792, 'epsilon': 9.285716540294805e-08, 'balanced_loss': False, 'epochs': 120, 'early_stopping_patience': 25, 'plateau_patience': 13, 'plateau_divider': 5}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 10:30:22,117] Trial 220 finished with value: 0.9384149635939905 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7266086393120929, 'batch_size': 132, 'attention_heads': 7, 'hidden_dimension': 172, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3077714427575002, 'global_pooling': 'mean', 'learning_rate': 0.0006521507434381199, 'weight_decay': 6.149794538541329e-05, 'beta_0': 0.8432631924988013, 'beta_1': 0.9872742119047739, 'epsilon': 5.9247712758519926e-08, 'balanced_loss': False, 'epochs': 109, 'early_stopping_patience': 24, 'plateau_patience': 14, 'plateau_divider': 5}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 10:38:51,849] Trial 221 finished with value: 0.8167656524086775 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.9995306279630125, 'batch_size': 121, 'attention_heads': 8, 'hidden_dimension': 187, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3207488811486376, 'global_pooling': 'max', 'learning_rate': 0.0016533770686435714, 'weight_decay': 0.00014023626601584313, 'beta_0': 0.8456155354593349, 'beta_1': 0.9868119449495582, 'epsilon': 5.050021092488172e-08, 'balanced_loss': False, 'epochs': 115, 'early_stopping_patience': 25, 'plateau_patience': 13, 'plateau_divider': 5}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 10:49:34,554] Trial 222 finished with value: 0.9423852773450867 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7595203189306233, 'batch_size': 136, 'attention_heads': 8, 'hidden_dimension': 165, 'number_of_hidden_layers': 0, 'dropout_rate': 0.31378003017630524, 'global_pooling': 'max', 'learning_rate': 0.0007670481612642445, 'weight_decay': 3.4254840702557863e-05, 'beta_0': 0.8488683207969409, 'beta_1': 0.9856520307867781, 'epsilon': 1.2682478291645254e-07, 'balanced_loss': False, 'epochs': 126, 'early_stopping_patience': 25, 'plateau_patience': 15, 'plateau_divider': 4}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 11:01:19,478] Trial 223 finished with value: 0.9385518626973588 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7519143200184055, 'batch_size': 128, 'attention_heads': 7, 'hidden_dimension': 195, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3345498527456561, 'global_pooling': 'max', 'learning_rate': 0.0010122797187333019, 'weight_decay': 5.2840264407943635e-05, 'beta_0': 0.8479567381076769, 'beta_1': 0.9891907451474204, 'epsilon': 7.561643935397532e-08, 'balanced_loss': False, 'epochs': 114, 'early_stopping_patience': 25, 'plateau_patience': 14, 'plateau_divider': 5}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 11:12:46,592] Trial 224 finished with value: 0.9407522749620064 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7659122723069895, 'batch_size': 122, 'attention_heads': 8, 'hidden_dimension': 174, 'number_of_hidden_layers': 0, 'dropout_rate': 0.30684888320436793, 'global_pooling': 'max', 'learning_rate': 0.0005812749283303301, 'weight_decay': 2.6647270598108873e-05, 'beta_0': 0.850445766234091, 'beta_1': 0.9869412838212201, 'epsilon': 4.627781577015252e-08, 'balanced_loss': False, 'epochs': 122, 'early_stopping_patience': 24, 'plateau_patience': 18, 'plateau_divider': 6}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 11:24:26,392] Trial 225 finished with value: 0.9388370688999805 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7565508352099275, 'batch_size': 131, 'attention_heads': 8, 'hidden_dimension': 179, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3091805420006069, 'global_pooling': 'max', 'learning_rate': 0.0007664924006992269, 'weight_decay': 4.1120439258363155e-05, 'beta_0': 0.8502487711385414, 'beta_1': 0.9872262661868716, 'epsilon': 3.991660085771745e-08, 'balanced_loss': False, 'epochs': 119, 'early_stopping_patience': 25, 'plateau_patience': 18, 'plateau_divider': 6}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 11:34:46,321] Trial 226 finished with value: 0.9367885898688267 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.772070904912123, 'batch_size': 125, 'attention_heads': 9, 'hidden_dimension': 157, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3182379167114186, 'global_pooling': 'max', 'learning_rate': 0.0005429626878514714, 'weight_decay': 8.876134496923567e-05, 'beta_0': 0.8455514844709087, 'beta_1': 0.9860016243082687, 'epsilon': 5.7352419834166365e-08, 'balanced_loss': False, 'epochs': 67, 'early_stopping_patience': 15, 'plateau_patience': 17, 'plateau_divider': 5}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 11:45:21,807] Trial 227 finished with value: 0.9348454290807664 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7625126391763142, 'batch_size': 118, 'attention_heads': 8, 'hidden_dimension': 168, 'number_of_hidden_layers': 0, 'dropout_rate': 0.32660397220899456, 'global_pooling': 'max', 'learning_rate': 0.00045281219326986883, 'weight_decay': 4.466997963438673e-05, 'beta_0': 0.8424720987797569, 'beta_1': 0.9879304975609331, 'epsilon': 1.1887889014381355e-08, 'balanced_loss': False, 'epochs': 129, 'early_stopping_patience': 12, 'plateau_patience': 15, 'plateau_divider': 4}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 11:57:00,704] Trial 228 finished with value: 0.9278281172263315 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7484868425160837, 'batch_size': 139, 'attention_heads': 8, 'hidden_dimension': 177, 'number_of_hidden_layers': 0, 'dropout_rate': 0.30560959718243497, 'global_pooling': 'max', 'learning_rate': 0.0006573812719612018, 'weight_decay': 3.181215676162398e-05, 'beta_0': 0.8512025006392361, 'beta_1': 0.9863720604069597, 'epsilon': 5.0573071533634256e-08, 'balanced_loss': False, 'epochs': 117, 'early_stopping_patience': 24, 'plateau_patience': 14, 'plateau_divider': 5}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 12:13:42,837] Trial 229 finished with value: 0.9224907453898981 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7414014980435707, 'batch_size': 133, 'attention_heads': 7, 'hidden_dimension': 170, 'number_of_hidden_layers': 0, 'dropout_rate': 0.31245656212830725, 'global_pooling': 'sum', 'learning_rate': 0.0008403461284604082, 'weight_decay': 0.00013303493809043273, 'beta_0': 0.8481269618324495, 'beta_1': 0.9874193990528305, 'epsilon': 3.455240674409701e-08, 'balanced_loss': False, 'epochs': 124, 'early_stopping_patience': 25, 'plateau_patience': 17, 'plateau_divider': 6}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 12:25:01,870] Trial 230 finished with value: 0.9277255787736913 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7953494048594044, 'batch_size': 128, 'attention_heads': 9, 'hidden_dimension': 164, 'number_of_hidden_layers': 0, 'dropout_rate': 0.300332783529423, 'global_pooling': 'max', 'learning_rate': 0.0012326212159261185, 'weight_decay': 3.547864380344341e-05, 'beta_0': 0.84498365755743, 'beta_1': 0.9867804197152185, 'epsilon': 7.065494075733502e-08, 'balanced_loss': True, 'epochs': 112, 'early_stopping_patience': 22, 'plateau_patience': 16, 'plateau_divider': 5}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 12:37:01,890] Trial 231 finished with value: 0.9352248822916135 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7691722491993009, 'batch_size': 120, 'attention_heads': 10, 'hidden_dimension': 183, 'number_of_hidden_layers': 0, 'dropout_rate': 0.32135543789838744, 'global_pooling': 'max', 'learning_rate': 0.0005817011158327439, 'weight_decay': 1.1203240677987337e-05, 'beta_0': 0.8495834608159694, 'beta_1': 0.9881900271553541, 'epsilon': 4.36663152300204e-08, 'balanced_loss': False, 'epochs': 70, 'early_stopping_patience': 23, 'plateau_patience': 17, 'plateau_divider': 5}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 12:49:14,989] Trial 232 finished with value: 0.9511814504830296 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7584543698090815, 'batch_size': 135, 'attention_heads': 7, 'hidden_dimension': 175, 'number_of_hidden_layers': 0, 'dropout_rate': 0.32857357896375144, 'global_pooling': 'max', 'learning_rate': 0.0004601331540440626, 'weight_decay': 1.4311019449734011e-05, 'beta_0': 0.8557488622594043, 'beta_1': 0.9849337592428721, 'epsilon': 9.794608728508247e-08, 'balanced_loss': False, 'epochs': 120, 'early_stopping_patience': 25, 'plateau_patience': 16, 'plateau_divider': 4}. Best is trial 125 with value: 0.9564763717525835.
