[I 2024-12-09 09:37:13,800] A new study created in RDB with name: R8-GATv2-facebook-bart-large-Grouped-No_Aggregation
Token indices sequence length is longer than the specified maximum sequence length for this model (1136 > 1024). Running this sequence through the model will result in indexing errors
[I 2024-12-09 09:51:00,252] Trial 0 finished with value: 0.16516151304839635 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7564817426134086, 'batch_size': 150, 'attention_heads': 9, 'hidden_dimension': 97, 'number_of_hidden_layers': 3, 'dropout_rate': 0.34184815819561254, 'global_pooling': 'max', 'learning_rate': 0.013826232179369865, 'weight_decay': 3.972110727381911e-06, 'beta_0': 0.849951952030185, 'beta_1': 0.9912118037965686, 'epsilon': 1.5339162591163588e-08, 'balanced_loss': True, 'epochs': 59, 'early_stopping_patience': 25, 'plateau_patience': 25, 'plateau_divider': 9}. Best is trial 0 with value: 0.16516151304839635.
[I 2024-12-09 10:58:13,514] Trial 8 finished with value: 0.24835967796705075 and parameters: {'left_stride': 256, 'right_stride': 128, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9041247058895944, 'batch_size': 251, 'attention_heads': 10, 'hidden_dimension': 104, 'number_of_hidden_layers': 3, 'dropout_rate': 0.38124967537862225, 'global_pooling': 'mean', 'learning_rate': 0.07089141723796885, 'weight_decay': 0.0003220626495993124, 'beta_0': 0.8683420313684149, 'beta_1': 0.9877260389162159, 'epsilon': 4.933751600448336e-08, 'balanced_loss': False, 'epochs': 132, 'early_stopping_patience': 21, 'plateau_patience': 20, 'plateau_divider': 4}. Best is trial 1 with value: 0.9439419847702573.
[I 2024-12-09 11:07:36,082] Trial 9 finished with value: 0.9497583539673821 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8220606401321402, 'batch_size': 138, 'attention_heads': 6, 'hidden_dimension': 129, 'number_of_hidden_layers': 1, 'dropout_rate': 0.48475502941566495, 'global_pooling': 'mean', 'learning_rate': 0.003187422711813414, 'weight_decay': 3.2315343430749745e-05, 'beta_0': 0.8849150937783302, 'beta_1': 0.9924741264147013, 'epsilon': 4.484744524732786e-08, 'balanced_loss': False, 'epochs': 54, 'early_stopping_patience': 19, 'plateau_patience': 25, 'plateau_divider': 7}. Best is trial 9 with value: 0.9497583539673821.
[I 2024-12-09 11:20:28,640] Trial 10 finished with value: 0.9284497717987348 and parameters: {'left_stride': 0, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6664949826483579, 'batch_size': 40, 'attention_heads': 7, 'hidden_dimension': 38, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5215216634175063, 'global_pooling': 'sum', 'learning_rate': 3.669591461834728e-05, 'weight_decay': 1.61082897385271e-05, 'beta_0': 0.8991067401494276, 'beta_1': 0.9956078490330983, 'epsilon': 3.326182875246256e-07, 'balanced_loss': True, 'epochs': 92, 'early_stopping_patience': 19, 'plateau_patience': 10, 'plateau_divider': 7}. Best is trial 9 with value: 0.9497583539673821.
[I 2024-12-09 11:29:46,328] Trial 11 finished with value: 0.900477166086396 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9879834444589364, 'batch_size': 205, 'attention_heads': 9, 'hidden_dimension': 252, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3965390541849626, 'global_pooling': 'max', 'learning_rate': 0.00012386356736714718, 'weight_decay': 2.3629022854462724e-05, 'beta_0': 0.8994794194881102, 'beta_1': 0.985128699925124, 'epsilon': 1.5282726063969226e-06, 'balanced_loss': False, 'epochs': 52, 'early_stopping_patience': 19, 'plateau_patience': 22, 'plateau_divider': 2}. Best is trial 9 with value: 0.9497583539673821.
[I 2024-12-09 11:37:56,904] Trial 12 finished with value: 0.9444753531890421 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.852842321652628, 'batch_size': 94, 'attention_heads': 4, 'hidden_dimension': 145, 'number_of_hidden_layers': 0, 'dropout_rate': 0.495117409851315, 'global_pooling': 'mean', 'learning_rate': 0.001088850075381897, 'weight_decay': 9.852540188880756e-05, 'beta_0': 0.8247827707396055, 'beta_1': 0.9936937006888107, 'epsilon': 1.5709224758814656e-05, 'balanced_loss': False, 'epochs': 82, 'early_stopping_patience': 25, 'plateau_patience': 23, 'plateau_divider': 10}. Best is trial 9 with value: 0.9497583539673821.
[I 2024-12-09 11:46:33,882] Trial 13 finished with value: 0.9573962729529749 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.838740079892332, 'batch_size': 87, 'attention_heads': 4, 'hidden_dimension': 139, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4958438629817469, 'global_pooling': 'mean', 'learning_rate': 0.009023226244090937, 'weight_decay': 5.498014365417776e-05, 'beta_0': 0.8179342302355455, 'beta_1': 0.9941420202127368, 'epsilon': 5.097670010864778e-05, 'balanced_loss': False, 'epochs': 94, 'early_stopping_patience': 22, 'plateau_patience': 25, 'plateau_divider': 9}. Best is trial 13 with value: 0.9573962729529749.
[I 2024-12-09 11:56:14,035] Trial 14 finished with value: 0.7117810203650302 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8236996824360359, 'batch_size': 52, 'attention_heads': 7, 'hidden_dimension': 103, 'number_of_hidden_layers': 2, 'dropout_rate': 0.41296792626684775, 'global_pooling': 'mean', 'learning_rate': 0.010429574658191188, 'weight_decay': 9.08581703614988e-06, 'beta_0': 0.8505013175968061, 'beta_1': 0.998881893098348, 'epsilon': 1.0060069412640557e-08, 'balanced_loss': False, 'epochs': 106, 'early_stopping_patience': 21, 'plateau_patience': 25, 'plateau_divider': 8}. Best is trial 13 with value: 0.9573962729529749.
[I 2024-12-09 12:05:24,590] Trial 15 finished with value: 0.5861267430868301 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8194081572999536, 'batch_size': 87, 'attention_heads': 4, 'hidden_dimension': 166, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5101867334009248, 'global_pooling': 'mean', 'learning_rate': 0.014527716281019162, 'weight_decay': 4.814431922479868e-05, 'beta_0': 0.8168790178021367, 'beta_1': 0.9927403931591644, 'epsilon': 9.935138101942618e-05, 'balanced_loss': False, 'epochs': 80, 'early_stopping_patience': 17, 'plateau_patience': 19, 'plateau_divider': 10}. Best is trial 13 with value: 0.9573962729529749.
[I 2024-12-09 12:14:29,077] Trial 16 finished with value: 0.9358296922318345 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9131756371994768, 'batch_size': 68, 'attention_heads': 7, 'hidden_dimension': 69, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5991866382431057, 'global_pooling': 'sum', 'learning_rate': 0.004480027107388007, 'weight_decay': 5.108721527149817e-05, 'beta_0': 0.8841075332424876, 'beta_1': 0.993953507891217, 'epsilon': 4.070054810448134e-07, 'balanced_loss': False, 'epochs': 108, 'early_stopping_patience': 22, 'plateau_patience': 13, 'plateau_divider': 7}. Best is trial 13 with value: 0.9573962729529749.
[I 2024-12-09 12:23:44,826] Trial 17 finished with value: 0.7271133879735652 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.7017228959204348, 'batch_size': 112, 'attention_heads': 5, 'hidden_dimension': 127, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4352482446857479, 'global_pooling': 'mean', 'learning_rate': 0.031823611700201815, 'weight_decay': 1.107250505449194e-05, 'beta_0': 0.8597347379386825, 'beta_1': 0.99660496402926, 'epsilon': 7.061956737193936e-06, 'balanced_loss': False, 'epochs': 72, 'early_stopping_patience': 19, 'plateau_patience': 19, 'plateau_divider': 9}. Best is trial 13 with value: 0.9573962729529749.
[I 2024-12-09 12:34:36,930] Trial 18 finished with value: 0.9493783473521824 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8675170681202357, 'batch_size': 174, 'attention_heads': 8, 'hidden_dimension': 177, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4752841441195806, 'global_pooling': 'mean', 'learning_rate': 0.0008680732829295994, 'weight_decay': 5.553922939789718e-06, 'beta_0': 0.8851331768910198, 'beta_1': 0.9872188011068413, 'epsilon': 3.068137980783489e-05, 'balanced_loss': True, 'epochs': 110, 'early_stopping_patience': 23, 'plateau_patience': 23, 'plateau_divider': 6}. Best is trial 13 with value: 0.9573962729529749.
[I 2024-12-09 12:43:18,140] Trial 19 finished with value: 0.9479959429350602 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.7927362316867256, 'batch_size': 70, 'attention_heads': 5, 'hidden_dimension': 124, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5460837776924726, 'global_pooling': 'mean', 'learning_rate': 0.0031059093603292777, 'weight_decay': 3.759167729017956e-05, 'beta_0': 0.8423946587423428, 'beta_1': 0.9915987872958212, 'epsilon': 1.3361744512844415e-07, 'balanced_loss': False, 'epochs': 93, 'early_stopping_patience': 15, 'plateau_patience': 25, 'plateau_divider': 8}. Best is trial 13 with value: 0.9573962729529749.
[I 2024-12-09 12:52:21,956] Trial 20 finished with value: 0.9286439062475419 and parameters: {'left_stride': 0, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.9344649877346133, 'batch_size': 166, 'attention_heads': 4, 'hidden_dimension': 126, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4238987430369126, 'global_pooling': 'sum', 'learning_rate': 0.008299962643169422, 'weight_decay': 0.00018994582333741345, 'beta_0': 0.8009718196034549, 'beta_1': 0.9949606246736717, 'epsilon': 7.763487007055997e-07, 'balanced_loss': False, 'epochs': 68, 'early_stopping_patience': 18, 'plateau_patience': 21, 'plateau_divider': 7}. Best is trial 13 with value: 0.9573962729529749.
[I 2024-12-09 13:03:07,535] Trial 21 finished with value: 0.9677393519444285 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8573371179528192, 'batch_size': 182, 'attention_heads': 8, 'hidden_dimension': 172, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4808430681213234, 'global_pooling': 'mean', 'learning_rate': 0.0007692290356206661, 'weight_decay': 5.272291394254172e-06, 'beta_0': 0.8853656823343855, 'beta_1': 0.987143776668423, 'epsilon': 2.6621223535100303e-05, 'balanced_loss': True, 'epochs': 113, 'early_stopping_patience': 23, 'plateau_patience': 23, 'plateau_divider': 6}. Best is trial 21 with value: 0.9677393519444285.
[I 2024-12-09 13:12:10,499] Trial 22 finished with value: 0.9521625237858107 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8752218384891448, 'batch_size': 199, 'attention_heads': 6, 'hidden_dimension': 167, 'number_of_hidden_layers': 1, 'dropout_rate': 0.49184848214774646, 'global_pooling': 'mean', 'learning_rate': 0.001607790527132699, 'weight_decay': 2.330306219199873e-05, 'beta_0': 0.8734464487025627, 'beta_1': 0.983414894808591, 'epsilon': 1.948912279143465e-05, 'balanced_loss': True, 'epochs': 122, 'early_stopping_patience': 21, 'plateau_patience': 23, 'plateau_divider': 6}. Best is trial 21 with value: 0.9677393519444285.
[I 2024-12-09 13:20:59,328] Trial 23 finished with value: 0.9452832765406012 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8708692484362753, 'batch_size': 195, 'attention_heads': 8, 'hidden_dimension': 169, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5303526440490446, 'global_pooling': 'mean', 'learning_rate': 0.001270079580383407, 'weight_decay': 2.9957567126289117e-06, 'beta_0': 0.8736891732057321, 'beta_1': 0.9828256225850331, 'epsilon': 1.8964061997826347e-05, 'balanced_loss': True, 'epochs': 118, 'early_stopping_patience': 23, 'plateau_patience': 23, 'plateau_divider': 6}. Best is trial 21 with value: 0.9677393519444285.
[I 2024-12-09 13:31:16,984] Trial 24 finished with value: 0.9560607936164769 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8852833149180412, 'batch_size': 198, 'attention_heads': 6, 'hidden_dimension': 182, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4552572380520529, 'global_pooling': 'mean', 'learning_rate': 0.00037835220961215173, 'weight_decay': 7.732771873300263e-06, 'beta_0': 0.8603478453417183, 'beta_1': 0.9832164832283024, 'epsilon': 8.067594948355689e-05, 'balanced_loss': True, 'epochs': 164, 'early_stopping_patience': 21, 'plateau_patience': 23, 'plateau_divider': 5}. Best is trial 21 with value: 0.9677393519444285.
[I 2024-12-09 13:41:46,811] Trial 25 finished with value: 0.9528558828455851 and parameters: {'left_stride': 128, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9421335128173653, 'batch_size': 215, 'attention_heads': 8, 'hidden_dimension': 186, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4603937941645431, 'global_pooling': 'mean', 'learning_rate': 0.00036672879849606785, 'weight_decay': 6.033209234092951e-06, 'beta_0': 0.8563204734641466, 'beta_1': 0.9878883499527844, 'epsilon': 7.917366441948781e-05, 'balanced_loss': True, 'epochs': 173, 'early_stopping_patience': 22, 'plateau_patience': 20, 'plateau_divider': 5}. Best is trial 21 with value: 0.9677393519444285.
[I 2024-12-09 13:55:48,235] Trial 26 finished with value: 0.9480405204757871 and parameters: {'left_stride': 32, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8855861320476858, 'batch_size': 185, 'attention_heads': 6, 'hidden_dimension': 152, 'number_of_hidden_layers': 1, 'dropout_rate': 0.44047396265800387, 'global_pooling': 'mean', 'learning_rate': 6.355893269277553e-05, 'weight_decay': 1.0048378405524042e-05, 'beta_0': 0.8423494872089309, 'beta_1': 0.9857980214342177, 'epsilon': 4.417613059808425e-05, 'balanced_loss': True, 'epochs': 169, 'early_stopping_patience': 24, 'plateau_patience': 24, 'plateau_divider': 5}. Best is trial 21 with value: 0.9677393519444285.
CUDA out of memory. Tried to allocate 2.55 GiB. GPU 0 has a total capacity of 44.56 GiB of which 638.69 MiB is free. Including non-PyTorch memory, this process has 43.93 GiB memory in use. Of the allocated memory 40.86 GiB is allocated by PyTorch, and 1.92 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2024-12-09 14:03:18,252] Trial 27 finished with value: -1.0 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8391027603752611, 'batch_size': 162, 'attention_heads': 10, 'hidden_dimension': 206, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5102664884571734, 'global_pooling': 'mean', 'learning_rate': 0.0005223402034271175, 'weight_decay': 1.8032388667781348e-06, 'beta_0': 0.8140259206078847, 'beta_1': 0.9839436476624256, 'epsilon': 5.7553114073011365e-06, 'balanced_loss': True, 'epochs': 145, 'early_stopping_patience': 20, 'plateau_patience': 21, 'plateau_divider': 5}. Best is trial 21 with value: 0.9677393519444285.
[I 2024-12-09 14:12:40,013] Trial 28 finished with value: 0.9420631274705521 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.7993976622626763, 'batch_size': 119, 'attention_heads': 5, 'hidden_dimension': 158, 'number_of_hidden_layers': 0, 'dropout_rate': 0.4068536924212465, 'global_pooling': 'mean', 'learning_rate': 0.0002372663764139885, 'weight_decay': 6.41435293107104e-05, 'beta_0': 0.893567964683895, 'beta_1': 0.9827553095379385, 'epsilon': 1.29883707392472e-05, 'balanced_loss': True, 'epochs': 163, 'early_stopping_patience': 22, 'plateau_patience': 24, 'plateau_divider': 9}. Best is trial 21 with value: 0.9677393519444285.
[I 2024-12-09 14:29:12,345] Trial 29 finished with value: 0.910526174230162 and parameters: {'left_stride': 32, 'right_stride': 256, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.7528096672675558, 'batch_size': 152, 'attention_heads': 9, 'hidden_dimension': 82, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4406616507905362, 'global_pooling': 'sum', 'learning_rate': 2.7033772924771895e-05, 'weight_decay': 3.7652193443320897e-06, 'beta_0': 0.8503426898098633, 'beta_1': 0.9904884673933387, 'epsilon': 4.122798175104468e-05, 'balanced_loss': True, 'epochs': 96, 'early_stopping_patience': 24, 'plateau_patience': 22, 'plateau_divider': 8}. Best is trial 21 with value: 0.9677393519444285.
[I 2024-12-09 14:40:01,463] Trial 30 finished with value: 0.9516321342245538 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9281974459781709, 'batch_size': 221, 'attention_heads': 9, 'hidden_dimension': 179, 'number_of_hidden_layers': 2, 'dropout_rate': 0.36768969726402345, 'global_pooling': 'max', 'learning_rate': 0.00612637635818063, 'weight_decay': 5.8561577091865045e-06, 'beta_0': 0.8593862429119385, 'beta_1': 0.9817944758086452, 'epsilon': 9.772691345244706e-05, 'balanced_loss': True, 'epochs': 130, 'early_stopping_patience': 20, 'plateau_patience': 19, 'plateau_divider': 3}. Best is trial 21 with value: 0.9677393519444285.
[I 2024-12-09 14:52:41,870] Trial 31 finished with value: 0.9175095634052131 and parameters: {'left_stride': 128, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9579468684828601, 'batch_size': 212, 'attention_heads': 7, 'hidden_dimension': 189, 'number_of_hidden_layers': 4, 'dropout_rate': 0.4593732794434577, 'global_pooling': 'mean', 'learning_rate': 0.00045668919576508316, 'weight_decay': 6.5216776180682485e-06, 'beta_0': 0.857704317752747, 'beta_1': 0.9876790097790311, 'epsilon': 6.0625505298883976e-05, 'balanced_loss': True, 'epochs': 180, 'early_stopping_patience': 22, 'plateau_patience': 24, 'plateau_divider': 5}. Best is trial 21 with value: 0.9677393519444285.
[I 2024-12-09 15:03:40,130] Trial 32 finished with value: 0.9309193971392055 and parameters: {'left_stride': 128, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9505509993196352, 'batch_size': 234, 'attention_heads': 8, 'hidden_dimension': 227, 'number_of_hidden_layers': 2, 'dropout_rate': 0.46236586404215296, 'global_pooling': 'mean', 'learning_rate': 0.0002525053742872944, 'weight_decay': 1.2018072793006e-05, 'beta_0': 0.8440988256452676, 'beta_1': 0.988397662794054, 'epsilon': 2.7237294457673553e-05, 'balanced_loss': True, 'epochs': 173, 'early_stopping_patience': 24, 'plateau_patience': 20, 'plateau_divider': 5}. Best is trial 21 with value: 0.9677393519444285.
