[I 2024-11-11 10:58:06,297] A new study created in RDB with name: R8-GAT-google-bert-bert-base-uncased-Grouped-No_Aggregation
Token indices sequence length is longer than the specified maximum sequence length for this model (639 > 512). Running this sequence through the model will result in indexing errors
[I 2024-11-11 11:06:32,269] Trial 0 finished with value: 0.14177291207456016 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7564817426134086, 'batch_size': 150, 'attention_heads': 9, 'hidden_dimension': 97, 'number_of_hidden_layers': 3, 'dropout_rate': 0.34184815819561254, 'global_pooling': 'max', 'learning_rate': 0.013826232179369865, 'weight_decay': 3.972110727381911e-06, 'beta_0': 0.849951952030185, 'beta_1': 0.9912118037965686, 'epsilon': 1.5339162591163588e-08, 'balanced_loss': True, 'epochs': 59, 'early_stopping_patience': 25, 'plateau_patience': 25, 'plateau_divider': 9}. Best is trial 0 with value: 0.14177291207456016.
[I 2024-11-11 12:12:50,346] Trial 10 finished with value: 0.8624349519610025 and parameters: {'left_stride': 0, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6664949826483579, 'batch_size': 40, 'attention_heads': 7, 'hidden_dimension': 38, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5215216634175063, 'global_pooling': 'sum', 'learning_rate': 3.669591461834728e-05, 'weight_decay': 1.61082897385271e-05, 'beta_0': 0.8991067401494276, 'beta_1': 0.9956078490330983, 'epsilon': 3.326182875246256e-07, 'balanced_loss': True, 'epochs': 92, 'early_stopping_patience': 19, 'plateau_patience': 10, 'plateau_divider': 7}. Best is trial 9 with value: 0.9349254044545198.
[I 2024-11-11 12:19:17,204] Trial 11 finished with value: 0.9028082504329147 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9879834444589364, 'batch_size': 205, 'attention_heads': 9, 'hidden_dimension': 252, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3965390541849626, 'global_pooling': 'max', 'learning_rate': 0.00012386356736714718, 'weight_decay': 2.3629022854462724e-05, 'beta_0': 0.8994794194881102, 'beta_1': 0.985128699925124, 'epsilon': 1.5282726063969226e-06, 'balanced_loss': False, 'epochs': 52, 'early_stopping_patience': 19, 'plateau_patience': 22, 'plateau_divider': 2}. Best is trial 9 with value: 0.9349254044545198.
[I 2024-11-11 12:24:54,778] Trial 12 finished with value: 0.9347336252635837 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.852842321652628, 'batch_size': 94, 'attention_heads': 4, 'hidden_dimension': 145, 'number_of_hidden_layers': 0, 'dropout_rate': 0.495117409851315, 'global_pooling': 'mean', 'learning_rate': 0.001088850075381897, 'weight_decay': 9.852540188880756e-05, 'beta_0': 0.8247827707396055, 'beta_1': 0.9936937006888107, 'epsilon': 1.5709224758814656e-05, 'balanced_loss': False, 'epochs': 82, 'early_stopping_patience': 25, 'plateau_patience': 23, 'plateau_divider': 10}. Best is trial 9 with value: 0.9349254044545198.
[I 2024-11-11 12:30:57,711] Trial 13 finished with value: 0.9350785177576028 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.838740079892332, 'batch_size': 87, 'attention_heads': 4, 'hidden_dimension': 139, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4958438629817469, 'global_pooling': 'mean', 'learning_rate': 0.009023226244090937, 'weight_decay': 5.498014365417776e-05, 'beta_0': 0.8179342302355455, 'beta_1': 0.9941420202127368, 'epsilon': 5.097670010864778e-05, 'balanced_loss': False, 'epochs': 94, 'early_stopping_patience': 22, 'plateau_patience': 25, 'plateau_divider': 9}. Best is trial 13 with value: 0.9350785177576028.
[I 2024-11-11 12:37:28,145] Trial 14 finished with value: 0.6210599706366875 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8236996824360359, 'batch_size': 52, 'attention_heads': 7, 'hidden_dimension': 103, 'number_of_hidden_layers': 2, 'dropout_rate': 0.41296792626684775, 'global_pooling': 'mean', 'learning_rate': 0.010429574658191188, 'weight_decay': 9.08581703614988e-06, 'beta_0': 0.8505013175968061, 'beta_1': 0.998881893098348, 'epsilon': 1.0060069412640557e-08, 'balanced_loss': False, 'epochs': 106, 'early_stopping_patience': 21, 'plateau_patience': 25, 'plateau_divider': 8}. Best is trial 13 with value: 0.9350785177576028.
[I 2024-11-11 12:43:29,375] Trial 15 finished with value: 0.42443221488417127 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8194081572999536, 'batch_size': 87, 'attention_heads': 4, 'hidden_dimension': 166, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5101867334009248, 'global_pooling': 'mean', 'learning_rate': 0.014527716281019162, 'weight_decay': 4.814431922479868e-05, 'beta_0': 0.8168790178021367, 'beta_1': 0.9927403931591644, 'epsilon': 9.935138101942618e-05, 'balanced_loss': False, 'epochs': 80, 'early_stopping_patience': 17, 'plateau_patience': 19, 'plateau_divider': 10}. Best is trial 13 with value: 0.9350785177576028.
[I 2024-11-11 12:50:08,812] Trial 16 finished with value: 0.9439483758175959 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9131756371994768, 'batch_size': 68, 'attention_heads': 7, 'hidden_dimension': 69, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5991866382431057, 'global_pooling': 'sum', 'learning_rate': 0.004480027107388007, 'weight_decay': 5.108721527149817e-05, 'beta_0': 0.8841075332424876, 'beta_1': 0.993953507891217, 'epsilon': 4.070054810448134e-07, 'balanced_loss': False, 'epochs': 108, 'early_stopping_patience': 22, 'plateau_patience': 13, 'plateau_divider': 7}. Best is trial 16 with value: 0.9439483758175959.
[I 2024-11-11 12:55:57,367] Trial 17 finished with value: 0.2408334909899884 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9182436565467601, 'batch_size': 68, 'attention_heads': 8, 'hidden_dimension': 45, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5765226600925774, 'global_pooling': 'sum', 'learning_rate': 0.03416774794359552, 'weight_decay': 1.107250505449194e-05, 'beta_0': 0.8640107693291217, 'beta_1': 0.9953457824599803, 'epsilon': 3.20043041646436e-07, 'balanced_loss': False, 'epochs': 112, 'early_stopping_patience': 22, 'plateau_patience': 12, 'plateau_divider': 9}. Best is trial 16 with value: 0.9439483758175959.
[I 2024-11-11 13:02:08,403] Trial 18 finished with value: 0.9207443819870527 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9372564636399127, 'batch_size': 74, 'attention_heads': 5, 'hidden_dimension': 71, 'number_of_hidden_layers': 4, 'dropout_rate': 0.5413344798660253, 'global_pooling': 'sum', 'learning_rate': 0.0010270483715987932, 'weight_decay': 5.483210183898948e-05, 'beta_0': 0.8441414013366468, 'beta_1': 0.9985726468542088, 'epsilon': 2.0269887465487615e-05, 'balanced_loss': True, 'epochs': 112, 'early_stopping_patience': 23, 'plateau_patience': 14, 'plateau_divider': 6}. Best is trial 16 with value: 0.9439483758175959.
[I 2024-11-11 13:08:12,614] Trial 19 finished with value: 0.9054695540551462 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.887678431531828, 'batch_size': 118, 'attention_heads': 7, 'hidden_dimension': 69, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5985555727043886, 'global_pooling': 'sum', 'learning_rate': 0.009439754077323465, 'weight_decay': 4.5777538084494575e-06, 'beta_0': 0.8005931099073922, 'beta_1': 0.9943885047958471, 'epsilon': 4.55968682945379e-06, 'balanced_loss': False, 'epochs': 173, 'early_stopping_patience': 21, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 16 with value: 0.9439483758175959.
[I 2024-11-11 13:15:49,928] Trial 20 finished with value: 0.9168199473095724 and parameters: {'left_stride': 0, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.7072619635858016, 'batch_size': 32, 'attention_heads': 4, 'hidden_dimension': 127, 'number_of_hidden_layers': 2, 'dropout_rate': 0.42629763132920473, 'global_pooling': 'sum', 'learning_rate': 0.005207075144582898, 'weight_decay': 0.00020122537495716468, 'beta_0': 0.885348859176314, 'beta_1': 0.9875598666666853, 'epsilon': 7.497463796142268e-07, 'balanced_loss': False, 'epochs': 94, 'early_stopping_patience': 23, 'plateau_patience': 14, 'plateau_divider': 9}. Best is trial 16 with value: 0.9439483758175959.
[I 2024-11-11 13:21:48,156] Trial 21 finished with value: 0.9392732989134064 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8568297829910028, 'batch_size': 169, 'attention_heads': 6, 'hidden_dimension': 128, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4808430681213234, 'global_pooling': 'mean', 'learning_rate': 0.002618514100381294, 'weight_decay': 4.9153439218159125e-05, 'beta_0': 0.8853656823343855, 'beta_1': 0.9920539089504569, 'epsilon': 1.3438125482367343e-07, 'balanced_loss': False, 'epochs': 70, 'early_stopping_patience': 19, 'plateau_patience': 19, 'plateau_divider': 7}. Best is trial 16 with value: 0.9439483758175959.
[I 2024-11-11 13:27:53,430] Trial 22 finished with value: 0.9429104059612073 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8747570371943851, 'batch_size': 173, 'attention_heads': 6, 'hidden_dimension': 173, 'number_of_hidden_layers': 1, 'dropout_rate': 0.43920018653973775, 'global_pooling': 'mean', 'learning_rate': 0.0017675475442478338, 'weight_decay': 5.92657869704646e-05, 'beta_0': 0.876980095491539, 'beta_1': 0.9916168407706619, 'epsilon': 1.9862281836322125e-07, 'balanced_loss': False, 'epochs': 76, 'early_stopping_patience': 20, 'plateau_patience': 19, 'plateau_divider': 7}. Best is trial 16 with value: 0.9439483758175959.
[I 2024-11-11 13:34:40,302] Trial 23 finished with value: 0.9403113492751892 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8801048048236025, 'batch_size': 175, 'attention_heads': 8, 'hidden_dimension': 169, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4345969412759144, 'global_pooling': 'mean', 'learning_rate': 0.0015093522354589178, 'weight_decay': 2.975396947178809e-05, 'beta_0': 0.8766854364852663, 'beta_1': 0.9912483387166072, 'epsilon': 1.3397340644435716e-07, 'balanced_loss': False, 'epochs': 70, 'early_stopping_patience': 18, 'plateau_patience': 19, 'plateau_divider': 6}. Best is trial 16 with value: 0.9439483758175959.
[I 2024-11-11 13:43:04,778] Trial 24 finished with value: 0.9375393591910597 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.8743912018683346, 'batch_size': 191, 'attention_heads': 8, 'hidden_dimension': 191, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4370097568654393, 'global_pooling': 'sum', 'learning_rate': 0.00033889028251870884, 'weight_decay': 2.895951727192917e-05, 'beta_0': 0.8725367637826662, 'beta_1': 0.9909652045845099, 'epsilon': 6.953438948344352e-07, 'balanced_loss': False, 'epochs': 73, 'early_stopping_patience': 17, 'plateau_patience': 19, 'plateau_divider': 6}. Best is trial 16 with value: 0.9439483758175959.
[I 2024-11-11 13:49:19,014] Trial 25 finished with value: 0.922417642495837 and parameters: {'left_stride': 128, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9384482537568629, 'batch_size': 165, 'attention_heads': 9, 'hidden_dimension': 167, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4514535829854094, 'global_pooling': 'mean', 'learning_rate': 0.0016250027826484957, 'weight_decay': 1.6468329713275917e-05, 'beta_0': 0.8613593440184583, 'beta_1': 0.9880012304113063, 'epsilon': 1.1491009783970081e-07, 'balanced_loss': False, 'epochs': 121, 'early_stopping_patience': 15, 'plateau_patience': 16, 'plateau_divider': 5}. Best is trial 16 with value: 0.9439483758175959.
[I 2024-11-11 13:56:07,902] Trial 26 finished with value: 0.9266589386951372 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9425577042513008, 'batch_size': 201, 'attention_heads': 8, 'hidden_dimension': 172, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3780199454504754, 'global_pooling': 'sum', 'learning_rate': 0.0006241114865188163, 'weight_decay': 8.917144188010289e-05, 'beta_0': 0.8930609550827422, 'beta_1': 0.996788405988423, 'epsilon': 5.509358096013087e-07, 'balanced_loss': True, 'epochs': 98, 'early_stopping_patience': 20, 'plateau_patience': 12, 'plateau_divider': 5}. Best is trial 16 with value: 0.9439483758175959.
[I 2024-11-11 14:05:33,353] Trial 27 finished with value: 0.7817748219878133 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8775424559346451, 'batch_size': 117, 'attention_heads': 11, 'hidden_dimension': 180, 'number_of_hidden_layers': 3, 'dropout_rate': 0.4123168688417367, 'global_pooling': 'mean', 'learning_rate': 0.006128341211687989, 'weight_decay': 6.51051519143956e-06, 'beta_0': 0.8766425778428463, 'beta_1': 0.9908104438874692, 'epsilon': 2.065064370640014e-07, 'balanced_loss': False, 'epochs': 82, 'early_stopping_patience': 18, 'plateau_patience': 18, 'plateau_divider': 7}. Best is trial 16 with value: 0.9439483758175959.
[I 2024-11-11 14:11:47,095] Trial 28 finished with value: 0.9040776460170994 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.799508142922438, 'batch_size': 179, 'attention_heads': 10, 'hidden_dimension': 81, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4613444293956583, 'global_pooling': 'mean', 'learning_rate': 0.022798380032267706, 'weight_decay': 0.00019579994129138224, 'beta_0': 0.8563153207343507, 'beta_1': 0.9929408962687379, 'epsilon': 3.02948589516172e-08, 'balanced_loss': False, 'epochs': 69, 'early_stopping_patience': 18, 'plateau_patience': 15, 'plateau_divider': 6}. Best is trial 16 with value: 0.9439483758175959.
[I 2024-11-11 14:18:38,349] Trial 29 finished with value: 0.9057437881927433 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9189397163740906, 'batch_size': 154, 'attention_heads': 7, 'hidden_dimension': 111, 'number_of_hidden_layers': 3, 'dropout_rate': 0.4256703662109742, 'global_pooling': 'sum', 'learning_rate': 0.0016707895844099668, 'weight_decay': 1.866075297640422e-05, 'beta_0': 0.8791541658618187, 'beta_1': 0.9852960406365122, 'epsilon': 2.360607474649904e-08, 'balanced_loss': True, 'epochs': 122, 'early_stopping_patience': 24, 'plateau_patience': 20, 'plateau_divider': 8}. Best is trial 16 with value: 0.9439483758175959.
[I 2024-11-11 14:25:34,745] Trial 30 finished with value: 0.9477257483223296 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.8854241846695177, 'batch_size': 214, 'attention_heads': 5, 'hidden_dimension': 87, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5287146500613892, 'global_pooling': 'max', 'learning_rate': 0.0006377416440877196, 'weight_decay': 3.610004606510794e-05, 'beta_0': 0.8911357898676264, 'beta_1': 0.9889825108209628, 'epsilon': 1.5489562489159162e-06, 'balanced_loss': False, 'epochs': 62, 'early_stopping_patience': 20, 'plateau_patience': 12, 'plateau_divider': 7}. Best is trial 30 with value: 0.9477257483223296.
[I 2024-11-11 14:32:10,767] Trial 31 finished with value: 0.954148655903772 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.8860977130723554, 'batch_size': 215, 'attention_heads': 5, 'hidden_dimension': 57, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5985714579414302, 'global_pooling': 'max', 'learning_rate': 0.0006508038644399574, 'weight_decay': 3.854690706350669e-05, 'beta_0': 0.8901789374866145, 'beta_1': 0.9887541647813916, 'epsilon': 1.5464502536029528e-06, 'balanced_loss': False, 'epochs': 63, 'early_stopping_patience': 20, 'plateau_patience': 12, 'plateau_divider': 7}. Best is trial 31 with value: 0.954148655903772.
[I 2024-11-11 14:38:12,990] Trial 32 finished with value: 0.9190931296221647 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9591361937435675, 'batch_size': 221, 'attention_heads': 5, 'hidden_dimension': 58, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5965510378169319, 'global_pooling': 'max', 'learning_rate': 0.0006107326932473384, 'weight_decay': 7.205001898702009e-05, 'beta_0': 0.8916785357710801, 'beta_1': 0.9865449074887765, 'epsilon': 1.4388128770326374e-06, 'balanced_loss': False, 'epochs': 62, 'early_stopping_patience': 20, 'plateau_patience': 12, 'plateau_divider': 7}. Best is trial 31 with value: 0.954148655903772.
[I 2024-11-11 14:45:25,069] Trial 33 finished with value: 0.9104091406706908 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9016302407663804, 'batch_size': 218, 'attention_heads': 5, 'hidden_dimension': 85, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5617022043641654, 'global_pooling': 'max', 'learning_rate': 0.00016932262873074145, 'weight_decay': 0.0001671545380952608, 'beta_0': 0.8918888573402092, 'beta_1': 0.9839469232343216, 'epsilon': 1.6448140220441903e-06, 'balanced_loss': False, 'epochs': 61, 'early_stopping_patience': 20, 'plateau_patience': 11, 'plateau_divider': 8}. Best is trial 31 with value: 0.954148655903772.
[I 2024-11-11 14:51:21,492] Trial 34 finished with value: 0.9102454692636865 and parameters: {'left_stride': 32, 'right_stride': 128, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9600321619415689, 'batch_size': 244, 'attention_heads': 6, 'hidden_dimension': 52, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5321764615907817, 'global_pooling': 'max', 'learning_rate': 0.00034749349670588767, 'weight_decay': 3.831337293024997e-05, 'beta_0': 0.8867234336159925, 'beta_1': 0.9886660253914489, 'epsilon': 2.3284743676915004e-06, 'balanced_loss': False, 'epochs': 52, 'early_stopping_patience': 22, 'plateau_patience': 13, 'plateau_divider': 7}. Best is trial 31 with value: 0.954148655903772.
[I 2024-11-11 14:58:02,180] Trial 35 finished with value: 0.9299640575071767 and parameters: {'left_stride': 256, 'right_stride': 128, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.8620470795233192, 'batch_size': 192, 'attention_heads': 5, 'hidden_dimension': 92, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5834526337523811, 'global_pooling': 'max', 'learning_rate': 6.200443556841345e-05, 'weight_decay': 6.754172787178705e-05, 'beta_0': 0.8716187783219337, 'beta_1': 0.989731593378183, 'epsilon': 8.594902100757807e-06, 'balanced_loss': False, 'epochs': 84, 'early_stopping_patience': 21, 'plateau_patience': 11, 'plateau_divider': 8}. Best is trial 31 with value: 0.954148655903772.
