Some weights of RobertaModel were not initialized from the model checkpoint at FacebookAI/roberta-base and are newly initialized: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
[I 2024-12-02 09:52:46,966] A new study created in RDB with name: R8-GATv2-FacebookAI-roberta-base-Grouped-No_Aggregation
Token indices sequence length is longer than the specified maximum sequence length for this model (655 > 512). Running this sequence through the model will result in indexing errors
[I 2024-12-02 10:04:20,323] Trial 0 finished with value: 0.6373696538369464 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7564817426134086, 'batch_size': 150, 'attention_heads': 9, 'hidden_dimension': 97, 'number_of_hidden_layers': 3, 'dropout_rate': 0.34184815819561254, 'global_pooling': 'max', 'learning_rate': 0.013826232179369865, 'weight_decay': 3.972110727381911e-06, 'beta_0': 0.849951952030185, 'beta_1': 0.9912118037965686, 'epsilon': 1.5339162591163588e-08, 'balanced_loss': True, 'epochs': 59, 'early_stopping_patience': 25, 'plateau_patience': 25, 'plateau_divider': 9}. Best is trial 0 with value: 0.6373696538369464.
[I 2024-12-02 10:49:04,789] Trial 8 finished with value: 0.25183895405612416 and parameters: {'left_stride': 256, 'right_stride': 128, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9041247058895944, 'batch_size': 251, 'attention_heads': 10, 'hidden_dimension': 104, 'number_of_hidden_layers': 3, 'dropout_rate': 0.38124967537862225, 'global_pooling': 'mean', 'learning_rate': 0.07089141723796885, 'weight_decay': 0.0003220626495993124, 'beta_0': 0.8683420313684149, 'beta_1': 0.9877260389162159, 'epsilon': 4.933751600448336e-08, 'balanced_loss': False, 'epochs': 132, 'early_stopping_patience': 21, 'plateau_patience': 20, 'plateau_divider': 4}. Best is trial 4 with value: 0.9390371959400073.
[I 2024-12-02 10:55:43,302] Trial 9 finished with value: 0.9513992943769956 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8220606401321402, 'batch_size': 138, 'attention_heads': 6, 'hidden_dimension': 129, 'number_of_hidden_layers': 1, 'dropout_rate': 0.48475502941566495, 'global_pooling': 'mean', 'learning_rate': 0.003187422711813414, 'weight_decay': 3.2315343430749745e-05, 'beta_0': 0.8849150937783302, 'beta_1': 0.9924741264147013, 'epsilon': 4.484744524732786e-08, 'balanced_loss': False, 'epochs': 54, 'early_stopping_patience': 19, 'plateau_patience': 25, 'plateau_divider': 7}. Best is trial 9 with value: 0.9513992943769956.
[I 2024-12-02 11:04:00,021] Trial 10 finished with value: 0.8403245213650878 and parameters: {'left_stride': 0, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6664949826483579, 'batch_size': 40, 'attention_heads': 7, 'hidden_dimension': 38, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5215216634175063, 'global_pooling': 'sum', 'learning_rate': 3.669591461834728e-05, 'weight_decay': 1.61082897385271e-05, 'beta_0': 0.8991067401494276, 'beta_1': 0.9956078490330983, 'epsilon': 3.326182875246256e-07, 'balanced_loss': True, 'epochs': 92, 'early_stopping_patience': 19, 'plateau_patience': 10, 'plateau_divider': 7}. Best is trial 9 with value: 0.9513992943769956.
[I 2024-12-02 11:14:04,871] Trial 11 finished with value: 0.947548040772487 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8159941961061127, 'batch_size': 185, 'attention_heads': 12, 'hidden_dimension': 145, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5998087315924654, 'global_pooling': 'mean', 'learning_rate': 0.0026376813120854077, 'weight_decay': 4.639548462267546e-05, 'beta_0': 0.8045678259287455, 'beta_1': 0.9929852133403209, 'epsilon': 1.3539202624444258e-07, 'balanced_loss': True, 'epochs': 168, 'early_stopping_patience': 17, 'plateau_patience': 25, 'plateau_divider': 2}. Best is trial 9 with value: 0.9513992943769956.
[I 2024-12-02 11:21:38,138] Trial 12 finished with value: 0.9450108257218228 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8375619237890841, 'batch_size': 192, 'attention_heads': 8, 'hidden_dimension': 135, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5938276775318232, 'global_pooling': 'mean', 'learning_rate': 0.00864965327616717, 'weight_decay': 2.4417873305209476e-05, 'beta_0': 0.8929479199318091, 'beta_1': 0.9935869883571339, 'epsilon': 1.0760405954467326e-08, 'balanced_loss': True, 'epochs': 97, 'early_stopping_patience': 18, 'plateau_patience': 25, 'plateau_divider': 10}. Best is trial 9 with value: 0.9513992943769956.
[I 2024-12-02 11:31:48,026] Trial 13 finished with value: 0.948291167765628 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8692613549539302, 'batch_size': 95, 'attention_heads': 12, 'hidden_dimension': 161, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5059897843116423, 'global_pooling': 'mean', 'learning_rate': 0.001241002485205062, 'weight_decay': 8.525273088703185e-06, 'beta_0': 0.8172660649220073, 'beta_1': 0.9928318115175485, 'epsilon': 2.910765967105139e-07, 'balanced_loss': True, 'epochs': 171, 'early_stopping_patience': 20, 'plateau_patience': 23, 'plateau_divider': 2}. Best is trial 9 with value: 0.9513992943769956.
[I 2024-12-02 11:38:18,514] Trial 14 finished with value: 0.9478535043050587 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8950077468350347, 'batch_size': 83, 'attention_heads': 5, 'hidden_dimension': 97, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4986884962831787, 'global_pooling': 'mean', 'learning_rate': 0.0008064349884059057, 'weight_decay': 9.08581703614988e-06, 'beta_0': 0.8222174412014822, 'beta_1': 0.998881893098348, 'epsilon': 4.751166428486413e-07, 'balanced_loss': False, 'epochs': 108, 'early_stopping_patience': 21, 'plateau_patience': 22, 'plateau_divider': 7}. Best is trial 9 with value: 0.9513992943769956.
[I 2024-12-02 11:50:37,669] Trial 15 finished with value: 0.5087693296371176 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.865081799318284, 'batch_size': 92, 'attention_heads': 16, 'hidden_dimension': 162, 'number_of_hidden_layers': 2, 'dropout_rate': 0.411834349130199, 'global_pooling': 'mean', 'learning_rate': 0.017933697099232038, 'weight_decay': 6.992934972302667e-06, 'beta_0': 0.8504021304100796, 'beta_1': 0.9864292433599987, 'epsilon': 5.730684030294299e-07, 'balanced_loss': True, 'epochs': 83, 'early_stopping_patience': 20, 'plateau_patience': 23, 'plateau_divider': 6}. Best is trial 9 with value: 0.9513992943769956.
[I 2024-12-02 11:57:43,084] Trial 16 finished with value: 0.9326838622391788 and parameters: {'left_stride': 128, 'right_stride': 256, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.939101597206431, 'batch_size': 51, 'attention_heads': 4, 'hidden_dimension': 69, 'number_of_hidden_layers': 2, 'dropout_rate': 0.49780699687576174, 'global_pooling': 'sum', 'learning_rate': 0.00031951625842932985, 'weight_decay': 5.108721527149817e-05, 'beta_0': 0.817246863135127, 'beta_1': 0.9930395791065934, 'epsilon': 3.0062588775423806e-08, 'balanced_loss': False, 'epochs': 116, 'early_stopping_patience': 22, 'plateau_patience': 19, 'plateau_divider': 8}. Best is trial 9 with value: 0.9513992943769956.
CUDA out of memory. Tried to allocate 1.60 GiB. GPU 0 has a total capacity of 44.56 GiB of which 1.25 GiB is free. Including non-PyTorch memory, this process has 43.30 GiB memory in use. Of the allocated memory 40.77 GiB is allocated by PyTorch, and 1.38 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2024-12-02 12:03:07,486] Trial 17 finished with value: -1.0 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.7017228959204348, 'batch_size': 112, 'attention_heads': 8, 'hidden_dimension': 120, 'number_of_hidden_layers': 4, 'dropout_rate': 0.3998552975373178, 'global_pooling': 'mean', 'learning_rate': 0.0015227946743656205, 'weight_decay': 1.2232562638417694e-05, 'beta_0': 0.8824873194226609, 'beta_1': 0.9947720144000018, 'epsilon': 1.0346098568815574e-05, 'balanced_loss': True, 'epochs': 169, 'early_stopping_patience': 15, 'plateau_patience': 19, 'plateau_divider': 2}. Best is trial 9 with value: 0.9513992943769956.
[I 2024-12-02 12:12:14,327] Trial 18 finished with value: 0.9384810445602791 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.809154430979863, 'batch_size': 74, 'attention_heads': 12, 'hidden_dimension': 177, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4362665054703549, 'global_pooling': 'mean', 'learning_rate': 0.0047324368027582345, 'weight_decay': 4.021330409108567e-06, 'beta_0': 0.8607079240897184, 'beta_1': 0.9831849371652664, 'epsilon': 1.4270523408657302e-07, 'balanced_loss': True, 'epochs': 75, 'early_stopping_patience': 18, 'plateau_patience': 14, 'plateau_divider': 5}. Best is trial 9 with value: 0.9513992943769956.
[I 2024-12-02 12:19:02,312] Trial 19 finished with value: 0.3317213914406402 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8738432331782654, 'batch_size': 61, 'attention_heads': 10, 'hidden_dimension': 68, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5299744072271322, 'global_pooling': 'sum', 'learning_rate': 0.024969550561463875, 'weight_decay': 2.6256923455633824e-05, 'beta_0': 0.8425884391442733, 'beta_1': 0.9915987872958212, 'epsilon': 1.3824214264332083e-06, 'balanced_loss': False, 'epochs': 50, 'early_stopping_patience': 23, 'plateau_patience': 23, 'plateau_divider': 10}. Best is trial 9 with value: 0.9513992943769956.
[I 2024-12-02 12:27:17,865] Trial 20 finished with value: 0.5541226856351571 and parameters: {'left_stride': 32, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.9987108481425666, 'batch_size': 165, 'attention_heads': 13, 'hidden_dimension': 255, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4853077877937441, 'global_pooling': 'mean', 'learning_rate': 8.151204598801738e-05, 'weight_decay': 8.67912821313186e-05, 'beta_0': 0.822224914622008, 'beta_1': 0.9973323393451852, 'epsilon': 7.16386076892753e-05, 'balanced_loss': False, 'epochs': 174, 'early_stopping_patience': 19, 'plateau_patience': 10, 'plateau_divider': 6}. Best is trial 9 with value: 0.9513992943769956.
[I 2024-12-02 12:33:24,623] Trial 21 finished with value: 0.9437591717582849 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9059220463635622, 'batch_size': 84, 'attention_heads': 4, 'hidden_dimension': 114, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5022075694780503, 'global_pooling': 'mean', 'learning_rate': 0.0006782028030425974, 'weight_decay': 9.84440277447294e-06, 'beta_0': 0.8231242454709388, 'beta_1': 0.9989473288845641, 'epsilon': 5.256437698892545e-07, 'balanced_loss': False, 'epochs': 113, 'early_stopping_patience': 21, 'plateau_patience': 22, 'plateau_divider': 7}. Best is trial 9 with value: 0.9513992943769956.
[I 2024-12-02 12:39:54,309] Trial 22 finished with value: 0.9431597847448032 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8815305448714489, 'batch_size': 113, 'attention_heads': 6, 'hidden_dimension': 82, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5434017856452391, 'global_pooling': 'mean', 'learning_rate': 0.000973893266048828, 'weight_decay': 6.300733064147458e-06, 'beta_0': 0.8137109402525361, 'beta_1': 0.9986330624632302, 'epsilon': 1.0718278987792036e-06, 'balanced_loss': False, 'epochs': 102, 'early_stopping_patience': 20, 'plateau_patience': 23, 'plateau_divider': 7}. Best is trial 9 with value: 0.9513992943769956.
[I 2024-12-02 12:48:16,865] Trial 23 finished with value: 0.950496623597696 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8130476149780376, 'batch_size': 113, 'attention_heads': 6, 'hidden_dimension': 132, 'number_of_hidden_layers': 2, 'dropout_rate': 0.43729236582964387, 'global_pooling': 'mean', 'learning_rate': 0.0013461835538622368, 'weight_decay': 2.9957567126289117e-06, 'beta_0': 0.8248380767356219, 'beta_1': 0.9949841666750663, 'epsilon': 1.0283764397789614e-07, 'balanced_loss': False, 'epochs': 75, 'early_stopping_patience': 22, 'plateau_patience': 21, 'plateau_divider': 8}. Best is trial 9 with value: 0.9513992943769956.
[I 2024-12-02 12:57:58,877] Trial 24 finished with value: 0.9350194684214498 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.800281045906219, 'batch_size': 116, 'attention_heads': 7, 'hidden_dimension': 132, 'number_of_hidden_layers': 2, 'dropout_rate': 0.43231333630710206, 'global_pooling': 'mean', 'learning_rate': 0.005756154690250184, 'weight_decay': 2.384249884124423e-06, 'beta_0': 0.8407091287653239, 'beta_1': 0.9910243079305027, 'epsilon': 9.156860923929286e-08, 'balanced_loss': False, 'epochs': 75, 'early_stopping_patience': 23, 'plateau_patience': 20, 'plateau_divider': 8}. Best is trial 9 with value: 0.9513992943769956.
[I 2024-12-02 13:10:33,848] Trial 25 finished with value: 0.9464192890052141 and parameters: {'left_stride': 128, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8350917771022789, 'batch_size': 156, 'attention_heads': 9, 'hidden_dimension': 167, 'number_of_hidden_layers': 3, 'dropout_rate': 0.46742139461645793, 'global_pooling': 'mean', 'learning_rate': 0.0015261710447640076, 'weight_decay': 3.6085865527269897e-06, 'beta_0': 0.8278686264770642, 'beta_1': 0.9951435368914137, 'epsilon': 2.128048419377869e-08, 'balanced_loss': False, 'epochs': 50, 'early_stopping_patience': 17, 'plateau_patience': 24, 'plateau_divider': 9}. Best is trial 9 with value: 0.9513992943769956.
[I 2024-12-02 13:18:58,010] Trial 26 finished with value: 0.9433465754955792 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.7429496453569682, 'batch_size': 123, 'attention_heads': 6, 'hidden_dimension': 126, 'number_of_hidden_layers': 1, 'dropout_rate': 0.41982806927108696, 'global_pooling': 'mean', 'learning_rate': 0.0002460378356475458, 'weight_decay': 1.6218483456376857e-05, 'beta_0': 0.8570653954727818, 'beta_1': 0.9879206831777608, 'epsilon': 2.26917147023488e-07, 'balanced_loss': True, 'epochs': 70, 'early_stopping_patience': 24, 'plateau_patience': 21, 'plateau_divider': 9}. Best is trial 9 with value: 0.9513992943769956.
[I 2024-12-02 13:24:36,384] Trial 27 finished with value: 0.9438196330841823 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.9384063823808596, 'batch_size': 103, 'attention_heads': 8, 'hidden_dimension': 181, 'number_of_hidden_layers': 0, 'dropout_rate': 0.45652429953073026, 'global_pooling': 'mean', 'learning_rate': 0.0021096433545698128, 'weight_decay': 1.2477439334575468e-06, 'beta_0': 0.875937885441222, 'beta_1': 0.9939682456157212, 'epsilon': 6.1480354306556e-08, 'balanced_loss': False, 'epochs': 87, 'early_stopping_patience': 19, 'plateau_patience': 19, 'plateau_divider': 8}. Best is trial 9 with value: 0.9513992943769956.
CUDA out of memory. Tried to allocate 2.83 GiB. GPU 0 has a total capacity of 44.56 GiB of which 1.80 GiB is free. Including non-PyTorch memory, this process has 42.76 GiB memory in use. Of the allocated memory 39.42 GiB is allocated by PyTorch, and 2.18 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2024-12-02 13:29:50,057] Trial 28 finished with value: -1.0 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.7840417586795866, 'batch_size': 199, 'attention_heads': 10, 'hidden_dimension': 154, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3901049063821286, 'global_pooling': 'max', 'learning_rate': 0.008723316065244, 'weight_decay': 3.878514696954688e-05, 'beta_0': 0.8084158283873556, 'beta_1': 0.9921467148830407, 'epsilon': 3.02948589516172e-08, 'balanced_loss': True, 'epochs': 66, 'early_stopping_patience': 20, 'plateau_patience': 24, 'plateau_divider': 5}. Best is trial 9 with value: 0.9513992943769956.
[I 2024-12-02 13:39:12,048] Trial 29 finished with value: 0.8992717271295575 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.8521448057711905, 'batch_size': 149, 'attention_heads': 9, 'hidden_dimension': 82, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5214494292900083, 'global_pooling': 'sum', 'learning_rate': 0.000433649079214646, 'weight_decay': 4.719394949797122e-06, 'beta_0': 0.8499751365568378, 'beta_1': 0.9962096960044299, 'epsilon': 1.4952619488244838e-08, 'balanced_loss': True, 'epochs': 122, 'early_stopping_patience': 22, 'plateau_patience': 25, 'plateau_divider': 9}. Best is trial 9 with value: 0.9513992943769956.
[I 2024-12-02 13:47:17,392] Trial 30 finished with value: 0.9514599470556642 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7575705447966539, 'batch_size': 69, 'attention_heads': 5, 'hidden_dimension': 139, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4799764907116122, 'global_pooling': 'max', 'learning_rate': 0.0011684421538415654, 'weight_decay': 2.268698378426867e-06, 'beta_0': 0.8883024919231649, 'beta_1': 0.9904228802690086, 'epsilon': 1.5910722657380108e-07, 'balanced_loss': False, 'epochs': 146, 'early_stopping_patience': 24, 'plateau_patience': 21, 'plateau_divider': 7}. Best is trial 30 with value: 0.9514599470556642.
[I 2024-12-02 13:55:19,318] Trial 31 finished with value: 0.9496410881859798 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7164525198283345, 'batch_size': 67, 'attention_heads': 5, 'hidden_dimension': 136, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4869916850160432, 'global_pooling': 'max', 'learning_rate': 0.0012070509659102555, 'weight_decay': 2.5205196486380627e-06, 'beta_0': 0.8860730669563679, 'beta_1': 0.9906752825756432, 'epsilon': 1.373794109110294e-07, 'balanced_loss': False, 'epochs': 147, 'early_stopping_patience': 24, 'plateau_patience': 21, 'plateau_divider': 7}. Best is trial 30 with value: 0.9514599470556642.
[I 2024-12-02 14:01:39,403] Trial 32 finished with value: 0.9540138091835579 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7166455635178692, 'batch_size': 69, 'attention_heads': 5, 'hidden_dimension': 108, 'number_of_hidden_layers': 0, 'dropout_rate': 0.4736212348315532, 'global_pooling': 'max', 'learning_rate': 0.0035643796296012872, 'weight_decay': 2.1772348510061617e-06, 'beta_0': 0.8881452800219699, 'beta_1': 0.9907156741463168, 'epsilon': 1.1742496121040011e-07, 'balanced_loss': False, 'epochs': 151, 'early_stopping_patience': 25, 'plateau_patience': 21, 'plateau_divider': 7}. Best is trial 32 with value: 0.9540138091835579.
