length,unique_words,type_token_ratio,Flesch_Reading_ease_score,average_syllables_per_word,average_sentence_length,percentage_monosyllabic_words,percentage_polysyllabic_words,correct
(23.0 - 50.0],(22.0 - 38.0],(0.6 - 0.9],(42.38 - 57.27],(1.35 - 1.5],(23.0 - 50.0],(0.667 - 0.758],(0.049 - 0.1],True
(18.0 - 23.0],(17.0 - 22.0],(0.947 - 1.0],(-136.65 - 42.38],(1.8 - 3.5],(17.0 - 23.0],(0.0 - 0.579],(0.148 - 0.222],True
(14.0 - 18.0],(13.0 - 17.0],(0.6 - 0.9],(68.1 - 81.29],(1.611 - 1.8],(1.0 - 9.0],(0.857 - 2.0],(0.148 - 0.222],True
(9.0 - 14.0],(9.0 - 13.0],(0.947 - 1.0],(42.38 - 57.27],(1.8 - 3.5],(9.0 - 13.0],(0.0 - 0.579],(0.148 - 0.222],True
(9.0 - 14.0],(9.0 - 13.0],(0.947 - 1.0],(42.38 - 57.27],(1.611 - 1.8],(9.0 - 13.0],(0.579 - 0.667],(0.222 - 1.0],True
(9.0 - 14.0],(9.0 - 13.0],(0.947 - 1.0],(57.27 - 68.1],(1.611 - 1.8],(9.0 - 13.0],(0.0 - 0.579],(0.049 - 0.1],True
(18.0 - 23.0],(17.0 - 22.0],(0.6 - 0.9],(57.27 - 68.1],(1.5 - 1.611],(17.0 - 23.0],(0.667 - 0.758],(0.148 - 0.222],True
(14.0 - 18.0],(13.0 - 17.0],(0.947 - 1.0],(-136.65 - 42.38],(1.611 - 1.8],(13.0 - 17.0],(0.0 - 0.579],(0.148 - 0.222],True
(18.0 - 23.0],(17.0 - 22.0],(0.6 - 0.9],(57.27 - 68.1],(1.5 - 1.611],(17.0 - 23.0],(0.579 - 0.667],(0.049 - 0.1],True
(1.0 - 9.0],(1.0 - 9.0],(0.6 - 0.9],(57.27 - 68.1],(1.5 - 1.611],(1.0 - 9.0],(0.0 - 0.579],(0.1 - 0.148],True
(1.0 - 9.0],(1.0 - 9.0],(0.947 - 1.0],(68.1 - 81.29],(1.35 - 1.5],(1.0 - 9.0],(0.758 - 0.857],(0.148 - 0.222],True
(9.0 - 14.0],(9.0 - 13.0],(0.947 - 1.0],(57.27 - 68.1],(1.611 - 1.8],(9.0 - 13.0],(0.667 - 0.758],(0.148 - 0.222],True
(9.0 - 14.0],(9.0 - 13.0],(0.947 - 1.0],(-136.65 - 42.38],(1.8 - 3.5],(9.0 - 13.0],(0.579 - 0.667],(0.222 - 1.0],True
(9.0 - 14.0],(9.0 - 13.0],(0.947 - 1.0],(68.1 - 81.29],(1.35 - 1.5],(9.0 - 13.0],(0.579 - 0.667],(0.0 - 0.049],True
(1.0 - 9.0],(1.0 - 9.0],(0.947 - 1.0],(68.1 - 81.29],(1.35 - 1.5],(1.0 - 9.0],(0.857 - 2.0],(0.1 - 0.148],True
(18.0 - 23.0],(17.0 - 22.0],(0.9 - 0.947],(68.1 - 81.29],(0.963 - 1.35],(17.0 - 23.0],(0.758 - 0.857],(0.049 - 0.1],True
(9.0 - 14.0],(9.0 - 13.0],(0.9 - 0.947],(42.38 - 57.27],(1.35 - 1.5],(13.0 - 17.0],(0.0 - 0.579],(0.1 - 0.148],True
(14.0 - 18.0],(13.0 - 17.0],(0.947 - 1.0],(57.27 - 68.1],(1.5 - 1.611],(13.0 - 17.0],(0.579 - 0.667],(0.049 - 0.1],True
(1.0 - 9.0],(1.0 - 9.0],(0.947 - 1.0],(68.1 - 81.29],(1.35 - 1.5],(1.0 - 9.0],(0.579 - 0.667],(0.1 - 0.148],True
(9.0 - 14.0],(1.0 - 9.0],(0.6 - 0.9],(68.1 - 81.29],(1.611 - 1.8],(9.0 - 13.0],(0.667 - 0.758],(0.148 - 0.222],True
(23.0 - 50.0],(22.0 - 38.0],(0.947 - 1.0],(42.38 - 57.27],(1.35 - 1.5],(23.0 - 50.0],(0.579 - 0.667],(0.049 - 0.1],False
(9.0 - 14.0],(9.0 - 13.0],(0.947 - 1.0],(57.27 - 68.1],(1.35 - 1.5],(9.0 - 13.0],(0.667 - 0.758],(0.222 - 1.0],True
(18.0 - 23.0],(17.0 - 22.0],(0.6 - 0.9],(57.27 - 68.1],(1.5 - 1.611],(17.0 - 23.0],(0.667 - 0.758],(0.1 - 0.148],True
(1.0 - 9.0],(1.0 - 9.0],(0.947 - 1.0],(81.29 - 121.22],(0.963 - 1.35],(1.0 - 9.0],(0.857 - 2.0],(0.0 - 0.049],True
(23.0 - 50.0],(22.0 - 38.0],(0.6 - 0.9],(57.27 - 68.1],(1.35 - 1.5],(23.0 - 50.0],(0.667 - 0.758],(0.049 - 0.1],True
(18.0 - 23.0],(17.0 - 22.0],(0.947 - 1.0],(42.38 - 57.27],(1.5 - 1.611],(17.0 - 23.0],(0.0 - 0.579],(0.049 - 0.1],True
(18.0 - 23.0],(17.0 - 22.0],(0.947 - 1.0],(57.27 - 68.1],(1.611 - 1.8],(17.0 - 23.0],(0.758 - 0.857],(0.1 - 0.148],True
(14.0 - 18.0],(13.0 - 17.0],(0.6 - 0.9],(68.1 - 81.29],(1.35 - 1.5],(17.0 - 23.0],(0.857 - 2.0],(0.1 - 0.148],True
(18.0 - 23.0],(17.0 - 22.0],(0.947 - 1.0],(-136.65 - 42.38],(1.611 - 1.8],(17.0 - 23.0],(0.579 - 0.667],(0.148 - 0.222],False
(9.0 - 14.0],(9.0 - 13.0],(0.947 - 1.0],(68.1 - 81.29],(1.611 - 1.8],(9.0 - 13.0],(0.857 - 2.0],(0.049 - 0.1],True
(18.0 - 23.0],(17.0 - 22.0],(0.947 - 1.0],(42.38 - 57.27],(1.5 - 1.611],(17.0 - 23.0],(0.579 - 0.667],(0.148 - 0.222],True
(23.0 - 50.0],(17.0 - 22.0],(0.6 - 0.9],(42.38 - 57.27],(1.611 - 1.8],(23.0 - 50.0],(0.667 - 0.758],(0.148 - 0.222],True
(1.0 - 9.0],(1.0 - 9.0],(0.947 - 1.0],(81.29 - 121.22],(1.35 - 1.5],(1.0 - 9.0],(0.857 - 2.0],(0.0 - 0.049],True
(14.0 - 18.0],(17.0 - 22.0],(0.947 - 1.0],(-136.65 - 42.38],(1.611 - 1.8],(17.0 - 23.0],(0.579 - 0.667],(0.148 - 0.222],True
(23.0 - 50.0],(22.0 - 38.0],(0.6 - 0.9],(68.1 - 81.29],(0.963 - 1.35],(23.0 - 50.0],(0.857 - 2.0],(0.0 - 0.049],True
(14.0 - 18.0],(13.0 - 17.0],(0.9 - 0.947],(68.1 - 81.29],(1.5 - 1.611],(13.0 - 17.0],(0.667 - 0.758],(0.1 - 0.148],True
(23.0 - 50.0],(17.0 - 22.0],(0.6 - 0.9],(68.1 - 81.29],(0.963 - 1.35],(23.0 - 50.0],(0.758 - 0.857],(0.049 - 0.1],True
(14.0 - 18.0],(13.0 - 17.0],(0.947 - 1.0],(42.38 - 57.27],(1.611 - 1.8],(13.0 - 17.0],(0.0 - 0.579],(0.1 - 0.148],True
(14.0 - 18.0],(13.0 - 17.0],(0.6 - 0.9],(42.38 - 57.27],(1.611 - 1.8],(1.0 - 9.0],(0.0 - 0.579],(0.148 - 0.222],True
(1.0 - 9.0],(1.0 - 9.0],(0.947 - 1.0],(81.29 - 121.22],(0.963 - 1.35],(1.0 - 9.0],(0.667 - 0.758],(0.0 - 0.049],False
(18.0 - 23.0],(17.0 - 22.0],(0.947 - 1.0],(57.27 - 68.1],(1.5 - 1.611],(17.0 - 23.0],(0.758 - 0.857],(0.148 - 0.222],True
(1.0 - 9.0],(1.0 - 9.0],(0.947 - 1.0],(68.1 - 81.29],(1.35 - 1.5],(1.0 - 9.0],(0.0 - 0.579],(0.0 - 0.049],True
(14.0 - 18.0],(13.0 - 17.0],(0.947 - 1.0],(57.27 - 68.1],(1.611 - 1.8],(13.0 - 17.0],(0.667 - 0.758],(0.148 - 0.222],True
(14.0 - 18.0],(13.0 - 17.0],(0.947 - 1.0],(68.1 - 81.29],(0.963 - 1.35],(13.0 - 17.0],(0.579 - 0.667],(0.049 - 0.1],True
(14.0 - 18.0],(17.0 - 22.0],(0.947 - 1.0],(42.38 - 57.27],(1.611 - 1.8],(17.0 - 23.0],(0.579 - 0.667],(0.222 - 1.0],True
(9.0 - 14.0],(9.0 - 13.0],(0.947 - 1.0],(68.1 - 81.29],(1.35 - 1.5],(9.0 - 13.0],(0.579 - 0.667],(0.049 - 0.1],True
(18.0 - 23.0],(22.0 - 38.0],(0.947 - 1.0],(57.27 - 68.1],(0.963 - 1.35],(17.0 - 23.0],(0.579 - 0.667],(0.049 - 0.1],True
(18.0 - 23.0],(17.0 - 22.0],(0.9 - 0.947],(-136.65 - 42.38],(1.8 - 3.5],(9.0 - 13.0],(0.0 - 0.579],(0.222 - 1.0],True
(9.0 - 14.0],(13.0 - 17.0],(0.947 - 1.0],(42.38 - 57.27],(1.611 - 1.8],(13.0 - 17.0],(0.667 - 0.758],(0.148 - 0.222],True
(14.0 - 18.0],(13.0 - 17.0],(0.6 - 0.9],(57.27 - 68.1],(1.5 - 1.611],(13.0 - 17.0],(0.579 - 0.667],(0.1 - 0.148],True
(9.0 - 14.0],(9.0 - 13.0],(0.947 - 1.0],(57.27 - 68.1],(1.611 - 1.8],(1.0 - 9.0],(0.0 - 0.579],(0.148 - 0.222],True
(1.0 - 9.0],(1.0 - 9.0],(0.947 - 1.0],(57.27 - 68.1],(1.5 - 1.611],(1.0 - 9.0],(0.0 - 0.579],(0.1 - 0.148],True
(23.0 - 50.0],(22.0 - 38.0],(0.947 - 1.0],(68.1 - 81.29],(1.35 - 1.5],(9.0 - 13.0],(0.667 - 0.758],(0.1 - 0.148],True
(14.0 - 18.0],(13.0 - 17.0],(0.9 - 0.947],(-136.65 - 42.38],(1.8 - 3.5],(13.0 - 17.0],(0.579 - 0.667],(0.222 - 1.0],True
(1.0 - 9.0],(1.0 - 9.0],(0.6 - 0.9],(81.29 - 121.22],(0.963 - 1.35],(1.0 - 9.0],(0.857 - 2.0],(0.1 - 0.148],True
(1.0 - 9.0],(1.0 - 9.0],(0.947 - 1.0],(81.29 - 121.22],(0.963 - 1.35],(1.0 - 9.0],(0.857 - 2.0],(0.1 - 0.148],True
(9.0 - 14.0],(1.0 - 9.0],(0.6 - 0.9],(81.29 - 121.22],(1.35 - 1.5],(9.0 - 13.0],(0.857 - 2.0],(0.049 - 0.1],True
(23.0 - 50.0],(17.0 - 22.0],(0.6 - 0.9],(57.27 - 68.1],(1.35 - 1.5],(23.0 - 50.0],(0.579 - 0.667],(0.049 - 0.1],True
(18.0 - 23.0],(17.0 - 22.0],(0.6 - 0.9],(42.38 - 57.27],(1.611 - 1.8],(17.0 - 23.0],(0.0 - 0.579],(0.049 - 0.1],True
(9.0 - 14.0],(1.0 - 9.0],(0.6 - 0.9],(81.29 - 121.22],(0.963 - 1.35],(9.0 - 13.0],(0.857 - 2.0],(0.0 - 0.049],True
(1.0 - 9.0],(1.0 - 9.0],(0.947 - 1.0],(81.29 - 121.22],(0.963 - 1.35],(1.0 - 9.0],(0.857 - 2.0],(0.0 - 0.049],False
(1.0 - 9.0],(1.0 - 9.0],(0.947 - 1.0],(68.1 - 81.29],(1.35 - 1.5],(1.0 - 9.0],(0.667 - 0.758],(0.222 - 1.0],True
(14.0 - 18.0],(13.0 - 17.0],(0.9 - 0.947],(42.38 - 57.27],(1.8 - 3.5],(13.0 - 17.0],(0.579 - 0.667],(0.148 - 0.222],False
(18.0 - 23.0],(17.0 - 22.0],(0.947 - 1.0],(-136.65 - 42.38],(1.8 - 3.5],(17.0 - 23.0],(0.579 - 0.667],(0.222 - 1.0],True
(14.0 - 18.0],(13.0 - 17.0],(0.6 - 0.9],(81.29 - 121.22],(0.963 - 1.35],(17.0 - 23.0],(0.758 - 0.857],(0.0 - 0.049],True
(23.0 - 50.0],(22.0 - 38.0],(0.9 - 0.947],(42.38 - 57.27],(1.611 - 1.8],(23.0 - 50.0],(0.579 - 0.667],(0.222 - 1.0],True
(1.0 - 9.0],(1.0 - 9.0],(0.947 - 1.0],(42.38 - 57.27],(1.611 - 1.8],(1.0 - 9.0],(0.579 - 0.667],(0.148 - 0.222],True
(23.0 - 50.0],(17.0 - 22.0],(0.6 - 0.9],(42.38 - 57.27],(1.5 - 1.611],(23.0 - 50.0],(0.667 - 0.758],(0.1 - 0.148],True
(18.0 - 23.0],(22.0 - 38.0],(0.947 - 1.0],(-136.65 - 42.38],(1.8 - 3.5],(17.0 - 23.0],(0.579 - 0.667],(0.222 - 1.0],True
(18.0 - 23.0],(17.0 - 22.0],(0.947 - 1.0],(42.38 - 57.27],(1.611 - 1.8],(17.0 - 23.0],(0.0 - 0.579],(0.148 - 0.222],True
(1.0 - 9.0],(1.0 - 9.0],(0.947 - 1.0],(42.38 - 57.27],(1.8 - 3.5],(1.0 - 9.0],(0.0 - 0.579],(0.222 - 1.0],True
(14.0 - 18.0],(13.0 - 17.0],(0.947 - 1.0],(-136.65 - 42.38],(1.611 - 1.8],(13.0 - 17.0],(0.579 - 0.667],(0.222 - 1.0],True
(23.0 - 50.0],(22.0 - 38.0],(0.947 - 1.0],(-136.65 - 42.38],(1.611 - 1.8],(9.0 - 13.0],(0.579 - 0.667],(0.222 - 1.0],True
(18.0 - 23.0],(17.0 - 22.0],(0.6 - 0.9],(57.27 - 68.1],(1.35 - 1.5],(17.0 - 23.0],(0.758 - 0.857],(0.1 - 0.148],True
(23.0 - 50.0],(22.0 - 38.0],(0.947 - 1.0],(-136.65 - 42.38],(1.611 - 1.8],(23.0 - 50.0],(0.667 - 0.758],(0.1 - 0.148],True
(9.0 - 14.0],(9.0 - 13.0],(0.947 - 1.0],(81.29 - 121.22],(0.963 - 1.35],(9.0 - 13.0],(0.579 - 0.667],(0.0 - 0.049],True
(9.0 - 14.0],(9.0 - 13.0],(0.6 - 0.9],(81.29 - 121.22],(0.963 - 1.35],(9.0 - 13.0],(0.857 - 2.0],(0.0 - 0.049],True
(9.0 - 14.0],(9.0 - 13.0],(0.9 - 0.947],(42.38 - 57.27],(1.611 - 1.8],(9.0 - 13.0],(0.667 - 0.758],(0.148 - 0.222],True
(18.0 - 23.0],(17.0 - 22.0],(0.947 - 1.0],(42.38 - 57.27],(1.611 - 1.8],(17.0 - 23.0],(0.758 - 0.857],(0.1 - 0.148],True
(18.0 - 23.0],(17.0 - 22.0],(0.6 - 0.9],(42.38 - 57.27],(1.611 - 1.8],(17.0 - 23.0],(0.667 - 0.758],(0.148 - 0.222],True
(23.0 - 50.0],(22.0 - 38.0],(0.947 - 1.0],(57.27 - 68.1],(1.35 - 1.5],(23.0 - 50.0],(0.758 - 0.857],(0.1 - 0.148],True
(9.0 - 14.0],(9.0 - 13.0],(0.9 - 0.947],(81.29 - 121.22],(0.963 - 1.35],(13.0 - 17.0],(0.857 - 2.0],(0.049 - 0.1],True
(18.0 - 23.0],(17.0 - 22.0],(0.947 - 1.0],(81.29 - 121.22],(0.963 - 1.35],(9.0 - 13.0],(0.667 - 0.758],(0.049 - 0.1],True
(18.0 - 23.0],(13.0 - 17.0],(0.6 - 0.9],(-136.65 - 42.38],(1.611 - 1.8],(17.0 - 23.0],(0.0 - 0.579],(0.148 - 0.222],True
(18.0 - 23.0],(22.0 - 38.0],(0.947 - 1.0],(-136.65 - 42.38],(1.8 - 3.5],(17.0 - 23.0],(0.0 - 0.579],(0.148 - 0.222],True
(14.0 - 18.0],(9.0 - 13.0],(0.6 - 0.9],(81.29 - 121.22],(1.5 - 1.611],(13.0 - 17.0],(0.857 - 2.0],(0.049 - 0.1],True
(18.0 - 23.0],(17.0 - 22.0],(0.947 - 1.0],(-136.65 - 42.38],(1.8 - 3.5],(17.0 - 23.0],(0.0 - 0.579],(0.222 - 1.0],True
(23.0 - 50.0],(17.0 - 22.0],(0.6 - 0.9],(68.1 - 81.29],(1.35 - 1.5],(23.0 - 50.0],(0.758 - 0.857],(0.0 - 0.049],False
(18.0 - 23.0],(17.0 - 22.0],(0.947 - 1.0],(-136.65 - 42.38],(1.8 - 3.5],(17.0 - 23.0],(0.579 - 0.667],(0.222 - 1.0],True
(1.0 - 9.0],(1.0 - 9.0],(0.947 - 1.0],(81.29 - 121.22],(1.35 - 1.5],(1.0 - 9.0],(0.758 - 0.857],(0.0 - 0.049],True
(9.0 - 14.0],(13.0 - 17.0],(0.947 - 1.0],(68.1 - 81.29],(1.611 - 1.8],(13.0 - 17.0],(0.667 - 0.758],(0.049 - 0.1],False
(14.0 - 18.0],(13.0 - 17.0],(0.947 - 1.0],(42.38 - 57.27],(1.5 - 1.611],(13.0 - 17.0],(0.0 - 0.579],(0.1 - 0.148],True
(18.0 - 23.0],(17.0 - 22.0],(0.9 - 0.947],(-136.65 - 42.38],(1.611 - 1.8],(17.0 - 23.0],(0.0 - 0.579],(0.148 - 0.222],True
(18.0 - 23.0],(17.0 - 22.0],(0.9 - 0.947],(-136.65 - 42.38],(1.8 - 3.5],(17.0 - 23.0],(0.0 - 0.579],(0.222 - 1.0],False
(14.0 - 18.0],(13.0 - 17.0],(0.9 - 0.947],(-136.65 - 42.38],(1.8 - 3.5],(13.0 - 17.0],(0.579 - 0.667],(0.222 - 1.0],True
(23.0 - 50.0],(22.0 - 38.0],(0.6 - 0.9],(-136.65 - 42.38],(1.35 - 1.5],(23.0 - 50.0],(0.579 - 0.667],(0.1 - 0.148],True
(9.0 - 14.0],(13.0 - 17.0],(0.947 - 1.0],(57.27 - 68.1],(1.35 - 1.5],(13.0 - 17.0],(0.579 - 0.667],(0.148 - 0.222],True
(1.0 - 9.0],(1.0 - 9.0],(0.947 - 1.0],(42.38 - 57.27],(1.8 - 3.5],(1.0 - 9.0],(0.0 - 0.579],(0.1 - 0.148],True
(1.0 - 9.0],(1.0 - 9.0],(0.947 - 1.0],(81.29 - 121.22],(1.35 - 1.5],(1.0 - 9.0],(0.857 - 2.0],(0.0 - 0.049],True
(1.0 - 9.0],(1.0 - 9.0],(0.947 - 1.0],(81.29 - 121.22],(0.963 - 1.35],(1.0 - 9.0],(0.857 - 2.0],(0.0 - 0.049],True
(18.0 - 23.0],(17.0 - 22.0],(0.947 - 1.0],(42.38 - 57.27],(1.35 - 1.5],(17.0 - 23.0],(0.0 - 0.579],(0.148 - 0.222],True
(9.0 - 14.0],(9.0 - 13.0],(0.947 - 1.0],(42.38 - 57.27],(1.611 - 1.8],(9.0 - 13.0],(0.0 - 0.579],(0.148 - 0.222],True
(14.0 - 18.0],(13.0 - 17.0],(0.6 - 0.9],(42.38 - 57.27],(1.611 - 1.8],(13.0 - 17.0],(0.579 - 0.667],(0.1 - 0.148],True
(1.0 - 9.0],(1.0 - 9.0],(0.947 - 1.0],(42.38 - 57.27],(1.8 - 3.5],(1.0 - 9.0],(0.579 - 0.667],(0.148 - 0.222],True
(1.0 - 9.0],(1.0 - 9.0],(0.947 - 1.0],(-136.65 - 42.38],(1.8 - 3.5],(1.0 - 9.0],(0.579 - 0.667],(0.222 - 1.0],True
(23.0 - 50.0],(22.0 - 38.0],(0.9 - 0.947],(68.1 - 81.29],(1.35 - 1.5],(23.0 - 50.0],(0.758 - 0.857],(0.1 - 0.148],True
(9.0 - 14.0],(9.0 - 13.0],(0.947 - 1.0],(68.1 - 81.29],(1.5 - 1.611],(9.0 - 13.0],(0.857 - 2.0],(0.049 - 0.1],True
(23.0 - 50.0],(22.0 - 38.0],(0.9 - 0.947],(-136.65 - 42.38],(1.611 - 1.8],(23.0 - 50.0],(0.579 - 0.667],(0.148 - 0.222],True
(23.0 - 50.0],(17.0 - 22.0],(0.9 - 0.947],(-136.65 - 42.38],(1.8 - 3.5],(23.0 - 50.0],(0.0 - 0.579],(0.148 - 0.222],True
(9.0 - 14.0],(9.0 - 13.0],(0.6 - 0.9],(42.38 - 57.27],(1.5 - 1.611],(13.0 - 17.0],(0.758 - 0.857],(0.1 - 0.148],True
(9.0 - 14.0],(9.0 - 13.0],(0.947 - 1.0],(68.1 - 81.29],(0.963 - 1.35],(9.0 - 13.0],(0.579 - 0.667],(0.049 - 0.1],True
(9.0 - 14.0],(13.0 - 17.0],(0.947 - 1.0],(42.38 - 57.27],(1.611 - 1.8],(13.0 - 17.0],(0.0 - 0.579],(0.148 - 0.222],True
(1.0 - 9.0],(1.0 - 9.0],(0.947 - 1.0],(81.29 - 121.22],(0.963 - 1.35],(1.0 - 9.0],(0.857 - 2.0],(0.0 - 0.049],True
(1.0 - 9.0],(1.0 - 9.0],(0.947 - 1.0],(-136.65 - 42.38],(1.8 - 3.5],(1.0 - 9.0],(0.0 - 0.579],(0.222 - 1.0],True
(1.0 - 9.0],(1.0 - 9.0],(0.947 - 1.0],(-136.65 - 42.38],(1.8 - 3.5],(1.0 - 9.0],(0.0 - 0.579],(0.222 - 1.0],True
(14.0 - 18.0],(13.0 - 17.0],(0.9 - 0.947],(81.29 - 121.22],(0.963 - 1.35],(13.0 - 17.0],(0.667 - 0.758],(0.049 - 0.1],True
(23.0 - 50.0],(17.0 - 22.0],(0.9 - 0.947],(57.27 - 68.1],(1.5 - 1.611],(9.0 - 13.0],(0.667 - 0.758],(0.148 - 0.222],True
(18.0 - 23.0],(17.0 - 22.0],(0.947 - 1.0],(81.29 - 121.22],(0.963 - 1.35],(17.0 - 23.0],(0.857 - 2.0],(0.0 - 0.049],True
(1.0 - 9.0],(1.0 - 9.0],(0.6 - 0.9],(81.29 - 121.22],(1.35 - 1.5],(1.0 - 9.0],(0.758 - 0.857],(0.0 - 0.049],True
(18.0 - 23.0],(17.0 - 22.0],(0.947 - 1.0],(42.38 - 57.27],(1.611 - 1.8],(17.0 - 23.0],(0.667 - 0.758],(0.1 - 0.148],True
(23.0 - 50.0],(22.0 - 38.0],(0.947 - 1.0],(42.38 - 57.27],(1.5 - 1.611],(23.0 - 50.0],(0.758 - 0.857],(0.049 - 0.1],True
(14.0 - 18.0],(13.0 - 17.0],(0.6 - 0.9],(68.1 - 81.29],(1.35 - 1.5],(13.0 - 17.0],(0.758 - 0.857],(0.049 - 0.1],True
(1.0 - 9.0],(1.0 - 9.0],(0.947 - 1.0],(42.38 - 57.27],(1.8 - 3.5],(1.0 - 9.0],(0.667 - 0.758],(0.222 - 1.0],True
(23.0 - 50.0],(22.0 - 38.0],(0.6 - 0.9],(57.27 - 68.1],(1.35 - 1.5],(23.0 - 50.0],(0.758 - 0.857],(0.1 - 0.148],True
(9.0 - 14.0],(9.0 - 13.0],(0.947 - 1.0],(68.1 - 81.29],(1.35 - 1.5],(9.0 - 13.0],(0.758 - 0.857],(0.049 - 0.1],True
(9.0 - 14.0],(9.0 - 13.0],(0.947 - 1.0],(68.1 - 81.29],(1.611 - 1.8],(9.0 - 13.0],(0.857 - 2.0],(0.049 - 0.1],True
(9.0 - 14.0],(9.0 - 13.0],(0.947 - 1.0],(-136.65 - 42.38],(1.8 - 3.5],(9.0 - 13.0],(0.667 - 0.758],(0.222 - 1.0],True
(1.0 - 9.0],(1.0 - 9.0],(0.947 - 1.0],(81.29 - 121.22],(1.611 - 1.8],(1.0 - 9.0],(0.857 - 2.0],(0.222 - 1.0],True
(14.0 - 18.0],(13.0 - 17.0],(0.947 - 1.0],(81.29 - 121.22],(0.963 - 1.35],(13.0 - 17.0],(0.758 - 0.857],(0.0 - 0.049],True
(18.0 - 23.0],(17.0 - 22.0],(0.6 - 0.9],(57.27 - 68.1],(1.611 - 1.8],(17.0 - 23.0],(0.0 - 0.579],(0.049 - 0.1],True
(23.0 - 50.0],(22.0 - 38.0],(0.6 - 0.9],(-136.65 - 42.38],(1.8 - 3.5],(23.0 - 50.0],(0.0 - 0.579],(0.148 - 0.222],True
(18.0 - 23.0],(17.0 - 22.0],(0.947 - 1.0],(81.29 - 121.22],(0.963 - 1.35],(17.0 - 23.0],(0.857 - 2.0],(0.0 - 0.049],True
(14.0 - 18.0],(13.0 - 17.0],(0.6 - 0.9],(68.1 - 81.29],(0.963 - 1.35],(13.0 - 17.0],(0.758 - 0.857],(0.1 - 0.148],True
(23.0 - 50.0],(22.0 - 38.0],(0.9 - 0.947],(68.1 - 81.29],(1.35 - 1.5],(23.0 - 50.0],(0.857 - 2.0],(0.049 - 0.1],True
(9.0 - 14.0],(9.0 - 13.0],(0.9 - 0.947],(81.29 - 121.22],(1.35 - 1.5],(9.0 - 13.0],(0.758 - 0.857],(0.0 - 0.049],True
