split,index,nodes,total_values_for_nodes,edges,total_values_for_edges,total_values_for_graph
train,71,14,14336,92,92,14428
train,72,22,22528,148,148,22676
train,73,35,35840,239,239,36079
train,74,9,9216,51,51,9267
train,75,20,20480,128,128,20608
train,76,15,15360,93,93,15453
train,77,35,35840,239,239,36079
train,78,22,22528,148,148,22676
train,79,27,27648,193,193,27841
train,80,13,13312,79,79,13391
train,81,12,12288,72,72,12360
train,82,21,21504,141,141,21645
train,83,10,10240,58,58,10298
train,84,32,32768,220,220,32988
train,85,18,18432,120,120,18552
train,86,25,25600,163,163,25763
train,87,25,25600,171,171,25771
train,88,32,32768,218,218,32986
train,89,11,11264,65,65,11329
train,90,6,6144,30,30,6174
train,91,29,29696,191,191,29887
train,92,16,16384,104,104,16488
train,93,14,14336,86,86,14422
train,94,9,9216,51,51,9267
train,95,19,19456,125,125,19581
train,96,29,29696,191,191,29887
train,97,16,16384,100,100,16484
train,98,16,16384,100,100,16484
train,99,25,25600,163,163,25763
train,100,21,21504,135,135,21639
train,101,26,26624,182,182,26806
train,102,26,26624,170,170,26794
train,103,40,40960,278,278,41238
train,104,17,17408,113,113,17521
train,105,35,35840,243,243,36083
train,106,17,17408,107,107,17515
train,107,19,19456,121,121,19577
train,108,18,18432,116,116,18548
train,109,17,17408,107,107,17515
train,110,17,17408,107,107,17515
train,111,26,26624,188,188,26812
train,112,30,30720,206,206,30926
train,113,20,20480,140,140,20620
train,114,17,17408,107,107,17515
train,115,16,16384,100,100,16484
train,116,7,7168,37,37,7205
train,117,19,19456,121,121,19577
train,118,11,11264,65,65,11329
train,119,55,56320,395,395,56715
train,120,8,8192,40,40,8232
train,121,20,20480,128,128,20608
train,122,7,7168,37,37,7205
train,123,26,26624,176,176,26800
train,124,28,28672,198,198,28870
train,125,25,25600,187,187,25787
train,126,19,19456,125,125,19581
train,127,31,31744,217,217,31961
train,128,18,18432,124,124,18556
train,129,25,25600,163,163,25763
train,130,23,23552,155,155,23707
train,131,30,30720,230,230,30950
train,132,25,25600,179,179,25779
train,133,33,33792,237,237,34029
train,134,50,51200,338,338,51538
train,135,36,36864,256,256,37120
train,136,16,16384,106,106,16490
train,137,38,38912,278,278,39190
train,138,33,33792,233,233,34025
train,139,14,14336,86,86,14422
train,140,29,29696,201,201,29897
train,141,6,6144,30,30,6174
train,142,15,15360,93,93,15453
train,143,14,14336,86,86,14422
train,144,19,19456,125,125,19581
train,145,23,23552,157,157,23709
train,146,13,13312,79,79,13391
train,147,22,22528,146,146,22674
train,148,31,31744,205,205,31949
train,149,11,11264,65,65,11329
train,150,32,32768,216,216,32984
train,151,13,13312,79,79,13391
train,152,18,18432,114,114,18546
train,153,23,23552,161,161,23713
train,154,13,13312,79,79,13391
train,155,10,10240,58,58,10298
train,156,24,24576,174,174,24750
train,157,24,24576,162,162,24738
train,158,27,27648,179,179,27827
train,159,7,7168,37,37,7205
train,160,12,12288,72,72,12360
train,161,24,24576,168,168,24744
train,162,4,4096,16,16,4112
train,163,8,8192,44,44,8236
train,164,23,23552,149,149,23701
train,165,11,11264,71,71,11335
train,166,25,25600,183,183,25783
train,167,7,7168,37,37,7205
train,168,22,22528,154,154,22682
train,169,20,20480,128,128,20608
train,170,27,27648,177,177,27825
train,171,31,31744,213,213,31957
train,172,21,21504,135,135,21639
train,173,11,11264,65,65,11329
train,174,17,17408,107,107,17515
train,175,32,32768,218,218,32986
train,176,10,10240,58,58,10298
train,177,23,23552,153,153,23705
train,178,10,10240,58,58,10298
train,179,30,30720,198,198,30918
train,180,21,21504,137,137,21641
train,181,35,35840,263,263,36103
train,182,23,23552,149,149,23701
train,183,16,16384,100,100,16484
train,184,19,19456,127,127,19583
train,185,21,21504,145,145,21649
train,186,9,9216,53,53,9269
train,187,20,20480,134,134,20614
train,188,27,27648,189,189,27837
train,189,35,35840,245,245,36085
train,190,16,16384,106,106,16490
train,191,11,11264,65,65,11329
train,192,32,32768,232,232,33000
train,193,14,14336,86,86,14422
train,194,29,29696,193,193,29889
train,195,24,24576,160,160,24736
train,196,25,25600,163,163,25763
train,197,11,11264,65,65,11329
train,198,13,13312,77,77,13389
train,199,15,15360,93,93,15453
train,200,17,17408,107,107,17515
train,201,27,27648,193,193,27841
train,202,9,9216,51,51,9267
train,203,15,15360,105,105,15465
train,204,5,5120,23,23,5143
train,205,19,19456,127,127,19583
train,206,19,19456,127,127,19583
train,207,33,33792,245,245,34037
train,208,18,18432,114,114,18546
train,209,18,18432,114,114,18546
train,210,11,11264,65,65,11329
train,211,30,30720,222,222,30942
train,212,23,23552,147,147,23699
train,213,28,28672,190,190,28862
train,214,10,10240,58,58,10298
train,215,23,23552,149,149,23701
train,216,20,20480,124,124,20604
train,217,29,29696,191,191,29887
train,218,8,8192,44,44,8236
train,219,25,25600,169,169,25769
train,220,16,16384,100,100,16484
train,221,24,24576,168,168,24744
train,222,37,37888,255,255,38143
train,223,24,24576,168,168,24744
train,224,26,26624,182,182,26806
train,225,6,6144,30,30,6174
train,226,29,29696,189,189,29885
train,227,28,28672,186,186,28858
train,228,7,7168,37,37,7205
train,229,46,47104,340,340,47444
train,230,21,21504,147,147,21651
train,231,12,12288,72,72,12360
train,232,17,17408,113,113,17521
train,233,11,11264,65,65,11329
train,234,8,8192,44,44,8236
train,235,18,18432,128,128,18560
train,236,16,16384,100,100,16484
train,237,22,22528,152,152,22680
train,238,17,17408,111,111,17519
train,239,8,8192,44,44,8236
train,240,30,30720,220,220,30940
train,241,14,14336,86,86,14422
train,242,13,13312,79,79,13391
train,243,12,12288,72,72,12360
train,244,6,6144,30,30,6174
train,245,22,22528,148,148,22676
train,246,32,32768,224,224,32992
train,247,26,26624,186,186,26810
train,248,10,10240,58,58,10298
train,249,24,24576,166,166,24742
train,250,34,34816,226,226,35042
train,251,8,8192,44,44,8236
train,252,24,24576,164,164,24740
train,253,17,17408,107,107,17515
train,254,27,27648,177,177,27825
train,255,6,6144,30,30,6174
train,256,21,21504,135,135,21639
train,257,11,11264,65,65,11329
train,258,29,29696,203,203,29899
train,259,14,14336,86,86,14422
train,260,22,22528,142,142,22670
train,261,25,25600,173,173,25773
train,262,37,37888,257,257,38145
train,263,34,34816,240,240,35056
train,264,7,7168,37,37,7205
train,265,21,21504,141,141,21645
train,266,16,16384,100,100,16484
train,267,27,27648,189,189,27837
train,268,23,23552,149,149,23701
train,269,36,36864,268,268,37132
train,270,32,32768,230,230,32998
train,271,11,11264,63,63,11327
train,272,20,20480,142,142,20622
train,273,29,29696,219,219,29915
train,274,27,27648,177,177,27825
train,275,32,32768,222,222,32990
train,276,31,31744,217,217,31961
train,277,19,19456,127,127,19583
train,278,28,28672,194,194,28866
train,279,4,4096,16,16,4112
train,280,8,8192,44,44,8236
train,281,22,22528,140,140,22668
train,282,16,16384,100,100,16484
train,283,19,19456,127,127,19583
train,284,18,18432,114,114,18546
train,285,28,28672,184,184,28856
train,286,8,8192,42,42,8234
train,287,41,41984,295,295,42279
train,288,16,16384,102,102,16486
train,289,25,25600,163,163,25763
train,290,12,12288,70,70,12358
train,291,33,33792,225,225,34017
train,292,25,25600,169,169,25769
train,293,42,43008,296,296,43304
train,294,17,17408,107,107,17515
train,295,8,8192,44,44,8236
train,296,39,39936,285,285,40221
train,297,25,25600,171,171,25771
train,298,17,17408,105,105,17513
train,299,7,7168,37,37,7205
train,300,24,24576,170,170,24746
train,301,19,19456,127,127,19583
train,302,21,21504,135,135,21639
train,303,19,19456,121,121,19577
train,304,9,9216,51,51,9267
train,305,5,5120,23,23,5143
train,306,7,7168,37,37,7205
train,307,18,18432,138,138,18570
train,308,19,19456,121,121,19577
train,309,22,22528,142,142,22670
train,310,13,13312,79,79,13391
train,311,25,25600,163,163,25763
train,312,34,34816,244,244,35060
train,313,31,31744,211,211,31955
train,314,11,11264,65,65,11329
train,315,36,36864,256,256,37120
train,316,21,21504,135,135,21639
train,317,23,23552,149,149,23701
train,318,6,6144,30,30,6174
train,319,29,29696,199,199,29895
train,320,24,24576,156,156,24732
train,321,24,24576,158,158,24734
train,322,16,16384,104,104,16488
train,323,18,18432,114,114,18546
train,324,28,28672,202,202,28874
train,325,20,20480,128,128,20608
train,326,24,24576,156,156,24732
train,327,18,18432,124,124,18556
train,328,34,34816,248,248,35064
train,329,11,11264,65,65,11329
train,330,34,34816,238,238,35054
train,331,14,14336,86,86,14422
train,332,23,23552,161,161,23713
train,333,26,26624,170,170,26794
train,334,35,35840,239,239,36079
train,335,36,36864,256,256,37120
train,336,19,19456,121,121,19577
train,337,10,10240,58,58,10298
train,338,29,29696,211,211,29907
train,339,6,6144,30,30,6174
train,340,17,17408,107,107,17515
train,341,39,39936,293,293,40229
train,342,8,8192,44,44,8236
train,343,6,6144,30,30,6174
train,344,5,5120,23,23,5143
train,345,28,28672,198,198,28870
train,346,27,27648,181,181,27829
train,347,14,14336,86,86,14422
train,348,9,9216,51,51,9267
train,349,8,8192,44,44,8236
train,350,30,30720,202,202,30922
train,351,17,17408,107,107,17515
train,352,40,40960,280,280,41240
train,353,14,14336,86,86,14422
train,354,23,23552,155,155,23707
train,355,20,20480,134,134,20614
train,356,23,23552,149,149,23701
train,357,20,20480,138,138,20618
train,358,29,29696,215,215,29911
train,359,16,16384,100,100,16484
train,360,12,12288,72,72,12360
train,361,20,20480,128,128,20608
train,362,18,18432,114,114,18546
train,363,19,19456,121,121,19577
train,364,15,15360,99,99,15459
train,365,22,22528,142,142,22670
train,366,30,30720,198,198,30918
train,367,18,18432,114,114,18546
train,368,32,32768,242,242,33010
train,369,46,47104,326,326,47430
train,370,39,39936,275,275,40211
train,371,11,11264,65,65,11329
train,372,28,28672,200,200,28872
train,373,9,9216,51,51,9267
train,374,12,12288,72,72,12360
train,375,18,18432,114,114,18546
train,376,19,19456,127,127,19583
train,377,14,14336,86,86,14422
train,378,14,14336,86,86,14422
train,379,32,32768,222,222,32990
train,380,19,19456,123,123,19579
train,381,6,6144,30,30,6174
train,382,13,13312,79,79,13391
train,383,9,9216,51,51,9267
train,384,13,13312,85,85,13397
train,385,8,8192,44,44,8236
train,386,12,12288,72,72,12360
train,387,9,9216,51,51,9267
train,388,21,21504,141,141,21645
train,389,29,29696,203,203,29899
train,390,21,21504,141,141,21645
train,391,5,5120,23,23,5143
train,392,19,19456,121,121,19577
train,393,24,24576,162,162,24738
train,394,11,11264,65,65,11329
train,395,21,21504,141,141,21645
train,396,33,33792,229,229,34021
train,397,15,15360,93,93,15453
train,398,14,14336,90,90,14426
train,399,32,32768,228,228,32996
train,400,6,6144,30,30,6174
train,401,38,38912,264,264,39176
train,402,24,24576,162,162,24738
train,403,37,37888,265,265,38153
train,404,44,45056,316,316,45372
train,405,30,30720,232,232,30952
train,406,25,25600,167,167,25767
train,407,11,11264,67,67,11331
train,408,26,26624,182,182,26806
train,409,15,15360,93,93,15453
train,410,19,19456,127,127,19583
train,411,9,9216,51,51,9267
train,412,20,20480,132,132,20612
train,413,27,27648,183,183,27831
train,414,35,35840,263,263,36103
train,415,9,9216,51,51,9267
train,416,25,25600,181,181,25781
train,417,15,15360,91,91,15451
train,418,32,32768,218,218,32986
train,419,15,15360,93,93,15453
train,420,19,19456,121,121,19577
train,421,26,26624,182,182,26806
train,422,10,10240,58,58,10298
train,423,14,14336,86,86,14422
train,424,29,29696,191,191,29887
train,425,11,11264,65,65,11329
train,426,22,22528,158,158,22686
train,427,21,21504,135,135,21639
train,428,24,24576,156,156,24732
train,429,26,26624,180,180,26804
train,430,18,18432,114,114,18546
train,431,25,25600,175,175,25775
train,432,22,22528,150,150,22678
train,433,16,16384,100,100,16484
train,434,24,24576,180,180,24756
train,435,19,19456,135,135,19591
train,436,28,28672,200,200,28872
train,437,20,20480,140,140,20620
train,438,14,14336,86,86,14422
train,439,12,12288,72,72,12360
train,440,12,12288,72,72,12360
train,441,33,33792,225,225,34017
train,442,35,35840,261,261,36101
train,443,11,11264,65,65,11329
train,444,12,12288,72,72,12360
train,445,32,32768,214,214,32982
train,446,14,14336,90,90,14426
train,447,34,34816,230,230,35046
train,448,21,21504,141,141,21645
train,449,28,28672,190,190,28862
train,450,27,27648,201,201,27849
train,451,20,20480,128,128,20608
train,452,9,9216,49,49,9265
train,453,14,14336,86,86,14422
train,454,10,10240,58,58,10298
train,455,12,12288,72,72,12360
train,456,37,37888,273,273,38161
train,457,31,31744,211,211,31955
train,458,6,6144,30,30,6174
train,459,26,26624,188,188,26812
train,460,10,10240,56,56,10296
train,461,30,30720,198,198,30918
train,462,32,32768,244,244,33012
train,463,23,23552,155,155,23707
train,464,16,16384,106,106,16490
train,465,28,28672,190,190,28862
train,466,24,24576,154,154,24730
train,467,25,25600,173,173,25773
train,468,25,25600,175,175,25775
train,469,14,14336,88,88,14424
train,470,21,21504,135,135,21639
train,471,24,24576,178,178,24754
train,472,28,28672,194,194,28866
train,473,16,16384,102,102,16486
train,474,31,31744,217,217,31961
train,475,26,26624,170,170,26794
train,476,30,30720,208,208,30928
train,477,38,38912,288,288,39200
train,478,18,18432,114,114,18546
train,479,22,22528,142,142,22670
train,480,27,27648,193,193,27841
train,481,32,32768,212,212,32980
train,482,5,5120,23,23,5143
train,483,10,10240,58,58,10298
train,484,40,40960,284,284,41244
train,485,16,16384,98,98,16482
train,486,25,25600,161,161,25761
train,487,13,13312,85,85,13397
train,488,27,27648,183,183,27831
train,489,34,34816,240,240,35056
train,490,13,13312,79,79,13391
train,491,31,31744,203,203,31947
train,492,9,9216,51,51,9267
train,493,23,23552,159,159,23711
train,494,8,8192,44,44,8236
train,495,18,18432,116,116,18548
train,496,12,12288,72,72,12360
train,497,19,19456,127,127,19583
train,498,34,34816,238,238,35054
train,499,14,14336,84,84,14420
train,500,25,25600,163,163,25763
train,501,7,7168,37,37,7205
train,502,26,26624,188,188,26812
train,503,44,45056,302,302,45358
train,504,34,34816,238,238,35054
train,505,23,23552,153,153,23705
train,506,17,17408,115,115,17523
train,507,31,31744,217,217,31961
train,508,30,30720,198,198,30918
train,509,31,31744,209,209,31953
train,510,30,30720,210,210,30930
train,511,18,18432,114,114,18546
train,512,10,10240,58,58,10298
train,513,19,19456,135,135,19591
train,514,15,15360,93,93,15453
train,515,15,15360,99,99,15459
train,516,33,33792,225,225,34017
train,517,21,21504,145,145,21649
train,518,14,14336,84,84,14420
train,519,12,12288,72,72,12360
train,520,32,32768,238,238,33006
train,521,17,17408,117,117,17525
train,522,9,9216,51,51,9267
train,523,10,10240,58,58,10298
train,524,16,16384,100,100,16484
train,525,8,8192,44,44,8236
train,526,26,26624,176,176,26800
train,527,29,29696,197,197,29893
train,528,15,15360,93,93,15453
train,529,22,22528,142,142,22670
train,530,16,16384,100,100,16484
train,531,23,23552,149,149,23701
train,532,15,15360,95,95,15455
train,533,22,22528,158,158,22686
train,534,29,29696,191,191,29887
train,535,22,22528,148,148,22676
train,536,46,47104,320,320,47424
train,537,21,21504,147,147,21651
train,538,9,9216,51,51,9267
train,539,24,24576,162,162,24738
train,540,16,16384,100,100,16484
train,541,23,23552,151,151,23703
train,542,5,5120,23,23,5143
train,543,16,16384,100,100,16484
train,544,35,35840,239,239,36079
train,545,38,38912,280,280,39192
train,546,24,24576,162,162,24738
train,547,26,26624,202,202,26826
train,548,21,21504,141,141,21645
train,549,11,11264,71,71,11335
train,550,14,14336,92,92,14428
train,551,34,34816,234,234,35050
train,552,11,11264,67,67,11331
train,553,24,24576,162,162,24738
train,554,21,21504,147,147,21651
train,555,6,6144,30,30,6174
train,556,22,22528,148,148,22676
train,557,14,14336,86,86,14422
train,558,28,28672,190,190,28862
train,559,28,28672,190,190,28862
train,560,14,14336,86,86,14422
train,561,20,20480,128,128,20608
train,562,8,8192,44,44,8236
train,563,18,18432,114,114,18546
train,564,36,36864,246,246,37110
train,565,35,35840,245,245,36085
train,566,39,39936,271,271,40207
train,567,24,24576,162,162,24738
train,568,11,11264,65,65,11329
train,569,9,9216,51,51,9267
train,570,9,9216,51,51,9267
train,571,19,19456,121,121,19577
train,572,21,21504,141,141,21645
train,573,33,33792,231,231,34023
train,574,8,8192,44,44,8236
train,575,34,34816,242,242,35058
train,576,26,26624,170,170,26794
train,577,26,26624,180,180,26804
train,578,21,21504,137,137,21641
train,579,16,16384,100,100,16484
train,580,19,19456,121,121,19577
train,581,23,23552,147,147,23699
train,582,22,22528,152,152,22680
train,583,14,14336,86,86,14422
train,584,29,29696,203,203,29899
train,585,27,27648,179,179,27827
train,586,16,16384,100,100,16484
train,587,19,19456,119,119,19575
train,588,20,20480,128,128,20608
train,589,46,47104,326,326,47430
train,590,24,24576,172,172,24748
train,591,27,27648,175,175,27823
train,592,26,26624,168,168,26792
train,593,15,15360,93,93,15453
train,594,29,29696,197,197,29893
train,595,38,38912,302,302,39214
train,596,14,14336,86,86,14422
train,597,8,8192,44,44,8236
train,598,30,30720,216,216,30936
train,599,21,21504,141,141,21645
train,600,20,20480,130,130,20610
train,601,24,24576,160,160,24736
train,602,6,6144,30,30,6174
train,603,20,20480,128,128,20608
train,604,8,8192,44,44,8236
train,605,17,17408,113,113,17521
train,606,10,10240,58,58,10298
train,607,18,18432,114,114,18546
train,608,19,19456,131,131,19587
train,609,19,19456,125,125,19581
train,610,10,10240,58,58,10298
train,611,27,27648,189,189,27837
train,612,9,9216,51,51,9267
train,613,29,29696,203,203,29899
train,614,11,11264,65,65,11329
train,615,34,34816,246,246,35062
train,616,26,26624,182,182,26806
train,617,9,9216,51,51,9267
train,618,32,32768,244,244,33012
train,619,12,12288,72,72,12360
train,620,34,34816,236,236,35052
train,621,3,3072,9,9,3081
train,622,33,33792,231,231,34023
train,623,13,13312,85,85,13397
train,624,20,20480,128,128,20608
train,625,16,16384,114,114,16498
train,626,26,26624,182,182,26806
train,627,29,29696,197,197,29893
train,628,34,34816,238,238,35054
train,629,9,9216,51,51,9267
train,630,5,5120,23,23,5143
train,631,37,37888,283,283,38171
train,632,21,21504,139,139,21643
train,633,22,22528,148,148,22676
train,634,26,26624,170,170,26794
train,635,8,8192,44,44,8236
train,636,19,19456,121,121,19577
train,637,18,18432,112,112,18544
train,638,23,23552,159,159,23711
train,639,19,19456,127,127,19583
train,640,22,22528,154,154,22682
train,641,37,37888,291,291,38179
train,642,35,35840,233,233,36073
train,643,47,48128,331,331,48459
train,644,29,29696,201,201,29897
train,645,29,29696,213,213,29909
train,646,16,16384,100,100,16484
train,647,15,15360,93,93,15453
train,648,20,20480,136,136,20616
train,649,18,18432,114,114,18546
train,650,14,14336,86,86,14422
train,651,36,36864,246,246,37110
train,652,10,10240,58,58,10298
train,653,19,19456,127,127,19583
train,654,11,11264,65,65,11329
train,655,27,27648,183,183,27831
train,656,13,13312,79,79,13391
train,657,21,21504,147,147,21651
train,658,27,27648,177,177,27825
train,659,5,5120,23,23,5143
train,660,26,26624,170,170,26794
train,661,18,18432,114,114,18546
train,662,21,21504,141,141,21645
train,663,3,3072,9,9,3081
train,664,12,12288,72,72,12360
train,665,11,11264,69,69,11333
train,666,15,15360,93,93,15453
train,667,20,20480,128,128,20608
train,668,8,8192,44,44,8236
train,669,13,13312,79,79,13391
train,670,31,31744,233,233,31977
train,671,15,15360,93,93,15453
train,672,16,16384,100,100,16484
train,673,8,8192,44,44,8236
train,674,12,12288,70,70,12358
train,675,17,17408,113,113,17521
train,676,35,35840,255,255,36095
train,677,24,24576,162,162,24738
train,678,17,17408,109,109,17517
train,679,6,6144,30,30,6174
train,680,11,11264,61,61,11325
train,681,11,11264,65,65,11329
train,682,7,7168,37,37,7205
train,683,16,16384,106,106,16490
train,684,15,15360,101,101,15461
train,685,9,9216,51,51,9267
train,686,6,6144,30,30,6174
train,687,15,15360,93,93,15453
train,688,13,13312,79,79,13391
train,689,18,18432,126,126,18558
train,690,11,11264,65,65,11329
train,691,5,5120,23,23,5143
train,692,10,10240,58,58,10298
train,693,24,24576,170,170,24746
train,694,9,9216,51,51,9267
train,695,52,53248,382,382,53630
train,696,28,28672,188,188,28860
train,697,28,28672,194,194,28866
train,698,13,13312,79,79,13391
train,699,14,14336,86,86,14422
train,700,39,39936,293,293,40229
train,701,13,13312,89,89,13401
train,702,12,12288,72,72,12360
train,703,16,16384,106,106,16490
train,704,24,24576,162,162,24738
train,705,23,23552,155,155,23707
train,706,10,10240,58,58,10298
train,707,33,33792,225,225,34017
train,708,22,22528,148,148,22676
train,709,17,17408,115,115,17523
train,710,30,30720,208,208,30928
train,711,21,21504,135,135,21639
train,712,15,15360,93,93,15453
train,713,21,21504,139,139,21643
train,714,41,41984,285,285,42269
train,715,22,22528,148,148,22676
train,716,29,29696,191,191,29887
train,717,19,19456,121,121,19577
train,718,33,33792,229,229,34021
train,719,30,30720,222,222,30942
train,720,15,15360,95,95,15455
train,721,34,34816,238,238,35054
train,722,11,11264,65,65,11329
train,723,27,27648,199,199,27847
train,724,20,20480,128,128,20608
train,725,16,16384,100,100,16484
train,726,23,23552,155,155,23707
train,727,6,6144,30,30,6174
train,728,27,27648,201,201,27849
train,729,23,23552,169,169,23721
train,730,22,22528,148,148,22676
train,731,16,16384,106,106,16490
train,732,34,34816,244,244,35060
train,733,28,28672,182,182,28854
train,734,26,26624,176,176,26800
train,735,35,35840,239,239,36079
train,736,28,28672,202,202,28874
train,737,5,5120,23,23,5143
train,738,16,16384,100,100,16484
train,739,11,11264,65,65,11329
train,740,26,26624,172,172,26796
train,741,12,12288,72,72,12360
train,742,13,13312,81,81,13393
train,743,13,13312,83,83,13395
train,744,4,4096,16,16,4112
train,745,11,11264,65,65,11329
train,746,22,22528,150,150,22678
train,747,32,32768,224,224,32992
train,748,17,17408,107,107,17515
train,749,15,15360,97,97,15457
train,750,25,25600,163,163,25763
train,751,24,24576,162,162,24738
train,752,11,11264,65,65,11329
train,753,22,22528,148,148,22676
train,754,16,16384,108,108,16492
train,755,24,24576,156,156,24732
train,756,23,23552,175,175,23727
train,757,18,18432,114,114,18546
train,758,10,10240,58,58,10298
train,759,25,25600,163,163,25763
train,760,6,6144,30,30,6174
train,761,28,28672,184,184,28856
train,762,19,19456,131,131,19587
train,763,32,32768,232,232,33000
train,764,21,21504,141,141,21645
train,765,25,25600,161,161,25761
train,766,18,18432,114,114,18546
train,767,12,12288,76,76,12364
train,768,35,35840,259,259,36099
train,769,22,22528,142,142,22670
train,770,22,22528,152,152,22680
train,771,13,13312,79,79,13391
train,772,24,24576,156,156,24732
train,773,24,24576,166,166,24742
train,774,31,31744,217,217,31961
train,775,19,19456,131,131,19587
train,776,40,40960,290,290,41250
train,777,30,30720,214,214,30934
train,778,35,35840,245,245,36085
train,779,32,32768,224,224,32992
train,780,34,34816,244,244,35060
train,781,36,36864,252,252,37116
train,782,28,28672,190,190,28862
train,783,24,24576,158,158,24734
train,784,12,12288,72,72,12360
train,785,10,10240,58,58,10298
train,786,14,14336,86,86,14422
train,787,30,30720,196,196,30916
train,788,46,47104,334,334,47438
train,789,9,9216,51,51,9267
train,790,22,22528,148,148,22676
train,791,11,11264,65,65,11329
train,792,10,10240,58,58,10298
train,793,24,24576,164,164,24740
train,794,10,10240,58,58,10298
train,795,37,37888,263,263,38151
train,796,39,39936,265,265,40201
train,797,7,7168,37,37,7205
train,798,13,13312,79,79,13391
train,799,18,18432,120,120,18552
train,800,32,32768,228,228,32996
train,801,13,13312,79,79,13391
train,802,9,9216,51,51,9267
train,803,24,24576,156,156,24732
train,804,13,13312,79,79,13391
train,805,24,24576,162,162,24738
train,806,34,34816,242,242,35058
train,807,28,28672,202,202,28874
train,808,28,28672,184,184,28856
train,809,5,5120,23,23,5143
train,810,15,15360,93,93,15453
train,811,6,6144,30,30,6174
train,812,27,27648,187,187,27835
train,813,36,36864,248,248,37112
train,814,38,38912,292,292,39204
train,815,35,35840,249,249,36089
train,816,19,19456,121,121,19577
train,817,35,35840,253,253,36093
train,818,28,28672,196,196,28868
train,819,18,18432,120,120,18552
train,820,18,18432,120,120,18552
train,821,20,20480,134,134,20614
train,822,17,17408,115,115,17523
train,823,15,15360,97,97,15457
train,824,26,26624,166,166,26790
train,825,29,29696,215,215,29911
train,826,8,8192,44,44,8236
train,827,36,36864,258,258,37122
train,828,17,17408,107,107,17515
train,829,27,27648,177,177,27825
train,830,37,37888,275,275,38163
train,831,23,23552,149,149,23701
train,832,34,34816,250,250,35066
train,833,12,12288,72,72,12360
train,834,28,28672,190,190,28862
train,835,20,20480,128,128,20608
train,836,34,34816,230,230,35046
train,837,18,18432,114,114,18546
train,838,19,19456,115,115,19571
train,839,25,25600,163,163,25763
train,840,36,36864,258,258,37122
train,841,28,28672,180,180,28852
train,842,9,9216,51,51,9267
train,843,14,14336,86,86,14422
train,844,33,33792,219,219,34011
train,845,7,7168,37,37,7205
train,846,43,44032,325,325,44357
train,847,28,28672,184,184,28856
train,848,16,16384,102,102,16486
train,849,13,13312,79,79,13391
train,850,18,18432,120,120,18552
train,851,8,8192,42,42,8234
train,852,32,32768,226,226,32994
train,853,14,14336,86,86,14422
train,854,20,20480,130,130,20610
train,855,15,15360,93,93,15453
train,856,21,21504,131,131,21635
train,857,41,41984,285,285,42269
train,858,32,32768,220,220,32988
train,859,32,32768,226,226,32994
train,860,6,6144,30,30,6174
train,861,31,31744,213,213,31957
train,862,19,19456,121,121,19577
train,863,10,10240,58,58,10298
train,864,34,34816,238,238,35054
train,865,17,17408,107,107,17515
train,866,28,28672,202,202,28874
train,867,14,14336,86,86,14422
train,868,16,16384,102,102,16486
train,869,29,29696,203,203,29899
