split,index,nodes,total_values_for_nodes,edges,total_values_for_edges,total_values_for_graph
train,134,92,94208,1092,1092,95300
train,135,88,90112,982,982,91094
train,136,106,108544,1306,1306,109850
train,137,169,173056,2243,2243,175299
train,138,214,219136,3588,3588,222724
train,139,190,194560,2694,2694,197254
train,140,166,169984,2220,2220,172204
train,141,115,117760,1447,1447,119207
train,142,120,122880,1590,1590,124470
train,143,124,126976,1712,1712,128688
train,144,165,168960,2251,2251,171211
train,145,146,149504,1994,1994,151498
train,146,66,67584,754,754,68338
train,147,106,108544,1206,1206,109750
train,148,152,155648,2074,2074,157722
train,149,115,117760,1543,1543,119303
train,150,155,158720,2103,2103,160823
train,151,69,70656,717,717,71373
train,152,136,139264,1370,1370,140634
train,153,185,189440,2463,2463,191903
train,154,144,147456,1958,1958,149414
train,155,135,138240,1707,1707,139947
train,156,153,156672,2091,2091,158763
train,157,221,226304,2991,2991,229295
train,158,154,157696,2388,2388,160084
train,159,147,150528,2007,2007,152535
train,160,80,81920,854,854,82774
train,161,108,110592,1274,1274,111866
train,162,110,112640,1398,1398,114038
train,163,91,93184,1107,1107,94291
train,164,218,223232,3038,3038,226270
train,165,190,194560,2570,2570,197130
train,166,193,197632,2547,2547,200179
train,167,95,97280,1097,1097,98377
train,168,79,80896,869,869,81765
train,169,55,56320,601,601,56921
train,170,89,91136,1065,1065,92201
train,171,180,184320,2900,2900,187220
train,172,100,102400,1276,1276,103676
train,173,187,191488,2781,2781,194269
train,174,158,161792,2206,2206,163998
train,175,158,161792,2172,2172,163964
train,176,142,145408,1740,1740,147148
train,177,177,181248,2475,2475,183723
train,178,190,194560,2622,2622,197182
train,179,142,145408,2186,2186,147594
train,180,174,178176,2442,2442,180618
train,181,58,59392,628,628,60020
train,182,76,77824,936,936,78760
train,183,147,150528,2369,2369,152897
train,184,134,137216,1764,1764,138980
train,185,175,179200,2547,2547,181747
train,186,125,128000,1607,1607,129607
train,187,159,162816,2079,2079,164895
train,188,152,155648,2094,2094,157742
train,189,137,140288,2017,2017,142305
train,190,224,229376,3136,3136,232512
train,191,157,160768,2415,2415,163183
train,192,141,144384,1849,1849,146233
train,193,212,217088,2580,2580,219668
train,194,110,112640,1474,1474,114114
train,195,137,140288,1879,1879,142167
train,196,171,175104,2529,2529,177633
train,197,65,66560,701,701,67261
train,198,127,130048,1661,1661,131709
train,199,138,141312,2032,2032,143344
train,200,161,164864,2479,2479,167343
train,201,166,169984,2278,2278,172262
train,202,192,196608,2852,2852,199460
train,203,173,177152,2583,2583,179735
train,204,135,138240,1703,1703,139943
train,205,160,163840,1968,1968,165808
train,206,143,146432,1915,1915,148347
train,207,264,270336,3856,3856,274192
train,208,154,157696,1996,1996,159692
train,209,168,172032,2236,2236,174268
train,210,160,163840,2222,2222,166062
train,211,155,158720,2315,2315,161035
train,212,103,105472,1187,1187,106659
train,213,165,168960,2437,2437,171397
train,214,113,115712,1495,1495,117207
train,215,187,191488,2683,2683,194171
train,216,147,150528,1865,1865,152393
train,217,130,133120,1644,1644,134764
train,218,117,119808,1457,1457,121265
train,219,59,60416,667,667,61083
train,220,144,147456,1832,1832,149288
train,221,144,147456,2162,2162,149618
train,222,149,152576,1917,1917,154493
train,223,62,63488,712,712,64200
train,224,135,138240,1743,1743,139983
train,225,159,162816,2417,2417,165233
train,226,127,130048,1727,1727,131775
train,227,162,165888,2244,2244,168132
train,228,144,147456,2088,2088,149544
train,229,92,94208,1200,1200,95408
train,230,84,86016,934,934,86950
train,231,232,237568,3502,3502,241070
train,232,164,167936,2546,2546,170482
train,233,163,166912,2099,2099,169011
train,234,103,105472,1331,1331,106803
train,235,107,109568,1391,1391,110959
train,236,147,150528,2191,2191,152719
train,237,131,134144,1765,1765,135909
train,238,185,189440,2599,2599,192039
train,239,236,241664,3294,3294,244958
train,240,159,162816,2035,2035,164851
train,241,299,306176,4221,4221,310397
train,242,142,145408,1808,1808,147216
train,243,147,150528,1911,1911,152439
train,244,144,147456,1782,1782,149238
train,245,122,124928,1604,1604,126532
train,246,171,175104,2165,2165,177269
train,247,74,75776,864,864,76640
train,248,182,186368,2672,2672,189040
train,249,98,100352,1128,1128,101480
train,250,132,135168,1880,1880,137048
train,251,182,186368,2592,2592,188960
train,252,81,82944,1005,1005,83949
train,253,151,154624,2003,2003,156627
train,254,130,133120,1778,1778,134898
train,255,128,131072,1618,1618,132690
train,256,130,133120,1946,1946,135066
train,257,152,155648,2300,2300,157948
train,258,137,140288,1861,1861,142149
train,259,154,157696,2180,2180,159876
train,260,69,70656,767,767,71423
train,261,115,117760,1693,1693,119453
train,262,154,157696,2006,2006,159702
train,263,148,151552,2024,2024,153576
train,264,142,145408,1682,1682,147090
train,265,88,90112,990,990,91102
train,266,201,205824,2605,2605,208429
train,267,113,115712,1483,1483,117195
train,268,200,204800,2532,2532,207332
train,269,160,163840,2366,2366,166206
train,270,181,185344,2529,2529,187873
train,271,135,138240,1711,1711,139951
train,272,185,189440,2623,2623,192063
train,273,160,163840,2146,2146,165986
train,274,92,94208,1060,1060,95268
train,275,155,158720,2191,2191,160911
train,276,107,109568,1309,1309,110877
train,277,117,119808,1419,1419,121227
train,278,136,139264,1952,1952,141216
train,279,278,284672,4000,4000,288672
train,280,157,160768,2251,2251,163019
train,281,135,138240,1695,1695,139935
train,282,118,120832,1604,1604,122436
train,283,150,153600,1922,1922,155522
train,284,112,114688,1496,1496,116184
train,285,184,188416,2552,2552,190968
train,286,198,202752,2590,2590,205342
train,287,193,197632,2633,2633,200265
train,288,157,160768,2263,2263,163031
train,289,56,57344,562,562,57906
train,290,216,221184,3224,3224,224408
train,291,118,120832,1566,1566,122398
train,292,154,157696,2170,2170,159866
train,293,157,160768,2099,2099,162867
train,294,181,185344,2405,2405,187749
train,295,168,172032,2464,2464,174496
train,296,166,169984,2324,2324,172308
train,297,160,163840,2004,2004,165844
train,298,108,110592,1410,1410,112002
train,299,150,153600,2114,2114,155714
train,300,86,88064,1026,1026,89090
train,301,83,84992,1021,1021,86013
train,302,166,169984,2122,2122,172106
train,303,84,86016,1058,1058,87074
train,304,117,119808,1643,1643,121451
train,305,157,160768,2273,2273,163041
train,306,223,228352,3147,3147,231499
train,307,194,198656,2600,2600,201256
train,308,146,149504,1890,1890,151394
train,309,78,79872,822,822,80694
train,310,136,139264,1804,1804,141068
train,311,144,147456,2012,2012,149468
train,312,172,176128,2578,2578,178706
train,313,162,165888,2332,2332,168220
train,314,190,194560,3084,3084,197644
train,315,111,113664,1495,1495,115159
train,316,163,166912,2119,2119,169031
train,317,126,129024,1624,1624,130648
train,318,174,178176,2532,2532,180708
train,319,140,143360,1666,1666,145026
train,320,87,89088,1059,1059,90147
train,321,214,219136,3002,3002,222138
train,322,190,194560,2694,2694,197254
train,323,161,164864,2291,2291,167155
train,324,104,106496,1278,1278,107774
train,325,155,158720,2275,2275,160995
train,326,91,93184,977,977,94161
train,327,80,81920,1054,1054,82974
train,328,179,183296,2587,2587,185883
train,329,109,111616,1367,1367,112983
train,330,109,111616,1419,1419,113035
train,331,73,74752,923,923,75675
train,332,163,166912,2423,2423,169335
train,333,153,156672,2231,2231,158903
train,334,106,108544,1438,1438,109982
train,335,97,99328,1189,1189,100517
train,336,119,121856,1513,1513,123369
train,337,58,59392,624,624,60016
train,338,172,176128,2248,2248,178376
train,339,300,307200,4168,4168,311368
train,340,117,119808,1613,1613,121421
train,341,205,209920,2755,2755,212675
train,342,139,142336,2035,2035,144371
train,343,82,83968,868,868,84836
train,344,141,144384,1871,1871,146255
train,345,243,248832,3367,3367,252199
train,346,179,183296,2687,2687,185983
train,347,145,148480,2127,2127,150607
train,348,90,92160,1132,1132,93292
train,349,171,175104,2253,2253,177357
train,350,181,185344,2385,2385,187729
train,351,150,153600,2344,2344,155944
train,352,132,135168,1698,1698,136866
train,353,148,151552,1914,1914,153466
train,354,181,185344,2349,2349,187693
train,355,114,116736,1394,1394,118130
train,356,269,275456,3903,3903,279359
train,357,121,123904,1619,1619,125523
train,358,120,122880,1510,1510,124390
train,359,180,184320,2238,2238,186558
train,360,107,109568,1433,1433,111001
train,361,120,122880,1448,1448,124328
train,362,114,116736,1332,1332,118068
train,363,127,130048,1537,1537,131585
train,364,85,87040,989,989,88029
train,365,188,192512,2612,2612,195124
train,366,133,136192,1923,1923,138115
train,367,204,208896,3410,3410,212306
train,368,129,132096,1671,1671,133767
train,369,119,121856,1613,1613,123469
train,370,115,117760,1501,1501,119261
train,371,156,159744,2134,2134,161878
train,372,121,123904,1515,1515,125419
train,373,179,183296,2545,2545,185841
train,374,124,126976,1802,1802,128778
train,375,171,175104,2567,2567,177671
train,376,158,161792,2184,2184,163976
train,377,231,236544,3329,3329,239873
train,378,100,102400,1186,1186,103586
train,379,150,153600,2012,2012,155612
train,380,123,125952,1501,1501,127453
train,381,205,209920,2921,2921,212841
train,382,181,185344,2429,2429,187773
train,383,109,111616,1233,1233,112849
train,384,89,91136,1099,1099,92235
train,385,92,94208,1056,1056,95264
train,386,80,81920,960,960,82880
train,387,188,192512,2728,2728,195240
train,388,223,228352,3199,3199,231551
train,389,81,82944,971,971,83915
train,390,139,142336,1727,1727,144063
train,391,128,131072,1664,1664,132736
train,392,116,118784,1422,1422,120206
train,393,37,37888,361,361,38249
train,394,99,101376,1263,1263,102639
train,395,95,97280,1143,1143,98423
train,396,141,144384,1719,1719,146103
train,397,132,135168,1594,1594,136762
train,398,63,64512,675,675,65187
train,399,236,241664,3220,3220,244884
train,400,161,164864,2225,2225,167089
train,401,108,110592,1500,1500,112092
train,402,106,108544,1270,1270,109814
train,403,150,153600,2152,2152,155752
train,404,111,113664,1473,1473,115137
train,405,152,155648,2054,2054,157702
train,406,132,135168,1896,1896,137064
train,407,141,144384,1819,1819,146203
train,408,153,156672,2257,2257,158929
train,409,167,171008,2419,2419,173427
train,410,149,152576,2077,2077,154653
train,411,163,166912,2323,2323,169235
train,412,120,122880,1592,1592,124472
train,413,65,66560,747,747,67307
train,414,159,162816,2101,2101,164917
train,415,194,198656,2700,2700,201356
train,416,111,113664,1495,1495,115159
train,417,74,75776,814,814,76590
train,418,173,177152,2277,2277,179429
train,419,196,200704,2792,2792,203496
train,420,93,95232,1045,1045,96277
train,421,193,197632,2659,2659,200291
train,422,143,146432,1851,1851,148283
train,423,131,134144,1669,1669,135813
train,424,114,116736,1344,1344,118080
train,425,139,142336,1925,1925,144261
train,426,273,279552,4197,4197,283749
train,427,170,174080,2342,2342,176422
train,428,93,95232,1119,1119,96351
train,429,159,162816,2055,2055,164871
train,430,168,172032,2480,2480,174512
train,431,94,96256,1208,1208,97464
train,432,58,59392,606,606,59998
train,433,168,172032,2400,2400,174432
train,434,106,108544,1310,1310,109854
train,435,262,268288,4072,4072,272360
train,436,65,66560,673,673,67233
train,437,75,76800,879,879,77679
train,438,151,154624,2023,2023,156647
train,439,132,135168,1818,1818,136986
train,440,197,201728,2941,2941,204669
train,441,183,187392,2493,2493,189885
train,442,136,139264,1780,1780,141044
train,443,83,84992,965,965,85957
train,444,217,222208,3115,3115,225323
train,445,133,136192,1813,1813,138005
train,446,189,193536,2595,2595,196131
train,447,156,159744,1980,1980,161724
train,448,99,101376,1197,1197,102573
train,449,182,186368,2464,2464,188832
train,450,91,93184,1135,1135,94319
train,451,185,189440,2629,2629,192069
train,452,115,117760,1453,1453,119213
train,453,163,166912,2421,2421,169333
train,454,148,151552,2056,2056,153608
train,455,70,71680,798,798,72478
train,456,137,140288,1969,1969,142257
train,457,122,124928,1622,1622,126550
train,458,167,171008,2313,2313,173321
train,459,56,57344,642,642,57986
train,460,165,168960,2173,2173,171133
train,461,117,119808,1603,1603,121411
train,462,147,150528,1823,1823,152351
train,463,172,176128,2368,2368,178496
train,464,82,83968,984,984,84952
train,465,118,120832,1748,1748,122580
train,466,160,163840,2092,2092,165932
train,467,215,220160,2785,2785,222945
train,468,174,178176,2320,2320,180496
train,469,204,208896,2750,2750,211646
train,470,58,59392,638,638,60030
train,471,103,105472,1379,1379,106851
train,472,147,150528,2009,2009,152537
train,473,108,110592,1364,1364,111956
train,474,136,139264,1892,1892,141156
train,475,182,186368,2658,2658,189026
train,476,166,169984,2272,2272,172256
train,477,117,119808,1531,1531,121339
train,478,118,120832,1426,1426,122258
train,479,72,73728,818,818,74546
train,480,104,106496,1228,1228,107724
train,481,148,151552,2120,2120,153672
train,482,143,146432,2023,2023,148455
train,483,67,68608,717,717,69325
train,484,118,120832,1502,1502,122334
train,485,213,218112,2949,2949,221061
train,486,119,121856,1795,1795,123651
train,487,171,175104,2475,2475,177579
train,488,201,205824,2641,2641,208465
train,489,183,187392,2625,2625,190017
train,490,92,94208,1120,1120,95328
train,491,151,154624,2145,2145,156769
train,492,204,208896,2780,2780,211676
train,493,137,140288,1921,1921,142209
train,494,175,179200,2745,2745,181945
train,495,191,195584,2793,2793,198377
train,496,201,205824,2753,2753,208577
train,497,82,83968,1016,1016,84984
train,498,128,131072,1598,1598,132670
train,499,188,192512,2712,2712,195224
train,500,156,159744,1948,1948,161692
train,501,112,114688,1546,1546,116234
train,502,127,130048,1523,1523,131571
train,503,205,209920,2869,2869,212789
train,504,220,225280,3326,3326,228606
train,505,182,186368,2470,2470,188838
train,506,145,148480,2041,2041,150521
train,507,173,177152,2309,2309,179461
train,508,181,185344,2595,2595,187939
train,509,91,93184,1073,1073,94257
train,510,73,74752,841,841,75593
train,511,92,94208,1134,1134,95342
train,512,189,193536,2763,2763,196299
train,513,159,162816,2067,2067,164883
train,514,79,80896,847,847,81743
train,515,190,194560,2666,2666,197226
train,516,99,101376,1285,1285,102661
train,517,135,138240,1711,1711,139951
train,518,106,108544,1398,1398,109942
train,519,178,182272,2602,2602,184874
train,520,46,47104,490,490,47594
train,521,139,142336,1945,1945,144281
train,522,157,160768,2257,2257,163025
train,523,196,200704,2590,2590,203294
train,524,87,89088,1043,1043,90131
train,525,199,203776,2767,2767,206543
train,526,103,105472,1207,1207,106679
train,527,192,196608,2498,2498,199106
train,528,57,58368,595,595,58963
train,529,117,119808,1647,1647,121455
train,530,135,138240,1699,1699,139939
train,531,110,112640,1520,1520,114160
train,532,184,188416,2504,2504,190920
train,533,151,154624,2105,2105,156729
train,534,172,176128,2484,2484,178612
train,535,175,179200,2469,2469,181669
train,536,173,177152,2585,2585,179737
train,537,91,93184,1025,1025,94209
train,538,114,116736,1354,1354,118090
train,539,156,159744,1992,1992,161736
train,540,189,193536,2501,2501,196037
train,541,143,146432,2027,2027,148459
train,542,164,167936,2234,2234,170170
train,543,60,61440,692,692,62132
train,544,247,252928,3337,3337,256265
train,545,174,178176,2570,2570,180746
train,546,304,311296,4632,4632,315928
train,547,122,124928,1628,1628,126556
train,548,103,105472,1315,1315,106787
train,549,97,99328,1137,1137,100465
train,550,125,128000,1513,1513,129513
train,551,155,158720,2015,2015,160735
train,552,141,144384,1767,1767,146151
train,553,182,186368,2324,2324,188692
train,554,58,59392,642,642,60034
train,555,61,62464,737,737,63201
train,556,196,200704,2608,2608,203312
train,557,184,188416,2510,2510,190926
train,558,136,139264,1782,1782,141046
train,559,131,134144,1801,1801,135945
train,560,236,241664,3370,3370,245034
train,561,84,86016,1082,1082,87098
train,562,151,154624,2143,2143,156767
train,563,168,172032,2340,2340,174372
train,564,121,123904,1749,1749,125653
train,565,171,175104,2357,2357,177461
train,566,145,148480,2065,2065,150545
train,567,211,216064,3063,3063,219127
train,568,95,97280,1125,1125,98405
train,569,117,119808,1401,1401,121209
train,570,180,184320,2430,2430,186750
train,571,70,71680,902,902,72582
train,572,108,110592,1398,1398,111990
train,573,176,180224,2290,2290,182514
train,574,176,180224,2466,2466,182690
train,575,205,209920,2601,2601,212521
train,576,178,182272,2620,2620,184892
train,577,147,150528,1831,1831,152359
train,578,245,250880,3745,3745,254625
train,579,187,191488,2731,2731,194219
train,580,115,117760,1573,1573,119333
train,581,149,152576,2051,2051,154627
train,582,181,185344,2277,2277,187621
train,583,192,196608,2726,2726,199334
train,584,114,116736,1424,1424,118160
train,585,126,129024,1654,1654,130678
train,586,192,196608,2884,2884,199492
train,587,65,66560,799,799,67359
train,588,112,114688,1404,1404,116092
train,589,53,54272,561,561,54833
train,590,163,166912,2211,2211,169123
train,591,70,71680,804,804,72484
train,592,99,101376,1209,1209,102585
train,593,143,146432,1889,1889,148321
train,594,150,153600,2050,2050,155650
train,595,115,117760,1809,1809,119569
train,596,102,104448,1274,1274,105722
train,597,161,164864,2203,2203,167067
train,598,165,168960,2345,2345,171305
train,599,156,159744,2120,2120,161864
train,600,123,125952,1787,1787,127739
train,601,140,143360,1868,1868,145228
train,602,111,113664,1371,1371,115035
train,603,222,227328,3092,3092,230420
train,604,92,94208,1200,1200,95408
train,605,134,137216,2194,2194,139410
train,606,79,80896,1085,1085,81981
train,607,198,202752,2964,2964,205716
train,608,137,140288,1801,1801,142089
train,609,63,64512,715,715,65227
train,610,57,58368,625,625,58993
train,611,207,211968,2877,2877,214845
train,612,166,169984,2374,2374,172358
train,613,92,94208,1128,1128,95336
train,614,149,152576,2179,2179,154755
train,615,141,144384,1681,1681,146065
train,616,132,135168,1978,1978,137146
train,617,112,114688,1488,1488,116176
train,618,207,211968,3045,3045,215013
train,619,95,97280,1191,1191,98471
train,620,169,173056,2431,2431,175487
train,621,112,114688,1612,1612,116300
train,622,77,78848,853,853,79701
train,623,102,104448,1172,1172,105620
train,624,168,172032,2354,2354,174386
train,625,219,224256,2921,2921,227177
train,626,137,140288,1963,1963,142251
train,627,79,80896,1051,1051,81947
train,628,105,107520,1465,1465,108985
train,629,215,220160,2963,2963,223123
train,630,126,129024,1680,1680,130704
train,631,122,124928,1706,1706,126634
train,632,149,152576,2003,2003,154579
train,633,142,145408,2152,2152,147560
train,634,120,122880,1476,1476,124356
train,635,114,116736,1620,1620,118356
train,636,172,176128,2542,2542,178670
train,637,84,86016,1020,1020,87036
train,638,154,157696,2270,2270,159966
train,639,68,69632,716,716,70348
train,640,140,143360,1906,1906,145266
train,641,162,165888,2354,2354,168242
train,642,90,92160,1178,1178,93338
train,643,164,167936,2056,2056,169992
train,644,115,117760,1583,1583,119343
train,645,166,169984,2518,2518,172502
train,646,115,117760,1391,1391,119151
train,647,87,89088,1161,1161,90249
train,648,149,152576,2067,2067,154643
train,649,119,121856,1517,1517,123373
train,650,103,105472,1263,1263,106735
train,651,78,79872,938,938,80810
train,652,119,121856,1631,1631,123487
train,653,141,144384,1703,1703,146087
train,654,97,99328,1151,1151,100479
train,655,172,176128,2324,2324,178452
train,656,95,97280,1299,1299,98579
train,657,223,228352,3055,3055,231407
train,658,177,181248,2325,2325,183573
train,659,129,132096,1733,1733,133829
train,660,188,192512,2312,2312,194824
train,661,88,90112,1012,1012,91124
train,662,137,140288,1967,1967,142255
train,663,126,129024,1676,1676,130700
train,664,127,130048,1661,1661,131709
train,665,120,122880,1492,1492,124372
train,666,133,136192,1759,1759,137951
train,667,110,112640,1278,1278,113918
train,668,145,148480,1945,1945,150425
train,669,71,72704,777,777,73481
train,670,67,68608,679,679,69287
train,671,133,136192,1901,1901,138093
train,672,95,97280,1159,1159,98439
train,673,159,162816,2161,2161,164977
train,674,149,152576,2057,2057,154633
train,675,130,133120,1724,1724,134844
train,676,89,91136,1161,1161,92297
train,677,203,207872,3017,3017,210889
train,678,167,171008,2107,2107,173115
train,679,168,172032,2380,2380,174412
train,680,152,155648,2082,2082,157730
train,681,123,125952,1695,1695,127647
train,682,92,94208,1070,1070,95278
train,683,100,102400,1186,1186,103586
train,684,181,185344,2503,2503,187847
train,685,96,98304,1144,1144,99448
train,686,141,144384,2037,2037,146421
train,687,246,251904,3460,3460,255364
train,688,148,151552,1992,1992,153544
train,689,161,164864,2179,2179,167043
train,690,125,128000,1917,1917,129917
train,691,146,149504,1874,1874,151378
train,692,177,181248,2433,2433,183681
train,693,120,122880,1880,1880,124760
train,694,53,54272,565,565,54837
train,695,147,150528,1929,1929,152457
train,696,95,97280,1147,1147,98427
train,697,154,157696,2068,2068,159764
train,698,176,180224,2078,2078,182302
train,699,209,214016,3057,3057,217073
train,700,225,230400,3131,3131,233531
train,701,151,154624,2193,2193,156817
train,702,83,84992,899,899,85891
train,703,112,114688,1304,1304,115992
train,704,150,153600,1834,1834,155434
train,705,111,113664,1541,1541,115205
train,706,109,111616,1265,1265,112881
train,707,151,154624,2281,2281,156905
train,708,95,97280,1259,1259,98539
train,709,164,167936,2240,2240,170176
train,710,174,178176,2386,2386,180562
train,711,123,125952,1725,1725,127677
train,712,124,126976,1572,1572,128548
train,713,116,118784,1532,1532,120316
train,714,169,173056,2395,2395,175451
train,715,141,144384,1731,1731,146115
train,716,95,97280,1197,1197,98477
train,717,144,147456,1936,1936,149392
train,718,163,166912,2155,2155,169067
train,719,205,209920,2901,2901,212821
train,720,114,116736,1392,1392,118128
train,721,168,172032,2324,2324,174356
train,722,135,138240,1665,1665,139905
train,723,95,97280,1123,1123,98403
train,724,175,179200,2485,2485,181685
train,725,108,110592,1286,1286,111878
train,726,118,120832,1498,1498,122330
train,727,142,145408,1830,1830,147238
train,728,115,117760,1509,1509,119269
train,729,143,146432,1723,1723,148155
train,730,104,106496,1316,1316,107812
train,731,107,109568,1333,1333,110901
train,732,136,139264,1912,1912,141176
train,733,186,190464,2394,2394,192858
train,734,193,197632,2551,2551,200183
train,735,246,251904,3332,3332,255236
train,736,148,151552,2184,2184,153736
train,737,76,77824,870,870,78694
train,738,172,176128,2228,2228,178356
train,739,109,111616,1389,1389,113005
train,740,143,146432,1907,1907,148339
train,741,101,103424,1359,1359,104783
train,742,222,227328,3328,3328,230656
train,743,186,190464,2306,2306,192770
train,744,94,96256,1106,1106,97362
train,745,112,114688,1396,1396,116084
train,746,147,150528,2097,2097,152625
train,747,87,89088,1069,1069,90157
train,748,98,100352,1242,1242,101594
train,749,132,135168,1936,1936,137104
train,750,145,148480,1895,1895,150375
train,751,175,179200,2217,2217,181417
train,752,96,98304,1090,1090,99394
train,753,138,141312,1792,1792,143104
train,754,116,118784,1552,1552,120336
train,755,126,129024,1550,1550,130574
train,756,133,136192,1751,1751,137943
train,757,157,160768,2109,2109,162877
train,758,149,152576,1999,1999,154575
train,759,129,132096,1759,1759,133855
train,760,145,148480,1795,1795,150275
train,761,190,194560,2810,2810,197370
train,762,56,57344,684,684,58028
train,763,82,83968,1078,1078,85046
train,764,52,53248,566,566,53814
train,765,136,139264,1878,1878,141142
train,766,161,164864,2129,2129,166993
train,767,201,205824,2913,2913,208737
train,768,194,198656,2810,2810,201466
train,769,96,98304,1090,1090,99394
train,770,89,91136,1101,1101,92237
train,771,125,128000,1669,1669,129669
train,772,182,186368,2422,2422,188790
train,773,167,171008,2313,2313,173321
train,774,157,160768,2075,2075,162843
train,775,189,193536,2523,2523,196059
train,776,120,122880,1546,1546,124426
train,777,107,109568,1447,1447,111015
train,778,94,96256,1108,1108,97364
train,779,97,99328,1195,1195,100523
train,780,147,150528,2021,2021,152549
