from_ids,from,to_id,to,weight
5,Ġthe,2632,Ġcomplex,0.14555402
5,Ġthe,2653,Ġfeels,0.15016942
5,Ġthe,2661,Ġwhom,0.9999478
5,Ġthe,2682,Ġstuff,0.5505466
5,Ġthe,2721,Ġbeautiful,0.2985144
5,Ġthe,2877,Ġpace,0.45264915
5,Ġthe,3007,Ġworse,0.85553974
5,Ġthe,3026,Ġtells,0.99532205
5,Ġthe,3034,Ġcomputer,0.2825755
5,Ġthe,3038,Ġeffects,0.95516235
5,Ġthe,3167,Ġassistant,0.50361794
5,Ġthe,3280,Ġbasic,0.37998664
5,Ġthe,3334,Ġobviously,0.23611142
5,Ġthe,3468,Ġfranchise,0.76789016
5,Ġthe,3520,Ġfeatured,0.65886754
5,Ġthe,3541,Ġfilms,0.7717096
5,Ġthe,3549,Ġkill,0.3734684
5,Ġthe,3556,Ġsecret,0.92155427
5,Ġthe,3579,Ġstolen,0.16540958
5,Ġthe,3771,ĠMag,0.16599484
5,Ġthe,3784,Ġpushing,0.9996357
5,Ġthe,3891,Ġtherefore,0.21080494
5,Ġthe,4085,Ġgift,0.9658053
5,Ġthe,4146,Ġnone,0.34446654
5,Ġthe,4286,Ġconcept,0.36178583
5,Ġthe,4643,ces,0.31896767
5,Ġthe,4710,Ġmaster,0.18395285
5,Ġthe,4940,Ġtotally,0.22324339
5,Ġthe,5132,ĠTheatre,0.89381456
5,Ġthe,5150,ique,0.14581594
5,Ġthe,5211,Ġrated,0.1321174
5,Ġthe,5856,Ġlegs,0.48446536
5,Ġthe,6197,Ġplot,0.89034384
5,Ġthe,6287,Ġspin,0.12296675
5,Ġthe,6587,Ġterrible,0.8694588
5,Ġthe,6634,ls,0.149103
5,Ġthe,6644,Ġmakers,0.9292557
5,Ġthe,6710,ĠAf,0.22151135
5,Ġthe,6935,ĠMaster,0.99998486
5,Ġthe,7235,Ġfocuses,0.50297844
5,Ġthe,7448,Ġdescribes,0.9999187
5,Ġthe,7478,Ġbriefly,0.2375621
5,Ġthe,7553,ĠAndre,0.14314997
5,Ġthe,7876,ige,0.12588166
5,Ġthe,8015,amer,0.61351645
5,Ġthe,8178,Ġancient,0.8550839
5,Ġthe,8378,Ġwhenever,0.70121545
5,Ġthe,8705,ĠBesides,0.99995315
5,Ġthe,10097,walk,0.3153383
5,Ġthe,10101,zel,0.17332248
5,Ġthe,10132,Ġmemorable,0.25299343
5,Ġthe,10377,ĠEgyptian,0.30123815
5,Ġthe,10571,Ġfilmed,0.1269281
5,Ġthe,11375,Ġpositioned,0.20965032
5,Ġthe,11522,Ġawful,0.26761043
5,Ġthe,11678,Ġwooden,0.1725555
5,Ġthe,11870,Ġeventual,0.6632576
5,Ġthe,12940,ĠRomania,0.2761559
5,Ġthe,12974,master,0.14042039
5,Ġthe,13116,Ġstiff,0.87352544
5,Ġthe,15304,Ġbother,0.24096733
5,Ġthe,15481,Ġnicely,0.8655571
5,Ġthe,15488,atures,0.14961356
5,Ġthe,15817,ĠApparently,0.12720852
5,Ġthe,16276,?),0.19253066
5,Ġthe,18089,ĠLegacy,0.14371876
5,Ġthe,18759,arest,0.9969156
5,Ġthe,18960,ĠToys,0.14027807
5,Ġthe,19222,Ġhandsome,0.24073546
5,Ġthe,20280,Ġhi,0.30521512
5,Ġthe,21420,Ġcontinuity,0.20366271
5,Ġthe,21966,Ġrod,0.19396307
5,Ġthe,22018,Ġdull,0.23501499
5,Ġthe,22051,Ġrubbish,0.9998709
5,Ġthe,22154,Ġflick,0.39566755
5,Ġthe,23392,Ġredesign,0.99999464
5,Ġthe,26020,Ġcurse,0.25007796
5,Ġthe,26447,Ġ1944,0.15119419
5,Ġthe,28289,Ġconcent,0.14364564
5,Ġthe,29222,Ġtame,0.16876248
5,Ġthe,29771,Ġpuppet,0.19611391
5,Ġthe,29790,ĠSut,0.25128594
5,Ġthe,32256,Ġreminis,0.22956143
5,Ġthe,32785,Ġsettles,0.1805991
5,Ġthe,32986,Ġpupp,0.89903307
5,Ġthe,33139,Ġbaff,0.9236149
5,Ġthe,34619,Ġfateful,0.84107435
5,Ġthe,34889,ĠCGI,0.29839915
5,Ġthe,34978,viously,0.4717419
5,Ġthe,38684,ĠRetro,0.43848962
5,Ġthe,38994,Ġserum,0.31355068
5,Ġthe,39476,1998,0.20558378
5,Ġthe,39765,Ġflashback,0.14841165
5,Ġthe,43282,Ġcrappy,0.21587107
5,Ġthe,43289,Ġ1902,0.13836339
5,Ġthe,43459,ĠCurse,0.53520864
5,Ġthe,45136,ĠPuppet,0.81721044
5,Ġthe,48158,Ġsorcerer,0.22471516
5,Ġthe,49007,><,0.13971801
5,Ġthe,49069,.<,0.25019506
6,",",4,.,0.24196367
6,",",5,Ġthe,0.94923127
6,",",6,",",0.74115187
6,",",7,Ġto,0.2446086
6,",",9,Ġof,0.1837391
6,",",11,Ġin,0.25887612
6,",",13,Ġfor,0.13942277
6,",",14,Ġthat,0.9366578
6,",",15,Ġon,0.17464861
6,",",16,Ġis,0.2277401
6,",",18,'s,0.18357147
6,",",20,ĠThe,0.25483334
6,",",21,Ġwas,0.12423465
6,",",24,Ġit,0.12908092
6,",",25,Ġas,0.21902211
6,",",32,Ġare,0.18291216
6,",",36,Ġ(,0.16612999
6,",",38,ĠI,0.8680655
6,",",41,Ġan,0.12402459
6,",",42,Ġthis,0.30321896
6,",",45,Ġnot,0.1466408
6,",",61,Ġwhich,0.27261403
6,",",62,Ġup,0.23160699
6,",",65,Ġone,0.99999857
6,",",70,Ġall,0.99996114
6,",",75,'t,0.19773635
6,",",87,Ġthan,0.26312587
6,",",89,Ġthere,0.8216875
6,",",95,Ġjust,0.25312692
6,",",106,Ġthem,0.16025741
6,",",117,Ġno,0.82852304
6,",",157,Ġwell,0.1353623
6,",",218,Ġdon,0.52763325
6,",",259,Ġhere,0.15071894
6,",",303,Ġfound,0.26212022
6,",",345,ĠThere,0.24611156
6,",",350,Ġtoo,0.99999774
6,",",359,Ġ&,0.1920938
6,",",456,Ġagain,0.74000627
6,",",552,Ġalong,0.9999833
6,",",563,Ġplan,0.27016342
6,",",596,Ġwhy,0.37895176
6,",",675,Ġperiod,0.17770547
6,",",691,Ġrating,0.6079092
6,",",780,Ġspecial,0.13838041
6,",",822,Ġfilm,0.9999639
6,",",931,Ġproduction,0.16157185
6,",",941,Ġespecially,0.85997957
6,",",946,Ġhold,0.9115819
6,",",1169,Ġeither,0.9999268
6,",",1195,Ġrather,0.13952523
6,",",1266,Ġmean,0.57863
6,",",1268,Ġanyone,0.99998116
6,",",1445,Ġentire,0.34106854
6,",",1521,Ġdesign,0.9982791
6,",",1600,ĠGermany,0.99978954
6,",",1647,Ġmajority,0.13637072
6,",",1925,Ġblood,0.12811078
6,",",2579,Ġnice,0.14416295
6,",",2580,ets,0.99962914
6,",",2603,ost,0.14817818
6,",",3038,Ġeffects,0.15575624
6,",",3220,Ġcentury,0.20635529
6,",",3444,Ġimpressive,0.15674098
6,",",3549,Ġkill,0.22031513
6,",",3784,Ġpushing,0.18693475
6,",",3891,Ġtherefore,0.13391379
6,",",3997,Ġincredible,0.99998045
6,",",4643,ces,0.15916878
6,",",5111,Ġescape,0.28434896
6,",",6583,ĠFull,0.25868148
6,",",7235,Ġfocuses,0.4349313
6,",",8015,amer,0.15217641
6,",",8705,ĠBesides,0.366664
6,",",9548,ĠInn,0.16212086
6,",",14690,Ġcostumes,0.3435497
6,",",19269,Ġanimation,0.18813059
6,",",19443,ĠBuch,0.25496334
6,",",21420,Ġcontinuity,0.1791208
6,",",21854,Ġswearing,0.17869893
6,",",26504,Ġprops,0.1450996
6,",",32986,Ġpupp,0.19600098
6,",",34889,ĠCGI,0.17619468
6,",",36067,Ġnudity,0.2100373
6,",",48709,Ġ/>,0.22886057
6,",",49007,><,0.15759261
7,Ġto,4,.,0.32692337
7,Ġto,5,Ġthe,0.30638763
7,Ġto,6,",",0.3306608
7,Ġto,7,Ġto,0.8891613
7,Ġto,9,Ġof,0.39736277
7,Ġto,14,Ġthat,0.16989519
7,Ġto,18,'s,0.32488206
7,Ġto,19,Ġwith,0.27439427
7,Ġto,20,ĠThe,0.5541062
7,Ġto,21,Ġwas,0.49577487
7,Ġto,24,Ġit,0.4635224
7,Ġto,28,Ġbe,0.96233195
7,Ġto,31,Ġfrom,0.14901935
7,Ġto,32,Ġare,0.13445961
7,Ġto,33,Ġhave,0.9999714
7,Ġto,38,ĠI,0.21688713
7,Ġto,39,Ġhis,0.7681976
7,Ġto,61,Ġwhich,0.1688492
7,Ġto,70,Ġall,0.9769886
7,Ġto,75,'t,0.1403099
7,Ġto,89,Ġthere,0.12941307
7,Ġto,95,Ġjust,0.22754388
7,Ġto,98,Ġso,0.6287396
7,Ġto,106,Ġthem,0.15845557
7,Ġto,120,Ġget,0.92029697
7,Ġto,141,Ġhow,0.19702126
7,Ġto,146,Ġmake,0.95089746
7,Ġto,147,Ġwhere,0.3015585
7,Ġto,149,Ġthrough,0.13139312
7,Ġto,213,Ġgo,0.8977182
7,Ġto,218,Ġdon,0.291
7,Ġto,277,Ġanother,0.13929355
7,Ġto,283,Ġcome,0.99996877
7,Ġto,301,Ġlife,0.99999607
7,Ġto,308,Ġown,0.59261376
7,Ġto,359,Ġ&,0.38383803
7,Ġto,563,Ġplan,0.99998486
7,Ġto,568,Ġdecision,0.9999155
7,Ġto,583,Ġnear,0.17083603
7,Ġto,596,Ġwhy,0.17708462
7,Ġto,615,Ġenough,0.2685934
7,Ġto,648,Ġyet,0.16665906
7,Ġto,657,Ġlove,0.9252513
7,Ġto,667,Ġtrying,0.9968657
7,Ġto,691,Ġrating,0.17449696
7,Ġto,769,Ġre,0.2887839
7,Ġto,780,Ġspecial,0.30557626
7,Ġto,841,Ġfans,0.1633068
7,Ġto,851,Ġgave,0.6565543
7,Ġto,946,Ġhold,0.16481614
7,Ġto,961,Ġeveryone,0.325111
7,Ġto,1003,Ġhimself,0.9718973
7,Ġto,1033,ings,0.13364774
7,Ġto,1062,Ġround,0.55953366
7,Ġto,1183,Ġwatch,0.9043068
7,Ġto,1195,Ġrather,0.34977582
7,Ġto,1207,Ġliving,0.20087926
7,Ġto,1276,Ġdecided,0.99934083
7,Ġto,1311,Ġgiving,0.8188934
7,Ġto,1462,Ġdead,0.93412244
7,Ġto,1527,ling,0.19875483
7,Ġto,1595,Ġpassed,0.7711643
7,Ġto,1600,ĠGermany,0.31914514
7,Ġto,1712,Ġalthough,0.28131035
7,Ġto,1808,Ġart,0.18731053
7,Ġto,1828,Ġtough,0.9998293
7,Ġto,1892,ĠThen,0.34714773
7,Ġto,1951,ek,0.17296593
7,Ġto,2297,Ġmodern,0.2584824
7,Ġto,2343,Ġshown,0.7120551
7,Ġto,2435,Ġlearned,0.14488587
7,Ġto,2580,ets,0.21623963
7,Ġto,2682,Ġstuff,0.99995446
7,Ġto,2818,Ġhoping,0.9981066
7,Ġto,3035,Ġcool,0.12380541
7,Ġto,3549,Ġkill,0.9293835
7,Ġto,3556,Ġsecret,0.35197407
7,Ġto,3997,Ġincredible,0.14030789
7,Ġto,4085,Ġgift,0.24013413
7,Ġto,4710,Ġmaster,0.12817788
7,Ġto,4940,Ġtotally,0.8943167
7,Ġto,5111,Ġescape,0.9598536
7,Ġto,5322,Ġhonest,0.85689634
7,Ġto,5648,ĠMoon,0.14993316
7,Ġto,5856,Ġlegs,0.23364072
7,Ġto,6014,work,0.4531371
7,Ġto,6197,Ġplot,0.1315598
7,Ġto,6583,ĠFull,0.13519861
7,Ġto,6644,Ġmakers,0.22017866
7,Ġto,6935,ĠMaster,0.21043755
7,Ġto,8720,Ġobjects,0.53226274
7,Ġto,9261,Ġnowhere,0.18316604
7,Ġto,9548,ĠInn,0.14984567
7,Ġto,11678,Ġwooden,0.25959393
7,Ġto,15817,ĠApparently,0.16616106
7,Ġto,16276,?),0.19268161
7,Ġto,23392,Ġredesign,0.5051734
7,Ġto,29790,ĠSut,0.13466105
7,Ġto,32986,Ġpupp,0.34635407
7,Ġto,33139,Ġbaff,0.20420744
7,Ġto,35138,Ġtedious,0.27911398
7,Ġto,39708,Ġedits,0.12177549
7,Ġto,39765,Ġflashback,0.12718765
9,Ġof,4,.,0.71253455
9,Ġof,5,Ġthe,0.98981714
9,Ġof,6,",",0.20651598
9,Ġof,7,Ġto,0.3960545
9,Ġof,9,Ġof,0.6486712
9,Ġof,10,Ġa,0.9297232
9,Ġof,11,Ġin,0.37883654
9,Ġof,14,Ġthat,0.25624034
9,Ġof,15,Ġon,0.44429454
9,Ġof,16,Ġis,0.3438823
9,Ġof,18,'s,0.42196676
9,Ġof,19,Ġwith,0.16317114
9,Ġof,20,ĠThe,0.64748925
9,Ġof,21,Ġwas,0.4005626
9,Ġof,23,Ġat,0.4880666
9,Ġof,24,Ġit,0.1726872
9,Ġof,25,Ġas,0.2548867
9,Ġof,32,Ġare,0.99999917
9,Ġof,33,Ġhave,0.1392753
9,Ġof,36,Ġ(,0.33380562
9,Ġof,37,Ġhe,0.23297733
9,Ġof,38,ĠI,0.37776878
9,Ġof,42,Ġthis,0.14039606
9,Ġof,43,),0.8116072
9,Ġof,57,Ġbeen,0.14411998
9,Ġof,58,Ġwere,0.35397133
9,Ġof,65,Ġone,0.95860255
9,Ġof,67,Ġalso,0.252026
9,Ġof,70,Ġall,0.4398558
9,Ġof,78,Ġfirst,0.6286839
9,Ġof,84,Ġour,0.81696254
9,Ġof,89,Ġthere,0.31558296
9,Ġof,91,ĠHe,0.24149197
9,Ġof,98,Ġso,0.21779187
9,Ġof,102,a,0.20843267
9,Ġof,130,Ġthree,0.49506348
9,Ġof,141,Ġhow,0.88698626
9,Ġof,145,Ġbeing,0.3421777
9,Ġof,174,Ġtold,0.48679933
9,Ġof,194,Ġstate,0.99999857
9,Ġof,233,Ġpart,0.999902
9,Ġof,238,"),",0.48295957
9,Ġof,301,Ġlife,0.9160797
9,Ġof,308,Ġown,0.23558286
9,Ġof,311,Ġshow,0.7096364
9,Ġof,322,).,0.2065569
9,Ġof,350,Ġtoo,0.2710638
9,Ġof,359,Ġ&,0.28634372
9,Ġof,380,Ġbig,0.23241808
9,Ġof,386,Ġstart,0.9999801
9,Ġof,410,Ġlittle,0.25599065
9,Ġof,444,Ġfar,0.15016554
9,Ġof,450,Ġseen,0.1395805
9,Ġof,456,Ġagain,0.3776275
9,Ġof,507,Ġfinal,0.37258378
9,Ġof,527,Ġstory,0.9999193
9,Ġof,568,Ġdecision,0.14070489
9,Ġof,615,Ġenough,0.15865298
9,Ġof,628,Ġlate,0.87756187
9,Ġof,635,ĠHowever,0.3374861
9,Ġof,651,Ġseries,0.71020776
9,Ġof,657,Ġlove,0.9999944
9,Ġof,688,Ġweeks,0.9163304
9,Ġof,707,Ġseven,0.4007477
9,Ġof,734,...,0.16611426
9,Ġof,741,Ġb,0.1522803
9,Ġof,768,Ġcourse,0.97234774
9,Ġof,780,Ġspecial,0.12357435
9,Ġof,822,Ġfilm,0.33085772
9,Ġof,828,Ġbit,0.9960311
9,Ġof,851,Ġgave,0.2594407
9,Ġof,877,ate,0.35482347
9,Ġof,881,Ġsingle,0.15737732
9,Ġof,885,Ġw,0.1828363
9,Ġof,891,Ġcouple,0.99984133
9,Ġof,938,Ġwasn,0.28085768
9,Ġof,980,Ġspace,0.9999901
9,Ġof,986,Ġprevious,0.55705845
9,Ġof,1003,Ġhimself,0.15363498
9,Ġof,1004,Ġturn,0.9616105
9,Ġof,1079,Ġrest,0.99980515
9,Ġof,1106,If,0.22403036
9,Ġof,1135,Ġdespite,0.17039762
9,Ġof,1183,Ġwatch,0.38571435
9,Ġof,1276,Ġdecided,0.16664988
9,Ġof,1291,Ġrelationship,0.18782398
9,Ġof,1311,Ġgiving,0.93011844
9,Ġof,1313,Ġpositive,0.36098218
9,Ġof,1461,Ġoriginal,0.75197506
9,Ġof,1462,Ġdead,0.36711922
9,Ġof,1498,Ġcomplete,0.3976608
9,Ġof,1595,Ġpassed,0.26915655
9,Ġof,1599,ĠDon,0.12371235
9,Ġof,1620,As,0.99957985
9,Ġof,1647,Ġmajority,0.99991167
9,Ġof,1683,Ġeffect,0.23791574
9,Ġof,1743,Ġsystems,0.19342127
9,Ġof,1762,Ġlack,0.99990344
9,Ġof,1808,Ġart,0.123399764
9,Ġof,1874,Ġdrop,0.99981683
9,Ġof,1892,ĠThen,0.99995637
9,Ġof,1907,Ġtype,0.44939095
9,Ġof,1925,Ġblood,0.9306022
9,Ġof,2012,Ġstarts,0.19500518
9,Ġof,2075,Ġran,0.12665883
9,Ġof,2145,Ġremember,0.13787693
9,Ġof,2239,Ġlearning,0.41179475
9,Ġof,2272,Ġgreen,0.5594677
9,Ġof,2378,Ġfan,0.99990225
9,Ġof,2435,Ġlearned,0.41318858
9,Ġof,2580,ets,0.26269698
9,Ġof,2603,ost,0.9999901
9,Ġof,3007,Ġworse,0.9999982
9,Ġof,3026,Ġtells,0.3975838
9,Ġof,3038,Ġeffects,0.49050784
9,Ġof,3220,Ġcentury,0.2032856
9,Ġof,3468,Ġfranchise,0.8101784
9,Ġof,3520,Ġfeatured,0.60782105
9,Ġof,3541,Ġfilms,0.22244096
9,Ġof,3556,Ġsecret,0.9999958
9,Ġof,3771,ĠMag,0.13724193
9,Ġof,3784,Ġpushing,0.12280958
9,Ġof,3891,Ġtherefore,0.15797822
9,Ġof,4085,Ġgift,0.99998486
9,Ġof,4146,Ġnone,0.99992085
9,Ġof,5132,ĠTheatre,0.52584445
9,Ġof,5150,ique,0.28822225
9,Ġof,5548,Ġfavourite,0.62411
9,Ġof,6710,ĠAf,0.21308272
9,Ġof,6935,ĠMaster,0.33158377
9,Ġof,7232,ender,0.39244312
9,Ġof,7235,Ġfocuses,0.20074147
9,Ġof,8705,ĠBesides,0.13405573
9,Ġof,8720,Ġobjects,0.34622514
9,Ġof,10101,zel,0.14935741
9,Ġof,11389,Ġcommitting,0.12613434
9,Ġof,11522,Ġawful,0.15543215
9,Ġof,11870,Ġeventual,0.43559864
9,Ġof,12123,Ġsequel,0.13568427
9,Ġof,12940,ĠRomania,0.27754465
9,Ġof,12974,master,0.2228128
9,Ġof,13116,Ġstiff,0.13633314
9,Ġof,18089,ĠLegacy,0.14558822
9,Ġof,19222,Ġhandsome,0.12706202
9,Ġof,20280,Ġhi,0.9241927
9,Ġof,21966,Ġrod,0.123469375
9,Ġof,23392,Ġredesign,0.15911806
9,Ġof,26020,Ġcurse,0.22417429
9,Ġof,29790,ĠSut,0.13692452
9,Ġof,32986,Ġpupp,0.20780723
9,Ġof,34889,ĠCGI,0.21687633
9,Ġof,38684,ĠRetro,0.14020199
9,Ġof,38994,Ġserum,0.18903339
9,Ġof,39476,1998,0.20704466
9,Ġof,39708,Ġedits,0.14902508
