[I 2024-11-28 06:10:16,182] A new study created in RDB with name: SST-2-GATv2-google-bert-bert-base-uncased-Grouped-Layer-wise_Aggregation
[I 2024-11-28 06:15:23,494] Trial 0 finished with value: 0.8956422018348624 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.4319459866925097, 'batch_size': 226, 'attention_heads': 11, 'hidden_dimension': 191, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5909729556485983, 'global_pooling': 'mean', 'learning_rate': 5.415244119402538e-05, 'weight_decay': 8.179499475211674e-06, 'beta_0': 0.8510059609290175, 'beta_1': 0.9881622148267181, 'epsilon': 1.4618962793704927e-07, 'balanced_loss': True, 'epochs': 94, 'early_stopping_patience': 15, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 0 with value: 0.8956422018348624.
[I 2024-11-28 07:14:27,622] Trial 11 finished with value: 0.8922018348623854 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.53941274509037, 'batch_size': 137, 'attention_heads': 14, 'hidden_dimension': 153, 'number_of_hidden_layers': 1, 'dropout_rate': 0.304844685986573, 'global_pooling': 'mean', 'learning_rate': 0.0003395925193305717, 'weight_decay': 0.00012347264323805512, 'beta_0': 0.8650512261763105, 'beta_1': 0.9852831052027559, 'epsilon': 4.471012968326084e-06, 'balanced_loss': False, 'epochs': 113, 'early_stopping_patience': 14, 'plateau_patience': 25, 'plateau_divider': 9}. Best is trial 3 with value: 0.9059633027522935.
[I 2024-11-28 07:19:30,172] Trial 12 finished with value: 0.9025229357798165 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.5001883396648277, 'batch_size': 185, 'attention_heads': 13, 'hidden_dimension': 157, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3192748487490644, 'global_pooling': 'max', 'learning_rate': 0.002993822596590883, 'weight_decay': 1.0788661515919533e-06, 'beta_0': 0.8633419942682585, 'beta_1': 0.9846525810358804, 'epsilon': 3.310163763342559e-06, 'balanced_loss': False, 'epochs': 118, 'early_stopping_patience': 19, 'plateau_patience': 15, 'plateau_divider': 8}. Best is trial 3 with value: 0.9059633027522935.
[I 2024-11-28 07:24:38,856] Trial 13 finished with value: 0.8979357798165137 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.5211110710731497, 'batch_size': 179, 'attention_heads': 13, 'hidden_dimension': 161, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5012430163519066, 'global_pooling': 'max', 'learning_rate': 0.005610538260615647, 'weight_decay': 1.7846761590894565e-05, 'beta_0': 0.8644298229083691, 'beta_1': 0.9895831503878623, 'epsilon': 1.9713233678624386e-06, 'balanced_loss': False, 'epochs': 94, 'early_stopping_patience': 19, 'plateau_patience': 15, 'plateau_divider': 10}. Best is trial 3 with value: 0.9059633027522935.
[I 2024-11-28 07:29:23,765] Trial 14 finished with value: 0.8887614678899083 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6398928527617382, 'batch_size': 135, 'attention_heads': 11, 'hidden_dimension': 122, 'number_of_hidden_layers': 3, 'dropout_rate': 0.41198438748722177, 'global_pooling': 'max', 'learning_rate': 0.0066425548780536785, 'weight_decay': 0.0001656656041128202, 'beta_0': 0.8618875896969247, 'beta_1': 0.9886879141174058, 'epsilon': 2.9710367033299144e-05, 'balanced_loss': False, 'epochs': 50, 'early_stopping_patience': 20, 'plateau_patience': 14, 'plateau_divider': 7}. Best is trial 3 with value: 0.9059633027522935.
[I 2024-11-28 07:34:02,252] Trial 15 finished with value: 0.8910550458715596 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6299921625997575, 'batch_size': 193, 'attention_heads': 13, 'hidden_dimension': 176, 'number_of_hidden_layers': 2, 'dropout_rate': 0.44684637263212046, 'global_pooling': 'max', 'learning_rate': 0.0011384565011377532, 'weight_decay': 2.7214842575812726e-06, 'beta_0': 0.8346560562253881, 'beta_1': 0.9826708769173109, 'epsilon': 6.124842392044604e-07, 'balanced_loss': False, 'epochs': 109, 'early_stopping_patience': 16, 'plateau_patience': 17, 'plateau_divider': 5}. Best is trial 3 with value: 0.9059633027522935.
[I 2024-11-28 07:43:33,693] Trial 16 finished with value: 0.6490825688073395 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.4789429325404527, 'batch_size': 161, 'attention_heads': 14, 'hidden_dimension': 131, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5185597376594279, 'global_pooling': 'sum', 'learning_rate': 0.07591517473834543, 'weight_decay': 3.2305269217490325e-05, 'beta_0': 0.8739972086747745, 'beta_1': 0.9905540810859587, 'epsilon': 1.3035337945470066e-05, 'balanced_loss': False, 'epochs': 74, 'early_stopping_patience': 23, 'plateau_patience': 12, 'plateau_divider': 8}. Best is trial 3 with value: 0.9059633027522935.
[I 2024-11-28 07:47:11,938] Trial 17 finished with value: 0.893348623853211 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.5958353779235811, 'batch_size': 115, 'attention_heads': 10, 'hidden_dimension': 73, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3002447151525184, 'global_pooling': 'max', 'learning_rate': 0.00031440120486600807, 'weight_decay': 6.138935068025213e-05, 'beta_0': 0.8395027243236955, 'beta_1': 0.9869370958365121, 'epsilon': 1.2724930220974975e-06, 'balanced_loss': False, 'epochs': 77, 'early_stopping_patience': 22, 'plateau_patience': 19, 'plateau_divider': 7}. Best is trial 3 with value: 0.9059633027522935.
[I 2024-11-28 07:54:42,181] Trial 18 finished with value: 0.8876146788990825 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.4966941535808803, 'batch_size': 220, 'attention_heads': 13, 'hidden_dimension': 170, 'number_of_hidden_layers': 3, 'dropout_rate': 0.3910279793135727, 'global_pooling': 'max', 'learning_rate': 8.66342388816069e-05, 'weight_decay': 0.0009028658835380615, 'beta_0': 0.8563143880391944, 'beta_1': 0.9833082169731376, 'epsilon': 4.662488961781023e-06, 'balanced_loss': True, 'epochs': 116, 'early_stopping_patience': 25, 'plateau_patience': 16, 'plateau_divider': 10}. Best is trial 3 with value: 0.9059633027522935.
[I 2024-11-28 07:58:47,920] Trial 19 finished with value: 0.8853211009174312 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.8475560900647063, 'batch_size': 53, 'attention_heads': 11, 'hidden_dimension': 147, 'number_of_hidden_layers': 2, 'dropout_rate': 0.44145350143095824, 'global_pooling': 'max', 'learning_rate': 0.0025616360090011826, 'weight_decay': 3.5622581897587078e-06, 'beta_0': 0.8754291378095442, 'beta_1': 0.9922886869646935, 'epsilon': 1.7015371025605054e-05, 'balanced_loss': False, 'epochs': 142, 'early_stopping_patience': 18, 'plateau_patience': 21, 'plateau_divider': 5}. Best is trial 3 with value: 0.9059633027522935.
[I 2024-11-28 08:04:28,573] Trial 20 finished with value: 0.8509174311926605 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.47368498129997155, 'batch_size': 116, 'attention_heads': 15, 'hidden_dimension': 86, 'number_of_hidden_layers': 4, 'dropout_rate': 0.3597844981577738, 'global_pooling': 'sum', 'learning_rate': 0.009992816424811281, 'weight_decay': 1.6073130556057105e-05, 'beta_0': 0.8250566755078494, 'beta_1': 0.9837466781454084, 'epsilon': 1.7305058315668119e-06, 'balanced_loss': False, 'epochs': 94, 'early_stopping_patience': 19, 'plateau_patience': 13, 'plateau_divider': 8}. Best is trial 3 with value: 0.9059633027522935.
[I 2024-11-28 08:09:17,325] Trial 21 finished with value: 0.8956422018348624 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.41164650061846153, 'batch_size': 253, 'attention_heads': 16, 'hidden_dimension': 189, 'number_of_hidden_layers': 1, 'dropout_rate': 0.32911150167525227, 'global_pooling': 'mean', 'learning_rate': 0.0006599021848346157, 'weight_decay': 1.20820445347644e-06, 'beta_0': 0.8900481498137012, 'beta_1': 0.9851365561696629, 'epsilon': 3.649252958553658e-06, 'balanced_loss': False, 'epochs': 134, 'early_stopping_patience': 14, 'plateau_patience': 22, 'plateau_divider': 8}. Best is trial 3 with value: 0.9059633027522935.
[I 2024-11-28 08:15:57,559] Trial 22 finished with value: 0.9059633027522935 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.46706645182839535, 'batch_size': 218, 'attention_heads': 15, 'hidden_dimension': 243, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3343672769614356, 'global_pooling': 'mean', 'learning_rate': 0.002223071809776912, 'weight_decay': 1.059810974246985e-06, 'beta_0': 0.8841293422229894, 'beta_1': 0.9800803416364132, 'epsilon': 5.397173032778186e-07, 'balanced_loss': False, 'epochs': 129, 'early_stopping_patience': 12, 'plateau_patience': 15, 'plateau_divider': 6}. Best is trial 3 with value: 0.9059633027522935.
[I 2024-11-28 08:21:36,816] Trial 23 finished with value: 0.8922018348623854 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.6177378847444611, 'batch_size': 211, 'attention_heads': 14, 'hidden_dimension': 254, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3326178904559291, 'global_pooling': 'mean', 'learning_rate': 0.0020639851001624477, 'weight_decay': 2.759266203450035e-06, 'beta_0': 0.8762607858914989, 'beta_1': 0.9814399849653712, 'epsilon': 4.2753511785204643e-07, 'balanced_loss': False, 'epochs': 148, 'early_stopping_patience': 10, 'plateau_patience': 15, 'plateau_divider': 6}. Best is trial 3 with value: 0.9059633027522935.
[I 2024-11-28 08:27:30,027] Trial 24 finished with value: 0.8990825688073395 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.5215390817264077, 'batch_size': 173, 'attention_heads': 12, 'hidden_dimension': 238, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3475292203395381, 'global_pooling': 'max', 'learning_rate': 0.0005728341152538265, 'weight_decay': 1.0100666579199853e-06, 'beta_0': 0.8690833304537828, 'beta_1': 0.980273427071128, 'epsilon': 7.67194202609736e-07, 'balanced_loss': False, 'epochs': 123, 'early_stopping_patience': 16, 'plateau_patience': 13, 'plateau_divider': 4}. Best is trial 3 with value: 0.9059633027522935.
[I 2024-11-28 08:35:08,802] Trial 25 finished with value: 0.8910550458715596 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.47046161967809685, 'batch_size': 203, 'attention_heads': 15, 'hidden_dimension': 175, 'number_of_hidden_layers': 3, 'dropout_rate': 0.41861944295415554, 'global_pooling': 'mean', 'learning_rate': 0.00012867127239446914, 'weight_decay': 2.0627165720264792e-06, 'beta_0': 0.8543836230988442, 'beta_1': 0.9872602756639072, 'epsilon': 2.9914813244593053e-07, 'balanced_loss': False, 'epochs': 103, 'early_stopping_patience': 20, 'plateau_patience': 16, 'plateau_divider': 7}. Best is trial 3 with value: 0.9059633027522935.
[I 2024-11-28 08:39:20,634] Trial 26 finished with value: 0.893348623853211 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.5412263921864502, 'batch_size': 229, 'attention_heads': 12, 'hidden_dimension': 131, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4694840804873731, 'global_pooling': 'max', 'learning_rate': 0.0036551512024712847, 'weight_decay': 1.4987058693442556e-05, 'beta_0': 0.8820852469851397, 'beta_1': 0.9902385955889166, 'epsilon': 1.000701650876767e-05, 'balanced_loss': False, 'epochs': 164, 'early_stopping_patience': 12, 'plateau_patience': 14, 'plateau_divider': 4}. Best is trial 3 with value: 0.9059633027522935.
[I 2024-11-28 08:45:13,406] Trial 27 finished with value: 0.8795871559633027 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.5816074652832908, 'batch_size': 167, 'attention_heads': 14, 'hidden_dimension': 200, 'number_of_hidden_layers': 2, 'dropout_rate': 0.38821807306586703, 'global_pooling': 'max', 'learning_rate': 0.011313187199200294, 'weight_decay': 4.26173879557082e-06, 'beta_0': 0.8422640992762542, 'beta_1': 0.9824064949311914, 'epsilon': 1.0638896168663054e-06, 'balanced_loss': True, 'epochs': 66, 'early_stopping_patience': 17, 'plateau_patience': 18, 'plateau_divider': 6}. Best is trial 3 with value: 0.9059633027522935.
[I 2024-11-28 08:49:34,613] Trial 28 finished with value: 0.8922018348623854 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'min', 'threshold': 0.498671238042875, 'batch_size': 192, 'attention_heads': 10, 'hidden_dimension': 104, 'number_of_hidden_layers': 3, 'dropout_rate': 0.3202971775176422, 'global_pooling': 'mean', 'learning_rate': 0.002022844461164011, 'weight_decay': 5.946577701827089e-05, 'beta_0': 0.8581466957461137, 'beta_1': 0.9866042313439932, 'epsilon': 2.264780534693357e-06, 'balanced_loss': False, 'epochs': 126, 'early_stopping_patience': 19, 'plateau_patience': 12, 'plateau_divider': 9}. Best is trial 3 with value: 0.9059633027522935.
[I 2024-11-28 08:53:32,875] Trial 29 finished with value: 0.8876146788990825 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.45009320426973565, 'batch_size': 224, 'attention_heads': 13, 'hidden_dimension': 187, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3707414538211089, 'global_pooling': 'sum', 'learning_rate': 0.0001471514009814685, 'weight_decay': 0.00032778945496773134, 'beta_0': 0.8492435418226221, 'beta_1': 0.988594981087633, 'epsilon': 1.6306886665987157e-07, 'balanced_loss': True, 'epochs': 87, 'early_stopping_patience': 15, 'plateau_patience': 17, 'plateau_divider': 5}. Best is trial 3 with value: 0.9059633027522935.
[I 2024-11-28 08:59:16,708] Trial 30 finished with value: 0.8979357798165137 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.40725544662792273, 'batch_size': 129, 'attention_heads': 15, 'hidden_dimension': 140, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5286056776015892, 'global_pooling': 'mean', 'learning_rate': 4.6252049650455246e-05, 'weight_decay': 1.0758219125408817e-05, 'beta_0': 0.898818146582427, 'beta_1': 0.9942723004209025, 'epsilon': 7.230435455975362e-07, 'balanced_loss': False, 'epochs': 61, 'early_stopping_patience': 21, 'plateau_patience': 16, 'plateau_divider': 7}. Best is trial 3 with value: 0.9059633027522935.
[I 2024-11-28 09:04:04,963] Trial 31 finished with value: 0.8956422018348624 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.4467142086889321, 'batch_size': 244, 'attention_heads': 16, 'hidden_dimension': 216, 'number_of_hidden_layers': 1, 'dropout_rate': 0.33438232915112553, 'global_pooling': 'mean', 'learning_rate': 0.0007430216417439498, 'weight_decay': 1.3651216216331083e-06, 'beta_0': 0.8805126744903278, 'beta_1': 0.98451105321935, 'epsilon': 6.0916549527909e-06, 'balanced_loss': False, 'epochs': 129, 'early_stopping_patience': 12, 'plateau_patience': 18, 'plateau_divider': 8}. Best is trial 3 with value: 0.9059633027522935.
[I 2024-11-28 09:08:01,017] Trial 32 finished with value: 0.8956422018348624 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.43929067814550915, 'batch_size': 236, 'attention_heads': 16, 'hidden_dimension': 232, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3124388215897292, 'global_pooling': 'mean', 'learning_rate': 0.0012633560419081672, 'weight_decay': 1.9476249815589847e-06, 'beta_0': 0.8897323200620286, 'beta_1': 0.9845710515846822, 'epsilon': 2.9002655814077057e-06, 'balanced_loss': False, 'epochs': 154, 'early_stopping_patience': 13, 'plateau_patience': 24, 'plateau_divider': 9}. Best is trial 3 with value: 0.9059633027522935.
[I 2024-11-28 09:12:50,192] Trial 33 finished with value: 0.893348623853211 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.40147830666072265, 'batch_size': 214, 'attention_heads': 15, 'hidden_dimension': 208, 'number_of_hidden_layers': 1, 'dropout_rate': 0.34728730806557934, 'global_pooling': 'mean', 'learning_rate': 0.004417369250915861, 'weight_decay': 1.4884936591844427e-06, 'beta_0': 0.885327916472487, 'beta_1': 0.9909986071888641, 'epsilon': 7.862719062172061e-06, 'balanced_loss': False, 'epochs': 118, 'early_stopping_patience': 11, 'plateau_patience': 20, 'plateau_divider': 6}. Best is trial 3 with value: 0.9059633027522935.
[I 2024-11-28 09:18:24,351] Trial 34 finished with value: 0.8922018348623854 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.4994861236669398, 'batch_size': 91, 'attention_heads': 14, 'hidden_dimension': 225, 'number_of_hidden_layers': 2, 'dropout_rate': 0.380042992577162, 'global_pooling': 'mean', 'learning_rate': 0.0017450670981637084, 'weight_decay': 5.347759041641954e-06, 'beta_0': 0.8917585570147678, 'beta_1': 0.9884518948282197, 'epsilon': 1.1149700292540624e-08, 'balanced_loss': False, 'epochs': 135, 'early_stopping_patience': 14, 'plateau_patience': 14, 'plateau_divider': 8}. Best is trial 3 with value: 0.9059633027522935.
[I 2024-11-28 09:25:24,364] Trial 35 finished with value: 0.8944954128440367 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.4488959118348587, 'batch_size': 236, 'attention_heads': 16, 'hidden_dimension': 161, 'number_of_hidden_layers': 4, 'dropout_rate': 0.39676108296421536, 'global_pooling': 'mean', 'learning_rate': 0.0004811164936756364, 'weight_decay': 2.079257652859424e-06, 'beta_0': 0.8946332050840663, 'beta_1': 0.985856263937112, 'epsilon': 7.353627924247379e-08, 'balanced_loss': False, 'epochs': 183, 'early_stopping_patience': 16, 'plateau_patience': 10, 'plateau_divider': 9}. Best is trial 3 with value: 0.9059633027522935.
[I 2024-11-28 09:28:51,971] Trial 36 finished with value: 0.893348623853211 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.5483389119313812, 'batch_size': 149, 'attention_heads': 4, 'hidden_dimension': 240, 'number_of_hidden_layers': 1, 'dropout_rate': 0.43191210235831773, 'global_pooling': 'max', 'learning_rate': 0.0010293315585774283, 'weight_decay': 1.0421558033740824e-06, 'beta_0': 0.844316598599193, 'beta_1': 0.9876628414153339, 'epsilon': 2.1434709704171182e-05, 'balanced_loss': True, 'epochs': 157, 'early_stopping_patience': 11, 'plateau_patience': 15, 'plateau_divider': 7}. Best is trial 3 with value: 0.9059633027522935.
[I 2024-11-28 09:34:51,712] Trial 37 finished with value: 0.8520642201834863 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.691617530733354, 'batch_size': 255, 'attention_heads': 9, 'hidden_dimension': 209, 'number_of_hidden_layers': 3, 'dropout_rate': 0.3656179486396886, 'global_pooling': 'sum', 'learning_rate': 0.008737890867916896, 'weight_decay': 0.00011222685996336698, 'beta_0': 0.8704336095861984, 'beta_1': 0.9807109345574315, 'epsilon': 2.906459052196196e-07, 'balanced_loss': False, 'epochs': 103, 'early_stopping_patience': 23, 'plateau_patience': 22, 'plateau_divider': 6}. Best is trial 3 with value: 0.9059633027522935.
