[I 2025-03-27 16:44:57,528] A new study created in RDB with name: Ohsumed-GATv2-google-bert-bert-base-uncased-Grouped-No_Aggregation-No_Ablation-1.0-0.5
Token indices sequence length is longer than the specified maximum sequence length for this model (611 > 512). Running this sequence through the model will result in indexing errors
[I 2025-03-27 16:58:09,392] Trial 0 finished with value: 0.02088206824231669 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.860845406169478, 'batch_size': 82, 'attention_heads': 9, 'hidden_dimension': 97, 'number_of_hidden_layers': 3, 'dropout_rate': 0.34184815819561254, 'global_pooling': 'max', 'learning_rate': 0.013826232179369865, 'weight_decay': 3.972110727381911e-06, 'beta_0': 0.849951952030185, 'beta_1': 0.9912118037965686, 'epsilon': 1.5339162591163588e-08, 'balanced_loss': True, 'epochs': 59, 'early_stopping_patience': 25, 'plateau_patience': 25, 'plateau_divider': 9}. Best is trial 0 with value: 0.02088206824231669.
[I 2025-03-27 18:42:40,167] Trial 10 finished with value: 0.2723732276043264 and parameters: {'left_stride': 0, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.80942550238534, 'batch_size': 35, 'attention_heads': 7, 'hidden_dimension': 38, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5215216634175063, 'global_pooling': 'sum', 'learning_rate': 3.669591461834728e-05, 'weight_decay': 1.61082897385271e-05, 'beta_0': 0.8991067401494276, 'beta_1': 0.9956078490330983, 'epsilon': 3.326182875246256e-07, 'balanced_loss': True, 'epochs': 92, 'early_stopping_patience': 19, 'plateau_patience': 10, 'plateau_divider': 7}. Best is trial 9 with value: 0.4696005869445922.
[I 2025-03-27 18:54:53,540] Trial 11 finished with value: 0.4666303186189048 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8948517937062815, 'batch_size': 98, 'attention_heads': 12, 'hidden_dimension': 145, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5998087315924654, 'global_pooling': 'mean', 'learning_rate': 0.0026376813120854077, 'weight_decay': 4.639548462267546e-05, 'beta_0': 0.8045678259287455, 'beta_1': 0.9929852133403209, 'epsilon': 1.3539202624444258e-07, 'balanced_loss': True, 'epochs': 168, 'early_stopping_patience': 17, 'plateau_patience': 25, 'plateau_divider': 2}. Best is trial 9 with value: 0.4696005869445922.
[I 2025-03-27 19:04:49,125] Trial 12 finished with value: 0.08119582691488848 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.907175945422952, 'batch_size': 101, 'attention_heads': 8, 'hidden_dimension': 135, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5938276775318232, 'global_pooling': 'mean', 'learning_rate': 0.00864965327616717, 'weight_decay': 2.4417873305209476e-05, 'beta_0': 0.8929479199318091, 'beta_1': 0.9935869883571339, 'epsilon': 1.0760405954467326e-08, 'balanced_loss': True, 'epochs': 97, 'early_stopping_patience': 18, 'plateau_patience': 25, 'plateau_divider': 10}. Best is trial 9 with value: 0.4696005869445922.
[I 2025-03-27 19:18:50,927] Trial 13 finished with value: 0.47724469853758966 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.9252895179211877, 'batch_size': 59, 'attention_heads': 12, 'hidden_dimension': 161, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5059897843116423, 'global_pooling': 'mean', 'learning_rate': 0.001241002485205062, 'weight_decay': 8.525273088703185e-06, 'beta_0': 0.8172660649220073, 'beta_1': 0.9928318115175485, 'epsilon': 2.910765967105139e-07, 'balanced_loss': True, 'epochs': 171, 'early_stopping_patience': 20, 'plateau_patience': 23, 'plateau_divider': 2}. Best is trial 13 with value: 0.47724469853758966.
[I 2025-03-27 19:28:14,141] Trial 14 finished with value: 0.48189424914745127 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9400014265822983, 'batch_size': 54, 'attention_heads': 5, 'hidden_dimension': 97, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4986884962831787, 'global_pooling': 'mean', 'learning_rate': 0.0008064349884059057, 'weight_decay': 9.08581703614988e-06, 'beta_0': 0.8222174412014822, 'beta_1': 0.998881893098348, 'epsilon': 4.751166428486413e-07, 'balanced_loss': False, 'epochs': 108, 'early_stopping_patience': 21, 'plateau_patience': 22, 'plateau_divider': 7}. Best is trial 14 with value: 0.48189424914745127.
[I 2025-03-27 19:37:56,017] Trial 15 finished with value: 0.47084120888582626 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9384463180785197, 'batch_size': 48, 'attention_heads': 16, 'hidden_dimension': 44, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4089043458846316, 'global_pooling': 'mean', 'learning_rate': 0.0006269617324667652, 'weight_decay': 6.992934972302667e-06, 'beta_0': 0.8199592992911042, 'beta_1': 0.9988247923555315, 'epsilon': 8.727739926663409e-07, 'balanced_loss': True, 'epochs': 109, 'early_stopping_patience': 21, 'plateau_patience': 22, 'plateau_divider': 6}. Best is trial 14 with value: 0.48189424914745127.
[I 2025-03-27 19:48:35,872] Trial 16 finished with value: 0.3532771584272568 and parameters: {'left_stride': 128, 'right_stride': 256, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9669804982605329, 'batch_size': 58, 'attention_heads': 4, 'hidden_dimension': 69, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5224039725016865, 'global_pooling': 'sum', 'learning_rate': 0.0001348732507220091, 'weight_decay': 8.953151909153488e-06, 'beta_0': 0.8204089911185606, 'beta_1': 0.9989831960391797, 'epsilon': 8.170501570391055e-07, 'balanced_loss': False, 'epochs': 110, 'early_stopping_patience': 22, 'plateau_patience': 19, 'plateau_divider': 8}. Best is trial 14 with value: 0.48189424914745127.
[I 2025-03-27 20:01:05,688] Trial 17 finished with value: 0.48472679338385716 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9296056328902776, 'batch_size': 36, 'attention_heads': 9, 'hidden_dimension': 171, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4137597277528199, 'global_pooling': 'mean', 'learning_rate': 0.0011261127130204611, 'weight_decay': 4.468192256434059e-06, 'beta_0': 0.8449017842742472, 'beta_1': 0.9949509388516794, 'epsilon': 1.5197684820766067e-05, 'balanced_loss': True, 'epochs': 169, 'early_stopping_patience': 20, 'plateau_patience': 23, 'plateau_divider': 2}. Best is trial 17 with value: 0.48472679338385716.
[I 2025-03-27 20:12:57,837] Trial 18 finished with value: 0.016725277069306342 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9597227400558549, 'batch_size': 33, 'attention_heads': 8, 'hidden_dimension': 177, 'number_of_hidden_layers': 4, 'dropout_rate': 0.41975937103042515, 'global_pooling': 'mean', 'learning_rate': 0.01600428763625089, 'weight_decay': 2.986462665908212e-06, 'beta_0': 0.8451423855992058, 'beta_1': 0.995900314107186, 'epsilon': 3.068137980783489e-05, 'balanced_loss': True, 'epochs': 84, 'early_stopping_patience': 23, 'plateau_patience': 19, 'plateau_divider': 5}. Best is trial 17 with value: 0.48472679338385716.
[I 2025-03-27 20:21:57,611] Trial 19 finished with value: 0.3605483472821587 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9896474417289871, 'batch_size': 43, 'attention_heads': 4, 'hidden_dimension': 106, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4138230182851085, 'global_pooling': 'sum', 'learning_rate': 0.00036256472654439404, 'weight_decay': 1.2164702623762843e-06, 'beta_0': 0.8538113879956839, 'beta_1': 0.9970960624178725, 'epsilon': 1.6308906087536304e-05, 'balanced_loss': False, 'epochs': 118, 'early_stopping_patience': 16, 'plateau_patience': 14, 'plateau_divider': 10}. Best is trial 17 with value: 0.48472679338385716.
[I 2025-03-27 20:42:31,822] Trial 20 finished with value: 0.45290018273275456 and parameters: {'left_stride': 32, 'right_stride': 256, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9304446132512638, 'batch_size': 45, 'attention_heads': 9, 'hidden_dimension': 255, 'number_of_hidden_layers': 3, 'dropout_rate': 0.43935661645353935, 'global_pooling': 'mean', 'learning_rate': 4.162138094877653e-05, 'weight_decay': 5.065446875379318e-06, 'beta_0': 0.8410219485214387, 'beta_1': 0.9944619996154492, 'epsilon': 7.56465252547992e-06, 'balanced_loss': False, 'epochs': 81, 'early_stopping_patience': 23, 'plateau_patience': 23, 'plateau_divider': 6}. Best is trial 17 with value: 0.48472679338385716.
[I 2025-03-27 20:56:14,517] Trial 21 finished with value: 0.4744465169660601 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9220983457734829, 'batch_size': 59, 'attention_heads': 12, 'hidden_dimension': 172, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4946356584220653, 'global_pooling': 'mean', 'learning_rate': 0.001177708825055614, 'weight_decay': 1.3800267186532668e-05, 'beta_0': 0.8220387756582977, 'beta_1': 0.9974573606398083, 'epsilon': 4.6878627481795403e-07, 'balanced_loss': True, 'epochs': 178, 'early_stopping_patience': 20, 'plateau_patience': 23, 'plateau_divider': 2}. Best is trial 17 with value: 0.48472679338385716.
[I 2025-03-27 21:08:14,011] Trial 22 finished with value: 0.4439157226602896 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9577541502454787, 'batch_size': 67, 'attention_heads': 13, 'hidden_dimension': 166, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5152067712639565, 'global_pooling': 'mean', 'learning_rate': 0.0013399758577428962, 'weight_decay': 1.0074893501080278e-05, 'beta_0': 0.8128469277583574, 'beta_1': 0.9948491039523004, 'epsilon': 2.275791850212461e-06, 'balanced_loss': True, 'epochs': 166, 'early_stopping_patience': 20, 'plateau_patience': 21, 'plateau_divider': 2}. Best is trial 17 with value: 0.48472679338385716.
[I 2025-03-27 21:20:52,760] Trial 23 finished with value: 0.5072155353951276 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.892381245787688, 'batch_size': 51, 'attention_heads': 10, 'hidden_dimension': 120, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4813745794120649, 'global_pooling': 'mean', 'learning_rate': 0.0009824280844062227, 'weight_decay': 2.4358311117380778e-06, 'beta_0': 0.8257982204860814, 'beta_1': 0.9917891091724893, 'epsilon': 5.506084690267913e-07, 'balanced_loss': True, 'epochs': 146, 'early_stopping_patience': 18, 'plateau_patience': 23, 'plateau_divider': 3}. Best is trial 23 with value: 0.5072155353951276.
[I 2025-03-27 21:31:22,639] Trial 24 finished with value: 0.016824846646096216 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8885316731889218, 'batch_size': 50, 'attention_heads': 10, 'hidden_dimension': 80, 'number_of_hidden_layers': 2, 'dropout_rate': 0.47067506319232355, 'global_pooling': 'mean', 'learning_rate': 0.00790306997366439, 'weight_decay': 2.5917845152374426e-06, 'beta_0': 0.8283186848174426, 'beta_1': 0.987509735538255, 'epsilon': 1.1622075950430835e-05, 'balanced_loss': True, 'epochs': 152, 'early_stopping_patience': 18, 'plateau_patience': 20, 'plateau_divider': 3}. Best is trial 23 with value: 0.5072155353951276.
[I 2025-03-27 21:43:48,666] Trial 25 finished with value: 0.5211843445583384 and parameters: {'left_stride': 128, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8163430554586094, 'batch_size': 39, 'attention_heads': 7, 'hidden_dimension': 124, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3865707823405444, 'global_pooling': 'mean', 'learning_rate': 0.00026036051012276386, 'weight_decay': 5.34927120612449e-06, 'beta_0': 0.8578755946953416, 'beta_1': 0.9916101268220416, 'epsilon': 3.957887194318973e-06, 'balanced_loss': True, 'epochs': 140, 'early_stopping_patience': 15, 'plateau_patience': 22, 'plateau_divider': 5}. Best is trial 25 with value: 0.5211843445583384.
[I 2025-03-27 21:57:47,490] Trial 26 finished with value: 0.4517410124121211 and parameters: {'left_stride': 128, 'right_stride': 0, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8010687213413976, 'batch_size': 39, 'attention_heads': 8, 'hidden_dimension': 118, 'number_of_hidden_layers': 3, 'dropout_rate': 0.3786398011810181, 'global_pooling': 'mean', 'learning_rate': 0.00026176881898388706, 'weight_decay': 1.8509727652915902e-06, 'beta_0': 0.8573067665375798, 'beta_1': 0.991144506426741, 'epsilon': 3.81074183162127e-06, 'balanced_loss': True, 'epochs': 156, 'early_stopping_patience': 15, 'plateau_patience': 19, 'plateau_divider': 3}. Best is trial 25 with value: 0.5211843445583384.
[I 2025-03-27 22:10:30,093] Trial 27 finished with value: 0.4931307556955991 and parameters: {'left_stride': 128, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8296777168806857, 'batch_size': 40, 'attention_heads': 10, 'hidden_dimension': 123, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3887033262234614, 'global_pooling': 'mean', 'learning_rate': 7.164014108814952e-05, 'weight_decay': 4.1908387598242845e-06, 'beta_0': 0.8640111778679912, 'beta_1': 0.9881529506870289, 'epsilon': 3.107790909770726e-05, 'balanced_loss': True, 'epochs': 141, 'early_stopping_patience': 12, 'plateau_patience': 24, 'plateau_divider': 5}. Best is trial 25 with value: 0.5211843445583384.
[I 2025-03-27 22:25:40,393] Trial 28 finished with value: 0.5058745350408845 and parameters: {'left_stride': 128, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8243219943139433, 'batch_size': 43, 'attention_heads': 11, 'hidden_dimension': 67, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3856966582057047, 'global_pooling': 'max', 'learning_rate': 5.345153870165275e-05, 'weight_decay': 1.029904476432445e-06, 'beta_0': 0.8625944578820577, 'beta_1': 0.9864321542839944, 'epsilon': 7.789037712114811e-05, 'balanced_loss': True, 'epochs': 141, 'early_stopping_patience': 11, 'plateau_patience': 24, 'plateau_divider': 5}. Best is trial 25 with value: 0.5211843445583384.
[I 2025-03-27 22:42:19,728] Trial 29 finished with value: 0.2513371704152049 and parameters: {'left_stride': 128, 'right_stride': 128, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.8280610451200794, 'batch_size': 67, 'attention_heads': 7, 'hidden_dimension': 70, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3445505526655496, 'global_pooling': 'max', 'learning_rate': 1.3282327737444589e-05, 'weight_decay': 1.2000589846647985e-06, 'beta_0': 0.8760187247516681, 'beta_1': 0.9848351717309772, 'epsilon': 6.775493785650814e-05, 'balanced_loss': True, 'epochs': 128, 'early_stopping_patience': 11, 'plateau_patience': 24, 'plateau_divider': 4}. Best is trial 25 with value: 0.5211843445583384.
[I 2025-03-27 22:57:44,479] Trial 30 finished with value: 0.3836042204675665 and parameters: {'left_stride': 128, 'right_stride': 128, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.8401932632105144, 'batch_size': 51, 'attention_heads': 11, 'hidden_dimension': 84, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3628954739307729, 'global_pooling': 'max', 'learning_rate': 2.6664103936195663e-05, 'weight_decay': 1.781878538438885e-06, 'beta_0': 0.8541763877967351, 'beta_1': 0.9850213203219547, 'epsilon': 1.4427935692082717e-06, 'balanced_loss': True, 'epochs': 122, 'early_stopping_patience': 10, 'plateau_patience': 10, 'plateau_divider': 5}. Best is trial 25 with value: 0.5211843445583384.
[I 2025-03-27 23:11:28,596] Trial 31 finished with value: 0.4938237809671288 and parameters: {'left_stride': 128, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8230027170611729, 'batch_size': 42, 'attention_heads': 9, 'hidden_dimension': 121, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3939596484229246, 'global_pooling': 'max', 'learning_rate': 7.891740287736011e-05, 'weight_decay': 3.5457295240180394e-06, 'beta_0': 0.8631358921076614, 'beta_1': 0.9878044369807416, 'epsilon': 3.339291146558121e-05, 'balanced_loss': True, 'epochs': 142, 'early_stopping_patience': 12, 'plateau_patience': 24, 'plateau_divider': 5}. Best is trial 25 with value: 0.5211843445583384.
[I 2025-03-27 23:26:14,414] Trial 32 finished with value: 0.4922600897266618 and parameters: {'left_stride': 128, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8165307259766026, 'batch_size': 44, 'attention_heads': 9, 'hidden_dimension': 113, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4370052590764997, 'global_pooling': 'max', 'learning_rate': 9.600126550700542e-05, 'weight_decay': 2.8079909950455887e-06, 'beta_0': 0.8729368387559797, 'beta_1': 0.98306225647102, 'epsilon': 3.321453465876042e-05, 'balanced_loss': True, 'epochs': 141, 'early_stopping_patience': 12, 'plateau_patience': 21, 'plateau_divider': 5}. Best is trial 25 with value: 0.5211843445583384.
[I 2025-03-27 23:39:02,003] Trial 33 finished with value: 0.45254515519110816 and parameters: {'left_stride': 128, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8595954740144249, 'batch_size': 32, 'attention_heads': 11, 'hidden_dimension': 85, 'number_of_hidden_layers': 0, 'dropout_rate': 0.39256850274081306, 'global_pooling': 'max', 'learning_rate': 6.775806593056167e-05, 'weight_decay': 5.1516341847354595e-06, 'beta_0': 0.8614802329240488, 'beta_1': 0.9865575720438275, 'epsilon': 9.444703231787406e-05, 'balanced_loss': True, 'epochs': 143, 'early_stopping_patience': 14, 'plateau_patience': 24, 'plateau_divider': 6}. Best is trial 25 with value: 0.5211843445583384.
[I 2025-03-27 23:49:23,341] Trial 34 finished with value: 0.4778144080073387 and parameters: {'left_stride': 128, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.85321156422825, 'batch_size': 66, 'attention_heads': 10, 'hidden_dimension': 53, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3576275221217098, 'global_pooling': 'max', 'learning_rate': 0.0001749018486396942, 'weight_decay': 1.0858893018639021e-06, 'beta_0': 0.8503299707409145, 'beta_1': 0.9911897265213029, 'epsilon': 3.136360881576753e-06, 'balanced_loss': True, 'epochs': 158, 'early_stopping_patience': 12, 'plateau_patience': 22, 'plateau_divider': 4}. Best is trial 25 with value: 0.5211843445583384.
[I 2025-03-27 23:59:57,317] Trial 35 finished with value: 0.29997475175153865 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.8238215067009602, 'batch_size': 87, 'attention_heads': 7, 'hidden_dimension': 138, 'number_of_hidden_layers': 0, 'dropout_rate': 0.45433795194070625, 'global_pooling': 'max', 'learning_rate': 0.00034749810234653317, 'weight_decay': 1.711504570204991e-06, 'beta_0': 0.8594956520478618, 'beta_1': 0.9889666120279536, 'epsilon': 8.594902100757807e-06, 'balanced_loss': True, 'epochs': 129, 'early_stopping_patience': 14, 'plateau_patience': 25, 'plateau_divider': 4}. Best is trial 25 with value: 0.5211843445583384.
