[I 2025-03-26 19:25:38,608] A new study created in RDB with name: Ohsumed-GATv2-google-bert-bert-base-uncased-Grouped-No_Aggregation-Random_Attentions-0.0-0.0
Token indices sequence length is longer than the specified maximum sequence length for this model (611 > 512). Running this sequence through the model will result in indexing errors
[I 2025-03-26 19:39:25,119] Trial 0 finished with value: 0.01759408042222749 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.860845406169478, 'batch_size': 82, 'attention_heads': 9, 'hidden_dimension': 97, 'number_of_hidden_layers': 3, 'dropout_rate': 0.34184815819561254, 'global_pooling': 'max', 'learning_rate': 0.013826232179369865, 'weight_decay': 3.972110727381911e-06, 'beta_0': 0.849951952030185, 'beta_1': 0.9912118037965686, 'epsilon': 1.5339162591163588e-08, 'balanced_loss': True, 'epochs': 59, 'early_stopping_patience': 25, 'plateau_patience': 25, 'plateau_divider': 9}. Best is trial 0 with value: 0.01759408042222749.
[I 2025-03-26 21:30:30,470] Trial 10 finished with value: 0.32246349319351575 and parameters: {'left_stride': 0, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.80942550238534, 'batch_size': 35, 'attention_heads': 7, 'hidden_dimension': 38, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5215216634175063, 'global_pooling': 'sum', 'learning_rate': 3.669591461834728e-05, 'weight_decay': 1.61082897385271e-05, 'beta_0': 0.8991067401494276, 'beta_1': 0.9956078490330983, 'epsilon': 3.326182875246256e-07, 'balanced_loss': True, 'epochs': 92, 'early_stopping_patience': 19, 'plateau_patience': 10, 'plateau_divider': 7}. Best is trial 9 with value: 0.561146797189658.
[I 2025-03-26 21:40:49,580] Trial 11 finished with value: 0.5157230226344566 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9931292581426404, 'batch_size': 106, 'attention_heads': 9, 'hidden_dimension': 252, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3965390541849626, 'global_pooling': 'max', 'learning_rate': 0.00012386356736714718, 'weight_decay': 2.3629022854462724e-05, 'beta_0': 0.8994794194881102, 'beta_1': 0.985128699925124, 'epsilon': 1.5282726063969226e-06, 'balanced_loss': False, 'epochs': 52, 'early_stopping_patience': 19, 'plateau_patience': 22, 'plateau_divider': 2}. Best is trial 9 with value: 0.561146797189658.
[I 2025-03-26 21:50:00,997] Trial 12 finished with value: 0.5597019251345142 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9159074142327184, 'batch_size': 58, 'attention_heads': 4, 'hidden_dimension': 145, 'number_of_hidden_layers': 0, 'dropout_rate': 0.495117409851315, 'global_pooling': 'mean', 'learning_rate': 0.001088850075381897, 'weight_decay': 9.852540188880756e-05, 'beta_0': 0.8247827707396055, 'beta_1': 0.9936937006888107, 'epsilon': 1.5709224758814656e-05, 'balanced_loss': False, 'epochs': 82, 'early_stopping_patience': 25, 'plateau_patience': 23, 'plateau_divider': 10}. Best is trial 9 with value: 0.561146797189658.
[I 2025-03-26 21:59:57,401] Trial 13 finished with value: 0.46759067849534014 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9078491630551373, 'batch_size': 55, 'attention_heads': 4, 'hidden_dimension': 139, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4958438629817469, 'global_pooling': 'mean', 'learning_rate': 0.009023226244090937, 'weight_decay': 5.498014365417776e-05, 'beta_0': 0.8179342302355455, 'beta_1': 0.9941420202127368, 'epsilon': 5.097670010864778e-05, 'balanced_loss': False, 'epochs': 94, 'early_stopping_patience': 22, 'plateau_patience': 25, 'plateau_divider': 9}. Best is trial 9 with value: 0.561146797189658.
[I 2025-03-26 22:10:41,814] Trial 14 finished with value: 0.5889171189014517 and parameters: {'left_stride': 128, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9326474775711409, 'batch_size': 43, 'attention_heads': 7, 'hidden_dimension': 151, 'number_of_hidden_layers': 2, 'dropout_rate': 0.41296792626684775, 'global_pooling': 'mean', 'learning_rate': 0.0007202571845969046, 'weight_decay': 9.08581703614988e-06, 'beta_0': 0.8505013175968061, 'beta_1': 0.998881893098348, 'epsilon': 1.2615751233429971e-05, 'balanced_loss': False, 'epochs': 87, 'early_stopping_patience': 17, 'plateau_patience': 19, 'plateau_divider': 10}. Best is trial 14 with value: 0.5889171189014517.
[I 2025-03-26 22:20:14,283] Trial 15 finished with value: 0.5931324050938784 and parameters: {'left_stride': 128, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9528573406092882, 'batch_size': 37, 'attention_heads': 7, 'hidden_dimension': 96, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4149771191932947, 'global_pooling': 'mean', 'learning_rate': 0.0005690380091166433, 'weight_decay': 6.992934972302667e-06, 'beta_0': 0.8523018068383131, 'beta_1': 0.9988165434582098, 'epsilon': 1.1837194736763918e-08, 'balanced_loss': False, 'epochs': 79, 'early_stopping_patience': 17, 'plateau_patience': 19, 'plateau_divider': 10}. Best is trial 15 with value: 0.5931324050938784.
[I 2025-03-26 22:30:00,382] Trial 16 finished with value: 0.46091728825274136 and parameters: {'left_stride': 128, 'right_stride': 256, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9520794916801003, 'batch_size': 33, 'attention_heads': 8, 'hidden_dimension': 69, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4217166412694415, 'global_pooling': 'sum', 'learning_rate': 0.0004487698421575281, 'weight_decay': 7.415065281426333e-06, 'beta_0': 0.849347635481725, 'beta_1': 0.9989951407180053, 'epsilon': 1.1365544133512486e-08, 'balanced_loss': False, 'epochs': 108, 'early_stopping_patience': 16, 'plateau_patience': 19, 'plateau_divider': 10}. Best is trial 15 with value: 0.5931324050938784.
[I 2025-03-26 22:42:02,802] Trial 17 finished with value: 0.5568703183271432 and parameters: {'left_stride': 128, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9577012138673778, 'batch_size': 46, 'attention_heads': 7, 'hidden_dimension': 171, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4269631215062824, 'global_pooling': 'mean', 'learning_rate': 4.5635710191635446e-05, 'weight_decay': 1.0273996946287544e-05, 'beta_0': 0.8550389145321567, 'beta_1': 0.9983360772059552, 'epsilon': 1.734870542852309e-05, 'balanced_loss': False, 'epochs': 112, 'early_stopping_patience': 17, 'plateau_patience': 14, 'plateau_divider': 9}. Best is trial 15 with value: 0.5931324050938784.
[I 2025-03-26 22:52:22,504] Trial 18 finished with value: 0.5852965760325644 and parameters: {'left_stride': 128, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9284967861164539, 'batch_size': 47, 'attention_heads': 8, 'hidden_dimension': 105, 'number_of_hidden_layers': 2, 'dropout_rate': 0.41347899173174146, 'global_pooling': 'mean', 'learning_rate': 0.0013637455491649192, 'weight_decay': 4.774447256060117e-06, 'beta_0': 0.8621811265779692, 'beta_1': 0.99614192836658, 'epsilon': 4.536511894492354e-07, 'balanced_loss': True, 'epochs': 75, 'early_stopping_patience': 15, 'plateau_patience': 19, 'plateau_divider': 10}. Best is trial 15 with value: 0.5931324050938784.
[I 2025-03-26 23:02:41,956] Trial 19 finished with value: 0.5548578674104437 and parameters: {'left_stride': 128, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9698853550042038, 'batch_size': 43, 'attention_heads': 12, 'hidden_dimension': 72, 'number_of_hidden_layers': 4, 'dropout_rate': 0.3611321444425431, 'global_pooling': 'mean', 'learning_rate': 0.0004010402800918353, 'weight_decay': 2.742436065948428e-06, 'beta_0': 0.8401282819723186, 'beta_1': 0.997565323213675, 'epsilon': 5.3084419627798635e-06, 'balanced_loss': False, 'epochs': 104, 'early_stopping_patience': 18, 'plateau_patience': 15, 'plateau_divider': 8}. Best is trial 15 with value: 0.5931324050938784.
[I 2025-03-26 23:12:22,671] Trial 20 finished with value: 0.29147387788340495 and parameters: {'left_stride': 128, 'right_stride': 256, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.8906738288876075, 'batch_size': 68, 'attention_heads': 6, 'hidden_dimension': 36, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4403808053459352, 'global_pooling': 'sum', 'learning_rate': 0.008995165641516225, 'weight_decay': 1.0297529147843133e-05, 'beta_0': 0.8763075519176595, 'beta_1': 0.9944619996154492, 'epsilon': 2.3856029412303275e-05, 'balanced_loss': False, 'epochs': 75, 'early_stopping_patience': 11, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 15 with value: 0.5931324050938784.
[I 2025-03-26 23:22:10,225] Trial 21 finished with value: 0.5795983778836223 and parameters: {'left_stride': 128, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9365849135423546, 'batch_size': 47, 'attention_heads': 8, 'hidden_dimension': 109, 'number_of_hidden_layers': 2, 'dropout_rate': 0.404018880528242, 'global_pooling': 'mean', 'learning_rate': 0.0010656371538955624, 'weight_decay': 5.773901676251152e-06, 'beta_0': 0.8594735492234759, 'beta_1': 0.9962281725377666, 'epsilon': 3.5662759581141007e-07, 'balanced_loss': True, 'epochs': 74, 'early_stopping_patience': 15, 'plateau_patience': 19, 'plateau_divider': 10}. Best is trial 15 with value: 0.5931324050938784.
[I 2025-03-26 23:31:37,690] Trial 22 finished with value: 0.5354031091574206 and parameters: {'left_stride': 128, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9376590187226674, 'batch_size': 40, 'attention_heads': 8, 'hidden_dimension': 79, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3837190031356061, 'global_pooling': 'mean', 'learning_rate': 0.0016082574472174908, 'weight_decay': 5.242020050916127e-06, 'beta_0': 0.8432084361059742, 'beta_1': 0.998777387696028, 'epsilon': 1.2980748124403378e-07, 'balanced_loss': True, 'epochs': 87, 'early_stopping_patience': 17, 'plateau_patience': 19, 'plateau_divider': 10}. Best is trial 15 with value: 0.5931324050938784.
[I 2025-03-26 23:42:19,826] Trial 23 finished with value: 0.5580969297941364 and parameters: {'left_stride': 128, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9260301812364972, 'batch_size': 51, 'attention_heads': 10, 'hidden_dimension': 119, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4125076841883975, 'global_pooling': 'mean', 'learning_rate': 0.0004827051359928765, 'weight_decay': 1.980355812727987e-06, 'beta_0': 0.8643603547413522, 'beta_1': 0.9956681835188548, 'epsilon': 6.266931916723049e-07, 'balanced_loss': True, 'epochs': 69, 'early_stopping_patience': 15, 'plateau_patience': 18, 'plateau_divider': 9}. Best is trial 15 with value: 0.5931324050938784.
[I 2025-03-26 23:54:46,418] Trial 24 finished with value: 0.6159477169087832 and parameters: {'left_stride': 128, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9273067042274541, 'batch_size': 32, 'attention_heads': 7, 'hidden_dimension': 160, 'number_of_hidden_layers': 3, 'dropout_rate': 0.45628739859429157, 'global_pooling': 'mean', 'learning_rate': 0.0001849338901886505, 'weight_decay': 1.4614297043139454e-05, 'beta_0': 0.8544155067549598, 'beta_1': 0.9971196065677688, 'epsilon': 1.03634312905351e-06, 'balanced_loss': True, 'epochs': 117, 'early_stopping_patience': 12, 'plateau_patience': 21, 'plateau_divider': 10}. Best is trial 24 with value: 0.6159477169087832.
[I 2025-03-27 00:04:44,100] Trial 25 finished with value: 0.5137811298945669 and parameters: {'left_stride': 128, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9617019573591202, 'batch_size': 35, 'attention_heads': 5, 'hidden_dimension': 167, 'number_of_hidden_layers': 3, 'dropout_rate': 0.4541539620580448, 'global_pooling': 'mean', 'learning_rate': 7.149545267626753e-05, 'weight_decay': 1.6468329713275917e-05, 'beta_0': 0.8450078431658619, 'beta_1': 0.9975612084494865, 'epsilon': 2.3667489405041483e-06, 'balanced_loss': True, 'epochs': 121, 'early_stopping_patience': 11, 'plateau_patience': 22, 'plateau_divider': 7}. Best is trial 24 with value: 0.6159477169087832.
[I 2025-03-27 00:18:34,990] Trial 26 finished with value: 0.5303329162430223 and parameters: {'left_stride': 32, 'right_stride': 0, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8853393710557151, 'batch_size': 63, 'attention_heads': 7, 'hidden_dimension': 161, 'number_of_hidden_layers': 4, 'dropout_rate': 0.5298721420781565, 'global_pooling': 'mean', 'learning_rate': 0.0002085475878384548, 'weight_decay': 4.058499806210127e-05, 'beta_0': 0.8540590246355254, 'beta_1': 0.9933298265081022, 'epsilon': 8.804035391471005e-06, 'balanced_loss': True, 'epochs': 100, 'early_stopping_patience': 12, 'plateau_patience': 21, 'plateau_divider': 9}. Best is trial 24 with value: 0.6159477169087832.
[I 2025-03-27 00:32:50,455] Trial 27 finished with value: 0.5063251615595249 and parameters: {'left_stride': 128, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9788086401186827, 'batch_size': 39, 'attention_heads': 5, 'hidden_dimension': 181, 'number_of_hidden_layers': 3, 'dropout_rate': 0.4751429757087447, 'global_pooling': 'mean', 'learning_rate': 1.972583400948613e-05, 'weight_decay': 1.330341978605857e-05, 'beta_0': 0.8704503941401376, 'beta_1': 0.9915469698261999, 'epsilon': 7.890798621532764e-07, 'balanced_loss': False, 'epochs': 117, 'early_stopping_patience': 21, 'plateau_patience': 20, 'plateau_divider': 8}. Best is trial 24 with value: 0.6159477169087832.
[I 2025-03-27 00:46:25,866] Trial 28 finished with value: 0.5652741074204982 and parameters: {'left_stride': 128, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9261765667324215, 'batch_size': 89, 'attention_heads': 9, 'hidden_dimension': 131, 'number_of_hidden_layers': 3, 'dropout_rate': 0.43840801925469164, 'global_pooling': 'mean', 'learning_rate': 0.00022268571941111868, 'weight_decay': 2.2871514534527932e-05, 'beta_0': 0.8248680998544478, 'beta_1': 0.9947590056934326, 'epsilon': 1.4670589618092474e-07, 'balanced_loss': True, 'epochs': 170, 'early_stopping_patience': 20, 'plateau_patience': 16, 'plateau_divider': 10}. Best is trial 24 with value: 0.6159477169087832.
[I 2025-03-27 00:57:04,686] Trial 29 finished with value: 0.4863409498406908 and parameters: {'left_stride': 32, 'right_stride': 128, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.906265545178556, 'batch_size': 32, 'attention_heads': 7, 'hidden_dimension': 87, 'number_of_hidden_layers': 3, 'dropout_rate': 0.3618901447933876, 'global_pooling': 'sum', 'learning_rate': 0.000729087030526837, 'weight_decay': 3.0585670315819144e-06, 'beta_0': 0.8524551949489648, 'beta_1': 0.9975195034155158, 'epsilon': 2.051806356249828e-08, 'balanced_loss': True, 'epochs': 65, 'early_stopping_patience': 13, 'plateau_patience': 18, 'plateau_divider': 9}. Best is trial 24 with value: 0.6159477169087832.
[I 2025-03-27 01:12:50,853] Trial 30 finished with value: 0.4743148654818893 and parameters: {'left_stride': 128, 'right_stride': 256, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.8472966853537838, 'batch_size': 53, 'attention_heads': 10, 'hidden_dimension': 56, 'number_of_hidden_layers': 4, 'dropout_rate': 0.5134303083860033, 'global_pooling': 'max', 'learning_rate': 0.004613308499490286, 'weight_decay': 7.284352287309431e-06, 'beta_0': 0.8867792865814831, 'beta_1': 0.9881587998931927, 'epsilon': 9.50756401510682e-05, 'balanced_loss': False, 'epochs': 132, 'early_stopping_patience': 18, 'plateau_patience': 12, 'plateau_divider': 6}. Best is trial 24 with value: 0.6159477169087832.
[I 2025-03-27 01:23:12,561] Trial 31 finished with value: 0.5676340893664445 and parameters: {'left_stride': 128, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9294907238599143, 'batch_size': 47, 'attention_heads': 9, 'hidden_dimension': 113, 'number_of_hidden_layers': 2, 'dropout_rate': 0.38093881866533696, 'global_pooling': 'mean', 'learning_rate': 0.0016139175409629236, 'weight_decay': 4.002267259517957e-06, 'beta_0': 0.8607048095901749, 'beta_1': 0.9963916393198706, 'epsilon': 2.6885889425113224e-08, 'balanced_loss': True, 'epochs': 81, 'early_stopping_patience': 15, 'plateau_patience': 20, 'plateau_divider': 10}. Best is trial 24 with value: 0.6159477169087832.
[I 2025-03-27 01:32:31,441] Trial 32 finished with value: 0.5287321363426827 and parameters: {'left_stride': 128, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9670198391864382, 'batch_size': 41, 'attention_heads': 8, 'hidden_dimension': 94, 'number_of_hidden_layers': 2, 'dropout_rate': 0.42017409202203143, 'global_pooling': 'mean', 'learning_rate': 0.0001232148292506689, 'weight_decay': 1.1017385949855779e-06, 'beta_0': 0.8473490245403155, 'beta_1': 0.9989616452382277, 'epsilon': 1.5424456720585703e-06, 'balanced_loss': True, 'epochs': 96, 'early_stopping_patience': 16, 'plateau_patience': 21, 'plateau_divider': 9}. Best is trial 24 with value: 0.6159477169087832.
[I 2025-03-27 01:42:00,295] Trial 33 finished with value: 0.015932285957861402 and parameters: {'left_stride': 128, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9208294231738495, 'batch_size': 50, 'attention_heads': 6, 'hidden_dimension': 123, 'number_of_hidden_layers': 2, 'dropout_rate': 0.46111122752236877, 'global_pooling': 'mean', 'learning_rate': 0.03371047539909981, 'weight_decay': 9.066836824827244e-06, 'beta_0': 0.858255864442036, 'beta_1': 0.9956581787584567, 'epsilon': 2.955218686708433e-06, 'balanced_loss': True, 'epochs': 62, 'early_stopping_patience': 14, 'plateau_patience': 23, 'plateau_divider': 10}. Best is trial 24 with value: 0.6159477169087832.
[I 2025-03-27 01:53:08,076] Trial 34 finished with value: 0.5656160998453484 and parameters: {'left_stride': 32, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9495112680326596, 'batch_size': 64, 'attention_heads': 7, 'hidden_dimension': 153, 'number_of_hidden_layers': 3, 'dropout_rate': 0.43982473840771746, 'global_pooling': 'mean', 'learning_rate': 0.00027179478266531516, 'weight_decay': 4.638027014664325e-06, 'beta_0': 0.8406693943429457, 'beta_1': 0.9973728755938861, 'epsilon': 5.072140356003931e-07, 'balanced_loss': True, 'epochs': 83, 'early_stopping_patience': 17, 'plateau_patience': 18, 'plateau_divider': 8}. Best is trial 24 with value: 0.6159477169087832.
[I 2025-03-27 02:02:06,551] Trial 35 finished with value: 0.39909103210960345 and parameters: {'left_stride': 128, 'right_stride': 128, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9845363739242636, 'batch_size': 40, 'attention_heads': 9, 'hidden_dimension': 101, 'number_of_hidden_layers': 2, 'dropout_rate': 0.39896487484812415, 'global_pooling': 'mean', 'learning_rate': 0.0007617147080252073, 'weight_decay': 2.9187972883646018e-06, 'beta_0': 0.8752527612486957, 'beta_1': 0.9978816616980282, 'epsilon': 1.1231522331799053e-06, 'balanced_loss': True, 'epochs': 74, 'early_stopping_patience': 14, 'plateau_patience': 16, 'plateau_divider': 9}. Best is trial 24 with value: 0.6159477169087832.
The selected strides are greater or equal to the total chunk size.
