index,length,unique_words,type_token_ratio,Flesch_Reading_ease_score,average_syllables_per_word,average_sentence_length,percentage_monosyllabic_words,percentage_polysyllabic_words
48,39,28,0.717948717948718,48.81,1.3846153846153846,39.0,0.717948717948718,0.05128205128205128
49,18,15,0.8333333333333334,53.21,1.5555555555555556,18.0,0.6666666666666666,0.16666666666666666
50,519,232,0.44701348747591524,-467.16,1.5202312138728324,519.0,0.7321772639691715,0.1329479768786127
51,72,49,0.6805555555555556,0.77,1.5833333333333333,72.0,0.7361111111111112,0.1111111111111111
52,130,86,0.6615384615384615,-48.64,1.4538461538461538,130.0,0.7615384615384615,0.12307692307692308
53,180,85,0.4722222222222222,-108.86,1.55,180.0,0.7055555555555556,0.12777777777777777
54,58,45,0.7758620689655172,18.02,1.603448275862069,58.0,0.7068965517241379,0.1206896551724138
55,291,151,0.5189003436426117,-253.33,1.738831615120275,291.0,0.697594501718213,0.17525773195876287
56,42,32,0.7619047619047619,36.29,1.5238095238095237,42.0,0.7142857142857143,0.16666666666666666
57,53,43,0.8113207547169812,33.59,1.471698113207547,53.0,0.6981132075471698,0.07547169811320754
58,41,21,0.5121951219512195,80.62,1.048780487804878,41.0,0.9512195121951219,0.0
59,91,65,0.7142857142857143,-9.05,1.5164835164835164,91.0,0.7032967032967034,0.10989010989010989
60,30,15,0.5,83.33,1.0666666666666667,30.0,0.9333333333333333,0.0
61,77,49,0.6363636363636364,18.7,1.3116883116883118,77.0,0.8051948051948052,0.09090909090909091
62,95,69,0.7263157894736842,-36.46,1.7789473684210526,95.0,0.5789473684210527,0.23157894736842105
63,10,10,1.0,86.71,1.3,10.0,0.7,0.0
64,60,42,0.7,17.01,1.5666666666666667,60.0,0.7166666666666667,0.16666666666666666
65,152,93,0.6118421052631579,-82.47,1.611842105263158,152.0,0.7105263157894737,0.1513157894736842
66,36,18,0.5,77.24,1.1388888888888888,36.0,0.9444444444444444,0.027777777777777776
67,87,63,0.7241379310344828,-37.82,1.9080459770114941,87.0,0.5977011494252874,0.26436781609195403
68,133,72,0.5413533834586466,-54.73,1.5263157894736843,133.0,0.7518796992481203,0.12781954887218044
69,57,36,0.631578947368421,30.54,1.4385964912280702,57.0,0.631578947368421,0.05263157894736842
70,55,39,0.7090909090909091,6.18,1.7454545454545454,55.0,0.5818181818181818,0.2
71,16,15,0.9375,55.24,1.625,16.0,0.6875,0.1875
72,82,60,0.7317073170731707,-12.78,1.6341463414634145,82.0,0.5975609756097561,0.18292682926829268
73,65,49,0.7538461538461538,9.9,1.6,65.0,0.7538461538461538,0.15384615384615385
74,38,29,0.7631578947368421,13.96,1.8421052631578947,38.0,0.5526315789473685,0.23684210526315788
75,14,14,1.0,82.65,1.2857142857142858,14.0,0.7857142857142857,0.07142857142857142
76,291,144,0.4948453608247423,-228.97,1.6563573883161513,291.0,0.6701030927835051,0.21649484536082475
77,17,16,0.9411764705882353,71.14,1.411764705882353,17.0,0.7058823529411765,0.11764705882352941
78,51,35,0.6862745098039216,35.62,1.392156862745098,51.0,0.8235294117647058,0.0784313725490196
79,24,17,0.7083333333333334,79.94,1.25,24.0,0.8333333333333334,0.0
80,110,71,0.6454545454545455,-24.28,1.3727272727272728,110.0,0.7363636363636363,0.07272727272727272
81,54,27,0.5,42.05,1.2962962962962963,54.0,0.7962962962962963,0.037037037037037035
82,78,55,0.7051282051282052,-4.32,1.6025641025641026,78.0,0.6153846153846154,0.07692307692307693
83,69,46,0.6666666666666666,24.79,1.3768115942028984,69.0,0.7971014492753623,0.08695652173913043
84,61,44,0.7213114754098361,32.91,1.3442622950819672,61.0,0.8032786885245902,0.08196721311475409
85,56,25,0.44642857142857145,48.48,1.1785714285714286,56.0,0.8571428571428571,0.03571428571428571
86,25,18,0.72,58.96,1.6,25.0,0.8,0.08
87,268,148,0.5522388059701493,-194.8,1.4888059701492538,268.0,0.6902985074626866,0.08582089552238806
88,88,53,0.6022727272727273,-13.45,1.5227272727272727,88.0,0.7045454545454546,0.125
89,17,16,0.9411764705882353,71.14,1.411764705882353,17.0,0.7058823529411765,0.11764705882352941
90,17,15,0.8823529411764706,71.14,1.411764705882353,17.0,0.7058823529411765,0.11764705882352941
91,8,7,0.875,105.66,1.125,8.0,0.875,0.0
92,64,31,0.484375,39.34,1.265625,64.0,0.875,0.046875
93,183,102,0.5573770491803278,-116.98,1.5683060109289617,183.0,0.7213114754098361,0.1366120218579235
94,33,18,0.5454545454545454,80.28,1.0606060606060606,33.0,0.9393939393939394,0.0
95,10,8,0.8,78.25,1.4,10.0,0.6,0.0
96,93,62,0.6666666666666666,-21.57,1.6021505376344085,93.0,0.7526881720430108,0.12903225806451613
97,456,201,0.4407894736842105,-404.9,1.469298245614035,456.0,0.7653508771929824,0.08333333333333333
98,24,20,0.8333333333333334,55.58,1.4583333333333333,24.0,0.7083333333333334,0.16666666666666666
99,42,17,0.40476190476190477,71.15,1.1428571428571428,42.0,0.9523809523809523,0.047619047619047616
100,95,55,0.5789473684210527,-37.48,1.7578947368421052,95.0,0.6,0.16842105263157894
101,52,27,0.5192307692307693,44.08,1.2884615384615385,52.0,0.8269230769230769,0.09615384615384616
102,163,106,0.6503067484662577,-98.04,1.6625766871165644,163.0,0.5828220858895705,0.15337423312883436
103,61,46,0.7540983606557377,18.02,1.4754098360655739,61.0,0.7213114754098361,0.11475409836065574
104,70,36,0.5142857142857142,29.19,1.2714285714285714,70.0,0.9571428571428572,0.05714285714285714
105,173,118,0.6820809248554913,-105.82,1.630057803468208,173.0,0.7109826589595376,0.1329479768786127
106,43,27,0.627906976744186,44.75,1.441860465116279,43.0,0.7674418604651163,0.16279069767441862
107,46,30,0.6521739130434783,46.11,1.434782608695652,46.0,0.8695652173913043,0.10869565217391304
108,7,6,0.8571428571428571,106.67,1.1428571428571428,7.0,0.8571428571428571,0.0
109,30,17,0.5666666666666667,83.33,1.1,30.0,0.9333333333333333,0.03333333333333333
110,40,19,0.475,64.72,1.2,40.0,0.875,0.025
111,23,16,0.6956521739130435,90.43,1.1304347826086956,23.0,0.8695652173913043,0.0
112,92,62,0.6739130434782609,-20.56,1.6630434782608696,92.0,0.6739130434782609,0.16304347826086957
113,17,16,0.9411764705882353,62.68,1.4705882352941178,17.0,0.6470588235294118,0.11764705882352941
114,54,42,0.7777777777777778,20.05,1.6296296296296295,54.0,0.7037037037037037,0.14814814814814814
115,21,13,0.6190476190476191,75.54,1.3333333333333333,21.0,0.8095238095238095,0.14285714285714285
116,112,68,0.6071428571428571,-35.78,1.5178571428571428,112.0,0.6785714285714286,0.11607142857142858
117,201,115,0.572139303482587,-133.22,1.5621890547263682,201.0,0.6666666666666666,0.11940298507462686
118,89,35,0.39325842696629215,9.91,1.303370786516854,89.0,0.898876404494382,0.0449438202247191
119,53,41,0.7735849056603774,24.11,1.5660377358490567,53.0,0.6981132075471698,0.1509433962264151
120,491,223,0.45417515274949083,-452.95,1.604887983706721,491.0,0.7128309572301426,0.14867617107942974
121,82,64,0.7804878048780488,-10.41,1.646341463414634,82.0,0.7195121951219512,0.15853658536585366
122,29,17,0.5862068965517241,83.33,1.103448275862069,29.0,1.0,0.034482758620689655
123,18,15,0.8333333333333334,70.13,1.4444444444444444,18.0,0.6666666666666666,0.05555555555555555
124,54,42,0.7777777777777778,16.67,1.6481481481481481,54.0,0.5740740740740741,0.16666666666666666
125,87,66,0.7586206896551724,-19.88,1.6091954022988506,87.0,0.6666666666666666,0.1724137931034483
126,39,18,0.46153846153846156,65.73,1.2307692307692308,39.0,0.7692307692307693,0.0
127,94,54,0.574468085106383,-3.64,1.3936170212765957,94.0,0.7872340425531915,0.05319148936170213
128,165,92,0.5575757575757576,-83.15,1.4848484848484849,165.0,0.7272727272727273,0.12121212121212122
129,29,14,0.4827586206896552,84.34,1.1379310344827587,29.0,0.9310344827586207,0.06896551724137931
130,126,61,0.48412698412698413,-56.08,1.619047619047619,126.0,0.6825396825396826,0.15079365079365079
131,38,31,0.8157894736842105,38.32,1.631578947368421,38.0,0.6052631578947368,0.07894736842105263
132,40,28,0.7,45.77,1.425,40.0,0.775,0.1
133,42,36,0.8571428571428571,37.31,1.5238095238095237,42.0,0.6428571428571429,0.14285714285714285
134,43,20,0.46511627906976744,70.13,1.069767441860465,43.0,0.9534883720930233,0.023255813953488372
135,71,42,0.5915492957746479,16.33,1.352112676056338,71.0,0.8028169014084507,0.09859154929577464
136,235,133,0.5659574468085107,-172.13,1.5957446808510638,235.0,0.7063829787234043,0.1702127659574468
137,69,45,0.6521739130434783,6.86,1.565217391304348,69.0,0.7391304347826086,0.18840579710144928
138,156,100,0.6410256410256411,-84.16,1.5576923076923077,156.0,0.7628205128205128,0.10256410256410256
139,100,72,0.72,-22.59,1.56,100.0,0.62,0.14
140,170,98,0.5764705882352941,-90.25,1.4352941176470588,170.0,0.7470588235294118,0.09411764705882353
141,19,16,0.8421052631578947,60.65,1.4736842105263157,19.0,0.6842105263157895,0.15789473684210525
142,73,38,0.5205479452054794,22.76,1.2876712328767124,73.0,0.7945205479452054,0.0547945205479452
143,142,87,0.6126760563380281,-86.2,1.7535211267605635,142.0,0.5774647887323944,0.18309859154929578
144,39,20,0.5128205128205128,65.73,1.1538461538461537,39.0,0.8717948717948718,0.02564102564102564
145,77,55,0.7142857142857143,-0.26,1.5844155844155845,77.0,0.6883116883116883,0.18181818181818182
146,90,64,0.7111111111111111,-14.47,1.5444444444444445,90.0,0.6666666666666666,0.1
147,187,116,0.6203208556149733,-123.07,1.6524064171122994,187.0,0.7433155080213903,0.18181818181818182
148,11,11,1.0,85.69,1.2727272727272727,11.0,0.7272727272727273,0.0
149,86,56,0.6511627906976745,-39.85,1.9186046511627908,86.0,0.5697674418604651,0.22093023255813954
150,200,109,0.545,-127.13,1.565,200.0,0.615,0.11
151,136,92,0.6764705882352942,-80.11,1.7647058823529411,136.0,0.6102941176470589,0.20588235294117646
152,19,13,0.6842105263157895,86.03,1.2105263157894737,19.0,0.8947368421052632,0.10526315789473684
153,22,12,0.5454545454545454,99.91,1.0454545454545454,22.0,0.9545454545454546,0.0
154,33,28,0.8484848484848485,61.33,1.393939393939394,33.0,0.8787878787878788,0.15151515151515152
155,60,47,0.7833333333333333,18.02,1.5333333333333334,60.0,0.7,0.18333333333333332
156,39,19,0.48717948717948717,74.19,1.0769230769230769,39.0,0.9230769230769231,0.0
157,69,46,0.6666666666666666,-16.5,1.7826086956521738,69.0,0.5507246376811594,0.21739130434782608
158,91,63,0.6923076923076923,-11.08,1.5494505494505495,91.0,0.7362637362637363,0.12087912087912088
159,119,82,0.6890756302521008,-37.47,1.4873949579831933,119.0,0.7142857142857143,0.09243697478991597
160,30,25,0.8333333333333334,66.41,1.3333333333333333,30.0,0.8333333333333334,0.1
161,11,11,1.0,68.77,1.5454545454545454,11.0,0.5454545454545454,0.09090909090909091
162,51,38,0.7450980392156863,26.14,1.5294117647058822,51.0,0.7843137254901961,0.19607843137254902
163,30,19,0.6333333333333333,71.82,1.3666666666666667,30.0,0.9666666666666667,0.1
164,40,34,0.85,22.42,1.725,40.0,0.525,0.2
165,540,241,0.4462962962962963,-490.5,1.5277777777777777,540.0,0.725925925925926,0.13703703703703704
166,59,26,0.4406779661016949,35.96,1.305084745762712,59.0,0.847457627118644,0.05084745762711865
167,268,144,0.5373134328358209,-206.98,1.4776119402985075,268.0,0.7835820895522388,0.07835820895522388
168,185,104,0.5621621621621622,-119.01,1.5675675675675675,185.0,0.7567567567567568,0.16756756756756758
169,20,19,0.95,68.1,1.35,20.0,0.7,0.05
170,29,24,0.8275862068965517,49.49,1.5517241379310345,29.0,0.6551724137931034,0.10344827586206896
171,140,84,0.6,-63.86,1.5357142857142858,140.0,0.7428571428571429,0.12142857142857143
172,66,33,0.5,36.3,1.2575757575757576,66.0,0.8484848484848485,0.045454545454545456
173,11,11,1.0,51.85,1.7272727272727273,11.0,0.5454545454545454,0.18181818181818182
174,34,26,0.7647058823529411,45.43,1.4705882352941178,34.0,0.7058823529411765,0.11764705882352941
175,17,15,0.8823529411764706,88.06,1.2352941176470589,17.0,0.8235294117647058,0.058823529411764705
176,146,92,0.6301369863013698,-86.87,1.6575342465753424,146.0,0.678082191780822,0.18493150684931506
177,238,123,0.5168067226890757,-184.31,1.7058823529411764,238.0,0.6848739495798319,0.1638655462184874
178,48,31,0.6458333333333334,44.08,1.4166666666666667,48.0,0.7916666666666666,0.041666666666666664
179,160,61,0.38125,-84.5,1.5125,160.0,0.68125,0.15625
180,329,191,0.5805471124620061,-273.63,1.6291793313069909,329.0,0.6565349544072948,0.1641337386018237
181,103,58,0.5631067961165048,-36.8,1.6601941747572815,103.0,0.7864077669902912,0.10679611650485436
182,233,141,0.6051502145922747,-171.79,1.6309012875536482,233.0,0.6351931330472103,0.11158798283261803
183,296,177,0.597972972972973,-238.78,1.5912162162162162,296.0,0.7195945945945946,0.125
184,35,22,0.6285714285714286,69.79,1.1714285714285715,35.0,0.8857142857142857,0.05714285714285714
185,109,63,0.5779816513761468,-28.34,1.5045871559633028,109.0,0.7431192660550459,0.11009174311926606
186,166,85,0.5120481927710844,-86.19,1.4096385542168675,166.0,0.7650602409638554,0.08433734939759036
187,19,18,0.9473684210526315,60.65,1.4736842105263157,19.0,0.6842105263157895,0.15789473684210525
188,272,141,0.5183823529411765,-205.96,1.5220588235294117,272.0,0.7316176470588235,0.09926470588235294
189,197,116,0.5888324873096447,-123.75,1.5380710659898478,197.0,0.7461928934010152,0.10152284263959391
190,33,21,0.6363636363636364,71.82,1.1818181818181819,33.0,0.8484848484848485,0.030303030303030304
191,244,156,0.639344262295082,-186.0,1.6147540983606556,244.0,0.7090163934426229,0.13524590163934427
192,334,176,0.5269461077844312,-273.29,1.5449101796407185,334.0,0.6976047904191617,0.12275449101796407
193,17,16,0.9411764705882353,79.6,1.2941176470588236,17.0,0.7647058823529411,0.058823529411764705
194,468,239,0.5106837606837606,-432.65,1.5961538461538463,468.0,0.7222222222222222,0.1346153846153846
195,68,47,0.6911764705882353,-2.63,1.6764705882352942,68.0,0.6470588235294118,0.1323529411764706
196,99,63,0.6363636363636364,-42.55,1.7777777777777777,99.0,0.6464646464646465,0.23232323232323232
197,65,36,0.5538461538461539,28.85,1.323076923076923,65.0,0.8769230769230769,0.07692307692307693
198,152,104,0.6842105263157895,-79.43,1.5723684210526316,152.0,0.6710526315789473,0.1118421052631579
199,101,66,0.6534653465346535,-36.12,1.7128712871287128,101.0,0.6039603960396039,0.18811881188118812
200,68,47,0.6911764705882353,9.9,1.5588235294117647,68.0,0.6911764705882353,0.17647058823529413
201,289,161,0.5570934256055363,-217.13,1.4325259515570934,289.0,0.7508650519031141,0.07958477508650519
202,87,48,0.5517241379310345,-0.93,1.4137931034482758,87.0,0.7586206896551724,0.09195402298850575
203,99,71,0.7171717171717171,-21.57,1.5252525252525253,99.0,0.6464646464646465,0.1111111111111111
204,45,26,0.5777777777777777,68.1,1.1111111111111112,45.0,0.9333333333333333,0.044444444444444446
205,161,100,0.6211180124223602,-97.7,1.6273291925465838,161.0,0.7701863354037267,0.14906832298136646
206,34,29,0.8529411764705882,35.95,1.6176470588235294,34.0,0.6470588235294118,0.11764705882352941
207,54,39,0.7222222222222222,7.19,1.7407407407407407,54.0,0.6481481481481481,0.2962962962962963
208,104,74,0.7115384615384616,-30.71,1.5673076923076923,104.0,0.6346153846153846,0.08653846153846154
209,44,33,0.75,41.71,1.4318181818181819,44.0,0.7727272727272727,0.06818181818181818
210,15,13,0.8666666666666667,72.16,1.5333333333333334,15.0,0.8,0.2
211,35,19,0.5428571428571428,77.24,1.0857142857142856,35.0,0.9714285714285714,0.0
212,57,33,0.5789473684210527,30.54,1.3508771929824561,57.0,0.7719298245614035,0.08771929824561403
213,17,15,0.8823529411764706,71.14,1.411764705882353,17.0,0.7058823529411765,0.11764705882352941
214,309,153,0.49514563106796117,-239.8,1.5048543689320388,309.0,0.7346278317152104,0.11974110032362459
215,43,37,0.8604651162790697,18.36,1.744186046511628,43.0,0.5348837209302325,0.18604651162790697
216,17,12,0.7058823529411765,88.06,1.2352941176470589,17.0,0.9411764705882353,0.058823529411764705
217,83,36,0.43373493975903615,19.04,1.2289156626506024,83.0,0.8795180722891566,0.03614457831325301
218,93,62,0.6666666666666666,-9.05,1.4516129032258065,93.0,0.7526881720430108,0.07526881720430108
219,99,59,0.5959595959595959,-30.03,1.5757575757575757,99.0,0.6767676767676768,0.16161616161616163
220,33,24,0.7272727272727273,46.44,1.5151515151515151,33.0,0.7272727272727273,0.09090909090909091
221,64,36,0.5625,31.9,1.34375,64.0,0.75,0.0625
222,84,50,0.5952380952380952,-11.42,1.619047619047619,84.0,0.7142857142857143,0.09523809523809523
223,92,52,0.5652173913043478,-2.62,1.4021739130434783,92.0,0.8152173913043478,0.07608695652173914
224,114,65,0.5701754385964912,-53.72,1.7543859649122806,114.0,0.6140350877192983,0.21929824561403508
225,54,36,0.6666666666666666,15.65,1.6296296296296295,54.0,0.5740740740740741,0.14814814814814814
226,33,21,0.6363636363636364,79.27,1.1515151515151516,33.0,0.9090909090909091,0.0
227,13,13,1.0,92.12,1.1538461538461537,13.0,0.8461538461538461,0.0
228,30,23,0.7666666666666667,47.46,1.5666666666666667,30.0,0.8,0.13333333333333333
229,20,19,0.95,76.56,1.3,20.0,0.75,0.05
230,78,50,0.6410256410256411,15.66,1.3333333333333333,78.0,0.7948717948717948,0.05128205128205128
231,31,23,0.7419354838709677,22.08,1.8387096774193548,31.0,0.5806451612903226,0.22580645161290322
232,18,16,0.8888888888888888,61.67,1.5,18.0,0.7222222222222222,0.1111111111111111
233,136,76,0.5588235294117647,-53.71,1.4558823529411764,136.0,0.7573529411764706,0.13970588235294118
234,74,50,0.6756756756756757,4.83,1.472972972972973,74.0,0.6621621621621622,0.08108108108108109
235,290,151,0.5206896551724138,-229.99,1.6172413793103448,290.0,0.6413793103448275,0.15862068965517243
236,83,41,0.4939759036144578,19.04,1.216867469879518,83.0,0.9156626506024096,0.04819277108433735
237,125,75,0.6,-67.93,1.728,125.0,0.56,0.176
238,13,13,1.0,58.28,1.6153846153846154,13.0,0.6153846153846154,0.23076923076923078
239,51,31,0.6078431372549019,61.0,1.1568627450980393,51.0,0.9607843137254902,0.0392156862745098
240,24,17,0.7083333333333334,80.96,1.1666666666666667,24.0,0.875,0.041666666666666664
241,32,25,0.78125,37.98,1.65625,32.0,0.65625,0.1875
242,23,14,0.6086956521739131,90.43,1.1304347826086956,23.0,0.9130434782608695,0.043478260869565216
243,681,309,0.45374449339207046,-645.12,1.644640234948605,681.0,0.6549192364170338,0.1776798825256975
244,71,49,0.6901408450704225,3.81,1.5492957746478873,71.0,0.7887323943661971,0.14084507042253522
245,464,217,0.4676724137931034,-425.21,1.7543103448275863,464.0,0.5905172413793104,0.2025862068965517
246,74,43,0.581081081081081,13.29,1.3513513513513513,74.0,0.7567567567567568,0.0945945945945946
247,106,73,0.6886792452830188,-40.18,1.6226415094339623,106.0,0.6698113207547169,0.16037735849056603
248,99,74,0.7474747474747475,-32.06,1.6161616161616161,99.0,0.696969696969697,0.1414141414141414
249,53,37,0.6981132075471698,43.06,1.3396226415094339,53.0,0.7924528301886793,0.11320754716981132
250,62,50,0.8064516129032258,4.49,1.6612903225806452,62.0,0.7580645161290323,0.1774193548387097
251,17,12,0.7058823529411765,96.52,1.1176470588235294,17.0,0.8823529411764706,0.0
252,90,57,0.6333333333333333,-13.45,1.511111111111111,90.0,0.7,0.12222222222222222
253,23,18,0.782608695652174,81.97,1.2173913043478262,23.0,0.8260869565217391,0.043478260869565216
254,311,155,0.4983922829581994,-257.39,1.6270096463022508,311.0,0.6977491961414791,0.19292604501607716
255,418,175,0.41866028708133973,-364.64,1.6100478468899522,418.0,0.6698564593301436,0.145933014354067
256,18,12,0.6666666666666666,87.05,1.2222222222222223,18.0,0.8333333333333334,0.05555555555555555
257,69,49,0.7101449275362319,-8.04,1.7681159420289856,69.0,0.5507246376811594,0.21739130434782608
258,24,18,0.75,55.58,1.5416666666666667,24.0,0.6666666666666666,0.16666666666666666
259,60,40,0.6666666666666666,19.04,1.5166666666666666,60.0,0.65,0.15
260,11,10,0.9090909090909091,76.22,1.5454545454545454,11.0,0.8181818181818182,0.18181818181818182
261,39,16,0.41025641025641024,74.19,1.0512820512820513,39.0,0.9487179487179487,0.0
262,221,108,0.48868778280542985,-148.45,1.5294117647058822,221.0,0.6425339366515838,0.11764705882352941
263,22,16,0.7272727272727273,91.45,1.1363636363636365,22.0,0.8636363636363636,0.0
264,89,58,0.651685393258427,-21.91,1.6067415730337078,89.0,0.7415730337078652,0.16853932584269662
265,171,103,0.6023391812865497,-97.7,1.5380116959064327,171.0,0.6549707602339181,0.1111111111111111
266,121,54,0.4462809917355372,-34.43,1.4132231404958677,121.0,0.768595041322314,0.12396694214876033
267,46,23,0.5,50.17,1.3043478260869565,46.0,0.782608695652174,0.043478260869565216
268,200,103,0.515,-123.75,1.445,200.0,0.775,0.115
269,92,53,0.5760869565217391,-16.5,1.5978260869565217,92.0,0.6956521739130435,0.17391304347826086
270,289,142,0.4913494809688581,-229.99,1.6262975778546713,289.0,0.6608996539792388,0.20761245674740483
271,35,27,0.7714285714285715,43.4,1.5142857142857142,35.0,0.6,0.05714285714285714
272,47,29,0.6170212765957447,49.15,1.3191489361702127,47.0,0.8297872340425532,0.06382978723404255
273,33,28,0.8484848484848485,54.9,1.3636363636363635,33.0,0.7575757575757576,0.12121212121212122
274,86,60,0.6976744186046512,-34.77,1.7906976744186047,86.0,0.5813953488372093,0.20930232558139536
275,49,38,0.7755102040816326,30.2,1.469387755102041,49.0,0.673469387755102,0.12244897959183673
276,17,15,0.8823529411764706,71.14,1.3529411764705883,17.0,0.7058823529411765,0.058823529411764705
277,231,141,0.6103896103896104,-190.4,1.800865800865801,231.0,0.670995670995671,0.1645021645021645
278,17,16,0.9411764705882353,78.59,1.3529411764705883,17.0,0.8235294117647058,0.058823529411764705
279,102,64,0.6274509803921569,-23.26,1.5098039215686274,102.0,0.7745098039215687,0.06862745098039216
280,25,16,0.64,88.4,1.08,25.0,0.92,0.0
281,39,30,0.7692307692307693,14.97,1.7692307692307692,39.0,0.6153846153846154,0.2564102564102564
282,263,135,0.5133079847908745,-184.65,1.3878326996197718,263.0,0.7604562737642585,0.06463878326996197
283,61,35,0.5737704918032787,14.98,1.6229508196721312,61.0,0.639344262295082,0.11475409836065574
284,67,47,0.7014925373134329,18.36,1.462686567164179,67.0,0.6865671641791045,0.07462686567164178
285,55,40,0.7272727272727273,5.16,1.7272727272727273,55.0,0.5818181818181818,0.18181818181818182
286,116,75,0.646551724137931,-49.32,1.646551724137931,116.0,0.6206896551724138,0.16379310344827586
287,72,51,0.7083333333333334,13.29,1.4722222222222223,72.0,0.7222222222222222,0.09722222222222222
288,28,24,0.8571428571428571,42.04,1.6785714285714286,28.0,0.6428571428571429,0.17857142857142858
289,68,58,0.8529411764705882,-7.36,1.8676470588235294,68.0,0.8676470588235294,0.17647058823529413
290,55,42,0.7636363636363637,23.1,1.5272727272727273,55.0,0.7090909090909091,0.2
291,220,125,0.5681818181818182,-133.56,1.3863636363636365,220.0,0.7636363636363637,0.08181818181818182
