[I 2025-02-20 05:36:20,200] Using an existing study with name 'R8-GATv2-google-bert-bert-base-uncased-Surrogate-No_Aggregation-Single_Unitary_Weight-0.0-0.0' instead of creating a new one.
Token indices sequence length is longer than the specified maximum sequence length for this model (639 > 512). Running this sequence through the model will result in indexing errors
[I 2025-02-20 05:59:10,161] Trial 133 finished with value: 0.9498268760856611 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.7997322256906981, 'batch_size': 50, 'attention_heads': 10, 'hidden_dimension': 111, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5796034568715857, 'global_pooling': 'max', 'learning_rate': 0.0003074539996725009, 'weight_decay': 8.290872648824757e-05, 'beta_0': 0.8598934541783543, 'beta_1': 0.9953549073917621, 'epsilon': 1.04767457733271e-06, 'balanced_loss': False, 'epochs': 159, 'early_stopping_patience': 11, 'plateau_patience': 20, 'plateau_divider': 6}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 08:18:27,524] Trial 143 finished with value: 0.11673429104068428 and parameters: {'left_stride': 64, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8696390833069446, 'batch_size': 45, 'attention_heads': 5, 'hidden_dimension': 74, 'number_of_hidden_layers': 4, 'dropout_rate': 0.588116163977916, 'global_pooling': 'max', 'learning_rate': 0.09285939748894982, 'weight_decay': 2.3147487370065255e-05, 'beta_0': 0.8428292555477113, 'beta_1': 0.9932755782947191, 'epsilon': 8.303131966485815e-07, 'balanced_loss': False, 'epochs': 121, 'early_stopping_patience': 16, 'plateau_patience': 21, 'plateau_divider': 6}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 08:29:51,004] Trial 144 finished with value: 0.9468530609707551 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8522375022308576, 'batch_size': 37, 'attention_heads': 6, 'hidden_dimension': 80, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5658319109585104, 'global_pooling': 'max', 'learning_rate': 0.000495289093505142, 'weight_decay': 2.5782427113101727e-05, 'beta_0': 0.849745942800663, 'beta_1': 0.9940233810399411, 'epsilon': 1.4853388911735555e-06, 'balanced_loss': False, 'epochs': 168, 'early_stopping_patience': 13, 'plateau_patience': 19, 'plateau_divider': 6}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 08:44:42,415] Trial 145 finished with value: 0.9470275923865715 and parameters: {'left_stride': 64, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8418023425444865, 'batch_size': 48, 'attention_heads': 7, 'hidden_dimension': 99, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5841621836144677, 'global_pooling': 'max', 'learning_rate': 0.0006327539383980994, 'weight_decay': 1.6632948215645975e-05, 'beta_0': 0.8614784591624828, 'beta_1': 0.9919011982034011, 'epsilon': 5.824444402713724e-07, 'balanced_loss': False, 'epochs': 152, 'early_stopping_patience': 15, 'plateau_patience': 20, 'plateau_divider': 6}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 08:59:50,841] Trial 146 finished with value: 0.9487592100784039 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8353001178684746, 'batch_size': 33, 'attention_heads': 4, 'hidden_dimension': 87, 'number_of_hidden_layers': 4, 'dropout_rate': 0.5941612945158299, 'global_pooling': 'max', 'learning_rate': 0.00027038821454789327, 'weight_decay': 4.059064387669815e-05, 'beta_0': 0.8694468522124208, 'beta_1': 0.9925910253588033, 'epsilon': 1.0455848921588145e-06, 'balanced_loss': False, 'epochs': 134, 'early_stopping_patience': 14, 'plateau_patience': 20, 'plateau_divider': 7}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 09:09:33,592] Trial 147 finished with value: 0.9450477464565223 and parameters: {'left_stride': 32, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8139791742210519, 'batch_size': 42, 'attention_heads': 5, 'hidden_dimension': 94, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5987211607823963, 'global_pooling': 'max', 'learning_rate': 0.0008685449559297122, 'weight_decay': 3.1752020175798685e-05, 'beta_0': 0.8640679840890625, 'beta_1': 0.9929322455114176, 'epsilon': 7.597918566429208e-07, 'balanced_loss': False, 'epochs': 148, 'early_stopping_patience': 10, 'plateau_patience': 19, 'plateau_divider': 6}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 09:23:33,146] Trial 148 finished with value: 0.942199640012823 and parameters: {'left_stride': 128, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8495086244487747, 'batch_size': 53, 'attention_heads': 4, 'hidden_dimension': 115, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5520048119855232, 'global_pooling': 'max', 'learning_rate': 0.00020382306864768075, 'weight_decay': 0.0001475724523779007, 'beta_0': 0.8592473146143521, 'beta_1': 0.9922518375065715, 'epsilon': 3.324487849945847e-06, 'balanced_loss': False, 'epochs': 163, 'early_stopping_patience': 25, 'plateau_patience': 21, 'plateau_divider': 6}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 09:34:04,231] Trial 149 finished with value: 0.9515259006439204 and parameters: {'left_stride': 0, 'right_stride': 0, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8222069377034783, 'batch_size': 46, 'attention_heads': 5, 'hidden_dimension': 66, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5719827238229609, 'global_pooling': 'max', 'learning_rate': 0.0007376311388843682, 'weight_decay': 3.596168507416884e-05, 'beta_0': 0.8544197678521964, 'beta_1': 0.9885318474796322, 'epsilon': 3.755824440454112e-07, 'balanced_loss': False, 'epochs': 155, 'early_stopping_patience': 13, 'plateau_patience': 18, 'plateau_divider': 5}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 09:43:49,487] Trial 150 finished with value: 0.934810823752068 and parameters: {'left_stride': 256, 'right_stride': 32, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.8288211022585961, 'batch_size': 58, 'attention_heads': 4, 'hidden_dimension': 71, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5796008827969669, 'global_pooling': 'mean', 'learning_rate': 0.00037785999104048885, 'weight_decay': 2.852675128345278e-05, 'beta_0': 0.8623993830735284, 'beta_1': 0.9891687743338103, 'epsilon': 1.268350584778836e-06, 'balanced_loss': False, 'epochs': 170, 'early_stopping_patience': 11, 'plateau_patience': 19, 'plateau_divider': 6}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 10:01:20,730] Trial 151 finished with value: 0.9518118657263628 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8377167090856942, 'batch_size': 39, 'attention_heads': 5, 'hidden_dimension': 85, 'number_of_hidden_layers': 4, 'dropout_rate': 0.5896871812006971, 'global_pooling': 'max', 'learning_rate': 0.0005158786991216071, 'weight_decay': 2.2339614433157532e-05, 'beta_0': 0.8400588667853391, 'beta_1': 0.9934623179695005, 'epsilon': 1.9179477746853252e-06, 'balanced_loss': False, 'epochs': 140, 'early_stopping_patience': 17, 'plateau_patience': 20, 'plateau_divider': 3}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 10:13:22,876] Trial 152 finished with value: 0.9474556120659126 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.7784455480825914, 'batch_size': 32, 'attention_heads': 4, 'hidden_dimension': 76, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5609115975792313, 'global_pooling': 'max', 'learning_rate': 0.00011360830687992502, 'weight_decay': 0.00027335311327150795, 'beta_0': 0.8669884936718606, 'beta_1': 0.9950354539296069, 'epsilon': 4.050517934889856e-06, 'balanced_loss': False, 'epochs': 157, 'early_stopping_patience': 15, 'plateau_patience': 22, 'plateau_divider': 4}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 10:24:00,592] Trial 153 finished with value: 0.9512155668187356 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.8218861676599832, 'batch_size': 52, 'attention_heads': 12, 'hidden_dimension': 42, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5748859133755251, 'global_pooling': 'max', 'learning_rate': 0.0010203621478185104, 'weight_decay': 0.0001721930149282166, 'beta_0': 0.8645967698282736, 'beta_1': 0.9943711909237903, 'epsilon': 1.6141259646350593e-05, 'balanced_loss': False, 'epochs': 149, 'early_stopping_patience': 15, 'plateau_patience': 20, 'plateau_divider': 9}. Best is trial 36 with value: 0.966858574697526.
CUDA out of memory. Tried to allocate 6.47 GiB. GPU 0 has a total capacity of 44.56 GiB of which 5.69 GiB is free. Including non-PyTorch memory, this process has 38.86 GiB memory in use. Of the allocated memory 36.69 GiB is allocated by PyTorch, and 1.02 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2025-02-20 10:30:17,497] Trial 154 finished with value: -1.0 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8098922198141075, 'batch_size': 114, 'attention_heads': 12, 'hidden_dimension': 220, 'number_of_hidden_layers': 1, 'dropout_rate': 0.584212438403221, 'global_pooling': 'max', 'learning_rate': 0.0012897101940957986, 'weight_decay': 0.00011405649210620727, 'beta_0': 0.8687093709995528, 'beta_1': 0.994108011591778, 'epsilon': 2.5292305169883112e-05, 'balanced_loss': False, 'epochs': 152, 'early_stopping_patience': 16, 'plateau_patience': 21, 'plateau_divider': 8}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 10:43:00,958] Trial 155 finished with value: 0.9527999762299424 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.8281707180737238, 'batch_size': 61, 'attention_heads': 13, 'hidden_dimension': 48, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5666320481143247, 'global_pooling': 'max', 'learning_rate': 0.0006629043808155495, 'weight_decay': 0.0001371572895023988, 'beta_0': 0.8725272121605528, 'beta_1': 0.9873170620446265, 'epsilon': 9.670141224259697e-07, 'balanced_loss': False, 'epochs': 160, 'early_stopping_patience': 14, 'plateau_patience': 20, 'plateau_divider': 9}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 10:54:34,990] Trial 156 finished with value: 0.9467522405874563 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8448478775659206, 'batch_size': 58, 'attention_heads': 13, 'hidden_dimension': 46, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5667771839111582, 'global_pooling': 'max', 'learning_rate': 0.0006711028397992004, 'weight_decay': 0.00022905218293215986, 'beta_0': 0.8724930437489367, 'beta_1': 0.9872211297345835, 'epsilon': 9.719897529106534e-07, 'balanced_loss': False, 'epochs': 161, 'early_stopping_patience': 14, 'plateau_patience': 20, 'plateau_divider': 9}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 11:09:24,811] Trial 157 finished with value: 0.9428789789725904 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.8656426877973283, 'batch_size': 65, 'attention_heads': 13, 'hidden_dimension': 49, 'number_of_hidden_layers': 2, 'dropout_rate': 0.59959410466972, 'global_pooling': 'max', 'learning_rate': 0.0008466234853218413, 'weight_decay': 0.00015037020714538885, 'beta_0': 0.875288193517365, 'beta_1': 0.986480549502855, 'epsilon': 4.867950295728004e-07, 'balanced_loss': False, 'epochs': 167, 'early_stopping_patience': 14, 'plateau_patience': 20, 'plateau_divider': 10}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 11:20:55,215] Trial 158 finished with value: 0.9225318106135143 and parameters: {'left_stride': 0, 'right_stride': 0, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.816731231434463, 'batch_size': 44, 'attention_heads': 5, 'hidden_dimension': 58, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5453871389113629, 'global_pooling': 'sum', 'learning_rate': 7.975270775105055e-05, 'weight_decay': 0.0001910099639181946, 'beta_0': 0.8701894114066046, 'beta_1': 0.9867588263469836, 'epsilon': 1.4518851457352822e-06, 'balanced_loss': False, 'epochs': 158, 'early_stopping_patience': 13, 'plateau_patience': 21, 'plateau_divider': 9}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 11:35:43,735] Trial 159 finished with value: 0.9462228151976848 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8275190917321024, 'batch_size': 62, 'attention_heads': 11, 'hidden_dimension': 79, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5907606557495161, 'global_pooling': 'max', 'learning_rate': 0.0005625105442191031, 'weight_decay': 0.00012983162070529167, 'beta_0': 0.8452252636296598, 'beta_1': 0.9880117383793598, 'epsilon': 2.595832975192187e-07, 'balanced_loss': False, 'epochs': 162, 'early_stopping_patience': 10, 'plateau_patience': 19, 'plateau_divider': 9}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 11:50:05,644] Trial 160 finished with value: 0.939077375597372 and parameters: {'left_stride': 64, 'right_stride': 32, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.8306683116408431, 'batch_size': 38, 'attention_heads': 14, 'hidden_dimension': 90, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5803488315546138, 'global_pooling': 'max', 'learning_rate': 0.0004337206291531283, 'weight_decay': 0.00016390244199067594, 'beta_0': 0.8600558398695465, 'beta_1': 0.9876955556190495, 'epsilon': 6.80914070624312e-07, 'balanced_loss': False, 'epochs': 145, 'early_stopping_patience': 12, 'plateau_patience': 19, 'plateau_divider': 7}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 12:05:11,902] Trial 161 finished with value: 0.9565554630833781 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8407890289187732, 'batch_size': 70, 'attention_heads': 6, 'hidden_dimension': 125, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5705392189563854, 'global_pooling': 'max', 'learning_rate': 0.00036641865477507956, 'weight_decay': 5.370938925114173e-05, 'beta_0': 0.8572930564242692, 'beta_1': 0.9857181937849776, 'epsilon': 8.632188133823839e-07, 'balanced_loss': False, 'epochs': 154, 'early_stopping_patience': 11, 'plateau_patience': 21, 'plateau_divider': 6}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 12:19:29,988] Trial 162 finished with value: 0.9456132139390185 and parameters: {'left_stride': 0, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.8349276747350307, 'batch_size': 69, 'attention_heads': 6, 'hidden_dimension': 101, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5554804547314584, 'global_pooling': 'max', 'learning_rate': 0.00037937306580098116, 'weight_decay': 4.766735959738928e-05, 'beta_0': 0.8569686114776999, 'beta_1': 0.9859261060292983, 'epsilon': 8.451010675084401e-07, 'balanced_loss': False, 'epochs': 166, 'early_stopping_patience': 12, 'plateau_patience': 21, 'plateau_divider': 2}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 12:36:41,910] Trial 163 finished with value: 0.95718326083049 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8494354488457522, 'batch_size': 49, 'attention_heads': 9, 'hidden_dimension': 121, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5706558149449924, 'global_pooling': 'max', 'learning_rate': 0.00026888497317804693, 'weight_decay': 3.70484275080743e-05, 'beta_0': 0.851851332333707, 'beta_1': 0.9838302307908933, 'epsilon': 1.1849643500129615e-06, 'balanced_loss': False, 'epochs': 154, 'early_stopping_patience': 11, 'plateau_patience': 20, 'plateau_divider': 6}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 12:50:56,838] Trial 164 finished with value: 0.9532969733252925 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8415558288395175, 'batch_size': 47, 'attention_heads': 7, 'hidden_dimension': 125, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5691929804096287, 'global_pooling': 'max', 'learning_rate': 0.00023830264876769657, 'weight_decay': 3.91598746703539e-05, 'beta_0': 0.8514215723927093, 'beta_1': 0.9824525245060872, 'epsilon': 1.2965647188180876e-06, 'balanced_loss': False, 'epochs': 153, 'early_stopping_patience': 11, 'plateau_patience': 20, 'plateau_divider': 6}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 13:04:55,741] Trial 165 finished with value: 0.950821895839043 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8459847080145553, 'batch_size': 42, 'attention_heads': 6, 'hidden_dimension': 130, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5632179523170308, 'global_pooling': 'max', 'learning_rate': 0.00025427521978985704, 'weight_decay': 5.946258893840789e-05, 'beta_0': 0.8541454284276325, 'beta_1': 0.9844765055138394, 'epsilon': 1.1775619692009782e-06, 'balanced_loss': False, 'epochs': 153, 'early_stopping_patience': 11, 'plateau_patience': 21, 'plateau_divider': 6}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 13:22:25,305] Trial 166 finished with value: 0.9475589739236439 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8402774788617605, 'batch_size': 75, 'attention_heads': 8, 'hidden_dimension': 124, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5703524026616608, 'global_pooling': 'max', 'learning_rate': 0.0001810499631445009, 'weight_decay': 3.958083733086298e-05, 'beta_0': 0.8522242139016527, 'beta_1': 0.9821023682380231, 'epsilon': 2.1143840304260384e-06, 'balanced_loss': False, 'epochs': 150, 'early_stopping_patience': 11, 'plateau_patience': 20, 'plateau_divider': 6}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 13:34:01,953] Trial 167 finished with value: 0.9486023826938386 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8496699393770769, 'batch_size': 46, 'attention_heads': 7, 'hidden_dimension': 119, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5740045474039965, 'global_pooling': 'max', 'learning_rate': 0.0002910904473655128, 'weight_decay': 5.122165935583982e-05, 'beta_0': 0.8513328035693738, 'beta_1': 0.9839945098967645, 'epsilon': 1.648025942647089e-06, 'balanced_loss': False, 'epochs': 154, 'early_stopping_patience': 11, 'plateau_patience': 20, 'plateau_divider': 6}. Best is trial 36 with value: 0.966858574697526.
