[I 2025-01-08 09:50:54,275] A new study created in RDB with name: RTSP-GATv2-facebook-bart-base-Grouped-No_Aggregation
[I 2025-01-08 09:56:21,073] Trial 0 finished with value: 0.8628691983122363 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.4319459866925097, 'batch_size': 226, 'attention_heads': 11, 'hidden_dimension': 191, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5909729556485983, 'global_pooling': 'mean', 'learning_rate': 5.415244119402538e-05, 'weight_decay': 8.179499475211674e-06, 'beta_0': 0.8510059609290175, 'beta_1': 0.9881622148267181, 'epsilon': 1.4618962793704927e-07, 'balanced_loss': True, 'epochs': 94, 'early_stopping_patience': 15, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 0 with value: 0.8628691983122363.
[I 2025-01-08 11:02:33,969] Trial 11 finished with value: 0.8628691983122363 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.5769719476801456, 'batch_size': 36, 'attention_heads': 13, 'hidden_dimension': 38, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5084585346377367, 'global_pooling': 'max', 'learning_rate': 0.004018492967981202, 'weight_decay': 0.0009392684238128853, 'beta_0': 0.8003240779457693, 'beta_1': 0.9842653254730538, 'epsilon': 4.717671141310372e-05, 'balanced_loss': False, 'epochs': 108, 'early_stopping_patience': 25, 'plateau_patience': 10, 'plateau_divider': 5}. Best is trial 10 with value: 0.8684950773558369.
[I 2025-01-08 11:07:57,169] Trial 12 finished with value: 0.8621659634317862 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.5603240330275955, 'batch_size': 36, 'attention_heads': 14, 'hidden_dimension': 59, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5228970964884402, 'global_pooling': 'max', 'learning_rate': 0.005497984861072498, 'weight_decay': 0.0001966972671972695, 'beta_0': 0.8693372493535839, 'beta_1': 0.9854117644085749, 'epsilon': 5.38108246322419e-06, 'balanced_loss': False, 'epochs': 104, 'early_stopping_patience': 25, 'plateau_patience': 12, 'plateau_divider': 10}. Best is trial 10 with value: 0.8684950773558369.
[I 2025-01-08 11:14:34,604] Trial 13 finished with value: 0.8663853727144867 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.5199643482129938, 'batch_size': 62, 'attention_heads': 11, 'hidden_dimension': 145, 'number_of_hidden_layers': 3, 'dropout_rate': 0.47579046767070204, 'global_pooling': 'max', 'learning_rate': 0.0003530894385780563, 'weight_decay': 0.0006286636779924026, 'beta_0': 0.8037719582953017, 'beta_1': 0.9815462820727995, 'epsilon': 9.789167424664211e-05, 'balanced_loss': False, 'epochs': 163, 'early_stopping_patience': 24, 'plateau_patience': 13, 'plateau_divider': 5}. Best is trial 10 with value: 0.8684950773558369.
[I 2025-01-08 11:21:59,615] Trial 14 finished with value: 0.8656821378340366 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.630606142036164, 'batch_size': 140, 'attention_heads': 16, 'hidden_dimension': 157, 'number_of_hidden_layers': 3, 'dropout_rate': 0.544960580403161, 'global_pooling': 'max', 'learning_rate': 0.0004146549608763635, 'weight_decay': 0.00016980044227055867, 'beta_0': 0.8707127337584692, 'beta_1': 0.9870551287080984, 'epsilon': 3.2088880976309843e-06, 'balanced_loss': False, 'epochs': 88, 'early_stopping_patience': 23, 'plateau_patience': 10, 'plateau_divider': 7}. Best is trial 10 with value: 0.8684950773558369.
[I 2025-01-08 11:27:30,225] Trial 15 finished with value: 0.8579465541490858 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.5033372591865986, 'batch_size': 60, 'attention_heads': 13, 'hidden_dimension': 112, 'number_of_hidden_layers': 2, 'dropout_rate': 0.44684637263212046, 'global_pooling': 'sum', 'learning_rate': 0.007498219215595538, 'weight_decay': 0.00035131687735222457, 'beta_0': 0.8161839864939515, 'beta_1': 0.9825890873722366, 'epsilon': 2.8178871507224528e-05, 'balanced_loss': False, 'epochs': 115, 'early_stopping_patience': 22, 'plateau_patience': 14, 'plateau_divider': 4}. Best is trial 10 with value: 0.8684950773558369.
[I 2025-01-08 11:31:42,778] Trial 16 finished with value: 0.7911392405063291 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'min', 'threshold': 0.6379135771159259, 'batch_size': 152, 'attention_heads': 11, 'hidden_dimension': 84, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5423044910645076, 'global_pooling': 'max', 'learning_rate': 0.0728348208158828, 'weight_decay': 7.695219474259914e-05, 'beta_0': 0.8825838618860694, 'beta_1': 0.9894416406794903, 'epsilon': 1.0222458296299478e-08, 'balanced_loss': False, 'epochs': 143, 'early_stopping_patience': 19, 'plateau_patience': 12, 'plateau_divider': 6}. Best is trial 10 with value: 0.8684950773558369.
[I 2025-01-08 11:39:11,648] Trial 17 finished with value: 0.8656821378340366 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.4976980036060108, 'batch_size': 61, 'attention_heads': 14, 'hidden_dimension': 130, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5998816377659674, 'global_pooling': 'max', 'learning_rate': 0.00012782332909955533, 'weight_decay': 0.0009518979158614244, 'beta_0': 0.8582286087398541, 'beta_1': 0.9800049324844465, 'epsilon': 1.3167101621774706e-06, 'balanced_loss': False, 'epochs': 124, 'early_stopping_patience': 23, 'plateau_patience': 16, 'plateau_divider': 4}. Best is trial 10 with value: 0.8684950773558369.
[I 2025-01-08 11:43:27,500] Trial 18 finished with value: 0.860056258790436 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.7759074038197635, 'batch_size': 124, 'attention_heads': 15, 'hidden_dimension': 32, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4721139609895006, 'global_pooling': 'max', 'learning_rate': 0.001691121652512933, 'weight_decay': 8.952242136003168e-05, 'beta_0': 0.8349579843284572, 'beta_1': 0.9831214877067173, 'epsilon': 1.6265860346681214e-05, 'balanced_loss': True, 'epochs': 179, 'early_stopping_patience': 25, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 10 with value: 0.8684950773558369.
[I 2025-01-08 11:48:22,131] Trial 19 finished with value: 0.8544303797468354 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8475560900647063, 'batch_size': 80, 'attention_heads': 12, 'hidden_dimension': 164, 'number_of_hidden_layers': 3, 'dropout_rate': 0.4191837709251319, 'global_pooling': 'sum', 'learning_rate': 0.0009794351541913843, 'weight_decay': 2.3333521082887422e-05, 'beta_0': 0.8621717585228087, 'beta_1': 0.9866445123365627, 'epsilon': 1.7859440651664174e-06, 'balanced_loss': False, 'epochs': 149, 'early_stopping_patience': 15, 'plateau_patience': 13, 'plateau_divider': 5}. Best is trial 10 with value: 0.8684950773558369.
[I 2025-01-08 11:56:39,430] Trial 20 finished with value: 0.8150492264416315 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.6473304600542665, 'batch_size': 39, 'attention_heads': 16, 'hidden_dimension': 256, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5162831576800505, 'global_pooling': 'max', 'learning_rate': 0.011270825507010416, 'weight_decay': 0.00025770816174392294, 'beta_0': 0.8120168575409235, 'beta_1': 0.9912208392717994, 'epsilon': 1.078301337790612e-05, 'balanced_loss': False, 'epochs': 77, 'early_stopping_patience': 23, 'plateau_patience': 19, 'plateau_divider': 7}. Best is trial 10 with value: 0.8684950773558369.
[I 2025-01-08 12:02:41,885] Trial 21 finished with value: 0.869198312236287 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.5081339558566443, 'batch_size': 61, 'attention_heads': 10, 'hidden_dimension': 139, 'number_of_hidden_layers': 3, 'dropout_rate': 0.4761187153424707, 'global_pooling': 'max', 'learning_rate': 0.00027537362094612875, 'weight_decay': 0.0005588651467946936, 'beta_0': 0.8078745059248098, 'beta_1': 0.9823144751943352, 'epsilon': 9.053951922425855e-05, 'balanced_loss': False, 'epochs': 172, 'early_stopping_patience': 24, 'plateau_patience': 12, 'plateau_divider': 5}. Best is trial 21 with value: 0.869198312236287.
[I 2025-01-08 12:07:29,141] Trial 22 finished with value: 0.869198312236287 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.4761185306197713, 'batch_size': 56, 'attention_heads': 7, 'hidden_dimension': 85, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5631422854766063, 'global_pooling': 'max', 'learning_rate': 0.0027920251577058276, 'weight_decay': 0.0004983435302990485, 'beta_0': 0.8090267660705938, 'beta_1': 0.9832579449362264, 'epsilon': 9.298615921902144e-05, 'balanced_loss': False, 'epochs': 175, 'early_stopping_patience': 22, 'plateau_patience': 12, 'plateau_divider': 5}. Best is trial 21 with value: 0.869198312236287.
[I 2025-01-08 12:12:44,029] Trial 23 finished with value: 0.870604781997187 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.4784374628990593, 'batch_size': 49, 'attention_heads': 7, 'hidden_dimension': 73, 'number_of_hidden_layers': 2, 'dropout_rate': 0.48316330557097303, 'global_pooling': 'max', 'learning_rate': 7.657268946139099e-05, 'weight_decay': 0.0005106522608823866, 'beta_0': 0.80847330663776, 'beta_1': 0.9830752711412505, 'epsilon': 9.438218556825353e-05, 'balanced_loss': False, 'epochs': 196, 'early_stopping_patience': 21, 'plateau_patience': 12, 'plateau_divider': 3}. Best is trial 23 with value: 0.870604781997187.
[I 2025-01-08 12:18:13,404] Trial 24 finished with value: 0.8593530239099859 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.46316749783966044, 'batch_size': 107, 'attention_heads': 7, 'hidden_dimension': 73, 'number_of_hidden_layers': 3, 'dropout_rate': 0.41595841237283065, 'global_pooling': 'max', 'learning_rate': 5.130159565046237e-05, 'weight_decay': 0.0004916403311966259, 'beta_0': 0.8111305662779285, 'beta_1': 0.9831733019624637, 'epsilon': 8.542814819787877e-05, 'balanced_loss': False, 'epochs': 197, 'early_stopping_patience': 21, 'plateau_patience': 12, 'plateau_divider': 3}. Best is trial 23 with value: 0.870604781997187.
[I 2025-01-08 12:23:10,098] Trial 25 finished with value: 0.869198312236287 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.4031189881414178, 'batch_size': 172, 'attention_heads': 6, 'hidden_dimension': 103, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4708996977453013, 'global_pooling': 'max', 'learning_rate': 0.00010953855311758637, 'weight_decay': 0.00010597592062633289, 'beta_0': 0.8298263235230092, 'beta_1': 0.9818277828741719, 'epsilon': 1.4120058250021458e-05, 'balanced_loss': False, 'epochs': 181, 'early_stopping_patience': 19, 'plateau_patience': 14, 'plateau_divider': 3}. Best is trial 23 with value: 0.870604781997187.
[I 2025-01-08 12:29:02,895] Trial 26 finished with value: 0.8607594936708861 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.4772080941227853, 'batch_size': 51, 'attention_heads': 4, 'hidden_dimension': 61, 'number_of_hidden_layers': 3, 'dropout_rate': 0.4908717613751768, 'global_pooling': 'max', 'learning_rate': 3.565176473651287e-05, 'weight_decay': 4.493367490021279e-05, 'beta_0': 0.8098213184492247, 'beta_1': 0.9805721730472152, 'epsilon': 3.4637272834569045e-05, 'balanced_loss': True, 'epochs': 184, 'early_stopping_patience': 22, 'plateau_patience': 13, 'plateau_divider': 4}. Best is trial 23 with value: 0.870604781997187.
[I 2025-01-08 12:34:11,224] Trial 27 finished with value: 0.8663853727144867 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.5250051913853042, 'batch_size': 72, 'attention_heads': 9, 'hidden_dimension': 125, 'number_of_hidden_layers': 2, 'dropout_rate': 0.30314585972161534, 'global_pooling': 'max', 'learning_rate': 0.000125714200290842, 'weight_decay': 0.00012516259309447032, 'beta_0': 0.8206279897566096, 'beta_1': 0.9834113187309449, 'epsilon': 9.735348182003792e-05, 'balanced_loss': False, 'epochs': 200, 'early_stopping_patience': 20, 'plateau_patience': 15, 'plateau_divider': 3}. Best is trial 23 with value: 0.870604781997187.
[I 2025-01-08 12:38:56,388] Trial 28 finished with value: 0.8621659634317862 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.4541664020118427, 'batch_size': 100, 'attention_heads': 7, 'hidden_dimension': 81, 'number_of_hidden_layers': 4, 'dropout_rate': 0.44106330980007435, 'global_pooling': 'mean', 'learning_rate': 0.0005509358096013076, 'weight_decay': 1.699544441680405e-05, 'beta_0': 0.8289431035913363, 'beta_1': 0.9875139225481993, 'epsilon': 8.372955390432472e-06, 'balanced_loss': False, 'epochs': 163, 'early_stopping_patience': 17, 'plateau_patience': 17, 'plateau_divider': 2}. Best is trial 23 with value: 0.870604781997187.
[I 2025-01-08 12:43:01,191] Trial 29 finished with value: 0.8649789029535865 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.40717941479020375, 'batch_size': 201, 'attention_heads': 10, 'hidden_dimension': 53, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3913379657186215, 'global_pooling': 'sum', 'learning_rate': 0.00019944893429798578, 'weight_decay': 0.0005640457227064705, 'beta_0': 0.8426290901669792, 'beta_1': 0.9888379090325016, 'epsilon': 2.3245478956196757e-05, 'balanced_loss': True, 'epochs': 165, 'early_stopping_patience': 15, 'plateau_patience': 17, 'plateau_divider': 4}. Best is trial 23 with value: 0.870604781997187.
[I 2025-01-08 12:50:30,776] Trial 30 finished with value: 0.8459915611814346 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.607013306710653, 'batch_size': 129, 'attention_heads': 7, 'hidden_dimension': 134, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5778378523151202, 'global_pooling': 'mean', 'learning_rate': 2.0539953698406822e-05, 'weight_decay': 0.00034955698335943365, 'beta_0': 0.8084624606178814, 'beta_1': 0.9820326634005841, 'epsilon': 5.8955690185517815e-05, 'balanced_loss': False, 'epochs': 186, 'early_stopping_patience': 22, 'plateau_patience': 11, 'plateau_divider': 5}. Best is trial 23 with value: 0.870604781997187.
[I 2025-01-08 12:55:36,961] Trial 31 finished with value: 0.8670886075949367 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.4166453051729016, 'batch_size': 175, 'attention_heads': 6, 'hidden_dimension': 99, 'number_of_hidden_layers': 1, 'dropout_rate': 0.46085767269703515, 'global_pooling': 'max', 'learning_rate': 9.988878267950566e-05, 'weight_decay': 0.00010904521460780043, 'beta_0': 0.8286852069226749, 'beta_1': 0.981787906704773, 'epsilon': 1.550994520990704e-05, 'balanced_loss': False, 'epochs': 174, 'early_stopping_patience': 19, 'plateau_patience': 14, 'plateau_divider': 3}. Best is trial 23 with value: 0.870604781997187.
[I 2025-01-08 13:00:49,301] Trial 32 finished with value: 0.8621659634317862 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.4512100472343865, 'batch_size': 218, 'attention_heads': 6, 'hidden_dimension': 104, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4844271775219599, 'global_pooling': 'max', 'learning_rate': 6.663591449055888e-05, 'weight_decay': 0.00034980225013862837, 'beta_0': 0.814477308146506, 'beta_1': 0.9844684765259006, 'epsilon': 2.2143827197123093e-05, 'balanced_loss': False, 'epochs': 180, 'early_stopping_patience': 19, 'plateau_patience': 14, 'plateau_divider': 3}. Best is trial 23 with value: 0.870604781997187.
[I 2025-01-08 13:05:07,722] Trial 33 finished with value: 0.8741209563994374 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.4007614116728235, 'batch_size': 183, 'attention_heads': 8, 'hidden_dimension': 72, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5273831652597606, 'global_pooling': 'max', 'learning_rate': 0.0006320592395323932, 'weight_decay': 0.0001434917773318099, 'beta_0': 0.8287642011353622, 'beta_1': 0.9857280527407073, 'epsilon': 5.839157671004785e-05, 'balanced_loss': False, 'epochs': 158, 'early_stopping_patience': 20, 'plateau_patience': 12, 'plateau_divider': 2}. Best is trial 33 with value: 0.8741209563994374.
[I 2025-01-08 13:09:27,238] Trial 34 finished with value: 0.869198312236287 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.48816105033821705, 'batch_size': 226, 'attention_heads': 9, 'hidden_dimension': 74, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5007508881311522, 'global_pooling': 'max', 'learning_rate': 0.0006985324338352822, 'weight_decay': 0.00017533452880261766, 'beta_0': 0.8065807507421277, 'beta_1': 0.9856086946436577, 'epsilon': 5.996353028126275e-05, 'balanced_loss': False, 'epochs': 155, 'early_stopping_patience': 20, 'plateau_patience': 12, 'plateau_divider': 2}. Best is trial 33 with value: 0.8741209563994374.
[I 2025-01-08 13:15:09,428] Trial 35 finished with value: 0.8586497890295358 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5327472799245392, 'batch_size': 48, 'attention_heads': 10, 'hidden_dimension': 86, 'number_of_hidden_layers': 4, 'dropout_rate': 0.5199551192523004, 'global_pooling': 'max', 'learning_rate': 0.00023748978293374858, 'weight_decay': 0.0006453650293732698, 'beta_0': 0.8177412820842185, 'beta_1': 0.9839414303930968, 'epsilon': 3.243332129969569e-05, 'balanced_loss': False, 'epochs': 136, 'early_stopping_patience': 24, 'plateau_patience': 22, 'plateau_divider': 2}. Best is trial 33 with value: 0.8741209563994374.
[I 2025-01-08 13:19:30,285] Trial 36 finished with value: 0.8656821378340366 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.4365315940871457, 'batch_size': 170, 'attention_heads': 8, 'hidden_dimension': 185, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5325618141808771, 'global_pooling': 'mean', 'learning_rate': 0.0029439633526063317, 'weight_decay': 0.0002681952591395591, 'beta_0': 0.8248379755124651, 'beta_1': 0.9878311629511294, 'epsilon': 5.8015984367011154e-05, 'balanced_loss': False, 'epochs': 152, 'early_stopping_patience': 21, 'plateau_patience': 11, 'plateau_divider': 2}. Best is trial 33 with value: 0.8741209563994374.
[I 2025-01-08 13:24:37,840] Trial 37 finished with value: 0.8670886075949367 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.44493895464137345, 'batch_size': 193, 'attention_heads': 10, 'hidden_dimension': 68, 'number_of_hidden_layers': 4, 'dropout_rate': 0.5688567514804884, 'global_pooling': 'max', 'learning_rate': 0.0023187049976015305, 'weight_decay': 2.0555156922574025e-06, 'beta_0': 0.8007382289470706, 'beta_1': 0.9860707051744413, 'epsilon': 8.020324413375837e-06, 'balanced_loss': False, 'epochs': 169, 'early_stopping_patience': 22, 'plateau_patience': 13, 'plateau_divider': 4}. Best is trial 33 with value: 0.8741209563994374.
