[I 2025-01-08 09:47:53,573] A new study created in RDB with name: RTSP-GATv2-facebook-bart-large-Surrogate-No_Aggregation
[I 2025-01-08 09:55:49,918] Trial 0 finished with value: 0.9022503516174403 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.4319459866925097, 'batch_size': 226, 'attention_heads': 11, 'hidden_dimension': 191, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5909729556485983, 'global_pooling': 'mean', 'learning_rate': 5.415244119402538e-05, 'weight_decay': 8.179499475211674e-06, 'beta_0': 0.8510059609290175, 'beta_1': 0.9881622148267181, 'epsilon': 1.4618962793704927e-07, 'balanced_loss': True, 'epochs': 94, 'early_stopping_patience': 15, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 0 with value: 0.9022503516174403.
[I 2025-01-08 11:29:10,479] Trial 11 finished with value: 0.9015471167369902 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5769719476801456, 'batch_size': 37, 'attention_heads': 12, 'hidden_dimension': 38, 'number_of_hidden_layers': 2, 'dropout_rate': 0.46431162121784764, 'global_pooling': 'max', 'learning_rate': 0.004018492967981202, 'weight_decay': 0.0009319239147570491, 'beta_0': 0.8003208348488942, 'beta_1': 0.9800855754997134, 'epsilon': 4.707920864205487e-05, 'balanced_loss': False, 'epochs': 57, 'early_stopping_patience': 25, 'plateau_patience': 14, 'plateau_divider': 5}. Best is trial 3 with value: 0.9036568213783404.
[I 2025-01-08 11:38:40,479] Trial 12 finished with value: 0.9022503516174403 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5634625950007384, 'batch_size': 37, 'attention_heads': 13, 'hidden_dimension': 160, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4276768393091486, 'global_pooling': 'max', 'learning_rate': 0.005497984861072498, 'weight_decay': 0.00019114563517133302, 'beta_0': 0.8014178581335532, 'beta_1': 0.9843650455214782, 'epsilon': 2.5402851281586394e-06, 'balanced_loss': False, 'epochs': 97, 'early_stopping_patience': 25, 'plateau_patience': 13, 'plateau_divider': 10}. Best is trial 3 with value: 0.9036568213783404.
[I 2025-01-08 11:45:39,609] Trial 13 finished with value: 0.89943741209564 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5211110710731497, 'batch_size': 133, 'attention_heads': 13, 'hidden_dimension': 34, 'number_of_hidden_layers': 3, 'dropout_rate': 0.4990585705966834, 'global_pooling': 'max', 'learning_rate': 0.0003209058858026416, 'weight_decay': 0.00011722581900234614, 'beta_0': 0.8667438150366019, 'beta_1': 0.9895831503878623, 'epsilon': 9.790844747691116e-05, 'balanced_loss': False, 'epochs': 51, 'early_stopping_patience': 20, 'plateau_patience': 16, 'plateau_divider': 5}. Best is trial 3 with value: 0.9036568213783404.
[I 2025-01-08 11:53:12,361] Trial 14 finished with value: 0.9015471167369902 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6117576293692599, 'batch_size': 135, 'attention_heads': 14, 'hidden_dimension': 157, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5094160042238033, 'global_pooling': 'max', 'learning_rate': 0.004964223022188185, 'weight_decay': 0.0009766652066943648, 'beta_0': 0.8194726467322895, 'beta_1': 0.9886879141174058, 'epsilon': 1.02116936354992e-05, 'balanced_loss': False, 'epochs': 88, 'early_stopping_patience': 23, 'plateau_patience': 12, 'plateau_divider': 7}. Best is trial 3 with value: 0.9036568213783404.
[I 2025-01-08 12:00:02,608] Trial 15 finished with value: 0.9008438818565401 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5087920183899491, 'batch_size': 168, 'attention_heads': 10, 'hidden_dimension': 80, 'number_of_hidden_layers': 2, 'dropout_rate': 0.44684637263212046, 'global_pooling': 'sum', 'learning_rate': 0.001128019879838036, 'weight_decay': 0.0003504239552775093, 'beta_0': 0.8656185878509626, 'beta_1': 0.9825890873722366, 'epsilon': 6.124842392044604e-07, 'balanced_loss': False, 'epochs': 112, 'early_stopping_patience': 18, 'plateau_patience': 14, 'plateau_divider': 4}. Best is trial 3 with value: 0.9036568213783404.
[I 2025-01-08 12:10:55,927] Trial 16 finished with value: 0.6350210970464135 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6379135771159259, 'batch_size': 61, 'attention_heads': 11, 'hidden_dimension': 131, 'number_of_hidden_layers': 3, 'dropout_rate': 0.40263553024428356, 'global_pooling': 'max', 'learning_rate': 0.07591517473834543, 'weight_decay': 7.997602456502723e-05, 'beta_0': 0.8361924890632979, 'beta_1': 0.9905540810859587, 'epsilon': 1.498080961015864e-05, 'balanced_loss': False, 'epochs': 74, 'early_stopping_patience': 23, 'plateau_patience': 19, 'plateau_divider': 6}. Best is trial 3 with value: 0.9036568213783404.
[I 2025-01-08 12:17:46,380] Trial 17 finished with value: 0.8980309423347398 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.49708150629794723, 'batch_size': 113, 'attention_heads': 14, 'hidden_dimension': 65, 'number_of_hidden_layers': 2, 'dropout_rate': 0.30206716713917614, 'global_pooling': 'max', 'learning_rate': 0.00031440120486600807, 'weight_decay': 0.0006055875341874354, 'beta_0': 0.8129063295654706, 'beta_1': 0.986853821768484, 'epsilon': 1.2724930220974975e-06, 'balanced_loss': False, 'epochs': 70, 'early_stopping_patience': 15, 'plateau_patience': 12, 'plateau_divider': 4}. Best is trial 3 with value: 0.9036568213783404.
[I 2025-01-08 12:24:36,153] Trial 18 finished with value: 0.9029535864978903 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.7759074038197635, 'batch_size': 63, 'attention_heads': 7, 'hidden_dimension': 176, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5264792551117343, 'global_pooling': 'max', 'learning_rate': 0.010024669258674864, 'weight_decay': 2.6474352903716047e-05, 'beta_0': 0.8349579843284572, 'beta_1': 0.9828853788729159, 'epsilon': 1.5826233165933654e-05, 'balanced_loss': True, 'epochs': 112, 'early_stopping_patience': 20, 'plateau_patience': 17, 'plateau_divider': 8}. Best is trial 3 with value: 0.9036568213783404.
[I 2025-01-08 12:31:56,836] Trial 19 finished with value: 0.8973277074542897 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.8475560900647063, 'batch_size': 180, 'attention_heads': 12, 'hidden_dimension': 122, 'number_of_hidden_layers': 3, 'dropout_rate': 0.4560623819858047, 'global_pooling': 'sum', 'learning_rate': 0.0025616360090011826, 'weight_decay': 0.0001519944920709334, 'beta_0': 0.8629492543640718, 'beta_1': 0.9922886869646935, 'epsilon': 1.7859440651664174e-06, 'balanced_loss': False, 'epochs': 50, 'early_stopping_patience': 24, 'plateau_patience': 21, 'plateau_divider': 5}. Best is trial 3 with value: 0.9036568213783404.
[I 2025-01-08 12:40:07,837] Trial 20 finished with value: 0.8945147679324894 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6492078449737627, 'batch_size': 111, 'attention_heads': 10, 'hidden_dimension': 144, 'number_of_hidden_layers': 4, 'dropout_rate': 0.47443774830700747, 'global_pooling': 'max', 'learning_rate': 8.83506253623467e-05, 'weight_decay': 3.877580283863301e-05, 'beta_0': 0.8086760653794324, 'beta_1': 0.9944429537162262, 'epsilon': 7.119259843779547e-06, 'balanced_loss': False, 'epochs': 81, 'early_stopping_patience': 16, 'plateau_patience': 15, 'plateau_divider': 7}. Best is trial 3 with value: 0.9036568213783404.
[I 2025-01-08 12:47:24,952] Trial 21 finished with value: 0.9022503516174403 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.7392963086158496, 'batch_size': 60, 'attention_heads': 7, 'hidden_dimension': 177, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5331791891974955, 'global_pooling': 'max', 'learning_rate': 0.010504687783146402, 'weight_decay': 1.9536412474349297e-05, 'beta_0': 0.8315159881841772, 'beta_1': 0.9824799378765837, 'epsilon': 3.141062207483036e-05, 'balanced_loss': True, 'epochs': 114, 'early_stopping_patience': 20, 'plateau_patience': 17, 'plateau_divider': 8}. Best is trial 3 with value: 0.9036568213783404.
[I 2025-01-08 12:54:12,598] Trial 22 finished with value: 0.8966244725738397 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.7989845198387856, 'batch_size': 33, 'attention_heads': 4, 'hidden_dimension': 166, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5282154476561531, 'global_pooling': 'max', 'learning_rate': 0.010008096303140902, 'weight_decay': 1.905784046785866e-05, 'beta_0': 0.8425684904320744, 'beta_1': 0.982848146113837, 'epsilon': 8.270074860106412e-05, 'balanced_loss': True, 'epochs': 107, 'early_stopping_patience': 19, 'plateau_patience': 16, 'plateau_divider': 8}. Best is trial 3 with value: 0.9036568213783404.
[I 2025-01-08 13:00:59,808] Trial 23 finished with value: 0.8931082981715893 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.897248049363885, 'batch_size': 83, 'attention_heads': 7, 'hidden_dimension': 184, 'number_of_hidden_layers': 2, 'dropout_rate': 0.42297098970285607, 'global_pooling': 'max', 'learning_rate': 0.0025407724858043496, 'weight_decay': 5.7915634327897375e-05, 'beta_0': 0.8555781655654877, 'beta_1': 0.9868821961287639, 'epsilon': 2.2677853961457832e-05, 'balanced_loss': True, 'epochs': 61, 'early_stopping_patience': 22, 'plateau_patience': 13, 'plateau_divider': 10}. Best is trial 3 with value: 0.9036568213783404.
[I 2025-01-08 13:07:22,194] Trial 24 finished with value: 0.9015471167369902 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.7258745491973756, 'batch_size': 58, 'attention_heads': 12, 'hidden_dimension': 98, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5295380523800757, 'global_pooling': 'max', 'learning_rate': 0.0005496332211702768, 'weight_decay': 1.9199984738892958e-05, 'beta_0': 0.8290578787149433, 'beta_1': 0.9842198401510871, 'epsilon': 4.43214725135238e-06, 'balanced_loss': True, 'epochs': 130, 'early_stopping_patience': 21, 'plateau_patience': 18, 'plateau_divider': 9}. Best is trial 3 with value: 0.9036568213783404.
[I 2025-01-08 13:15:39,135] Trial 25 finished with value: 0.9036568213783404 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6012050921751052, 'batch_size': 100, 'attention_heads': 14, 'hidden_dimension': 142, 'number_of_hidden_layers': 2, 'dropout_rate': 0.38196967167251106, 'global_pooling': 'max', 'learning_rate': 0.008224708240916652, 'weight_decay': 0.0002866360674488858, 'beta_0': 0.8099261650263607, 'beta_1': 0.9816869993853398, 'epsilon': 5.932411756660281e-07, 'balanced_loss': True, 'epochs': 85, 'early_stopping_patience': 19, 'plateau_patience': 15, 'plateau_divider': 5}. Best is trial 3 with value: 0.9036568213783404.
[I 2025-01-08 13:22:16,616] Trial 26 finished with value: 0.9008438818565401 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6094438725135104, 'batch_size': 105, 'attention_heads': 14, 'hidden_dimension': 57, 'number_of_hidden_layers': 2, 'dropout_rate': 0.39605710110125086, 'global_pooling': 'max', 'learning_rate': 0.0019310647128596586, 'weight_decay': 0.0005453955172050437, 'beta_0': 0.8123487735989862, 'beta_1': 0.9809950210577997, 'epsilon': 6.461559799690519e-07, 'balanced_loss': True, 'epochs': 66, 'early_stopping_patience': 17, 'plateau_patience': 10, 'plateau_divider': 5}. Best is trial 3 with value: 0.9036568213783404.
[I 2025-01-08 13:30:33,388] Trial 27 finished with value: 0.5309423347398031 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.4625247889663673, 'batch_size': 128, 'attention_heads': 15, 'hidden_dimension': 140, 'number_of_hidden_layers': 3, 'dropout_rate': 0.3665018835173572, 'global_pooling': 'max', 'learning_rate': 0.0426847807931144, 'weight_decay': 0.0002556317060055116, 'beta_0': 0.8070601043008576, 'beta_1': 0.9901320772913967, 'epsilon': 3.1763642825680635e-07, 'balanced_loss': False, 'epochs': 83, 'early_stopping_patience': 14, 'plateau_patience': 14, 'plateau_divider': 3}. Best is trial 3 with value: 0.9036568213783404.
[I 2025-01-08 13:37:58,308] Trial 28 finished with value: 0.8980309423347398 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'min', 'threshold': 0.5472469550789879, 'batch_size': 160, 'attention_heads': 13, 'hidden_dimension': 104, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4373188925963199, 'global_pooling': 'mean', 'learning_rate': 0.0006450153031305493, 'weight_decay': 0.0006889931354283869, 'beta_0': 0.8165524952420267, 'beta_1': 0.9857827168022274, 'epsilon': 8.382763674588214e-07, 'balanced_loss': True, 'epochs': 60, 'early_stopping_patience': 19, 'plateau_patience': 12, 'plateau_divider': 6}. Best is trial 3 with value: 0.9036568213783404.
[I 2025-01-08 13:45:24,126] Trial 29 finished with value: 0.8909985935302391 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.47611710563921195, 'batch_size': 196, 'attention_heads': 11, 'hidden_dimension': 69, 'number_of_hidden_layers': 3, 'dropout_rate': 0.3789017641806825, 'global_pooling': 'sum', 'learning_rate': 0.0001471514009814685, 'weight_decay': 0.0003600426591728885, 'beta_0': 0.8537143325480452, 'beta_1': 0.9879419888622223, 'epsilon': 1.6306886665987157e-07, 'balanced_loss': True, 'epochs': 99, 'early_stopping_patience': 15, 'plateau_patience': 15, 'plateau_divider': 3}. Best is trial 3 with value: 0.9036568213783404.
[I 2025-01-08 13:55:22,547] Trial 30 finished with value: 0.9085794655414908 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.6140910942616895, 'batch_size': 213, 'attention_heads': 15, 'hidden_dimension': 194, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3462463918673247, 'global_pooling': 'mean', 'learning_rate': 0.004082764258430752, 'weight_decay': 0.00015816620007219612, 'beta_0': 0.8248680998544478, 'beta_1': 0.9811827415612769, 'epsilon': 3.2215325488011093e-06, 'balanced_loss': False, 'epochs': 81, 'early_stopping_patience': 24, 'plateau_patience': 16, 'plateau_divider': 4}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-08 14:05:35,734] Trial 31 finished with value: 0.9015471167369902 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.5970324078430123, 'batch_size': 214, 'attention_heads': 15, 'hidden_dimension': 195, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3430960368530269, 'global_pooling': 'mean', 'learning_rate': 0.005234633008807671, 'weight_decay': 0.00010071588144330702, 'beta_0': 0.8255154432504112, 'beta_1': 0.9811265251451929, 'epsilon': 2.1470147881912408e-06, 'balanced_loss': False, 'epochs': 80, 'early_stopping_patience': 24, 'plateau_patience': 16, 'plateau_divider': 4}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-08 14:15:59,182] Trial 32 finished with value: 0.9008438818565401 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.6475878598986635, 'batch_size': 230, 'attention_heads': 16, 'hidden_dimension': 200, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3196814409133061, 'global_pooling': 'mean', 'learning_rate': 0.0032880483129118705, 'weight_decay': 0.00015999742848548155, 'beta_0': 0.8091636409383991, 'beta_1': 0.9817645839675809, 'epsilon': 3.1145804269624166e-07, 'balanced_loss': False, 'epochs': 90, 'early_stopping_patience': 25, 'plateau_patience': 18, 'plateau_divider': 5}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-08 14:27:53,087] Trial 33 finished with value: 0.8945147679324894 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.6219824440019734, 'batch_size': 256, 'attention_heads': 14, 'hidden_dimension': 236, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3477377785890183, 'global_pooling': 'mean', 'learning_rate': 0.020617674967419206, 'weight_decay': 0.0002670322356423254, 'beta_0': 0.8048628604510659, 'beta_1': 0.9836170911400609, 'epsilon': 3.269517353104555e-06, 'balanced_loss': False, 'epochs': 50, 'early_stopping_patience': 22, 'plateau_patience': 13, 'plateau_divider': 6}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-08 14:35:48,245] Trial 34 finished with value: 0.8980309423347398 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.5483297446005512, 'batch_size': 95, 'attention_heads': 13, 'hidden_dimension': 149, 'number_of_hidden_layers': 1, 'dropout_rate': 0.38919001171889356, 'global_pooling': 'mean', 'learning_rate': 0.008476624915380699, 'weight_decay': 0.00019509835279719347, 'beta_0': 0.8179368396974045, 'beta_1': 0.9856086946436577, 'epsilon': 1.1149700292540624e-08, 'balanced_loss': False, 'epochs': 62, 'early_stopping_patience': 24, 'plateau_patience': 15, 'plateau_divider': 4}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-08 14:46:40,273] Trial 35 finished with value: 0.9008438818565401 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6729970122871847, 'batch_size': 120, 'attention_heads': 15, 'hidden_dimension': 215, 'number_of_hidden_layers': 3, 'dropout_rate': 0.4147486580049753, 'global_pooling': 'mean', 'learning_rate': 0.0014318536980668201, 'weight_decay': 3.1765064268056505e-06, 'beta_0': 0.8430066544870981, 'beta_1': 0.991058827372064, 'epsilon': 6.829237147830632e-08, 'balanced_loss': False, 'epochs': 78, 'early_stopping_patience': 22, 'plateau_patience': 22, 'plateau_divider': 5}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-08 14:55:56,496] Trial 36 finished with value: 0.9008438818565401 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.5847034637578019, 'batch_size': 141, 'attention_heads': 11, 'hidden_dimension': 172, 'number_of_hidden_layers': 4, 'dropout_rate': 0.3153418898521858, 'global_pooling': 'mean', 'learning_rate': 0.0006195948747967365, 'weight_decay': 0.0003644244253034605, 'beta_0': 0.814017278602325, 'beta_1': 0.9805415967837849, 'epsilon': 1.2462173065916277e-06, 'balanced_loss': False, 'epochs': 73, 'early_stopping_patience': 19, 'plateau_patience': 16, 'plateau_divider': 3}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-08 15:06:17,428] Trial 37 finished with value: 0.8966244725738397 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5278836850070695, 'batch_size': 206, 'attention_heads': 16, 'hidden_dimension': 253, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3651644783815454, 'global_pooling': 'max', 'learning_rate': 0.016196047660707886, 'weight_decay': 5.295259073652109e-05, 'beta_0': 0.8790641249300051, 'beta_1': 0.9819027203926396, 'epsilon': 4.648751477511707e-07, 'balanced_loss': False, 'epochs': 123, 'early_stopping_patience': 21, 'plateau_patience': 14, 'plateau_divider': 7}. Best is trial 30 with value: 0.9085794655414908.
