[I 2025-02-26 05:32:36,629] A new study created in RDB with name: SST-2-GATv2-google-bert-bert-base-uncased-Surrogate-No_Aggregation-No_Ablation-1.0-0.25
[I 2025-02-26 05:37:33,402] Trial 0 finished with value: 0.8681192660550459 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.4319459866925097, 'batch_size': 226, 'attention_heads': 11, 'hidden_dimension': 191, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5909729556485983, 'global_pooling': 'mean', 'learning_rate': 5.415244119402538e-05, 'weight_decay': 8.179499475211674e-06, 'beta_0': 0.8510059609290175, 'beta_1': 0.9881622148267181, 'epsilon': 1.4618962793704927e-07, 'balanced_loss': True, 'epochs': 94, 'early_stopping_patience': 15, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 0 with value: 0.8681192660550459.
[I 2025-02-26 06:44:00,648] Trial 11 finished with value: 0.8669724770642202 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5769719476801456, 'batch_size': 37, 'attention_heads': 12, 'hidden_dimension': 38, 'number_of_hidden_layers': 2, 'dropout_rate': 0.46431162121784764, 'global_pooling': 'max', 'learning_rate': 0.004018492967981202, 'weight_decay': 0.0009319239147570491, 'beta_0': 0.8003208348488942, 'beta_1': 0.9800855754997134, 'epsilon': 4.707920864205487e-05, 'balanced_loss': False, 'epochs': 57, 'early_stopping_patience': 25, 'plateau_patience': 14, 'plateau_divider': 5}. Best is trial 10 with value: 0.8772935779816514.
[I 2025-02-26 06:50:12,921] Trial 12 finished with value: 0.8543577981651376 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5634625950007384, 'batch_size': 37, 'attention_heads': 13, 'hidden_dimension': 160, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4276768393091486, 'global_pooling': 'max', 'learning_rate': 0.005497984861072498, 'weight_decay': 0.00019114563517133302, 'beta_0': 0.8014178581335532, 'beta_1': 0.9843650455214782, 'epsilon': 2.5402851281586394e-06, 'balanced_loss': False, 'epochs': 97, 'early_stopping_patience': 25, 'plateau_patience': 13, 'plateau_divider': 10}. Best is trial 10 with value: 0.8772935779816514.
[I 2025-02-26 06:54:33,933] Trial 13 finished with value: 0.8669724770642202 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5211110710731497, 'batch_size': 133, 'attention_heads': 13, 'hidden_dimension': 34, 'number_of_hidden_layers': 3, 'dropout_rate': 0.4990585705966834, 'global_pooling': 'max', 'learning_rate': 0.0003209058858026416, 'weight_decay': 0.00011722581900234614, 'beta_0': 0.8667438150366019, 'beta_1': 0.9895831503878623, 'epsilon': 9.790844747691116e-05, 'balanced_loss': False, 'epochs': 51, 'early_stopping_patience': 20, 'plateau_patience': 16, 'plateau_divider': 5}. Best is trial 10 with value: 0.8772935779816514.
[I 2025-02-26 07:00:17,874] Trial 14 finished with value: 0.8658256880733946 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6117576293692599, 'batch_size': 135, 'attention_heads': 14, 'hidden_dimension': 157, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5094160042238033, 'global_pooling': 'max', 'learning_rate': 0.004964223022188185, 'weight_decay': 0.0009766652066943648, 'beta_0': 0.8194726467322895, 'beta_1': 0.9886879141174058, 'epsilon': 1.02116936354992e-05, 'balanced_loss': False, 'epochs': 88, 'early_stopping_patience': 23, 'plateau_patience': 12, 'plateau_divider': 7}. Best is trial 10 with value: 0.8772935779816514.
[I 2025-02-26 07:04:31,590] Trial 15 finished with value: 0.8635321100917431 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5087920183899491, 'batch_size': 168, 'attention_heads': 10, 'hidden_dimension': 80, 'number_of_hidden_layers': 2, 'dropout_rate': 0.44684637263212046, 'global_pooling': 'sum', 'learning_rate': 0.001128019879838036, 'weight_decay': 0.0003504239552775093, 'beta_0': 0.8656185878509626, 'beta_1': 0.9825890873722366, 'epsilon': 6.124842392044604e-07, 'balanced_loss': False, 'epochs': 112, 'early_stopping_patience': 18, 'plateau_patience': 14, 'plateau_divider': 4}. Best is trial 10 with value: 0.8772935779816514.
[I 2025-02-26 07:09:47,117] Trial 16 finished with value: 0.5458715596330275 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6379135771159259, 'batch_size': 61, 'attention_heads': 11, 'hidden_dimension': 131, 'number_of_hidden_layers': 3, 'dropout_rate': 0.40263553024428356, 'global_pooling': 'max', 'learning_rate': 0.07591517473834543, 'weight_decay': 7.997602456502723e-05, 'beta_0': 0.8361924890632979, 'beta_1': 0.9905540810859587, 'epsilon': 1.498080961015864e-05, 'balanced_loss': False, 'epochs': 74, 'early_stopping_patience': 23, 'plateau_patience': 19, 'plateau_divider': 6}. Best is trial 10 with value: 0.8772935779816514.
[I 2025-02-26 07:13:52,644] Trial 17 finished with value: 0.8646788990825688 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.49708150629794723, 'batch_size': 113, 'attention_heads': 14, 'hidden_dimension': 65, 'number_of_hidden_layers': 2, 'dropout_rate': 0.30206716713917614, 'global_pooling': 'max', 'learning_rate': 0.00031440120486600807, 'weight_decay': 0.0006055875341874354, 'beta_0': 0.8129063295654706, 'beta_1': 0.986853821768484, 'epsilon': 1.2724930220974975e-06, 'balanced_loss': False, 'epochs': 70, 'early_stopping_patience': 15, 'plateau_patience': 12, 'plateau_divider': 4}. Best is trial 10 with value: 0.8772935779816514.
[I 2025-02-26 07:17:55,817] Trial 18 finished with value: 0.8291284403669725 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.7759074038197635, 'batch_size': 63, 'attention_heads': 7, 'hidden_dimension': 176, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5264792551117343, 'global_pooling': 'max', 'learning_rate': 0.010024669258674864, 'weight_decay': 2.6474352903716047e-05, 'beta_0': 0.8349579843284572, 'beta_1': 0.9828853788729159, 'epsilon': 1.5826233165933654e-05, 'balanced_loss': True, 'epochs': 112, 'early_stopping_patience': 20, 'plateau_patience': 17, 'plateau_divider': 8}. Best is trial 10 with value: 0.8772935779816514.
[I 2025-02-26 07:23:00,877] Trial 19 finished with value: 0.8623853211009175 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.8475560900647063, 'batch_size': 180, 'attention_heads': 12, 'hidden_dimension': 122, 'number_of_hidden_layers': 3, 'dropout_rate': 0.4560623819858047, 'global_pooling': 'sum', 'learning_rate': 0.0025616360090011826, 'weight_decay': 0.0001519944920709334, 'beta_0': 0.8629492543640718, 'beta_1': 0.9922886869646935, 'epsilon': 1.7859440651664174e-06, 'balanced_loss': False, 'epochs': 50, 'early_stopping_patience': 24, 'plateau_patience': 21, 'plateau_divider': 5}. Best is trial 10 with value: 0.8772935779816514.
[I 2025-02-26 07:28:51,165] Trial 20 finished with value: 0.8669724770642202 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6492078449737627, 'batch_size': 111, 'attention_heads': 10, 'hidden_dimension': 144, 'number_of_hidden_layers': 4, 'dropout_rate': 0.47443774830700747, 'global_pooling': 'max', 'learning_rate': 8.83506253623467e-05, 'weight_decay': 3.877580283863301e-05, 'beta_0': 0.8086760653794324, 'beta_1': 0.9944429537162262, 'epsilon': 7.119259843779547e-06, 'balanced_loss': False, 'epochs': 81, 'early_stopping_patience': 16, 'plateau_patience': 15, 'plateau_divider': 7}. Best is trial 10 with value: 0.8772935779816514.
[I 2025-02-26 07:33:34,245] Trial 21 finished with value: 0.8589449541284404 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.4692156361968149, 'batch_size': 206, 'attention_heads': 11, 'hidden_dimension': 190, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5912455524229152, 'global_pooling': 'mean', 'learning_rate': 4.9780058081786526e-05, 'weight_decay': 1.2029101875146864e-05, 'beta_0': 0.852258933383693, 'beta_1': 0.9878493731680296, 'epsilon': 3.1792541320865193e-07, 'balanced_loss': True, 'epochs': 106, 'early_stopping_patience': 14, 'plateau_patience': 17, 'plateau_divider': 10}. Best is trial 10 with value: 0.8772935779816514.
[I 2025-02-26 07:38:46,522] Trial 22 finished with value: 0.8692660550458715 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.40946421558686075, 'batch_size': 218, 'attention_heads': 12, 'hidden_dimension': 178, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5358464239104611, 'global_pooling': 'mean', 'learning_rate': 9.893076677887495e-05, 'weight_decay': 2.909376531066136e-06, 'beta_0': 0.8565508278598604, 'beta_1': 0.9908286723409359, 'epsilon': 1.0208016151276684e-07, 'balanced_loss': True, 'epochs': 64, 'early_stopping_patience': 14, 'plateau_patience': 16, 'plateau_divider': 9}. Best is trial 10 with value: 0.8772935779816514.
[I 2025-02-26 07:42:50,362] Trial 23 finished with value: 0.8704128440366973 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.4022380778304023, 'batch_size': 157, 'attention_heads': 13, 'hidden_dimension': 169, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5291787404848525, 'global_pooling': 'mean', 'learning_rate': 0.0007040332022203211, 'weight_decay': 3.968058608228724e-06, 'beta_0': 0.8762607858914989, 'beta_1': 0.9904666294246306, 'epsilon': 1.0110528054309387e-08, 'balanced_loss': True, 'epochs': 61, 'early_stopping_patience': 13, 'plateau_patience': 13, 'plateau_divider': 8}. Best is trial 10 with value: 0.8772935779816514.
[I 2025-02-26 07:46:56,575] Trial 24 finished with value: 0.8715596330275229 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.5973680958887385, 'batch_size': 157, 'attention_heads': 14, 'hidden_dimension': 159, 'number_of_hidden_layers': 1, 'dropout_rate': 0.42887535925348996, 'global_pooling': 'mean', 'learning_rate': 0.0005496332211702768, 'weight_decay': 2.0036839238911085e-05, 'beta_0': 0.8781118675212887, 'beta_1': 0.9937527845176455, 'epsilon': 2.882406154475721e-05, 'balanced_loss': True, 'epochs': 62, 'early_stopping_patience': 10, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 10 with value: 0.8772935779816514.
[I 2025-02-26 07:51:34,553] Trial 25 finished with value: 0.8692660550458715 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.6012050921751052, 'batch_size': 129, 'attention_heads': 15, 'hidden_dimension': 142, 'number_of_hidden_layers': 2, 'dropout_rate': 0.42932902946413004, 'global_pooling': 'mean', 'learning_rate': 0.001729067721016115, 'weight_decay': 1.7807037846658025e-05, 'beta_0': 0.8769232977064872, 'beta_1': 0.9944100475094874, 'epsilon': 2.7872983749612207e-05, 'balanced_loss': True, 'epochs': 80, 'early_stopping_patience': 10, 'plateau_patience': 11, 'plateau_divider': 5}. Best is trial 10 with value: 0.8772935779816514.
[I 2025-02-26 07:55:31,019] Trial 26 finished with value: 0.8635321100917431 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5367932568888766, 'batch_size': 77, 'attention_heads': 14, 'hidden_dimension': 58, 'number_of_hidden_layers': 1, 'dropout_rate': 0.39605710110125086, 'global_pooling': 'max', 'learning_rate': 0.0005414319323585205, 'weight_decay': 6.159524898928825e-05, 'beta_0': 0.8301671516031346, 'beta_1': 0.9963186984953881, 'epsilon': 9.417352111885078e-05, 'balanced_loss': True, 'epochs': 62, 'early_stopping_patience': 19, 'plateau_patience': 10, 'plateau_divider': 7}. Best is trial 10 with value: 0.8772935779816514.
[I 2025-02-26 08:00:04,868] Trial 27 finished with value: 0.8084862385321101 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.7045850574868637, 'batch_size': 50, 'attention_heads': 15, 'hidden_dimension': 101, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4311653474849873, 'global_pooling': 'max', 'learning_rate': 0.011313187199200294, 'weight_decay': 0.00025676913723509537, 'beta_0': 0.8422640992762542, 'beta_1': 0.9989619364925625, 'epsilon': 2.8517153140922752e-05, 'balanced_loss': False, 'epochs': 86, 'early_stopping_patience': 21, 'plateau_patience': 12, 'plateau_divider': 9}. Best is trial 10 with value: 0.8772935779816514.
[I 2025-02-26 08:04:43,381] Trial 28 finished with value: 0.8727064220183486 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6200985900763838, 'batch_size': 98, 'attention_heads': 13, 'hidden_dimension': 143, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3740858606779776, 'global_pooling': 'mean', 'learning_rate': 0.002681305471417246, 'weight_decay': 0.0005829349913511443, 'beta_0': 0.8835386189110929, 'beta_1': 0.9930456541123317, 'epsilon': 3.5488406737549857e-06, 'balanced_loss': True, 'epochs': 50, 'early_stopping_patience': 22, 'plateau_patience': 14, 'plateau_divider': 3}. Best is trial 10 with value: 0.8772935779816514.
[I 2025-02-26 08:09:18,773] Trial 29 finished with value: 0.8577981651376146 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.6529806300196132, 'batch_size': 95, 'attention_heads': 12, 'hidden_dimension': 110, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3645940536083416, 'global_pooling': 'sum', 'learning_rate': 0.0027381600189927634, 'weight_decay': 0.0006116519118562593, 'beta_0': 0.8451830691567153, 'beta_1': 0.9874046490881119, 'epsilon': 6.512342075596115e-07, 'balanced_loss': True, 'epochs': 100, 'early_stopping_patience': 22, 'plateau_patience': 14, 'plateau_divider': 3}. Best is trial 10 with value: 0.8772935779816514.
[I 2025-02-26 08:13:32,717] Trial 30 finished with value: 0.8658256880733946 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.7220274483648041, 'batch_size': 119, 'attention_heads': 11, 'hidden_dimension': 57, 'number_of_hidden_layers': 3, 'dropout_rate': 0.34167774104144955, 'global_pooling': 'mean', 'learning_rate': 0.008074763451363867, 'weight_decay': 0.0004799609904139147, 'beta_0': 0.8584477780502785, 'beta_1': 0.9859898871982583, 'epsilon': 3.553218691402644e-06, 'balanced_loss': False, 'epochs': 51, 'early_stopping_patience': 24, 'plateau_patience': 15, 'plateau_divider': 3}. Best is trial 10 with value: 0.8772935779816514.
[I 2025-02-26 08:18:03,314] Trial 31 finished with value: 0.8704128440366973 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6056064071513704, 'batch_size': 146, 'attention_heads': 13, 'hidden_dimension': 142, 'number_of_hidden_layers': 1, 'dropout_rate': 0.38791030170326013, 'global_pooling': 'mean', 'learning_rate': 0.0026298956118464343, 'weight_decay': 0.0008688253254989641, 'beta_0': 0.8881772038013053, 'beta_1': 0.9933183970078799, 'epsilon': 4.230059944838868e-05, 'balanced_loss': True, 'epochs': 64, 'early_stopping_patience': 19, 'plateau_patience': 13, 'plateau_divider': 4}. Best is trial 10 with value: 0.8772935779816514.
[I 2025-02-26 08:23:45,806] Trial 32 finished with value: 0.8704128440366973 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.4691710405035144, 'batch_size': 95, 'attention_heads': 14, 'hidden_dimension': 186, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4169070075563147, 'global_pooling': 'mean', 'learning_rate': 0.0004804794289250587, 'weight_decay': 0.0002728085107968291, 'beta_0': 0.8988051148005927, 'beta_1': 0.9961645665697206, 'epsilon': 6.224572036972407e-06, 'balanced_loss': True, 'epochs': 75, 'early_stopping_patience': 22, 'plateau_patience': 11, 'plateau_divider': 6}. Best is trial 10 with value: 0.8772935779816514.
[I 2025-02-26 08:29:16,296] Trial 33 finished with value: 0.8772935779816514 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.5824782822510989, 'batch_size': 167, 'attention_heads': 16, 'hidden_dimension': 162, 'number_of_hidden_layers': 1, 'dropout_rate': 0.44012405728456516, 'global_pooling': 'mean', 'learning_rate': 0.0009600561308006346, 'weight_decay': 0.00010558597591045263, 'beta_0': 0.8830846057835314, 'beta_1': 0.9933284079611832, 'epsilon': 5.440114058437669e-05, 'balanced_loss': True, 'epochs': 126, 'early_stopping_patience': 22, 'plateau_patience': 16, 'plateau_divider': 2}. Best is trial 10 with value: 0.8772935779816514.
[I 2025-02-26 08:33:39,145] Trial 34 finished with value: 0.8784403669724771 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.5566386656994149, 'batch_size': 175, 'attention_heads': 16, 'hidden_dimension': 85, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4810902834245469, 'global_pooling': 'mean', 'learning_rate': 0.0010934648935877372, 'weight_decay': 0.00012581585386855742, 'beta_0': 0.8829638961210171, 'beta_1': 0.9890899444914188, 'epsilon': 5.496401968145616e-05, 'balanced_loss': True, 'epochs': 127, 'early_stopping_patience': 22, 'plateau_patience': 18, 'plateau_divider': 2}. Best is trial 34 with value: 0.8784403669724771.
[I 2025-02-26 08:38:58,950] Trial 35 finished with value: 0.8600917431192661 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.5472434201232245, 'batch_size': 193, 'attention_heads': 15, 'hidden_dimension': 85, 'number_of_hidden_layers': 2, 'dropout_rate': 0.45255221975043, 'global_pooling': 'mean', 'learning_rate': 0.00017037249445403074, 'weight_decay': 0.00010605079238464282, 'beta_0': 0.8708580749952353, 'beta_1': 0.9891050291549006, 'epsilon': 5.547045703880397e-05, 'balanced_loss': True, 'epochs': 136, 'early_stopping_patience': 24, 'plateau_patience': 18, 'plateau_divider': 2}. Best is trial 34 with value: 0.8784403669724771.
[I 2025-02-26 08:42:55,525] Trial 36 finished with value: 0.8795871559633027 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.47153519200230964, 'batch_size': 171, 'attention_heads': 16, 'hidden_dimension': 47, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4772972913320371, 'global_pooling': 'mean', 'learning_rate': 0.0011227062449786199, 'weight_decay': 4.862237608420454e-05, 'beta_0': 0.8952548122001249, 'beta_1': 0.9846001748654197, 'epsilon': 6.462977139496563e-05, 'balanced_loss': False, 'epochs': 125, 'early_stopping_patience': 20, 'plateau_patience': 21, 'plateau_divider': 2}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 08:46:55,283] Trial 37 finished with value: 0.8727064220183486 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.44517686016958813, 'batch_size': 174, 'attention_heads': 16, 'hidden_dimension': 45, 'number_of_hidden_layers': 1, 'dropout_rate': 0.48089238003776524, 'global_pooling': 'mean', 'learning_rate': 0.0009859583947606607, 'weight_decay': 4.736814512295173e-05, 'beta_0': 0.8947706138943243, 'beta_1': 0.9821694673409502, 'epsilon': 6.958911977111005e-05, 'balanced_loss': False, 'epochs': 123, 'early_stopping_patience': 23, 'plateau_patience': 22, 'plateau_divider': 2}. Best is trial 36 with value: 0.8795871559633027.
