[I 2025-03-22 05:43:49,479] A new study created in RDB with name: SST-2-GATv2-google-bert-bert-base-uncased-Grouped-No_Aggregation-Random_Attentions-0.0-0.0
[I 2025-03-22 05:48:15,722] Trial 0 finished with value: 0.8899082568807339 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.4319459866925097, 'batch_size': 226, 'attention_heads': 11, 'hidden_dimension': 191, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5909729556485983, 'global_pooling': 'mean', 'learning_rate': 5.415244119402538e-05, 'weight_decay': 8.179499475211674e-06, 'beta_0': 0.8510059609290175, 'beta_1': 0.9881622148267181, 'epsilon': 1.4618962793704927e-07, 'balanced_loss': True, 'epochs': 94, 'early_stopping_patience': 15, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 0 with value: 0.8899082568807339.
[I 2025-03-22 06:51:19,217] Trial 11 finished with value: 0.8956422018348624 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.53941274509037, 'batch_size': 137, 'attention_heads': 14, 'hidden_dimension': 153, 'number_of_hidden_layers': 1, 'dropout_rate': 0.304844685986573, 'global_pooling': 'mean', 'learning_rate': 0.0003395925193305717, 'weight_decay': 0.00012347264323805512, 'beta_0': 0.8650512261763105, 'beta_1': 0.9852831052027559, 'epsilon': 4.471012968326084e-06, 'balanced_loss': False, 'epochs': 113, 'early_stopping_patience': 14, 'plateau_patience': 25, 'plateau_divider': 9}. Best is trial 3 with value: 0.9036697247706422.
[I 2025-03-22 06:56:37,898] Trial 12 finished with value: 0.8979357798165137 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.5001883396648277, 'batch_size': 185, 'attention_heads': 13, 'hidden_dimension': 157, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3192748487490644, 'global_pooling': 'max', 'learning_rate': 0.002993822596590883, 'weight_decay': 1.0788661515919533e-06, 'beta_0': 0.8633419942682585, 'beta_1': 0.9846525810358804, 'epsilon': 3.310163763342559e-06, 'balanced_loss': False, 'epochs': 118, 'early_stopping_patience': 19, 'plateau_patience': 15, 'plateau_divider': 8}. Best is trial 3 with value: 0.9036697247706422.
[I 2025-03-22 07:01:19,163] Trial 13 finished with value: 0.908256880733945 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.6147038964301609, 'batch_size': 134, 'attention_heads': 16, 'hidden_dimension': 180, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4964295921838807, 'global_pooling': 'mean', 'learning_rate': 0.0005295225623061205, 'weight_decay': 2.201071080986499e-05, 'beta_0': 0.8754884432598531, 'beta_1': 0.9895311930578792, 'epsilon': 1.9713233678624386e-06, 'balanced_loss': False, 'epochs': 92, 'early_stopping_patience': 15, 'plateau_patience': 22, 'plateau_divider': 10}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 07:07:34,877] Trial 14 finished with value: 0.8864678899082569 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6387811335296445, 'batch_size': 132, 'attention_heads': 14, 'hidden_dimension': 176, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5020040113963304, 'global_pooling': 'sum', 'learning_rate': 0.00015884055212500003, 'weight_decay': 2.182559164603337e-05, 'beta_0': 0.8738361138808992, 'beta_1': 0.9898950627646145, 'epsilon': 1.0614483765440963e-06, 'balanced_loss': False, 'epochs': 86, 'early_stopping_patience': 15, 'plateau_patience': 22, 'plateau_divider': 10}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 07:11:35,026] Trial 15 finished with value: 0.8990825688073395 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6045377781677223, 'batch_size': 166, 'attention_heads': 11, 'hidden_dimension': 119, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4365303048024184, 'global_pooling': 'mean', 'learning_rate': 0.007498219215595538, 'weight_decay': 0.00011686741276999355, 'beta_0': 0.8367819760340106, 'beta_1': 0.9892102789362991, 'epsilon': 2.8178871507224528e-05, 'balanced_loss': False, 'epochs': 58, 'early_stopping_patience': 20, 'plateau_patience': 22, 'plateau_divider': 5}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 07:15:48,204] Trial 16 finished with value: 0.8818807339449541 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8473796016574446, 'batch_size': 112, 'attention_heads': 13, 'hidden_dimension': 131, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5185597376594279, 'global_pooling': 'max', 'learning_rate': 0.0006519745384165781, 'weight_decay': 2.418411878565584e-05, 'beta_0': 0.8619354103332126, 'beta_1': 0.9923085736961764, 'epsilon': 8.969854510235774e-07, 'balanced_loss': False, 'epochs': 88, 'early_stopping_patience': 17, 'plateau_patience': 17, 'plateau_divider': 10}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 07:21:12,362] Trial 17 finished with value: 0.8967889908256881 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.49708150629794723, 'batch_size': 45, 'attention_heads': 16, 'hidden_dimension': 73, 'number_of_hidden_layers': 2, 'dropout_rate': 0.45321654131731043, 'global_pooling': 'max', 'learning_rate': 9.340777124449798e-05, 'weight_decay': 0.0002490363843137885, 'beta_0': 0.8367861286466659, 'beta_1': 0.9877252107113061, 'epsilon': 1.2724930220974975e-06, 'balanced_loss': False, 'epochs': 70, 'early_stopping_patience': 24, 'plateau_patience': 20, 'plateau_divider': 7}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 07:26:44,449] Trial 18 finished with value: 0.8990825688073395 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6429551039243778, 'batch_size': 114, 'attention_heads': 14, 'hidden_dimension': 170, 'number_of_hidden_layers': 3, 'dropout_rate': 0.404424588720809, 'global_pooling': 'mean', 'learning_rate': 0.0020644835808227243, 'weight_decay': 7.98266413873065e-05, 'beta_0': 0.8801140888039061, 'beta_1': 0.9904013610916784, 'epsilon': 1.333032000050006e-05, 'balanced_loss': True, 'epochs': 110, 'early_stopping_patience': 16, 'plateau_patience': 14, 'plateau_divider': 4}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 07:30:31,179] Trial 19 finished with value: 0.8761467889908257 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.7348142323587589, 'batch_size': 192, 'attention_heads': 10, 'hidden_dimension': 177, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5264952275625236, 'global_pooling': 'sum', 'learning_rate': 0.010285799737591783, 'weight_decay': 3.5622581897587078e-06, 'beta_0': 0.8586081209040531, 'beta_1': 0.994333383652131, 'epsilon': 3.5983375622084667e-07, 'balanced_loss': False, 'epochs': 73, 'early_stopping_patience': 13, 'plateau_patience': 12, 'plateau_divider': 7}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 07:38:01,441] Trial 20 finished with value: 0.9036697247706422 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.4889854951473815, 'batch_size': 64, 'attention_heads': 12, 'hidden_dimension': 256, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4653637242065644, 'global_pooling': 'max', 'learning_rate': 4.0507040755381475e-05, 'weight_decay': 3.877580283863301e-05, 'beta_0': 0.8250566755078494, 'beta_1': 0.9827421020117247, 'epsilon': 1.078301337790612e-05, 'balanced_loss': False, 'epochs': 100, 'early_stopping_patience': 23, 'plateau_patience': 16, 'plateau_divider': 8}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 07:45:23,263] Trial 21 finished with value: 0.9048165137614679 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.4942171251736624, 'batch_size': 62, 'attention_heads': 12, 'hidden_dimension': 256, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4761187153424707, 'global_pooling': 'max', 'learning_rate': 4.142183742244939e-05, 'weight_decay': 4.871201777172018e-05, 'beta_0': 0.819226223227837, 'beta_1': 0.9829714973171414, 'epsilon': 1.4923468093188215e-05, 'balanced_loss': False, 'epochs': 100, 'early_stopping_patience': 22, 'plateau_patience': 16, 'plateau_divider': 9}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 07:51:15,115] Trial 22 finished with value: 0.9025229357798165 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.5873913475252315, 'batch_size': 94, 'attention_heads': 13, 'hidden_dimension': 236, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4882158690473307, 'global_pooling': 'max', 'learning_rate': 0.0004784864851418644, 'weight_decay': 1.5842725497426473e-05, 'beta_0': 0.8054099456577363, 'beta_1': 0.9874956171617825, 'epsilon': 8.28173609803983e-05, 'balanced_loss': False, 'epochs': 78, 'early_stopping_patience': 22, 'plateau_patience': 18, 'plateau_divider': 9}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 07:55:11,443] Trial 23 finished with value: 0.8612385321100917 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.5289130959267323, 'batch_size': 71, 'attention_heads': 15, 'hidden_dimension': 139, 'number_of_hidden_layers': 0, 'dropout_rate': 0.4219013612624088, 'global_pooling': 'max', 'learning_rate': 0.0866438695660128, 'weight_decay': 5.2264397881933265e-05, 'beta_0': 0.8101721634792465, 'beta_1': 0.9832723825649365, 'epsilon': 2.1042613041291214e-06, 'balanced_loss': False, 'epochs': 100, 'early_stopping_patience': 19, 'plateau_patience': 14, 'plateau_divider': 10}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 08:02:09,520] Trial 24 finished with value: 0.9002293577981652 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.6163934318040968, 'batch_size': 126, 'attention_heads': 11, 'hidden_dimension': 196, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4758292622514419, 'global_pooling': 'max', 'learning_rate': 3.1013511701565054e-05, 'weight_decay': 0.0001779946880561117, 'beta_0': 0.8176814111514671, 'beta_1': 0.9910806473024787, 'epsilon': 1.25184007743249e-05, 'balanced_loss': False, 'epochs': 62, 'early_stopping_patience': 20, 'plateau_patience': 21, 'plateau_divider': 9}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 08:07:41,075] Trial 25 finished with value: 0.8990825688073395 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.4685808917658888, 'batch_size': 157, 'attention_heads': 15, 'hidden_dimension': 161, 'number_of_hidden_layers': 1, 'dropout_rate': 0.534684816706233, 'global_pooling': 'mean', 'learning_rate': 0.00016736672678639947, 'weight_decay': 0.0004423373619299541, 'beta_0': 0.8444969391549874, 'beta_1': 0.9872839527219827, 'epsilon': 2.7872983749612207e-05, 'balanced_loss': False, 'epochs': 136, 'early_stopping_patience': 19, 'plateau_patience': 16, 'plateau_divider': 6}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 08:11:59,268] Trial 26 finished with value: 0.8910550458715596 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.5261712687731243, 'batch_size': 56, 'attention_heads': 12, 'hidden_dimension': 232, 'number_of_hidden_layers': 0, 'dropout_rate': 0.43185030214589215, 'global_pooling': 'max', 'learning_rate': 0.004554305118308873, 'weight_decay': 9.778071304062035e-05, 'beta_0': 0.8706909090559113, 'beta_1': 0.9889284969438032, 'epsilon': 4.703794257933416e-07, 'balanced_loss': False, 'epochs': 50, 'early_stopping_patience': 22, 'plateau_patience': 23, 'plateau_divider': 10}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 08:15:59,131] Trial 27 finished with value: 0.9025229357798165 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.6371449771260494, 'batch_size': 102, 'attention_heads': 9, 'hidden_dimension': 90, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3855337606551592, 'global_pooling': 'max', 'learning_rate': 0.0011071644533367378, 'weight_decay': 1.478633877162797e-05, 'beta_0': 0.8554730415971383, 'beta_1': 0.9937123321069979, 'epsilon': 2.294702155890927e-06, 'balanced_loss': True, 'epochs': 125, 'early_stopping_patience': 25, 'plateau_patience': 18, 'plateau_divider': 8}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 08:20:29,867] Trial 28 finished with value: 0.8990825688073395 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'min', 'threshold': 0.715120391139952, 'batch_size': 81, 'attention_heads': 7, 'hidden_dimension': 187, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5063135133230207, 'global_pooling': 'mean', 'learning_rate': 0.00013259076315017907, 'weight_decay': 5.1447844456860216e-05, 'beta_0': 0.8289431035913363, 'beta_1': 0.9865086859751212, 'epsilon': 6.473583340678946e-06, 'balanced_loss': False, 'epochs': 105, 'early_stopping_patience': 18, 'plateau_patience': 13, 'plateau_divider': 5}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 08:24:48,957] Trial 29 finished with value: 0.8864678899082569 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.4608442132458612, 'batch_size': 174, 'attention_heads': 10, 'hidden_dimension': 201, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5417653645653636, 'global_pooling': 'sum', 'learning_rate': 8.685205494027199e-05, 'weight_decay': 1.3466849856708537e-05, 'beta_0': 0.8109331416116792, 'beta_1': 0.988534075165679, 'epsilon': 6.512342075596115e-07, 'balanced_loss': True, 'epochs': 87, 'early_stopping_patience': 15, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 08:32:50,917] Trial 30 finished with value: 0.8887614678899083 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.40725544662792273, 'batch_size': 117, 'attention_heads': 11, 'hidden_dimension': 187, 'number_of_hidden_layers': 4, 'dropout_rate': 0.4669839512914215, 'global_pooling': 'mean', 'learning_rate': 5.0934545837175084e-05, 'weight_decay': 4.742905231885189e-06, 'beta_0': 0.8431626878672729, 'beta_1': 0.9835199168433335, 'epsilon': 2.0729839380189345e-07, 'balanced_loss': False, 'epochs': 94, 'early_stopping_patience': 16, 'plateau_patience': 16, 'plateau_divider': 7}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 08:40:54,309] Trial 31 finished with value: 0.9013761467889908 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.4872435561945636, 'batch_size': 58, 'attention_heads': 12, 'hidden_dimension': 253, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4681613312700123, 'global_pooling': 'max', 'learning_rate': 2.1595019606876878e-05, 'weight_decay': 3.614831384510343e-05, 'beta_0': 0.8314133778381735, 'beta_1': 0.9823908413759703, 'epsilon': 1.2057685532729556e-05, 'balanced_loss': False, 'epochs': 97, 'early_stopping_patience': 23, 'plateau_patience': 16, 'plateau_divider': 8}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 08:48:47,144] Trial 32 finished with value: 0.9036697247706422 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.4503927697832376, 'batch_size': 218, 'attention_heads': 12, 'hidden_dimension': 256, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4491368926777188, 'global_pooling': 'max', 'learning_rate': 4.871089410987111e-05, 'weight_decay': 4.33260039286626e-05, 'beta_0': 0.8161732031148615, 'beta_1': 0.9836562369126335, 'epsilon': 3.618327791937026e-05, 'balanced_loss': False, 'epochs': 81, 'early_stopping_patience': 23, 'plateau_patience': 15, 'plateau_divider': 9}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 08:54:53,781] Trial 33 finished with value: 0.8956422018348624 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.558945196529679, 'batch_size': 52, 'attention_heads': 13, 'hidden_dimension': 222, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5993709873006535, 'global_pooling': 'max', 'learning_rate': 0.0002604833925461687, 'weight_decay': 1.2641085940632721e-05, 'beta_0': 0.8267675580197055, 'beta_1': 0.9820877465470431, 'epsilon': 7.862719062172061e-06, 'balanced_loss': False, 'epochs': 126, 'early_stopping_patience': 21, 'plateau_patience': 19, 'plateau_divider': 8}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 09:04:27,650] Trial 34 finished with value: 0.893348623853211 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.5175415652375421, 'batch_size': 33, 'attention_heads': 14, 'hidden_dimension': 241, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4127638232987579, 'global_pooling': 'max', 'learning_rate': 2.8792481026508568e-05, 'weight_decay': 2.1269261010106072e-05, 'beta_0': 0.886861348475546, 'beta_1': 0.9856086946436577, 'epsilon': 1.1149700292540624e-08, 'balanced_loss': False, 'epochs': 64, 'early_stopping_patience': 22, 'plateau_patience': 17, 'plateau_divider': 10}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 09:09:00,376] Trial 35 finished with value: 0.9002293577981652 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.4332665078294622, 'batch_size': 75, 'attention_heads': 16, 'hidden_dimension': 206, 'number_of_hidden_layers': 0, 'dropout_rate': 0.48865660283980444, 'global_pooling': 'max', 'learning_rate': 0.0017519670257474338, 'weight_decay': 2.079257652859424e-06, 'beta_0': 0.8996327057024166, 'beta_1': 0.9806183095741324, 'epsilon': 1.921232507552406e-06, 'balanced_loss': False, 'epochs': 148, 'early_stopping_patience': 20, 'plateau_patience': 14, 'plateau_divider': 9}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 09:15:56,450] Trial 36 finished with value: 0.8956422018348624 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5847034637578019, 'batch_size': 95, 'attention_heads': 11, 'hidden_dimension': 223, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5092558418019701, 'global_pooling': 'mean', 'learning_rate': 0.0006719143449182403, 'weight_decay': 0.00020990390005215555, 'beta_0': 0.8527623496322836, 'beta_1': 0.9845380208594362, 'epsilon': 1.966410408504552e-05, 'balanced_loss': False, 'epochs': 103, 'early_stopping_patience': 24, 'plateau_patience': 24, 'plateau_divider': 7}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 09:21:45,666] Trial 37 finished with value: 0.8830275229357798 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.6672345937294293, 'batch_size': 124, 'attention_heads': 9, 'hidden_dimension': 209, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3880341416171393, 'global_pooling': 'max', 'learning_rate': 1.1799169839412365e-05, 'weight_decay': 0.00042793117862132096, 'beta_0': 0.8421447618529844, 'beta_1': 0.9864991984942248, 'epsilon': 5.300308485429075e-06, 'balanced_loss': True, 'epochs': 113, 'early_stopping_patience': 10, 'plateau_patience': 16, 'plateau_divider': 8}. Best is trial 13 with value: 0.908256880733945.
