split,index,nodes,total_values_for_nodes,edges,total_values_for_edges,total_values_for_graph
train,92,17,17408,126,24192,41600
train,93,14,14336,85,16320,30656
train,94,9,9216,35,6720,15936
train,95,20,20480,174,33408,53888
train,96,29,29696,366,70272,99968
train,97,17,17408,126,24192,41600
train,98,16,16384,112,21504,37888
train,99,28,28672,342,65664,94336
train,100,21,21504,192,36864,58368
train,101,29,29696,366,70272,99968
train,102,26,26624,295,56640,83264
train,103,49,50176,1046,200832,251008
train,104,19,19456,157,30144,49600
train,105,38,38912,629,120768,159680
train,106,17,17408,126,24192,41600
train,107,19,19456,157,30144,49600
train,108,19,19456,157,30144,49600
train,109,17,17408,126,24192,41600
train,110,17,17408,126,24192,41600
train,111,31,31744,419,80448,112192
train,112,32,32768,446,85632,118400
train,113,26,26624,295,56640,83264
train,114,17,17408,126,24192,41600
train,115,16,16384,112,21504,37888
train,116,7,7168,21,4032,11200
train,117,20,20480,174,33408,53888
train,118,11,11264,53,10176,21440
train,119,60,61440,1568,301056,362496
train,120,10,10240,44,8448,18688
train,121,20,20480,174,33408,53888
train,122,8,8192,28,5376,13568
train,123,29,29696,366,70272,99968
train,124,35,35840,534,102528,138368
train,125,32,32768,446,85632,118400
train,126,21,21504,192,36864,58368
train,127,33,33792,474,91008,124800
train,128,21,21504,192,36864,58368
train,129,25,25600,272,52224,77824
train,130,24,24576,251,48192,72768
train,131,37,37888,596,114432,152320
train,132,28,28672,342,65664,94336
train,133,37,37888,596,114432,152320
train,134,54,55296,1270,243840,299136
train,135,40,40960,697,133824,174784
train,136,17,17408,126,24192,41600
train,137,43,44032,805,154560,198592
train,138,37,37888,596,114432,152320
train,139,14,14336,85,16320,30656
train,140,31,31744,419,80448,112192
train,141,6,6144,16,3072,9216
train,142,15,15360,98,18816,34176
train,143,14,14336,85,16320,30656
train,144,22,22528,211,40512,63040
train,145,25,25600,272,52224,77824
train,146,18,18432,141,27072,45504
train,147,24,24576,251,48192,72768
train,148,32,32768,446,85632,118400
train,149,11,11264,53,10176,21440
train,150,34,34816,504,96768,131584
train,151,13,13312,74,14208,27520
train,152,18,18432,141,27072,45504
train,153,25,25600,272,52224,77824
train,154,13,13312,74,14208,27520
train,155,10,10240,44,8448,18688
train,156,28,28672,342,65664,94336
train,157,25,25600,272,52224,77824
train,158,28,28672,342,65664,94336
train,159,7,7168,21,4032,11200
train,160,12,12288,63,12096,24384
train,161,26,26624,295,56640,83264
train,162,4,4096,7,1344,5440
train,163,8,8192,28,5376,13568
train,164,23,23552,230,44160,67712
train,165,12,12288,63,12096,24384
train,166,29,29696,366,70272,99968
train,167,7,7168,21,4032,11200
train,168,25,25600,272,52224,77824
train,169,20,20480,174,33408,53888
train,170,28,28672,342,65664,94336
train,171,33,33792,474,91008,124800
train,172,21,21504,192,36864,58368
train,173,11,11264,53,10176,21440
train,174,18,18432,141,27072,45504
train,175,33,33792,474,91008,124800
train,176,10,10240,44,8448,18688
train,177,26,26624,295,56640,83264
train,178,10,10240,44,8448,18688
train,179,31,31744,419,80448,112192
train,180,23,23552,230,44160,67712
train,181,42,43008,768,147456,190464
train,182,23,23552,230,44160,67712
train,183,16,16384,112,21504,37888
train,184,20,20480,174,33408,53888
train,185,23,23552,230,44160,67712
train,186,10,10240,44,8448,18688
train,187,21,21504,192,36864,58368
train,188,29,29696,366,70272,99968
train,189,37,37888,596,114432,152320
train,190,17,17408,126,24192,41600
train,191,11,11264,53,10176,21440
train,192,36,36864,565,108480,145344
train,193,15,15360,98,18816,34176
train,194,31,31744,419,80448,112192
train,195,27,27648,318,61056,88704
train,196,25,25600,272,52224,77824
train,197,11,11264,53,10176,21440
train,198,14,14336,85,16320,30656
train,199,15,15360,98,18816,34176
train,200,17,17408,126,24192,41600
train,201,30,30720,392,75264,105984
train,202,9,9216,35,6720,15936
train,203,18,18432,141,27072,45504
train,204,5,5120,11,2112,7232
train,205,20,20480,174,33408,53888
train,206,20,20480,174,33408,53888
train,207,39,39936,663,127296,167232
train,208,18,18432,141,27072,45504
train,209,20,20480,174,33408,53888
train,210,13,13312,74,14208,27520
train,211,36,36864,565,108480,145344
train,212,25,25600,272,52224,77824
train,213,31,31744,419,80448,112192
train,214,10,10240,44,8448,18688
train,215,24,24576,251,48192,72768
train,216,22,22528,211,40512,63040
train,217,29,29696,366,70272,99968
train,218,8,8192,28,5376,13568
train,219,26,26624,295,56640,83264
train,220,16,16384,112,21504,37888
train,221,26,26624,295,56640,83264
train,222,39,39936,663,127296,167232
train,223,27,27648,318,61056,88704
train,224,28,28672,342,65664,94336
train,225,6,6144,16,3072,9216
train,226,30,30720,392,75264,105984
train,227,30,30720,392,75264,105984
train,228,7,7168,21,4032,11200
train,229,51,52224,1133,217536,269760
train,230,23,23552,230,44160,67712
train,231,12,12288,63,12096,24384
train,232,18,18432,141,27072,45504
train,233,11,11264,53,10176,21440
train,234,8,8192,28,5376,13568
train,235,22,22528,211,40512,63040
train,236,16,16384,112,21504,37888
train,237,24,24576,251,48192,72768
train,238,19,19456,157,30144,49600
train,239,8,8192,28,5376,13568
train,240,36,36864,565,108480,145344
train,241,14,14336,85,16320,30656
train,242,13,13312,74,14208,27520
train,243,13,13312,74,14208,27520
train,244,6,6144,16,3072,9216
train,245,23,23552,230,44160,67712
train,246,34,34816,504,96768,131584
train,247,30,30720,392,75264,105984
train,248,10,10240,44,8448,18688
train,249,27,27648,318,61056,88704
train,250,34,34816,504,96768,131584
train,251,8,8192,28,5376,13568
train,252,26,26624,295,56640,83264
train,253,17,17408,126,24192,41600
train,254,27,27648,318,61056,88704
train,255,6,6144,16,3072,9216
train,256,21,21504,192,36864,58368
train,257,11,11264,53,10176,21440
train,258,33,33792,474,91008,124800
train,259,14,14336,85,16320,30656
train,260,22,22528,211,40512,63040
train,261,30,30720,392,75264,105984
train,262,41,41984,732,140544,182528
train,263,38,38912,629,120768,159680
train,264,7,7168,21,4032,11200
train,265,22,22528,211,40512,63040
train,266,16,16384,112,21504,37888
train,267,29,29696,366,70272,99968
train,268,23,23552,230,44160,67712
train,269,41,41984,732,140544,182528
train,270,36,36864,565,108480,145344
train,271,12,12288,63,12096,24384
train,272,23,23552,230,44160,67712
train,273,36,36864,565,108480,145344
train,274,27,27648,318,61056,88704
train,275,36,36864,565,108480,145344
train,276,33,33792,474,91008,124800
train,277,20,20480,174,33408,53888
train,278,30,30720,392,75264,105984
train,279,4,4096,7,1344,5440
train,280,8,8192,28,5376,13568
train,281,23,23552,230,44160,67712
train,282,16,16384,112,21504,37888
train,283,21,21504,192,36864,58368
train,284,18,18432,141,27072,45504
train,285,28,28672,342,65664,94336
train,286,9,9216,35,6720,15936
train,287,47,48128,962,184704,232832
train,288,17,17408,126,24192,41600
train,289,25,25600,272,52224,77824
train,290,13,13312,74,14208,27520
train,291,34,34816,504,96768,131584
train,292,26,26624,295,56640,83264
train,293,45,46080,882,169344,215424
train,294,17,17408,126,24192,41600
train,295,8,8192,28,5376,13568
train,296,43,44032,805,154560,198592
train,297,28,28672,342,65664,94336
train,298,19,19456,157,30144,49600
train,299,7,7168,21,4032,11200
train,300,27,27648,318,61056,88704
train,301,20,20480,174,33408,53888
train,302,21,21504,192,36864,58368
train,303,19,19456,157,30144,49600
train,304,9,9216,35,6720,15936
train,305,5,5120,11,2112,7232
train,306,7,7168,21,4032,11200
train,307,23,23552,230,44160,67712
train,308,19,19456,157,30144,49600
train,309,24,24576,251,48192,72768
train,310,13,13312,74,14208,27520
train,311,25,25600,272,52224,77824
train,312,41,41984,732,140544,182528
train,313,35,35840,534,102528,138368
train,314,11,11264,53,10176,21440
train,315,39,39936,663,127296,167232
train,316,21,21504,192,36864,58368
train,317,23,23552,230,44160,67712
train,318,6,6144,16,3072,9216
train,319,33,33792,474,91008,124800
train,320,26,26624,295,56640,83264
train,321,25,25600,272,52224,77824
train,322,17,17408,126,24192,41600
train,323,18,18432,141,27072,45504
train,324,31,31744,419,80448,112192
train,325,20,20480,174,33408,53888
train,326,24,24576,251,48192,72768
train,327,22,22528,211,40512,63040
train,328,38,38912,629,120768,159680
train,329,11,11264,53,10176,21440
train,330,37,37888,596,114432,152320
train,331,14,14336,85,16320,30656
train,332,26,26624,295,56640,83264
train,333,26,26624,295,56640,83264
train,334,36,36864,565,108480,145344
train,335,39,39936,663,127296,167232
train,336,20,20480,174,33408,53888
train,337,10,10240,44,8448,18688
train,338,34,34816,504,96768,131584
train,339,6,6144,16,3072,9216
train,340,17,17408,126,24192,41600
train,341,45,46080,882,169344,215424
train,342,8,8192,28,5376,13568
train,343,6,6144,16,3072,9216
train,344,5,5120,11,2112,7232
train,345,33,33792,474,91008,124800
train,346,29,29696,366,70272,99968
train,347,15,15360,98,18816,34176
train,348,9,9216,35,6720,15936
train,349,8,8192,28,5376,13568
train,350,32,32768,446,85632,118400
train,351,17,17408,126,24192,41600
train,352,42,43008,768,147456,190464
train,353,14,14336,85,16320,30656
train,354,25,25600,272,52224,77824
train,355,21,21504,192,36864,58368
train,356,23,23552,230,44160,67712
train,357,22,22528,211,40512,63040
train,358,37,37888,596,114432,152320
train,359,16,16384,112,21504,37888
train,360,12,12288,63,12096,24384
train,361,22,22528,211,40512,63040
train,362,19,19456,157,30144,49600
train,363,19,19456,157,30144,49600
train,364,16,16384,112,21504,37888
train,365,23,23552,230,44160,67712
train,366,32,32768,446,85632,118400
train,367,18,18432,141,27072,45504
train,368,37,37888,596,114432,152320
train,369,52,53248,1178,226176,279424
train,370,43,44032,805,154560,198592
train,371,11,11264,53,10176,21440
train,372,32,32768,446,85632,118400
train,373,9,9216,35,6720,15936
train,374,12,12288,63,12096,24384
train,375,18,18432,141,27072,45504
train,376,22,22528,211,40512,63040
train,377,14,14336,85,16320,30656
train,378,14,14336,85,16320,30656
train,379,35,35840,534,102528,138368
train,380,20,20480,174,33408,53888
train,381,6,6144,16,3072,9216
train,382,13,13312,74,14208,27520
train,383,10,10240,44,8448,18688
train,384,14,14336,85,16320,30656
train,385,8,8192,28,5376,13568
train,386,12,12288,63,12096,24384
train,387,9,9216,35,6720,15936
train,388,23,23552,230,44160,67712
train,389,31,31744,419,80448,112192
train,390,22,22528,211,40512,63040
train,391,5,5120,11,2112,7232
train,392,19,19456,157,30144,49600
train,393,25,25600,272,52224,77824
train,394,11,11264,53,10176,21440
train,395,22,22528,211,40512,63040
train,396,42,43008,768,147456,190464
train,397,15,15360,98,18816,34176
train,398,15,15360,98,18816,34176
train,399,36,36864,565,108480,145344
train,400,6,6144,16,3072,9216
train,401,41,41984,732,140544,182528
train,402,25,25600,272,52224,77824
train,403,40,40960,697,133824,174784
train,404,49,50176,1046,200832,251008
train,405,39,39936,663,127296,167232
train,406,26,26624,295,56640,83264
train,407,12,12288,63,12096,24384
train,408,28,28672,342,65664,94336
train,409,15,15360,98,18816,34176
train,410,20,20480,174,33408,53888
train,411,9,9216,35,6720,15936
train,412,23,23552,230,44160,67712
train,413,28,28672,342,65664,94336
train,414,41,41984,732,140544,182528
train,415,9,9216,35,6720,15936
train,416,28,28672,342,65664,94336
train,417,17,17408,126,24192,41600
train,418,34,34816,504,96768,131584
train,419,15,15360,98,18816,34176
train,420,19,19456,157,30144,49600
train,421,28,28672,342,65664,94336
train,422,10,10240,44,8448,18688
train,423,15,15360,98,18816,34176
train,424,29,29696,366,70272,99968
train,425,11,11264,53,10176,21440
train,426,26,26624,295,56640,83264
train,427,22,22528,211,40512,63040
train,428,26,26624,295,56640,83264
train,429,30,30720,392,75264,105984
train,430,18,18432,141,27072,45504
train,431,28,28672,342,65664,94336
train,432,25,25600,272,52224,77824
train,433,16,16384,112,21504,37888
train,434,36,36864,565,108480,145344
train,435,22,22528,211,40512,63040
train,436,34,34816,504,96768,131584
train,437,22,22528,211,40512,63040
train,438,14,14336,85,16320,30656
train,439,12,12288,63,12096,24384
train,440,12,12288,63,12096,24384
train,441,34,34816,504,96768,131584
train,442,40,40960,697,133824,174784
train,443,11,11264,53,10176,21440
train,444,14,14336,85,16320,30656
train,445,33,33792,474,91008,124800
train,446,15,15360,98,18816,34176
train,447,38,38912,629,120768,159680
train,448,22,22528,211,40512,63040
train,449,29,29696,366,70272,99968
train,450,33,33792,474,91008,124800
train,451,20,20480,174,33408,53888
train,452,10,10240,44,8448,18688
train,453,14,14336,85,16320,30656
train,454,10,10240,44,8448,18688
train,455,12,12288,63,12096,24384
train,456,44,45056,843,161856,206912
train,457,33,33792,474,91008,124800
train,458,6,6144,16,3072,9216
train,459,29,29696,366,70272,99968
train,460,11,11264,53,10176,21440
train,461,30,30720,392,75264,105984
train,462,41,41984,732,140544,182528
train,463,24,24576,251,48192,72768
train,464,17,17408,126,24192,41600
train,465,30,30720,392,75264,105984
train,466,26,26624,295,56640,83264
train,467,28,28672,342,65664,94336
train,468,27,27648,318,61056,88704
train,469,15,15360,98,18816,34176
train,470,24,24576,251,48192,72768
train,471,29,29696,366,70272,99968
train,472,31,31744,419,80448,112192
train,473,17,17408,126,24192,41600
train,474,33,33792,474,91008,124800
train,475,26,26624,295,56640,83264
train,476,33,33792,474,91008,124800
train,477,44,45056,843,161856,206912
train,478,18,18432,141,27072,45504
train,479,22,22528,211,40512,63040
train,480,30,30720,392,75264,105984
train,481,32,32768,446,85632,118400
train,482,5,5120,11,2112,7232
train,483,12,12288,63,12096,24384
train,484,44,45056,843,161856,206912
train,485,17,17408,126,24192,41600
train,486,27,27648,318,61056,88704
train,487,15,15360,98,18816,34176
train,488,28,28672,342,65664,94336
train,489,37,37888,596,114432,152320
train,490,13,13312,74,14208,27520
train,491,32,32768,446,85632,118400
train,492,9,9216,35,6720,15936
train,493,25,25600,272,52224,77824
train,494,8,8192,28,5376,13568
train,495,19,19456,157,30144,49600
train,496,12,12288,63,12096,24384
train,497,20,20480,174,33408,53888
train,498,36,36864,565,108480,145344
train,499,15,15360,98,18816,34176
train,500,26,26624,295,56640,83264
train,501,7,7168,21,4032,11200
train,502,29,29696,366,70272,99968
train,503,45,46080,882,169344,215424
train,504,36,36864,565,108480,145344
train,505,26,26624,295,56640,83264
train,506,19,19456,157,30144,49600
train,507,33,33792,474,91008,124800
train,508,30,30720,392,75264,105984
train,509,33,33792,474,91008,124800
train,510,32,32768,446,85632,118400
train,511,18,18432,141,27072,45504
train,512,10,10240,44,8448,18688
train,513,22,22528,211,40512,63040
train,514,16,16384,112,21504,37888
train,515,16,16384,112,21504,37888
train,516,34,34816,504,96768,131584
train,517,23,23552,230,44160,67712
train,518,15,15360,98,18816,34176
train,519,12,12288,63,12096,24384
train,520,43,44032,805,154560,198592
train,521,19,19456,157,30144,49600
train,522,9,9216,35,6720,15936
train,523,10,10240,44,8448,18688
train,524,16,16384,112,21504,37888
train,525,8,8192,28,5376,13568
train,526,27,27648,318,61056,88704
train,527,30,30720,392,75264,105984
train,528,15,15360,98,18816,34176
train,529,22,22528,211,40512,63040
train,530,16,16384,112,21504,37888
train,531,23,23552,230,44160,67712
train,532,16,16384,112,21504,37888
train,533,26,26624,295,56640,83264
train,534,29,29696,366,70272,99968
train,535,23,23552,230,44160,67712
train,536,48,49152,1004,192768,241920
train,537,23,23552,230,44160,67712
train,538,9,9216,35,6720,15936
train,539,26,26624,295,56640,83264
train,540,16,16384,112,21504,37888
train,541,24,24576,251,48192,72768
train,542,5,5120,11,2112,7232
train,543,16,16384,112,21504,37888
train,544,39,39936,663,127296,167232
train,545,44,45056,843,161856,206912
train,546,25,25600,272,52224,77824
train,547,37,37888,596,114432,152320
train,548,22,22528,211,40512,63040
train,549,13,13312,74,14208,27520
train,550,15,15360,98,18816,34176
train,551,36,36864,565,108480,145344
train,552,12,12288,63,12096,24384
train,553,25,25600,272,52224,77824
train,554,23,23552,230,44160,67712
train,555,6,6144,16,3072,9216
train,556,23,23552,230,44160,67712
train,557,14,14336,85,16320,30656
train,558,29,29696,366,70272,99968
train,559,29,29696,366,70272,99968
train,560,14,14336,85,16320,30656
train,561,20,20480,174,33408,53888
train,562,8,8192,28,5376,13568
train,563,19,19456,157,30144,49600
train,564,37,37888,596,114432,152320
train,565,37,37888,596,114432,152320
train,566,41,41984,732,140544,182528
train,567,26,26624,295,56640,83264
train,568,13,13312,74,14208,27520
train,569,9,9216,35,6720,15936
train,570,9,9216,35,6720,15936
train,571,19,19456,157,30144,49600
train,572,22,22528,211,40512,63040
train,573,36,36864,565,108480,145344
train,574,8,8192,28,5376,13568
train,575,38,38912,629,120768,159680
train,576,26,26624,295,56640,83264
train,577,28,28672,342,65664,94336
train,578,24,24576,251,48192,72768
train,579,16,16384,112,21504,37888
train,580,19,19456,157,30144,49600
train,581,25,25600,272,52224,77824
train,582,24,24576,251,48192,72768
train,583,15,15360,98,18816,34176
train,584,31,31744,419,80448,112192
train,585,28,28672,342,65664,94336
train,586,16,16384,112,21504,37888
train,587,20,20480,174,33408,53888
train,588,20,20480,174,33408,53888
train,589,49,50176,1046,200832,251008
train,590,27,27648,318,61056,88704
train,591,29,29696,366,70272,99968
train,592,27,27648,318,61056,88704
train,593,15,15360,98,18816,34176
train,594,30,30720,392,75264,105984
train,595,50,51200,1089,209088,260288
train,596,14,14336,85,16320,30656
train,597,8,8192,28,5376,13568
train,598,33,33792,474,91008,124800
train,599,22,22528,211,40512,63040
train,600,22,22528,211,40512,63040
train,601,26,26624,295,56640,83264
train,602,6,6144,16,3072,9216
train,603,21,21504,192,36864,58368
train,604,8,8192,28,5376,13568
train,605,18,18432,141,27072,45504
train,606,10,10240,44,8448,18688
train,607,18,18432,141,27072,45504
train,608,21,21504,192,36864,58368
train,609,20,20480,174,33408,53888
train,610,10,10240,44,8448,18688
train,611,30,30720,392,75264,105984
train,612,9,9216,35,6720,15936
train,613,34,34816,504,96768,131584
train,614,11,11264,53,10176,21440
train,615,38,38912,629,120768,159680
train,616,28,28672,342,65664,94336
train,617,9,9216,35,6720,15936
train,618,38,38912,629,120768,159680
train,619,12,12288,63,12096,24384
train,620,36,36864,565,108480,145344
train,621,3,3072,4,768,3840
train,622,36,36864,565,108480,145344
train,623,14,14336,85,16320,30656
train,624,21,21504,192,36864,58368
train,625,20,20480,174,33408,53888
train,626,28,28672,342,65664,94336
train,627,33,33792,474,91008,124800
train,628,37,37888,596,114432,152320
train,629,9,9216,35,6720,15936
train,630,5,5120,11,2112,7232
train,631,45,46080,882,169344,215424
train,632,22,22528,211,40512,63040
train,633,23,23552,230,44160,67712
train,634,26,26624,295,56640,83264
train,635,8,8192,28,5376,13568
train,636,19,19456,157,30144,49600
train,637,19,19456,157,30144,49600
train,638,26,26624,295,56640,83264
train,639,20,20480,174,33408,53888
train,640,25,25600,272,52224,77824
train,641,51,52224,1133,217536,269760
train,642,35,35840,534,102528,138368
train,643,50,51200,1089,209088,260288
train,644,32,32768,446,85632,118400
train,645,33,33792,474,91008,124800
train,646,16,16384,112,21504,37888
train,647,15,15360,98,18816,34176
train,648,22,22528,211,40512,63040
train,649,18,18432,141,27072,45504
train,650,14,14336,85,16320,30656
train,651,41,41984,732,140544,182528
train,652,15,15360,98,18816,34176
train,653,20,20480,174,33408,53888
train,654,11,11264,53,10176,21440
train,655,29,29696,366,70272,99968
train,656,13,13312,74,14208,27520
train,657,23,23552,230,44160,67712
train,658,27,27648,318,61056,88704
train,659,5,5120,11,2112,7232
train,660,26,26624,295,56640,83264
train,661,19,19456,157,30144,49600
train,662,23,23552,230,44160,67712
train,663,3,3072,4,768,3840
train,664,12,12288,63,12096,24384
train,665,12,12288,63,12096,24384
train,666,17,17408,126,24192,41600
train,667,21,21504,192,36864,58368
train,668,8,8192,28,5376,13568
train,669,13,13312,74,14208,27520
train,670,36,36864,565,108480,145344
train,671,15,15360,98,18816,34176
train,672,16,16384,112,21504,37888
train,673,8,8192,28,5376,13568
train,674,13,13312,74,14208,27520
train,675,18,18432,141,27072,45504
train,676,40,40960,697,133824,174784
train,677,25,25600,272,52224,77824
train,678,18,18432,141,27072,45504
train,679,6,6144,16,3072,9216
train,680,13,13312,74,14208,27520
train,681,11,11264,53,10176,21440
train,682,8,8192,28,5376,13568
train,683,17,17408,126,24192,41600
train,684,18,18432,141,27072,45504
train,685,9,9216,35,6720,15936
train,686,6,6144,16,3072,9216
train,687,15,15360,98,18816,34176
train,688,13,13312,74,14208,27520
train,689,23,23552,230,44160,67712
train,690,11,11264,53,10176,21440
train,691,5,5120,11,2112,7232
train,692,10,10240,44,8448,18688
train,693,27,27648,318,61056,88704
train,694,9,9216,35,6720,15936
train,695,59,60416,1516,291072,351488
train,696,31,31744,419,80448,112192
train,697,31,31744,419,80448,112192
train,698,13,13312,74,14208,27520
train,699,14,14336,85,16320,30656
train,700,46,47104,922,177024,224128
train,701,15,15360,98,18816,34176
train,702,12,12288,63,12096,24384
train,703,17,17408,126,24192,41600
train,704,25,25600,272,52224,77824
train,705,24,24576,251,48192,72768
train,706,10,10240,44,8448,18688
train,707,34,34816,504,96768,131584
train,708,23,23552,230,44160,67712
train,709,19,19456,157,30144,49600
train,710,33,33792,474,91008,124800
train,711,21,21504,192,36864,58368
train,712,15,15360,98,18816,34176
train,713,22,22528,211,40512,63040
train,714,44,45056,843,161856,206912
train,715,23,23552,230,44160,67712
train,716,29,29696,366,70272,99968
train,717,19,19456,157,30144,49600
train,718,36,36864,565,108480,145344
train,719,34,34816,504,96768,131584
train,720,16,16384,112,21504,37888
train,721,38,38912,629,120768,159680
train,722,11,11264,53,10176,21440
train,723,31,31744,419,80448,112192
train,724,20,20480,174,33408,53888
train,725,16,16384,112,21504,37888
train,726,24,24576,251,48192,72768
train,727,6,6144,16,3072,9216
train,728,32,32768,446,85632,118400
train,729,27,27648,318,61056,88704
train,730,23,23552,230,44160,67712
train,731,17,17408,126,24192,41600
train,732,41,41984,732,140544,182528
train,733,31,31744,419,80448,112192
train,734,27,27648,318,61056,88704
train,735,37,37888,596,114432,152320
train,736,31,31744,419,80448,112192
train,737,5,5120,11,2112,7232
train,738,18,18432,141,27072,45504
train,739,11,11264,53,10176,21440
train,740,27,27648,318,61056,88704
train,741,12,12288,63,12096,24384
train,742,15,15360,98,18816,34176
train,743,15,15360,98,18816,34176
train,744,4,4096,7,1344,5440
train,745,11,11264,53,10176,21440
train,746,24,24576,251,48192,72768
train,747,36,36864,565,108480,145344
train,748,17,17408,126,24192,41600
train,749,17,17408,126,24192,41600
train,750,25,25600,272,52224,77824
train,751,26,26624,295,56640,83264
train,752,11,11264,53,10176,21440
train,753,23,23552,230,44160,67712
train,754,19,19456,157,30144,49600
train,755,24,24576,251,48192,72768
train,756,30,30720,392,75264,105984
train,757,18,18432,141,27072,45504
train,758,10,10240,44,8448,18688
train,759,26,26624,295,56640,83264
train,760,6,6144,16,3072,9216
train,761,28,28672,342,65664,94336
train,762,21,21504,192,36864,58368
train,763,36,36864,565,108480,145344
train,764,22,22528,211,40512,63040
train,765,27,27648,318,61056,88704
train,766,18,18432,141,27072,45504
train,767,13,13312,74,14208,27520
train,768,42,43008,768,147456,190464
train,769,23,23552,230,44160,67712
train,770,27,27648,318,61056,88704
train,771,13,13312,74,14208,27520
train,772,24,24576,251,48192,72768
train,773,26,26624,295,56640,83264
train,774,34,34816,504,96768,131584
train,775,22,22528,211,40512,63040
train,776,44,45056,843,161856,206912
train,777,33,33792,474,91008,124800
train,778,40,40960,697,133824,174784
train,779,35,35840,534,102528,138368
train,780,37,37888,596,114432,152320
train,781,44,45056,843,161856,206912
train,782,29,29696,366,70272,99968
train,783,25,25600,272,52224,77824
train,784,12,12288,63,12096,24384
train,785,11,11264,53,10176,21440
train,786,14,14336,85,16320,30656
train,787,32,32768,446,85632,118400
train,788,52,53248,1178,226176,279424
train,789,9,9216,35,6720,15936
train,790,25,25600,272,52224,77824
train,791,11,11264,53,10176,21440
train,792,10,10240,44,8448,18688
train,793,26,26624,295,56640,83264
train,794,10,10240,44,8448,18688
train,795,40,40960,697,133824,174784
train,796,41,41984,732,140544,182528
train,797,7,7168,21,4032,11200
train,798,13,13312,74,14208,27520
train,799,19,19456,157,30144,49600
train,800,35,35840,534,102528,138368
train,801,13,13312,74,14208,27520
train,802,9,9216,35,6720,15936
train,803,25,25600,272,52224,77824
train,804,13,13312,74,14208,27520
train,805,25,25600,272,52224,77824
train,806,37,37888,596,114432,152320
train,807,33,33792,474,91008,124800
train,808,28,28672,342,65664,94336
train,809,5,5120,11,2112,7232
train,810,15,15360,98,18816,34176
train,811,6,6144,16,3072,9216
train,812,29,29696,366,70272,99968
train,813,39,39936,663,127296,167232
train,814,49,50176,1046,200832,251008
train,815,41,41984,732,140544,182528
train,816,19,19456,157,30144,49600
train,817,39,39936,663,127296,167232
