split,index,nodes,total_values_for_nodes,edges,total_values_for_edges,total_values_for_graph
train,111,977,1000448,16608,3188736,4189184
train,112,1151,1178624,19760,3793920,4972544
train,113,1383,1416192,24070,4621440,6037632
train,114,1000,1024000,17434,3347328,4371328
train,115,1254,1284096,21442,4116864,5400960
train,116,1099,1125376,19050,3657600,4782976
train,117,1194,1222656,20417,3920064,5142720
train,118,1186,1214464,20290,3895680,5110144
train,119,1314,1345536,22593,4337856,5683392
train,120,1128,1155072,19434,3731328,4886400
train,121,1275,1305600,21831,4191552,5497152
train,122,1159,1186816,19877,3816384,5003200
train,123,1158,1185792,19862,3813504,4999296
train,124,1199,1227776,20498,3935616,5163392
train,125,1232,1261568,21052,4041984,5303552
train,126,1047,1072128,18435,3539520,4611648
train,127,1175,1203200,20119,3862848,5066048
train,128,1231,1260544,21035,4038720,5299264
train,129,1063,1088512,18614,3573888,4662400
train,130,1414,1447936,24788,4759296,6207232
train,131,1332,1363968,22962,4408704,5772672
train,132,1011,1035264,17819,3421248,4456512
train,133,1080,1105920,18815,3612480,4718400
train,134,1176,1204224,20134,3865728,5069952
train,135,1337,1369088,23067,4428864,5797952
train,136,1221,1250304,20863,4005696,5256000
train,137,1424,1458176,25027,4805184,6263360
train,138,1579,1616896,29172,5601024,7217920
train,139,1132,1159168,19489,3741888,4901056
train,140,1212,1241088,20712,3976704,5217792
train,141,1154,1181696,19803,3802176,4983872
train,142,965,988160,16202,3110784,4098944
train,143,1264,1294336,21625,4152000,5446336
train,144,1304,1335296,22392,4299264,5634560
train,145,1162,1189888,19922,3825024,5014912
train,146,1274,1304576,21812,4187904,5492480
train,147,1183,1211392,20243,3886656,5098048
train,148,1220,1249280,20846,4002432,5251712
train,149,1004,1028096,17538,3367296,4395392
train,150,2072,2121728,39828,7646976,9768704
train,151,1326,1357824,22838,4384896,5742720
train,152,1235,1264640,21104,4051968,5316608
train,153,1633,1672192,30812,5915904,7588096
train,154,1024,1048576,18193,3493056,4541632
train,155,1067,1092608,18661,3582912,4675520
train,156,2140,2191360,41342,7937664,10129024
train,157,1216,1245184,20778,3989376,5234560
train,158,1108,1134592,19166,3679872,4814464
train,159,1433,1467392,25245,4847040,6314432
train,160,1134,1161216,19517,3747264,4908480
train,161,1164,1191936,19952,3830784,5022720
train,162,1054,1079296,18512,3554304,4633600
train,163,1321,1352704,22735,4365120,5717824
train,164,970,993280,16371,3143232,4136512
train,165,1032,1056768,18275,3508800,4565568
train,166,1426,1460224,25075,4814400,6274624
train,167,2002,2050048,38437,7379904,9429952
train,168,1016,1040384,18066,3468672,4509056
train,169,1363,1395712,23625,4536000,5931712
train,170,1413,1446912,24765,4754880,6201792
train,171,1240,1269760,21192,4068864,5338624
train,172,1041,1065984,18370,3527040,4593024
train,173,1279,1309696,21906,4205952,5515648
train,174,1204,1232896,20579,3951168,5184064
train,175,1217,1246208,20795,3992640,5238848
train,176,1139,1166336,19588,3760896,4927232
train,177,1172,1200128,20073,3854016,5054144
train,178,1302,1333248,22353,4291776,5625024
train,179,1075,1100800,18755,3600960,4701760
train,180,1063,1088512,18614,3573888,4662400
train,181,1166,1193984,19982,3836544,5030528
train,182,1153,1180672,19789,3799488,4980160
train,183,1086,1112064,18888,3626496,4738560
train,184,1016,1040384,17960,3448320,4488704
train,185,1352,1384448,23386,4490112,5874560
train,186,1046,1071104,18424,3537408,4608512
train,187,1401,1434624,24483,4700736,6135360
train,188,1422,1456128,24979,4795968,6252096
train,189,1219,1248256,20829,3999168,5247424
train,190,993,1016832,17156,3293952,4310784
train,191,1132,1159168,19489,3741888,4901056
train,192,1063,1088512,18614,3573888,4662400
train,193,1059,1084416,18569,3565248,4649664
train,194,1283,1313792,21983,4220736,5534528
train,195,1087,1113088,18900,3628800,4741888
train,196,1312,1343488,22552,4329984,5673472
train,197,1316,1347584,22633,4345536,5693120
train,198,1256,1286144,21479,4123968,5410112
train,199,1035,1059840,18306,3514752,4574592
train,200,1116,1142784,19272,3700224,4843008
train,201,1295,1326080,22215,4265280,5591360
train,202,1110,1136640,19192,3684864,4821504
train,203,1175,1203200,20119,3862848,5066048
train,204,1341,1373184,23151,4444992,5818176
train,205,1255,1285120,21460,4120320,5405440
train,206,1180,1208320,20196,3877632,5085952
train,207,1330,1361920,22921,4400832,5762752
train,208,1042,1067008,18381,3529152,4596160
train,209,1143,1170432,19644,3771648,4942080
train,210,1150,1177600,19745,3791040,4968640
train,211,1356,1388544,23472,4506624,5895168
train,212,1128,1155072,19434,3731328,4886400
train,213,1111,1137664,19206,3687552,4825216
train,214,1160,1187840,19892,3819264,5007104
train,215,1064,1089536,18626,3576192,4665728
train,216,1037,1061888,18328,3518976,4580864
train,217,1154,1181696,19803,3802176,4983872
train,218,1111,1137664,19206,3687552,4825216
train,219,1288,1318912,22079,4239168,5558080
train,220,1106,1132544,19140,3674880,4807424
train,221,1137,1164288,19559,3755328,4919616
train,222,1220,1249280,20846,4002432,5251712
train,223,1202,1230848,20547,3945024,5175872
train,224,1370,1402880,23779,4565568,5968448
train,225,1043,1068032,18392,3531264,4599296
train,226,1112,1138688,19219,3690048,4828736
train,227,1117,1143808,19285,3702720,4846528
train,228,1130,1157120,19462,3736704,4893824
train,229,1214,1243136,20745,3983040,5226176
train,230,1199,1227776,20498,3935616,5163392
train,231,1268,1298432,21699,4166208,5464640
train,232,1038,1062912,18338,3520896,4583808
train,233,1862,1906688,36167,6944064,8850752
train,234,1159,1186816,19877,3816384,5003200
train,235,1161,1188864,19907,3822144,5011008
train,236,1084,1110016,18863,3621696,4731712
train,237,1199,1227776,20498,3935616,5163392
train,238,1282,1312768,21964,4217088,5529856
train,239,1182,1210368,20227,3883584,5093952
train,240,1050,1075200,18468,3545856,4621056
train,241,1253,1283072,21424,4113408,5396480
train,242,1005,1029120,17643,3387456,4416576
train,243,1788,1830912,35243,6766656,8597568
train,244,1094,1120256,18987,3645504,4765760
train,245,1288,1318912,22079,4239168,5558080
train,246,1318,1349632,22674,4353408,5703040
train,247,1540,1576960,28050,5385600,6962560
train,248,1078,1103872,18790,3607680,4711552
train,249,1178,1206272,20165,3871680,5077952
train,250,1029,1053696,18244,3502848,4556544
train,251,1145,1172480,19673,3777216,4949696
train,252,1139,1166336,19588,3760896,4927232
train,253,1158,1185792,19862,3813504,4999296
train,254,1175,1203200,20119,3862848,5066048
train,255,1079,1104896,18803,3610176,4715072
train,256,1300,1331200,22313,4284096,5615296
train,257,1072,1097728,18719,3594048,4691776
train,258,1237,1266688,21139,4058688,5325376
train,259,984,1007616,16881,3241152,4248768
train,260,1117,1143808,19285,3702720,4846528
train,261,1333,1364992,22983,4412736,5777728
train,262,1025,1049600,18203,3494976,4544576
train,263,1304,1335296,22392,4299264,5634560
train,264,1321,1352704,22735,4365120,5717824
train,265,1151,1178624,19760,3793920,4972544
train,266,1171,1199104,20057,3850944,5050048
train,267,1219,1248256,20829,3999168,5247424
train,268,1041,1065984,18370,3527040,4593024
train,269,1320,1351680,22715,4361280,5712960
train,270,1214,1243136,20745,3983040,5226176
train,271,1139,1166336,19588,3760896,4927232
train,272,1193,1221632,20401,3916992,5138624
train,273,1085,1111040,18875,3624000,4735040
train,274,1158,1185792,19862,3813504,4999296
train,275,1031,1055744,18265,3506880,4562624
train,276,1065,1090560,18637,3578304,4668864
train,277,1094,1120256,18987,3645504,4765760
train,278,1090,1116160,18937,3635904,4752064
train,279,1374,1406976,23868,4582656,5989632
train,280,1140,1167360,19602,3763584,4930944
train,281,1151,1178624,19760,3793920,4972544
train,282,1062,1087488,18603,3571776,4659264
train,283,1107,1133568,19153,3677376,4810944
train,284,1283,1313792,21983,4220736,5534528
train,285,1085,1111040,18875,3624000,4735040
train,286,1112,1138688,19219,3690048,4828736
train,287,1032,1056768,18275,3508800,4565568
train,288,1042,1067008,18381,3529152,4596160
train,289,1058,1083392,18557,3562944,4646336
train,290,1148,1175552,19716,3785472,4961024
train,291,1156,1183744,19833,3807936,4991680
train,292,1019,1043456,18173,3489216,4532672
train,293,1057,1082368,18546,3560832,4643200
train,294,1357,1389568,23494,4510848,5900416
train,295,1292,1323008,22156,4253952,5576960
train,296,1115,1141760,19258,3697536,4839296
train,297,1102,1128448,19089,3665088,4793536
train,298,974,997376,16506,3169152,4166528
train,299,986,1009664,16949,3254208,4263872
train,300,1054,1079296,18512,3554304,4633600
train,301,1147,1174528,19702,3782784,4957312
train,302,1105,1131520,19127,3672384,4803904
train,303,1197,1225728,20465,3929280,5155008
train,304,1212,1241088,20712,3976704,5217792
train,305,1229,1258496,21000,4032000,5290496
train,306,1118,1144832,19299,3705408,4850240
train,307,1260,1290240,21552,4137984,5428224
train,308,1159,1186816,19877,3816384,5003200
train,309,1259,1289216,21533,4134336,5423552
train,310,1012,1036288,17819,3421248,4457536
train,311,1160,1187840,19892,3819264,5007104
train,312,985,1008640,16881,3241152,4249792
train,313,1085,1111040,18875,3624000,4735040
train,314,1274,1304576,21812,4187904,5492480
train,315,1118,1144832,19299,3705408,4850240
train,316,1113,1139712,19232,3692544,4832256
train,317,1291,1321984,22137,4250304,5572288
train,318,1114,1140736,19245,3695040,4835776
train,319,1132,1159168,19489,3741888,4901056
train,320,1198,1226752,20482,3932544,5159296
train,321,1004,1028096,17538,3367296,4395392
train,322,1257,1287168,21497,4127424,5414592
train,323,1049,1074176,18457,3543744,4617920
train,324,1263,1293312,21607,4148544,5441856
train,325,1158,1185792,19862,3813504,4999296
train,326,1283,1313792,21983,4220736,5534528
train,327,1172,1200128,20073,3854016,5054144
train,328,1213,1242112,20728,3979776,5221888
train,329,1059,1084416,18569,3565248,4649664
train,330,1276,1306624,21850,4195200,5501824
train,331,1659,1698816,31638,6074496,7773312
train,332,1413,1446912,24765,4754880,6201792
train,333,1349,1381376,23322,4477824,5859200
train,334,1264,1294336,21625,4152000,5446336
train,335,1293,1324032,22176,4257792,5581824
train,336,1047,1072128,18435,3539520,4611648
train,337,1086,1112064,18888,3626496,4738560
train,338,1216,1245184,20778,3989376,5234560
train,339,1218,1247232,20812,3995904,5243136
train,340,1335,1367040,23025,4420800,5787840
train,341,1125,1152000,19393,3723456,4875456
train,342,1040,1064960,18359,3524928,4589888
train,343,1118,1144832,19299,3705408,4850240
train,344,1225,1254400,20931,4018752,5273152
train,345,1376,1409024,23913,4591296,6000320
train,346,1032,1056768,18275,3508800,4565568
train,347,1082,1107968,18839,3617088,4725056
train,348,1316,1347584,22633,4345536,5693120
train,349,1105,1131520,19127,3672384,4803904
train,350,1224,1253376,20914,4015488,5268864
train,351,1042,1067008,18381,3529152,4596160
train,352,2174,2226176,42160,8094720,10320896
train,353,1147,1174528,19702,3782784,4957312
train,354,998,1021952,17329,3327168,4349120
train,355,1331,1362944,22941,4404672,5767616
train,356,1160,1187840,19892,3819264,5007104
train,357,1007,1031168,17678,3394176,4425344
train,358,1201,1229824,20530,3941760,5171584
train,359,1235,1264640,21104,4051968,5316608
train,360,1268,1298432,21699,4166208,5464640
train,361,1073,1098752,18731,3596352,4695104
train,362,1261,1291264,21570,4141440,5432704
train,363,1337,1369088,23067,4428864,5797952
train,364,1440,1474560,25416,4879872,6354432
train,365,1293,1324032,22176,4257792,5581824
train,366,1061,1086464,18591,3569472,4655936
train,367,1128,1155072,19434,3731328,4886400
train,368,1118,1144832,19299,3705408,4850240
train,369,1026,1050624,18213,3496896,4547520
train,370,1630,1669120,30718,5897856,7566976
train,371,1002,1026048,17503,3360576,4386624
train,372,1280,1310720,21925,4209600,5520320
train,373,1125,1152000,19393,3723456,4875456
train,374,1081,1106944,18827,3614784,4721728
train,375,1149,1176576,19731,3788352,4964928
train,376,971,994304,16404,3149568,4143872
train,377,1277,1307648,21868,4198656,5506304
train,378,1276,1306624,21850,4195200,5501824
train,379,1261,1291264,21570,4141440,5432704
train,380,1427,1461248,25099,4819008,6280256
train,381,1043,1068032,18392,3531264,4599296
train,382,1646,1685504,31222,5994624,7680128
train,383,1120,1146880,19325,3710400,4857280
train,384,1065,1090560,18637,3578304,4668864
train,385,1300,1331200,22313,4284096,5615296
train,386,1141,1168384,19616,3766272,4934656
train,387,1486,1521664,26585,5104320,6625984
train,388,1200,1228800,20514,3938688,5167488
train,389,1293,1324032,22176,4257792,5581824
train,390,1048,1073152,18446,3541632,4614784
train,391,1043,1068032,18392,3531264,4599296
train,392,1070,1095680,18696,3589632,4685312
train,393,1176,1204224,20134,3865728,5069952
train,394,1132,1159168,19489,3741888,4901056
train,395,1023,1047552,18183,3491136,4538688
train,396,1053,1078272,18501,3552192,4630464
train,397,1064,1089536,18626,3576192,4665728
train,398,1117,1143808,19285,3702720,4846528
train,399,1305,1336320,22412,4303104,5639424
train,400,1143,1170432,19644,3771648,4942080
train,401,1172,1200128,20073,3854016,5054144
train,402,1003,1027072,17503,3360576,4387648
train,403,1176,1204224,20134,3865728,5069952
train,404,932,954368,15113,2901696,3856064
train,405,956,978944,15901,3052992,4031936
train,406,1139,1166336,19588,3760896,4927232
train,407,1130,1157120,19462,3736704,4893824
train,408,1069,1094656,18684,3587328,4681984
train,409,1204,1232896,20579,3951168,5184064
train,410,1236,1265664,21122,4055424,5321088
train,411,1385,1418240,24116,4630272,6048512
train,412,1303,1334272,22372,4295424,5629696
train,413,1043,1068032,18392,3531264,4599296
train,414,1289,1319936,22098,4242816,5562752
train,415,1111,1137664,19206,3687552,4825216
train,416,1168,1196032,20012,3842304,5038336
train,417,1194,1222656,20417,3920064,5142720
train,418,1276,1306624,21850,4195200,5501824
train,419,1179,1207296,20180,3874560,5081856
train,420,2116,2166784,40790,7831680,9998464
train,421,1027,1051648,18223,3498816,4550464
train,422,983,1006592,16847,3234624,4241216
train,423,1392,1425408,24276,4660992,6086400
train,424,1119,1145856,19312,3707904,4853760
train,425,1236,1265664,21122,4055424,5321088
train,426,1113,1139712,19232,3692544,4832256
train,427,1312,1343488,22552,4329984,5673472
train,428,1153,1180672,19789,3799488,4980160
train,429,1037,1061888,18328,3518976,4580864
train,430,1115,1141760,19258,3697536,4839296
train,431,1277,1307648,21868,4198656,5506304
train,432,1045,1070080,18413,3535296,4605376
train,433,1097,1123328,19025,3652800,4776128
train,434,1319,1350656,22694,4357248,5707904
train,435,1130,1157120,19462,3736704,4893824
train,436,1173,1201152,20088,3856896,5058048
train,437,1175,1203200,20119,3862848,5066048
train,438,1586,1624064,29379,5640768,7264832
train,439,1081,1106944,18827,3614784,4721728
train,440,1218,1247232,20812,3995904,5243136
train,441,1082,1107968,18839,3617088,4725056
train,442,1176,1204224,20134,3865728,5069952
train,443,1224,1253376,20914,4015488,5268864
train,444,1127,1154048,19421,3728832,4882880
train,445,1033,1057792,18285,3510720,4568512
train,446,1420,1454080,24931,4786752,6240832
train,447,1041,1065984,18370,3527040,4593024
train,448,1125,1152000,19393,3723456,4875456
train,449,1164,1191936,19952,3830784,5022720
train,450,1170,1198080,20042,3848064,5046144
train,451,1426,1460224,25075,4814400,6274624
train,452,1216,1245184,20778,3989376,5234560
train,453,1283,1313792,21983,4220736,5534528
train,454,1107,1133568,19153,3677376,4810944
train,455,1229,1258496,21000,4032000,5290496
train,456,1100,1126400,19063,3660096,4786496
train,457,1159,1186816,19877,3816384,5003200
train,458,904,925696,14219,2730048,3655744
train,459,1209,1238016,20662,3967104,5205120
train,460,1260,1290240,21552,4137984,5428224
train,461,1313,1344512,22572,4333824,5678336
train,462,1353,1385472,23408,4494336,5879808
train,463,1065,1090560,18637,3578304,4668864
train,464,1196,1224704,20449,3926208,5150912
train,465,1151,1178624,19760,3793920,4972544
train,466,1306,1337344,22432,4306944,5644288
train,467,1087,1113088,18900,3628800,4741888
train,468,1095,1121280,19000,3648000,4769280
train,469,1183,1211392,20243,3886656,5098048
train,470,1094,1120256,18987,3645504,4765760
train,471,1083,1108992,18851,3619392,4728384
train,472,1229,1258496,21000,4032000,5290496
train,473,1001,1025024,17434,3347328,4372352
train,474,1172,1200128,20073,3854016,5054144
train,475,1014,1038336,17925,3441600,4479936
train,476,1157,1184768,19847,3810624,4995392
train,477,1195,1223680,20433,3923136,5146816
train,478,1130,1157120,19462,3736704,4893824
train,479,1280,1310720,21925,4209600,5520320
train,480,1243,1272832,21245,4079040,5351872
train,481,1254,1284096,21442,4116864,5400960
train,482,1416,1449984,24836,4768512,6218496
train,483,1340,1372160,23130,4440960,5813120
train,484,960,983040,16035,3078720,4061760
train,485,1325,1356800,22817,4380864,5737664
train,486,1069,1094656,18684,3587328,4681984
train,487,1101,1127424,19076,3662592,4790016
train,488,1193,1221632,20401,3916992,5138624
train,489,971,994304,16438,3156096,4150400
train,490,1220,1249280,20846,4002432,5251712
train,491,930,952320,15048,2889216,3841536
train,492,1460,1495040,25915,4975680,6470720
train,493,1184,1212416,20258,3889536,5101952
train,494,1206,1234944,20612,3957504,5192448
train,495,1215,1244160,20762,3986304,5230464
train,496,1250,1280000,21370,4103040,5383040
train,497,1070,1095680,18696,3589632,4685312
train,498,1044,1069056,18402,3533184,4602240
train,499,1243,1272832,21245,4079040,5351872
validation,0,1273,1303552,21793,4184256,5487808
validation,1,1041,1065984,18370,3527040,4593024
validation,2,993,1016832,17191,3300672,4317504
validation,3,1268,1298432,21699,4166208,5464640
validation,4,1062,1087488,18603,3571776,4659264
validation,5,1168,1196032,20012,3842304,5038336
validation,6,1263,1293312,21607,4148544,5441856
validation,7,1178,1206272,20165,3871680,5077952
validation,8,1088,1114112,18912,3631104,4745216
validation,9,1086,1112064,18888,3626496,4738560
validation,10,1165,1192960,19967,3833664,5026624
validation,11,1188,1216512,20322,3901824,5118336
validation,12,1054,1079296,18512,3554304,4633600
validation,13,994,1017856,17225,3307200,4325056
validation,14,1405,1438720,24576,4718592,6157312
validation,15,1298,1329152,22274,4276608,5605760
validation,16,1222,1251328,20880,4008960,5260288
validation,17,1002,1026048,17468,3353856,4379904
validation,18,973,996352,16472,3162624,4158976
validation,19,1146,1173504,19687,3779904,4953408
validation,20,1119,1145856,19312,3707904,4853760
validation,21,1064,1089536,18626,3576192,4665728
validation,22,1118,1144832,19299,3705408,4850240
validation,23,1208,1236992,20645,3963840,5200832
validation,24,1060,1085440,18580,3567360,4652800
validation,25,1229,1258496,21000,4032000,5290496
validation,26,1252,1282048,21406,4109952,5392000
validation,27,1305,1336320,22412,4303104,5639424
validation,28,1355,1387520,23451,4502592,5890112
validation,29,1375,1408000,23891,4587072,5995072
validation,30,1275,1305600,21831,4191552,5497152
validation,31,1183,1211392,20243,3886656,5098048
validation,32,1053,1078272,18501,3552192,4630464
validation,33,1122,1148928,19352,3715584,4864512
validation,34,992,1015808,17122,3287424,4303232
validation,35,1286,1316864,22040,4231680,5548544
validation,36,916,937984,14599,2803008,3740992
validation,37,1140,1167360,19602,3763584,4930944
validation,38,1001,1025024,17434,3347328,4372352
validation,39,1234,1263616,21087,4048704,5312320
validation,40,1221,1250304,20863,4005696,5256000
validation,41,1299,1330176,22293,4280256,5610432
validation,42,1059,1084416,18569,3565248,4649664
validation,43,1141,1168384,19616,3766272,4934656
validation,44,995,1018880,17225,3307200,4326080
validation,45,962,985088,16102,3091584,4076672
validation,46,1210,1239040,20678,3970176,5209216
validation,47,1181,1209344,20212,3880704,5090048
validation,48,999,1022976,17364,3333888,4356864
validation,49,988,1011712,16984,3260928,4272640
validation,50,1362,1394688,23603,4531776,5926464
validation,51,1168,1196032,20012,3842304,5038336
validation,52,1353,1385472,23408,4494336,5879808
validation,53,1062,1087488,18603,3571776,4659264
validation,54,1059,1084416,18569,3565248,4649664
validation,55,1189,1217536,20337,3904704,5122240
validation,56,1133,1160192,19503,3744576,4904768
validation,57,1093,1119232,18974,3643008,4762240
validation,58,1069,1094656,18684,3587328,4681984
validation,59,1244,1273856,21263,4082496,5356352
validation,60,1130,1157120,19462,3736704,4893824
validation,61,1026,1050624,18213,3496896,4547520
validation,62,1288,1318912,22079,4239168,5558080
validation,63,1199,1227776,20498,3935616,5163392
validation,64,1347,1379328,23279,4469568,5848896
validation,65,1241,1270784,21210,4072320,5343104
validation,66,1251,1281024,21388,4106496,5387520
validation,67,1139,1166336,19588,3760896,4927232
validation,68,1306,1337344,22432,4306944,5644288
validation,69,1151,1178624,19760,3793920,4972544
validation,70,1262,1292288,21588,4144896,5437184
validation,71,992,1015808,17122,3287424,4303232
validation,72,934,956416,15178,2914176,3870592
validation,73,1287,1317888,22059,4235328,5553216
validation,74,1021,1045504,18173,3489216,4534720
validation,75,1327,1358848,22858,4388736,5747584
validation,76,1268,1298432,21699,4166208,5464640
validation,77,1077,1102848,18779,3605568,4708416
validation,78,1138,1165312,19573,3758016,4923328
validation,79,1116,1142784,19272,3700224,4843008
validation,80,1077,1102848,18779,3605568,4708416
validation,81,1177,1205248,20149,3868608,5073856
validation,82,1270,1300480,21737,4173504,5473984
validation,83,1033,1057792,18285,3510720,4568512
validation,84,1001,1025024,17434,3347328,4372352
validation,85,1054,1079296,18512,3554304,4633600
validation,86,1268,1298432,21699,4166208,5464640
validation,87,1075,1100800,18755,3600960,4701760
validation,88,1026,1050624,18213,3496896,4547520
validation,89,1185,1213440,20274,3892608,5106048
validation,90,1321,1352704,22735,4365120,5717824
validation,91,1227,1256448,20965,4025280,5281728
validation,92,1170,1198080,20042,3848064,5046144
validation,93,1095,1121280,19000,3648000,4769280
validation,94,1302,1333248,22353,4291776,5625024
validation,95,1047,1072128,18435,3539520,4611648
validation,96,1298,1329152,22274,4276608,5605760
validation,97,1040,1064960,18359,3524928,4589888
validation,98,1143,1170432,19644,3771648,4942080
validation,99,1034,1058816,18296,3512832,4571648
validation,100,1230,1259520,21017,4035264,5294784
validation,101,1212,1241088,20712,3976704,5217792
validation,102,1072,1097728,18719,3594048,4691776
validation,103,1010,1034240,17749,3407808,4442048
validation,104,1225,1254400,20931,4018752,5273152
validation,105,1116,1142784,19272,3700224,4843008
validation,106,1016,1040384,17960,3448320,4488704
validation,107,1277,1307648,21868,4198656,5506304
validation,108,1171,1199104,20057,3850944,5050048
validation,109,1026,1050624,18213,3496896,4547520
validation,110,967,990208,16269,3123648,4113856
validation,111,957,979968,15968,3065856,4045824
validation,112,1292,1323008,22156,4253952,5576960
validation,113,975,998400,16540,3175680,4174080
validation,114,1238,1267712,21157,4062144,5329856
validation,115,1227,1256448,20965,4025280,5281728
validation,116,1111,1137664,19206,3687552,4825216
validation,117,1230,1259520,21017,4035264,5294784
validation,118,956,978944,15901,3052992,4031936
validation,119,1144,1171456,19659,3774528,4945984
validation,120,1043,1068032,18392,3531264,4599296
validation,121,1308,1339392,22472,4314624,5654016
validation,122,1212,1241088,20712,3976704,5217792
validation,123,1159,1186816,19877,3816384,5003200
validation,124,1259,1289216,21533,4134336,5423552
validation,125,1075,1100800,18755,3600960,4701760
validation,126,1215,1244160,20762,3986304,5230464
validation,127,1342,1374208,23172,4449024,5823232
validation,128,1040,1064960,18359,3524928,4589888
