split,index,nodes,total_values_for_nodes,edges,total_values_for_edges,total_values_for_graph
train,91,37,28416,1369,197136,225552
train,92,19,14592,361,51984,66576
train,93,19,14592,361,51984,66576
train,94,11,8448,121,17424,25872
train,95,23,17664,529,76176,93840
train,96,34,26112,1156,166464,192576
train,97,18,13824,324,46656,60480
train,98,18,13824,324,46656,60480
train,99,31,23808,961,138384,162192
train,100,23,17664,529,76176,93840
train,101,31,23808,961,138384,162192
train,102,31,23808,961,138384,162192
train,103,53,40704,2809,404496,445200
train,104,22,16896,484,69696,86592
train,105,40,30720,1600,230400,261120
train,106,20,15360,400,57600,72960
train,107,21,16128,441,63504,79632
train,108,24,18432,576,82944,101376
train,109,21,16128,441,63504,79632
train,110,19,14592,361,51984,66576
train,111,34,26112,1156,166464,192576
train,112,35,26880,1225,176400,203280
train,113,28,21504,784,112896,134400
train,114,18,13824,324,46656,60480
train,115,18,13824,324,46656,60480
train,116,7,5376,49,7056,12432
train,117,23,17664,529,76176,93840
train,118,13,9984,169,24336,34320
train,119,65,49920,4225,608400,658320
train,120,13,9984,169,24336,34320
train,121,25,19200,625,90000,109200
train,122,10,7680,100,14400,22080
train,123,30,23040,900,129600,152640
train,124,38,29184,1444,207936,237120
train,125,34,26112,1156,166464,192576
train,126,22,16896,484,69696,86592
train,127,36,27648,1296,186624,214272
train,128,26,19968,676,97344,117312
train,129,30,23040,900,129600,152640
train,130,26,19968,676,97344,117312
train,131,41,31488,1681,242064,273552
train,132,32,24576,1024,147456,172032
train,133,41,31488,1681,242064,273552
train,134,53,40704,2809,404496,445200
train,135,41,31488,1681,242064,273552
train,136,18,13824,324,46656,60480
train,137,47,36096,2209,318096,354192
train,138,40,30720,1600,230400,261120
train,139,16,12288,256,36864,49152
train,140,33,25344,1089,156816,182160
train,141,9,6912,81,11664,18576
train,142,17,13056,289,41616,54672
train,143,18,13824,324,46656,60480
train,144,20,15360,400,57600,72960
train,145,28,21504,784,112896,134400
train,146,21,16128,441,63504,79632
train,147,26,19968,676,97344,117312
train,148,34,26112,1156,166464,192576
train,149,14,10752,196,28224,38976
train,150,37,28416,1369,197136,225552
train,151,15,11520,225,32400,43920
train,152,20,15360,400,57600,72960
train,153,28,21504,784,112896,134400
train,154,15,11520,225,32400,43920
train,155,13,9984,169,24336,34320
train,156,30,23040,900,129600,152640
train,157,29,22272,841,121104,143376
train,158,35,26880,1225,176400,203280
train,159,9,6912,81,11664,18576
train,160,14,10752,196,28224,38976
train,161,28,21504,784,112896,134400
train,162,6,4608,36,5184,9792
train,163,9,6912,81,11664,18576
train,164,25,19200,625,90000,109200
train,165,14,10752,196,28224,38976
train,166,31,23808,961,138384,162192
train,167,9,6912,81,11664,18576
train,168,29,22272,841,121104,143376
train,169,21,16128,441,63504,79632
train,170,29,22272,841,121104,143376
train,171,38,29184,1444,207936,237120
train,172,22,16896,484,69696,86592
train,173,13,9984,169,24336,34320
train,174,20,15360,400,57600,72960
train,175,35,26880,1225,176400,203280
train,176,12,9216,144,20736,29952
train,177,33,25344,1089,156816,182160
train,178,12,9216,144,20736,29952
train,179,34,26112,1156,166464,192576
train,180,25,19200,625,90000,109200
train,181,44,33792,1936,278784,312576
train,182,26,19968,676,97344,117312
train,183,18,13824,324,46656,60480
train,184,24,18432,576,82944,101376
train,185,23,17664,529,76176,93840
train,186,12,9216,144,20736,29952
train,187,23,17664,529,76176,93840
train,188,31,23808,961,138384,162192
train,189,45,34560,2025,291600,326160
train,190,20,15360,400,57600,72960
train,191,12,9216,144,20736,29952
train,192,38,29184,1444,207936,237120
train,193,19,14592,361,51984,66576
train,194,34,26112,1156,166464,192576
train,195,31,23808,961,138384,162192
train,196,26,19968,676,97344,117312
train,197,13,9984,169,24336,34320
train,198,18,13824,324,46656,60480
train,199,17,13056,289,41616,54672
train,200,20,15360,400,57600,72960
train,201,34,26112,1156,166464,192576
train,202,12,9216,144,20736,29952
train,203,22,16896,484,69696,86592
train,204,8,6144,64,9216,15360
train,205,23,17664,529,76176,93840
train,206,22,16896,484,69696,86592
train,207,41,31488,1681,242064,273552
train,208,19,14592,361,51984,66576
train,209,22,16896,484,69696,86592
train,210,15,11520,225,32400,43920
train,211,40,30720,1600,230400,261120
train,212,27,20736,729,104976,125712
train,213,33,25344,1089,156816,182160
train,214,16,12288,256,36864,49152
train,215,28,21504,784,112896,134400
train,216,23,17664,529,76176,93840
train,217,31,23808,961,138384,162192
train,218,9,6912,81,11664,18576
train,219,28,21504,784,112896,134400
train,220,19,14592,361,51984,66576
train,221,33,25344,1089,156816,182160
train,222,40,30720,1600,230400,261120
train,223,30,23040,900,129600,152640
train,224,30,23040,900,129600,152640
train,225,8,6144,64,9216,15360
train,226,32,24576,1024,147456,172032
train,227,33,25344,1089,156816,182160
train,228,11,8448,121,17424,25872
train,229,55,42240,3025,435600,477840
train,230,26,19968,676,97344,117312
train,231,14,10752,196,28224,38976
train,232,19,14592,361,51984,66576
train,233,13,9984,169,24336,34320
train,234,10,7680,100,14400,22080
train,235,28,21504,784,112896,134400
train,236,17,13056,289,41616,54672
train,237,26,19968,676,97344,117312
train,238,20,15360,400,57600,72960
train,239,8,6144,64,9216,15360
train,240,38,29184,1444,207936,237120
train,241,16,12288,256,36864,49152
train,242,14,10752,196,28224,38976
train,243,15,11520,225,32400,43920
train,244,8,6144,64,9216,15360
train,245,27,20736,729,104976,125712
train,246,34,26112,1156,166464,192576
train,247,33,25344,1089,156816,182160
train,248,12,9216,144,20736,29952
train,249,29,22272,841,121104,143376
train,250,35,26880,1225,176400,203280
train,251,9,6912,81,11664,18576
train,252,27,20736,729,104976,125712
train,253,18,13824,324,46656,60480
train,254,30,23040,900,129600,152640
train,255,7,5376,49,7056,12432
train,256,24,18432,576,82944,101376
train,257,13,9984,169,24336,34320
train,258,36,27648,1296,186624,214272
train,259,16,12288,256,36864,49152
train,260,24,18432,576,82944,101376
train,261,32,24576,1024,147456,172032
train,262,43,33024,1849,266256,299280
train,263,40,30720,1600,230400,261120
train,264,9,6912,81,11664,18576
train,265,25,19200,625,90000,109200
train,266,18,13824,324,46656,60480
train,267,32,24576,1024,147456,172032
train,268,23,17664,529,76176,93840
train,269,43,33024,1849,266256,299280
train,270,35,26880,1225,176400,203280
train,271,15,11520,225,32400,43920
train,272,25,19200,625,90000,109200
train,273,37,28416,1369,197136,225552
train,274,29,22272,841,121104,143376
train,275,36,27648,1296,186624,214272
train,276,36,27648,1296,186624,214272
train,277,22,16896,484,69696,86592
train,278,32,24576,1024,147456,172032
train,279,6,4608,36,5184,9792
train,280,12,9216,144,20736,29952
train,281,25,19200,625,90000,109200
train,282,20,15360,400,57600,72960
train,283,22,16896,484,69696,86592
train,284,20,15360,400,57600,72960
train,285,32,24576,1024,147456,172032
train,286,11,8448,121,17424,25872
train,287,50,38400,2500,360000,398400
train,288,19,14592,361,51984,66576
train,289,26,19968,676,97344,117312
train,290,14,10752,196,28224,38976
train,291,41,31488,1681,242064,273552
train,292,28,21504,784,112896,134400
train,293,51,39168,2601,374544,413712
train,294,19,14592,361,51984,66576
train,295,10,7680,100,14400,22080
train,296,44,33792,1936,278784,312576
train,297,31,23808,961,138384,162192
train,298,21,16128,441,63504,79632
train,299,9,6912,81,11664,18576
train,300,30,23040,900,129600,152640
train,301,22,16896,484,69696,86592
train,302,23,17664,529,76176,93840
train,303,21,16128,441,63504,79632
train,304,11,8448,121,17424,25872
train,305,7,5376,49,7056,12432
train,306,9,6912,81,11664,18576
train,307,26,19968,676,97344,117312
train,308,20,15360,400,57600,72960
train,309,24,18432,576,82944,101376
train,310,15,11520,225,32400,43920
train,311,29,22272,841,121104,143376
train,312,41,31488,1681,242064,273552
train,313,44,33792,1936,278784,312576
train,314,12,9216,144,20736,29952
train,315,44,33792,1936,278784,312576
train,316,24,18432,576,82944,101376
train,317,25,19200,625,90000,109200
train,318,9,6912,81,11664,18576
train,319,37,28416,1369,197136,225552
train,320,30,23040,900,129600,152640
train,321,29,22272,841,121104,143376
train,322,18,13824,324,46656,60480
train,323,20,15360,400,57600,72960
train,324,32,24576,1024,147456,172032
train,325,22,16896,484,69696,86592
train,326,26,19968,676,97344,117312
train,327,26,19968,676,97344,117312
train,328,43,33024,1849,266256,299280
train,329,13,9984,169,24336,34320
train,330,37,28416,1369,197136,225552
train,331,18,13824,324,46656,60480
train,332,28,21504,784,112896,134400
train,333,29,22272,841,121104,143376
train,334,41,31488,1681,242064,273552
train,335,46,35328,2116,304704,340032
train,336,24,18432,576,82944,101376
train,337,12,9216,144,20736,29952
train,338,35,26880,1225,176400,203280
train,339,8,6144,64,9216,15360
train,340,20,15360,400,57600,72960
train,341,51,39168,2601,374544,413712
train,342,10,7680,100,14400,22080
train,343,7,5376,49,7056,12432
train,344,7,5376,49,7056,12432
train,345,36,27648,1296,186624,214272
train,346,30,23040,900,129600,152640
train,347,20,15360,400,57600,72960
train,348,11,8448,121,17424,25872
train,349,11,8448,121,17424,25872
train,350,33,25344,1089,156816,182160
train,351,20,15360,400,57600,72960
train,352,44,33792,1936,278784,312576
train,353,14,10752,196,28224,38976
train,354,30,23040,900,129600,152640
train,355,24,18432,576,82944,101376
train,356,26,19968,676,97344,117312
train,357,28,21504,784,112896,134400
train,358,41,31488,1681,242064,273552
train,359,18,13824,324,46656,60480
train,360,14,10752,196,28224,38976
train,361,26,19968,676,97344,117312
train,362,20,15360,400,57600,72960
train,363,23,17664,529,76176,93840
train,364,18,13824,324,46656,60480
train,365,24,18432,576,82944,101376
train,366,33,25344,1089,156816,182160
train,367,21,16128,441,63504,79632
train,368,38,29184,1444,207936,237120
train,369,56,43008,3136,451584,494592
train,370,46,35328,2116,304704,340032
train,371,13,9984,169,24336,34320
train,372,34,26112,1156,166464,192576
train,373,12,9216,144,20736,29952
train,374,16,12288,256,36864,49152
train,375,21,16128,441,63504,79632
train,376,26,19968,676,97344,117312
train,377,16,12288,256,36864,49152
train,378,15,11520,225,32400,43920
train,379,39,29952,1521,219024,248976
train,380,22,16896,484,69696,86592
train,381,10,7680,100,14400,22080
train,382,13,9984,169,24336,34320
train,383,12,9216,144,20736,29952
train,384,16,12288,256,36864,49152
train,385,10,7680,100,14400,22080
train,386,15,11520,225,32400,43920
train,387,10,7680,100,14400,22080
train,388,26,19968,676,97344,117312
train,389,33,25344,1089,156816,182160
train,390,25,19200,625,90000,109200
train,391,7,5376,49,7056,12432
train,392,21,16128,441,63504,79632
train,393,26,19968,676,97344,117312
train,394,13,9984,169,24336,34320
train,395,24,18432,576,82944,101376
train,396,48,36864,2304,331776,368640
train,397,15,11520,225,32400,43920
train,398,16,12288,256,36864,49152
train,399,37,28416,1369,197136,225552
train,400,11,8448,121,17424,25872
train,401,47,36096,2209,318096,354192
train,402,26,19968,676,97344,117312
train,403,41,31488,1681,242064,273552
train,404,52,39936,2704,389376,429312
train,405,46,35328,2116,304704,340032
train,406,29,22272,841,121104,143376
train,407,14,10752,196,28224,38976
train,408,31,23808,961,138384,162192
train,409,17,13056,289,41616,54672
train,410,26,19968,676,97344,117312
train,411,11,8448,121,17424,25872
train,412,24,18432,576,82944,101376
train,413,29,22272,841,121104,143376
train,414,43,33024,1849,266256,299280
train,415,11,8448,121,17424,25872
train,416,31,23808,961,138384,162192
train,417,19,14592,361,51984,66576
train,418,37,28416,1369,197136,225552
train,419,18,13824,324,46656,60480
train,420,20,15360,400,57600,72960
train,421,31,23808,961,138384,162192
train,422,12,9216,144,20736,29952
train,423,17,13056,289,41616,54672
train,424,31,23808,961,138384,162192
train,425,13,9984,169,24336,34320
train,426,26,19968,676,97344,117312
train,427,25,19200,625,90000,109200
train,428,28,21504,784,112896,134400
train,429,32,24576,1024,147456,172032
train,430,19,14592,361,51984,66576
train,431,31,23808,961,138384,162192
train,432,31,23808,961,138384,162192
train,433,20,15360,400,57600,72960
train,434,38,29184,1444,207936,237120
train,435,24,18432,576,82944,101376
train,436,37,28416,1369,197136,225552
train,437,22,16896,484,69696,86592
train,438,16,12288,256,36864,49152
train,439,16,12288,256,36864,49152
train,440,14,10752,196,28224,38976
train,441,38,29184,1444,207936,237120
train,442,43,33024,1849,266256,299280
train,443,17,13056,289,41616,54672
train,444,18,13824,324,46656,60480
train,445,37,28416,1369,197136,225552
train,446,18,13824,324,46656,60480
train,447,40,30720,1600,230400,261120
train,448,25,19200,625,90000,109200
train,449,33,25344,1089,156816,182160
train,450,36,27648,1296,186624,214272
train,451,23,17664,529,76176,93840
train,452,10,7680,100,14400,22080
train,453,16,12288,256,36864,49152
train,454,10,7680,100,14400,22080
train,455,14,10752,196,28224,38976
train,456,47,36096,2209,318096,354192
train,457,39,29952,1521,219024,248976
train,458,7,5376,49,7056,12432
train,459,31,23808,961,138384,162192
train,460,13,9984,169,24336,34320
train,461,34,26112,1156,166464,192576
train,462,49,37632,2401,345744,383376
train,463,25,19200,625,90000,109200
train,464,22,16896,484,69696,86592
train,465,36,27648,1296,186624,214272
train,466,27,20736,729,104976,125712
train,467,32,24576,1024,147456,172032
train,468,34,26112,1156,166464,192576
train,469,18,13824,324,46656,60480
train,470,25,19200,625,90000,109200
train,471,31,23808,961,138384,162192
train,472,31,23808,961,138384,162192
train,473,19,14592,361,51984,66576
train,474,35,26880,1225,176400,203280
train,475,28,21504,784,112896,134400
train,476,36,27648,1296,186624,214272
train,477,53,40704,2809,404496,445200
train,478,18,13824,324,46656,60480
train,479,25,19200,625,90000,109200
train,480,32,24576,1024,147456,172032
train,481,34,26112,1156,166464,192576
train,482,7,5376,49,7056,12432
train,483,14,10752,196,28224,38976
train,484,47,36096,2209,318096,354192
train,485,19,14592,361,51984,66576
train,486,27,20736,729,104976,125712
train,487,17,13056,289,41616,54672
train,488,31,23808,961,138384,162192
train,489,40,30720,1600,230400,261120
train,490,16,12288,256,36864,49152
train,491,33,25344,1089,156816,182160
train,492,11,8448,121,17424,25872
train,493,27,20736,729,104976,125712
train,494,9,6912,81,11664,18576
train,495,20,15360,400,57600,72960
train,496,18,13824,324,46656,60480
train,497,22,16896,484,69696,86592
train,498,37,28416,1369,197136,225552
train,499,19,14592,361,51984,66576
train,500,28,21504,784,112896,134400
train,501,10,7680,100,14400,22080
train,502,32,24576,1024,147456,172032
train,503,48,36864,2304,331776,368640
train,504,40,30720,1600,230400,261120
train,505,26,19968,676,97344,117312
train,506,25,19200,625,90000,109200
train,507,35,26880,1225,176400,203280
train,508,31,23808,961,138384,162192
train,509,33,25344,1089,156816,182160
train,510,35,26880,1225,176400,203280
train,511,20,15360,400,57600,72960
train,512,13,9984,169,24336,34320
train,513,24,18432,576,82944,101376
train,514,19,14592,361,51984,66576
train,515,17,13056,289,41616,54672
train,516,34,26112,1156,166464,192576
train,517,24,18432,576,82944,101376
train,518,18,13824,324,46656,60480
train,519,16,12288,256,36864,49152
train,520,45,34560,2025,291600,326160
train,521,22,16896,484,69696,86592
train,522,9,6912,81,11664,18576
train,523,12,9216,144,20736,29952
train,524,18,13824,324,46656,60480
train,525,11,8448,121,17424,25872
train,526,32,24576,1024,147456,172032
train,527,32,24576,1024,147456,172032
train,528,17,13056,289,41616,54672
train,529,24,18432,576,82944,101376
train,530,21,16128,441,63504,79632
train,531,25,19200,625,90000,109200
train,532,19,14592,361,51984,66576
train,533,29,22272,841,121104,143376
train,534,29,22272,841,121104,143376
train,535,23,17664,529,76176,93840
train,536,53,40704,2809,404496,445200
train,537,25,19200,625,90000,109200
train,538,11,8448,121,17424,25872
train,539,28,21504,784,112896,134400
train,540,19,14592,361,51984,66576
train,541,28,21504,784,112896,134400
train,542,7,5376,49,7056,12432
train,543,18,13824,324,46656,60480
train,544,39,29952,1521,219024,248976
train,545,47,36096,2209,318096,354192
train,546,30,23040,900,129600,152640
train,547,39,29952,1521,219024,248976
train,548,25,19200,625,90000,109200
train,549,15,11520,225,32400,43920
train,550,17,13056,289,41616,54672
train,551,39,29952,1521,219024,248976
train,552,17,13056,289,41616,54672
train,553,27,20736,729,104976,125712
train,554,25,19200,625,90000,109200
train,555,8,6144,64,9216,15360
train,556,27,20736,729,104976,125712
train,557,16,12288,256,36864,49152
train,558,32,24576,1024,147456,172032
train,559,35,26880,1225,176400,203280
train,560,16,12288,256,36864,49152
train,561,20,15360,400,57600,72960
train,562,10,7680,100,14400,22080
train,563,21,16128,441,63504,79632
train,564,36,27648,1296,186624,214272
train,565,40,30720,1600,230400,261120
train,566,47,36096,2209,318096,354192
train,567,28,21504,784,112896,134400
train,568,14,10752,196,28224,38976
train,569,13,9984,169,24336,34320
train,570,11,8448,121,17424,25872
train,571,22,16896,484,69696,86592
train,572,24,18432,576,82944,101376
train,573,40,30720,1600,230400,261120
train,574,12,9216,144,20736,29952
train,575,39,29952,1521,219024,248976
train,576,29,22272,841,121104,143376
train,577,36,27648,1296,186624,214272
train,578,23,17664,529,76176,93840
train,579,18,13824,324,46656,60480
train,580,18,13824,324,46656,60480
train,581,28,21504,784,112896,134400
train,582,27,20736,729,104976,125712
train,583,17,13056,289,41616,54672
train,584,30,23040,900,129600,152640
train,585,29,22272,841,121104,143376
train,586,19,14592,361,51984,66576
train,587,23,17664,529,76176,93840
train,588,24,18432,576,82944,101376
train,589,52,39936,2704,389376,429312
train,590,28,21504,784,112896,134400
train,591,29,22272,841,121104,143376
train,592,28,21504,784,112896,134400
train,593,19,14592,361,51984,66576
train,594,34,26112,1156,166464,192576
train,595,53,40704,2809,404496,445200
train,596,16,12288,256,36864,49152
train,597,9,6912,81,11664,18576
train,598,35,26880,1225,176400,203280
train,599,26,19968,676,97344,117312
train,600,25,19200,625,90000,109200
train,601,28,21504,784,112896,134400
train,602,9,6912,81,11664,18576
train,603,22,16896,484,69696,86592
train,604,9,6912,81,11664,18576
train,605,21,16128,441,63504,79632
train,606,13,9984,169,24336,34320
train,607,22,16896,484,69696,86592
train,608,24,18432,576,82944,101376
train,609,20,15360,400,57600,72960
train,610,15,11520,225,32400,43920
train,611,34,26112,1156,166464,192576
train,612,11,8448,121,17424,25872
train,613,38,29184,1444,207936,237120
train,614,13,9984,169,24336,34320
train,615,41,31488,1681,242064,273552
train,616,30,23040,900,129600,152640
train,617,11,8448,121,17424,25872
train,618,43,33024,1849,266256,299280
train,619,14,10752,196,28224,38976
train,620,39,29952,1521,219024,248976
train,621,5,3840,25,3600,7440
train,622,46,35328,2116,304704,340032
train,623,13,9984,169,24336,34320
train,624,23,17664,529,76176,93840
train,625,24,18432,576,82944,101376
train,626,33,25344,1089,156816,182160
train,627,36,27648,1296,186624,214272
train,628,40,30720,1600,230400,261120
train,629,13,9984,169,24336,34320
train,630,6,4608,36,5184,9792
train,631,46,35328,2116,304704,340032
train,632,24,18432,576,82944,101376
train,633,25,19200,625,90000,109200
train,634,27,20736,729,104976,125712
train,635,9,6912,81,11664,18576
train,636,22,16896,484,69696,86592
train,637,20,15360,400,57600,72960
train,638,28,21504,784,112896,134400
train,639,23,17664,529,76176,93840
train,640,30,23040,900,129600,152640
train,641,56,43008,3136,451584,494592
train,642,38,29184,1444,207936,237120
train,643,53,40704,2809,404496,445200
train,644,36,27648,1296,186624,214272
train,645,35,26880,1225,176400,203280
train,646,19,14592,361,51984,66576
train,647,17,13056,289,41616,54672
train,648,24,18432,576,82944,101376
train,649,21,16128,441,63504,79632
train,650,18,13824,324,46656,60480
train,651,45,34560,2025,291600,326160
train,652,19,14592,361,51984,66576
train,653,23,17664,529,76176,93840
train,654,15,11520,225,32400,43920
train,655,31,23808,961,138384,162192
train,656,15,11520,225,32400,43920
train,657,25,19200,625,90000,109200
train,658,29,22272,841,121104,143376
train,659,6,4608,36,5184,9792
train,660,28,21504,784,112896,134400
train,661,21,16128,441,63504,79632
train,662,26,19968,676,97344,117312
train,663,4,3072,16,2304,5376
train,664,16,12288,256,36864,49152
train,665,14,10752,196,28224,38976
train,666,19,14592,361,51984,66576
train,667,23,17664,529,76176,93840
train,668,10,7680,100,14400,22080
train,669,14,10752,196,28224,38976
train,670,38,29184,1444,207936,237120
train,671,17,13056,289,41616,54672
train,672,19,14592,361,51984,66576
train,673,10,7680,100,14400,22080
train,674,19,14592,361,51984,66576
train,675,20,15360,400,57600,72960
train,676,43,33024,1849,266256,299280
train,677,25,19200,625,90000,109200
train,678,19,14592,361,51984,66576
train,679,8,6144,64,9216,15360
train,680,14,10752,196,28224,38976
train,681,14,10752,196,28224,38976
train,682,10,7680,100,14400,22080
train,683,22,16896,484,69696,86592
train,684,20,15360,400,57600,72960
train,685,11,8448,121,17424,25872
train,686,9,6912,81,11664,18576
train,687,17,13056,289,41616,54672
train,688,15,11520,225,32400,43920
train,689,25,19200,625,90000,109200
train,690,13,9984,169,24336,34320
train,691,7,5376,49,7056,12432
train,692,14,10752,196,28224,38976
train,693,30,23040,900,129600,152640
train,694,10,7680,100,14400,22080
train,695,62,47616,3844,553536,601152
train,696,33,25344,1089,156816,182160
train,697,32,24576,1024,147456,172032
train,698,15,11520,225,32400,43920
train,699,16,12288,256,36864,49152
train,700,46,35328,2116,304704,340032
train,701,17,13056,289,41616,54672
train,702,14,10752,196,28224,38976
train,703,19,14592,361,51984,66576
train,704,27,20736,729,104976,125712
train,705,27,20736,729,104976,125712
train,706,14,10752,196,28224,38976
train,707,35,26880,1225,176400,203280
train,708,25,19200,625,90000,109200
train,709,21,16128,441,63504,79632
train,710,36,27648,1296,186624,214272
train,711,27,20736,729,104976,125712
train,712,16,12288,256,36864,49152
train,713,24,18432,576,82944,101376
train,714,51,39168,2601,374544,413712
train,715,25,19200,625,90000,109200
train,716,33,25344,1089,156816,182160
train,717,21,16128,441,63504,79632
train,718,41,31488,1681,242064,273552
train,719,35,26880,1225,176400,203280
train,720,18,13824,324,46656,60480
train,721,38,29184,1444,207936,237120
train,722,14,10752,196,28224,38976
train,723,41,31488,1681,242064,273552
train,724,22,16896,484,69696,86592
train,725,18,13824,324,46656,60480
train,726,26,19968,676,97344,117312
train,727,8,6144,64,9216,15360
train,728,33,25344,1089,156816,182160
train,729,34,26112,1156,166464,192576
train,730,25,19200,625,90000,109200
train,731,21,16128,441,63504,79632
train,732,42,32256,1764,254016,286272
train,733,33,25344,1089,156816,182160
train,734,32,24576,1024,147456,172032
train,735,40,30720,1600,230400,261120
train,736,35,26880,1225,176400,203280
train,737,6,4608,36,5184,9792
train,738,20,15360,400,57600,72960
train,739,15,11520,225,32400,43920
train,740,30,23040,900,129600,152640
train,741,14,10752,196,28224,38976
train,742,17,13056,289,41616,54672
train,743,18,13824,324,46656,60480
train,744,6,4608,36,5184,9792
train,745,14,10752,196,28224,38976
train,746,29,22272,841,121104,143376
train,747,37,28416,1369,197136,225552
train,748,19,14592,361,51984,66576
train,749,20,15360,400,57600,72960
train,750,27,20736,729,104976,125712
train,751,27,20736,729,104976,125712
train,752,13,9984,169,24336,34320
train,753,26,19968,676,97344,117312
train,754,22,16896,484,69696,86592
train,755,28,21504,784,112896,134400
train,756,32,24576,1024,147456,172032
train,757,20,15360,400,57600,72960
train,758,12,9216,144,20736,29952
train,759,28,21504,784,112896,134400
train,760,8,6144,64,9216,15360
train,761,29,22272,841,121104,143376
train,762,21,16128,441,63504,79632
train,763,41,31488,1681,242064,273552
train,764,28,21504,784,112896,134400
train,765,29,22272,841,121104,143376
train,766,18,13824,324,46656,60480
train,767,17,13056,289,41616,54672
train,768,42,32256,1764,254016,286272
train,769,25,19200,625,90000,109200
train,770,29,22272,841,121104,143376
train,771,14,10752,196,28224,38976
train,772,26,19968,676,97344,117312
train,773,29,22272,841,121104,143376
train,774,36,27648,1296,186624,214272
train,775,26,19968,676,97344,117312
train,776,49,37632,2401,345744,383376
train,777,38,29184,1444,207936,237120
train,778,43,33024,1849,266256,299280
train,779,41,31488,1681,242064,273552
train,780,37,28416,1369,197136,225552
train,781,44,33792,1936,278784,312576
train,782,34,26112,1156,166464,192576
train,783,27,20736,729,104976,125712
train,784,16,12288,256,36864,49152
train,785,13,9984,169,24336,34320
train,786,16,12288,256,36864,49152
train,787,33,25344,1089,156816,182160
train,788,54,41472,2916,419904,461376
train,789,10,7680,100,14400,22080
train,790,27,20736,729,104976,125712
train,791,13,9984,169,24336,34320
train,792,14,10752,196,28224,38976
train,793,30,23040,900,129600,152640
train,794,12,9216,144,20736,29952
train,795,41,31488,1681,242064,273552
train,796,42,32256,1764,254016,286272
train,797,10,7680,100,14400,22080
train,798,18,13824,324,46656,60480
train,799,21,16128,441,63504,79632
train,800,38,29184,1444,207936,237120
train,801,20,15360,400,57600,72960
train,802,11,8448,121,17424,25872
train,803,27,20736,729,104976,125712
train,804,16,12288,256,36864,49152
