[I 2025-03-25 07:07:43,608] A new study created in RDB with name: IMDb-top_1000-GATv2-google-bert-bert-base-uncased-Grouped-No_Aggregation-No_Ablation-1.0-0.25
Token indices sequence length is longer than the specified maximum sequence length for this model (1147 > 512). Running this sequence through the model will result in indexing errors
[I 2025-03-25 07:18:03,141] Trial 0 finished with value: 0.7515151515151515 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.9304211818735242, 'batch_size': 41, 'attention_heads': 9, 'hidden_dimension': 97, 'number_of_hidden_layers': 3, 'dropout_rate': 0.34184815819561254, 'global_pooling': 'max', 'learning_rate': 0.013826232179369865, 'weight_decay': 3.972110727381911e-06, 'beta_0': 0.849951952030185, 'beta_1': 0.9912118037965686, 'epsilon': 1.5339162591163588e-08, 'balanced_loss': True, 'epochs': 59, 'early_stopping_patience': 25, 'plateau_patience': 25, 'plateau_divider': 9}. Best is trial 0 with value: 0.7515151515151515.
[I 2025-03-25 08:18:45,905] Trial 10 finished with value: 0.8484848484848485 and parameters: {'left_stride': 0, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9047125155433279, 'batch_size': 17, 'attention_heads': 7, 'hidden_dimension': 38, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5215216634175063, 'global_pooling': 'sum', 'learning_rate': 3.669591461834728e-05, 'weight_decay': 1.61082897385271e-05, 'beta_0': 0.8991067401494276, 'beta_1': 0.9956078490330983, 'epsilon': 3.326182875246256e-07, 'balanced_loss': True, 'epochs': 92, 'early_stopping_patience': 19, 'plateau_patience': 10, 'plateau_divider': 7}. Best is trial 9 with value: 0.8727272727272727.
[I 2025-03-25 08:24:13,900] Trial 11 finished with value: 0.8787878787878788 and parameters: {'left_stride': 32, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.996559800598443, 'batch_size': 27, 'attention_heads': 4, 'hidden_dimension': 160, 'number_of_hidden_layers': 2, 'dropout_rate': 0.469311003804919, 'global_pooling': 'mean', 'learning_rate': 0.0005430733967087465, 'weight_decay': 1.2144135878637195e-05, 'beta_0': 0.804592399704736, 'beta_1': 0.9935241326149981, 'epsilon': 2.5422530788847823e-06, 'balanced_loss': False, 'epochs': 170, 'early_stopping_patience': 18, 'plateau_patience': 14, 'plateau_divider': 9}. Best is trial 11 with value: 0.8787878787878788.
[I 2025-03-25 08:30:19,833] Trial 12 finished with value: 0.896969696969697 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9552489630120793, 'batch_size': 24, 'attention_heads': 4, 'hidden_dimension': 148, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5077972801176784, 'global_pooling': 'mean', 'learning_rate': 0.0012153133644180927, 'weight_decay': 2.4482753574523875e-05, 'beta_0': 0.8929479199318091, 'beta_1': 0.9935869883571339, 'epsilon': 1.5709224758814656e-05, 'balanced_loss': False, 'epochs': 97, 'early_stopping_patience': 18, 'plateau_patience': 12, 'plateau_divider': 10}. Best is trial 12 with value: 0.896969696969697.
[I 2025-03-25 08:36:34,150] Trial 13 finished with value: 0.896969696969697 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9780079427539203, 'batch_size': 21, 'attention_heads': 8, 'hidden_dimension': 161, 'number_of_hidden_layers': 2, 'dropout_rate': 0.40133090529520665, 'global_pooling': 'mean', 'learning_rate': 0.0005589462143430466, 'weight_decay': 1.1752003418812842e-05, 'beta_0': 0.8172660649220073, 'beta_1': 0.9941420202127368, 'epsilon': 2.7498898639141307e-05, 'balanced_loss': False, 'epochs': 102, 'early_stopping_patience': 17, 'plateau_patience': 12, 'plateau_divider': 10}. Best is trial 12 with value: 0.896969696969697.
[I 2025-03-25 08:43:44,807] Trial 14 finished with value: 0.8484848484848485 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9689622737259229, 'batch_size': 17, 'attention_heads': 8, 'hidden_dimension': 171, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4044181490257352, 'global_pooling': 'mean', 'learning_rate': 0.00942561948154041, 'weight_decay': 6.894223619870373e-06, 'beta_0': 0.8222174412014822, 'beta_1': 0.998881893098348, 'epsilon': 7.478284232699681e-05, 'balanced_loss': False, 'epochs': 96, 'early_stopping_patience': 16, 'plateau_patience': 10, 'plateau_divider': 10}. Best is trial 12 with value: 0.896969696969697.
[I 2025-03-25 08:49:43,696] Trial 15 finished with value: 0.8848484848484849 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9579605412305279, 'batch_size': 24, 'attention_heads': 4, 'hidden_dimension': 121, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4200913006204394, 'global_pooling': 'mean', 'learning_rate': 0.0010476838117140358, 'weight_decay': 3.931160338956683e-05, 'beta_0': 0.851378154792679, 'beta_1': 0.9946506297224307, 'epsilon': 1.5482690356851338e-05, 'balanced_loss': False, 'epochs': 105, 'early_stopping_patience': 21, 'plateau_patience': 12, 'plateau_divider': 10}. Best is trial 12 with value: 0.896969696969697.
[I 2025-03-25 08:57:49,456] Trial 16 finished with value: 0.8363636363636363 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9834860744090739, 'batch_size': 21, 'attention_heads': 8, 'hidden_dimension': 69, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5994907523308277, 'global_pooling': 'sum', 'learning_rate': 0.00010158654709679994, 'weight_decay': 5.108721527149817e-05, 'beta_0': 0.817246863135127, 'beta_1': 0.9869013527614074, 'epsilon': 1.1598630173023627e-05, 'balanced_loss': False, 'epochs': 115, 'early_stopping_patience': 16, 'plateau_patience': 13, 'plateau_divider': 9}. Best is trial 12 with value: 0.896969696969697.
CUDA out of memory. Tried to allocate 1.91 GiB. GPU 0 has a total capacity of 44.56 GiB of which 116.69 MiB is free. Including non-PyTorch memory, this process has 44.44 GiB memory in use. Of the allocated memory 40.91 GiB is allocated by PyTorch, and 2.38 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2025-03-25 09:03:13,392] Trial 17 finished with value: -1.0 and parameters: {'left_stride': 128, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9543038730339668, 'batch_size': 31, 'attention_heads': 12, 'hidden_dimension': 178, 'number_of_hidden_layers': 4, 'dropout_rate': 0.5120212158642081, 'global_pooling': 'mean', 'learning_rate': 0.001111564685877342, 'weight_decay': 1.5347882936305687e-05, 'beta_0': 0.8983389870168317, 'beta_1': 0.9972306161000198, 'epsilon': 2.161771858464569e-05, 'balanced_loss': False, 'epochs': 80, 'early_stopping_patience': 21, 'plateau_patience': 12, 'plateau_divider': 10}. Best is trial 12 with value: 0.896969696969697.
[I 2025-03-25 09:08:45,829] Trial 18 finished with value: 0.8303030303030303 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9794223692018459, 'batch_size': 47, 'attention_heads': 6, 'hidden_dimension': 136, 'number_of_hidden_layers': 1, 'dropout_rate': 0.42743116425224215, 'global_pooling': 'mean', 'learning_rate': 0.014780080015112867, 'weight_decay': 4.67493055674305e-06, 'beta_0': 0.8607079240897184, 'beta_1': 0.9921450313172937, 'epsilon': 3.068137980783489e-05, 'balanced_loss': True, 'epochs': 77, 'early_stopping_patience': 10, 'plateau_patience': 15, 'plateau_divider': 8}. Best is trial 12 with value: 0.896969696969697.
[I 2025-03-25 09:16:18,204] Trial 19 finished with value: 0.8727272727272727 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9429908655995746, 'batch_size': 22, 'attention_heads': 9, 'hidden_dimension': 82, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5133224914888144, 'global_pooling': 'sum', 'learning_rate': 0.0003062646607892215, 'weight_decay': 8.781735944932284e-06, 'beta_0': 0.8425884391442733, 'beta_1': 0.9837854891962525, 'epsilon': 9.787185724262156e-05, 'balanced_loss': False, 'epochs': 118, 'early_stopping_patience': 15, 'plateau_patience': 11, 'plateau_divider': 8}. Best is trial 12 with value: 0.896969696969697.
[I 2025-03-25 09:27:17,228] Trial 20 finished with value: 0.8606060606060606 and parameters: {'left_stride': 0, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.917281159659885, 'batch_size': 31, 'attention_heads': 4, 'hidden_dimension': 255, 'number_of_hidden_layers': 3, 'dropout_rate': 0.37633976887635145, 'global_pooling': 'mean', 'learning_rate': 5.48861276553467e-05, 'weight_decay': 6.859288576142749e-05, 'beta_0': 0.885348859176314, 'beta_1': 0.9951699846350354, 'epsilon': 7.763487007055997e-07, 'balanced_loss': False, 'epochs': 77, 'early_stopping_patience': 18, 'plateau_patience': 19, 'plateau_divider': 2}. Best is trial 12 with value: 0.896969696969697.
[I 2025-03-25 09:33:06,901] Trial 21 finished with value: 0.8848484848484849 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9626262669405976, 'batch_size': 25, 'attention_heads': 4, 'hidden_dimension': 125, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4252274943520279, 'global_pooling': 'mean', 'learning_rate': 0.0010476487661276732, 'weight_decay': 2.192025182915221e-05, 'beta_0': 0.8511066474706768, 'beta_1': 0.9938305666203334, 'epsilon': 1.542079379514537e-05, 'balanced_loss': False, 'epochs': 104, 'early_stopping_patience': 21, 'plateau_patience': 13, 'plateau_divider': 10}. Best is trial 12 with value: 0.896969696969697.
[I 2025-03-25 09:38:41,364] Trial 22 finished with value: 0.8666666666666667 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9631784196916158, 'batch_size': 22, 'attention_heads': 5, 'hidden_dimension': 112, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4185126165451316, 'global_pooling': 'mean', 'learning_rate': 0.001438955930602404, 'weight_decay': 3.359732288618473e-05, 'beta_0': 0.8223227541326358, 'beta_1': 0.9951612356003108, 'epsilon': 7.576340154504534e-06, 'balanced_loss': False, 'epochs': 106, 'early_stopping_patience': 20, 'plateau_patience': 12, 'plateau_divider': 10}. Best is trial 12 with value: 0.896969696969697.
[I 2025-03-25 09:47:21,230] Trial 23 finished with value: 0.8666666666666667 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.947778043276646, 'batch_size': 16, 'attention_heads': 7, 'hidden_dimension': 150, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3963542058023866, 'global_pooling': 'mean', 'learning_rate': 0.004694446176551186, 'weight_decay': 7.332574077036246e-05, 'beta_0': 0.8574466451871695, 'beta_1': 0.9913043853203231, 'epsilon': 2.9922552545582425e-05, 'balanced_loss': False, 'epochs': 89, 'early_stopping_patience': 23, 'plateau_patience': 11, 'plateau_divider': 9}. Best is trial 12 with value: 0.896969696969697.
[I 2025-03-25 09:53:41,834] Trial 24 finished with value: 0.8727272727272727 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9648864814979202, 'batch_size': 26, 'attention_heads': 5, 'hidden_dimension': 120, 'number_of_hidden_layers': 2, 'dropout_rate': 0.49151384563359424, 'global_pooling': 'mean', 'learning_rate': 0.0003723824861997828, 'weight_decay': 3.6701706569748165e-05, 'beta_0': 0.8740999260741175, 'beta_1': 0.9939153822539577, 'epsilon': 4.105258308476084e-06, 'balanced_loss': False, 'epochs': 123, 'early_stopping_patience': 23, 'plateau_patience': 15, 'plateau_divider': 10}. Best is trial 12 with value: 0.896969696969697.
[I 2025-03-25 10:01:33,101] Trial 25 finished with value: 0.8363636363636363 and parameters: {'left_stride': 128, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9762428871585034, 'batch_size': 20, 'attention_heads': 7, 'hidden_dimension': 174, 'number_of_hidden_layers': 2, 'dropout_rate': 0.44544341177190194, 'global_pooling': 'mean', 'learning_rate': 0.0017934173347257322, 'weight_decay': 0.0001698254839663684, 'beta_0': 0.8402008034516272, 'beta_1': 0.9980296707614502, 'epsilon': 4.524922256121259e-05, 'balanced_loss': False, 'epochs': 108, 'early_stopping_patience': 17, 'plateau_patience': 12, 'plateau_divider': 7}. Best is trial 12 with value: 0.896969696969697.
[I 2025-03-25 10:08:38,796] Trial 26 finished with value: 0.8909090909090909 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9559921586139289, 'batch_size': 35, 'attention_heads': 4, 'hidden_dimension': 142, 'number_of_hidden_layers': 3, 'dropout_rate': 0.552352377947812, 'global_pooling': 'mean', 'learning_rate': 0.0008165444788524246, 'weight_decay': 2.0118364381118197e-05, 'beta_0': 0.8146985606606327, 'beta_1': 0.9961144621009129, 'epsilon': 1.1861890558243168e-05, 'balanced_loss': False, 'epochs': 86, 'early_stopping_patience': 19, 'plateau_patience': 13, 'plateau_divider': 9}. Best is trial 12 with value: 0.896969696969697.
[I 2025-03-25 10:16:34,610] Trial 27 finished with value: 0.8727272727272727 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9435014920981167, 'batch_size': 34, 'attention_heads': 5, 'hidden_dimension': 143, 'number_of_hidden_layers': 4, 'dropout_rate': 0.5369602339098763, 'global_pooling': 'mean', 'learning_rate': 0.0001706751127120655, 'weight_decay': 3.5727146998608643e-06, 'beta_0': 0.8120793664888512, 'beta_1': 0.9970031505530808, 'epsilon': 7.536554734678013e-06, 'balanced_loss': True, 'epochs': 73, 'early_stopping_patience': 19, 'plateau_patience': 14, 'plateau_divider': 9}. Best is trial 12 with value: 0.896969696969697.
[I 2025-03-25 10:23:27,149] Trial 28 finished with value: 0.5636363636363636 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9832141203839296, 'batch_size': 46, 'attention_heads': 8, 'hidden_dimension': 168, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5722196063889001, 'global_pooling': 'max', 'learning_rate': 0.007497383243535103, 'weight_decay': 2.0002364485345235e-05, 'beta_0': 0.8248680998544478, 'beta_1': 0.9961093865796088, 'epsilon': 1.516462282227267e-06, 'balanced_loss': False, 'epochs': 66, 'early_stopping_patience': 17, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 12 with value: 0.896969696969697.
[I 2025-03-25 10:33:28,958] Trial 29 finished with value: 0.8545454545454545 and parameters: {'left_stride': 32, 'right_stride': 128, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9293720924314492, 'batch_size': 28, 'attention_heads': 10, 'hidden_dimension': 82, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5569031960561467, 'global_pooling': 'sum', 'learning_rate': 0.0006165800448590496, 'weight_decay': 8.125962314619032e-06, 'beta_0': 0.8114029201417493, 'beta_1': 0.9926959157369357, 'epsilon': 5.479648324302844e-07, 'balanced_loss': True, 'epochs': 88, 'early_stopping_patience': 12, 'plateau_patience': 18, 'plateau_divider': 9}. Best is trial 12 with value: 0.896969696969697.
[I 2025-03-25 10:43:48,495] Trial 30 finished with value: 0.703030303030303 and parameters: {'left_stride': 64, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9899017367515394, 'batch_size': 35, 'attention_heads': 9, 'hidden_dimension': 190, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5965657923230209, 'global_pooling': 'max', 'learning_rate': 5.8111789220951375e-05, 'weight_decay': 4.0395091295917995e-06, 'beta_0': 0.829689701935632, 'beta_1': 0.9912576289113776, 'epsilon': 4.644832215974692e-05, 'balanced_loss': False, 'epochs': 132, 'early_stopping_patience': 15, 'plateau_patience': 15, 'plateau_divider': 6}. Best is trial 12 with value: 0.896969696969697.
[I 2025-03-25 10:49:27,727] Trial 31 finished with value: 0.8606060606060606 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9585499344634011, 'batch_size': 25, 'attention_heads': 4, 'hidden_dimension': 95, 'number_of_hidden_layers': 2, 'dropout_rate': 0.34977489313665244, 'global_pooling': 'mean', 'learning_rate': 0.0008227347845039131, 'weight_decay': 2.624220465650892e-05, 'beta_0': 0.8493817948232344, 'beta_1': 0.9944595642354322, 'epsilon': 1.6680726339288824e-05, 'balanced_loss': False, 'epochs': 99, 'early_stopping_patience': 20, 'plateau_patience': 13, 'plateau_divider': 10}. Best is trial 12 with value: 0.896969696969697.
[I 2025-03-25 10:56:11,572] Trial 32 finished with value: 0.8787878787878788 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9536530233559978, 'batch_size': 22, 'attention_heads': 6, 'hidden_dimension': 138, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4418144515802003, 'global_pooling': 'mean', 'learning_rate': 0.0017545553468857511, 'weight_decay': 4.925932362366542e-05, 'beta_0': 0.8921476657007587, 'beta_1': 0.9989420206742434, 'epsilon': 1.2954322443312358e-05, 'balanced_loss': False, 'epochs': 112, 'early_stopping_patience': 22, 'plateau_patience': 11, 'plateau_divider': 9}. Best is trial 12 with value: 0.896969696969697.
[I 2025-03-25 11:03:43,329] Trial 33 finished with value: 0.7272727272727273 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9685642334786806, 'batch_size': 51, 'attention_heads': 5, 'hidden_dimension': 158, 'number_of_hidden_layers': 3, 'dropout_rate': 0.384402834595613, 'global_pooling': 'mean', 'learning_rate': 0.01797522755588587, 'weight_decay': 1.1407571294983823e-05, 'beta_0': 0.8167818452037292, 'beta_1': 0.9962183286947728, 'epsilon': 5.41335367187775e-06, 'balanced_loss': False, 'epochs': 65, 'early_stopping_patience': 18, 'plateau_patience': 12, 'plateau_divider': 10}. Best is trial 12 with value: 0.896969696969697.
