[I 2025-03-20 10:01:12,935] A new study created in RDB with name: IMDb-top_1000-GATv2-google-bert-bert-base-uncased-Grouped-No_Aggregation-Unitary_Weights-0.0-0.0
Token indices sequence length is longer than the specified maximum sequence length for this model (1147 > 512). Running this sequence through the model will result in indexing errors
[I 2025-03-20 10:12:27,763] Trial 0 finished with value: 0.7272727272727273 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.9304211818735242, 'batch_size': 41, 'attention_heads': 9, 'hidden_dimension': 97, 'number_of_hidden_layers': 3, 'dropout_rate': 0.34184815819561254, 'global_pooling': 'max', 'learning_rate': 0.013826232179369865, 'weight_decay': 3.972110727381911e-06, 'beta_0': 0.849951952030185, 'beta_1': 0.9912118037965686, 'epsilon': 1.5339162591163588e-08, 'balanced_loss': True, 'epochs': 59, 'early_stopping_patience': 25, 'plateau_patience': 25, 'plateau_divider': 9}. Best is trial 0 with value: 0.7272727272727273.
[I 2025-03-20 10:57:01,412] Trial 8 finished with value: 0.5393939393939394 and parameters: {'left_stride': 256, 'right_stride': 128, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9726018724589289, 'batch_size': 63, 'attention_heads': 10, 'hidden_dimension': 104, 'number_of_hidden_layers': 3, 'dropout_rate': 0.38124967537862225, 'global_pooling': 'mean', 'learning_rate': 0.07089141723796885, 'weight_decay': 0.0003220626495993124, 'beta_0': 0.8683420313684149, 'beta_1': 0.9877260389162159, 'epsilon': 4.933751600448336e-08, 'balanced_loss': False, 'epochs': 132, 'early_stopping_patience': 21, 'plateau_patience': 20, 'plateau_divider': 4}. Best is trial 2 with value: 0.8727272727272727.
[I 2025-03-20 11:02:59,548] Trial 9 finished with value: 0.8848484848484849 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.9491566713529321, 'batch_size': 39, 'attention_heads': 6, 'hidden_dimension': 129, 'number_of_hidden_layers': 1, 'dropout_rate': 0.48475502941566495, 'global_pooling': 'mean', 'learning_rate': 0.003187422711813414, 'weight_decay': 3.2315343430749745e-05, 'beta_0': 0.8849150937783302, 'beta_1': 0.9924741264147013, 'epsilon': 4.484744524732786e-08, 'balanced_loss': False, 'epochs': 54, 'early_stopping_patience': 19, 'plateau_patience': 25, 'plateau_divider': 7}. Best is trial 9 with value: 0.8848484848484849.
[I 2025-03-20 11:10:45,099] Trial 10 finished with value: 0.8424242424242424 and parameters: {'left_stride': 0, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9047125155433279, 'batch_size': 17, 'attention_heads': 7, 'hidden_dimension': 38, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5215216634175063, 'global_pooling': 'sum', 'learning_rate': 3.669591461834728e-05, 'weight_decay': 1.61082897385271e-05, 'beta_0': 0.8991067401494276, 'beta_1': 0.9956078490330983, 'epsilon': 3.326182875246256e-07, 'balanced_loss': True, 'epochs': 92, 'early_stopping_patience': 19, 'plateau_patience': 10, 'plateau_divider': 7}. Best is trial 9 with value: 0.8848484848484849.
[I 2025-03-20 11:16:10,262] Trial 11 finished with value: 0.8848484848484849 and parameters: {'left_stride': 32, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.996559800598443, 'batch_size': 27, 'attention_heads': 4, 'hidden_dimension': 160, 'number_of_hidden_layers': 2, 'dropout_rate': 0.469311003804919, 'global_pooling': 'mean', 'learning_rate': 0.0005430733967087465, 'weight_decay': 1.2144135878637195e-05, 'beta_0': 0.804592399704736, 'beta_1': 0.9935241326149981, 'epsilon': 2.5422530788847823e-06, 'balanced_loss': False, 'epochs': 170, 'early_stopping_patience': 18, 'plateau_patience': 14, 'plateau_divider': 9}. Best is trial 9 with value: 0.8848484848484849.
[I 2025-03-20 11:22:40,479] Trial 12 finished with value: 0.9151515151515152 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9552489630120793, 'batch_size': 24, 'attention_heads': 4, 'hidden_dimension': 148, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5077972801176784, 'global_pooling': 'mean', 'learning_rate': 0.0012153133644180927, 'weight_decay': 2.4482753574523875e-05, 'beta_0': 0.8929479199318091, 'beta_1': 0.9935869883571339, 'epsilon': 1.5709224758814656e-05, 'balanced_loss': False, 'epochs': 97, 'early_stopping_patience': 18, 'plateau_patience': 12, 'plateau_divider': 10}. Best is trial 12 with value: 0.9151515151515152.
[I 2025-03-20 11:29:36,704] Trial 13 finished with value: 0.8727272727272727 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.953921885163674, 'batch_size': 18, 'attention_heads': 8, 'hidden_dimension': 107, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5077452537207651, 'global_pooling': 'mean', 'learning_rate': 0.00982697376453728, 'weight_decay': 5.498014365417776e-05, 'beta_0': 0.8953973109169533, 'beta_1': 0.9941420202127368, 'epsilon': 2.6857207909892123e-05, 'balanced_loss': False, 'epochs': 96, 'early_stopping_patience': 20, 'plateau_patience': 10, 'plateau_divider': 7}. Best is trial 12 with value: 0.9151515151515152.
[I 2025-03-20 11:35:10,454] Trial 14 finished with value: 0.8545454545454545 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9653818574529179, 'batch_size': 49, 'attention_heads': 4, 'hidden_dimension': 128, 'number_of_hidden_layers': 2, 'dropout_rate': 0.41296792626684775, 'global_pooling': 'mean', 'learning_rate': 0.0027362634041597617, 'weight_decay': 2.2917201908296558e-05, 'beta_0': 0.8836020926403015, 'beta_1': 0.998881893098348, 'epsilon': 1.2615751233429971e-05, 'balanced_loss': False, 'epochs': 96, 'early_stopping_patience': 16, 'plateau_patience': 13, 'plateau_divider': 10}. Best is trial 12 with value: 0.9151515151515152.
[I 2025-03-20 11:41:15,846] Trial 15 finished with value: 0.8909090909090909 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.9448922133205382, 'batch_size': 27, 'attention_heads': 6, 'hidden_dimension': 53, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5101867334009248, 'global_pooling': 'mean', 'learning_rate': 0.017933697099232038, 'weight_decay': 6.75928831285941e-06, 'beta_0': 0.8803662804079652, 'beta_1': 0.9926530989594438, 'epsilon': 9.935138101942618e-05, 'balanced_loss': False, 'epochs': 78, 'early_stopping_patience': 22, 'plateau_patience': 20, 'plateau_divider': 10}. Best is trial 12 with value: 0.9151515151515152.
[I 2025-03-20 11:48:32,613] Trial 16 finished with value: 0.5636363636363636 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9103374174576212, 'batch_size': 24, 'attention_heads': 7, 'hidden_dimension': 38, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5994907523308277, 'global_pooling': 'sum', 'learning_rate': 0.0346121793228176, 'weight_decay': 7.242340801976824e-06, 'beta_0': 0.8614575268896724, 'beta_1': 0.9858708325128167, 'epsilon': 8.948826117524416e-05, 'balanced_loss': False, 'epochs': 115, 'early_stopping_patience': 22, 'plateau_patience': 19, 'plateau_divider': 10}. Best is trial 12 with value: 0.9151515151515152.
[I 2025-03-20 11:54:54,576] Trial 17 finished with value: 0.5757575757575758 and parameters: {'left_stride': 128, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.9451674501386812, 'batch_size': 32, 'attention_heads': 4, 'hidden_dimension': 69, 'number_of_hidden_layers': 4, 'dropout_rate': 0.4152785483103825, 'global_pooling': 'mean', 'learning_rate': 0.0146661612144318, 'weight_decay': 5.278808878665837e-06, 'beta_0': 0.8730520145430329, 'beta_1': 0.99660496402926, 'epsilon': 2.161771858464569e-05, 'balanced_loss': False, 'epochs': 82, 'early_stopping_patience': 16, 'plateau_patience': 12, 'plateau_divider': 9}. Best is trial 12 with value: 0.9151515151515152.
[I 2025-03-20 12:02:27,896] Trial 18 finished with value: 0.8909090909090909 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9197252164317278, 'batch_size': 25, 'attention_heads': 6, 'hidden_dimension': 174, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5320287309575688, 'global_pooling': 'mean', 'learning_rate': 0.0009222546837559823, 'weight_decay': 4.529547753595414e-05, 'beta_0': 0.8545370350098549, 'beta_1': 0.9918737269894813, 'epsilon': 9.794027564064503e-05, 'balanced_loss': True, 'epochs': 114, 'early_stopping_patience': 23, 'plateau_patience': 19, 'plateau_divider': 10}. Best is trial 12 with value: 0.9151515151515152.
[I 2025-03-20 12:08:33,802] Trial 19 finished with value: 0.8424242424242424 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.977894663863172, 'batch_size': 21, 'attention_heads': 8, 'hidden_dimension': 70, 'number_of_hidden_layers': 2, 'dropout_rate': 0.49431581815675624, 'global_pooling': 'sum', 'learning_rate': 0.00014900909646765287, 'weight_decay': 2.6112685387116164e-06, 'beta_0': 0.8897657499083061, 'beta_1': 0.9874976134514227, 'epsilon': 7.747798107137818e-06, 'balanced_loss': False, 'epochs': 78, 'early_stopping_patience': 21, 'plateau_patience': 22, 'plateau_divider': 8}. Best is trial 12 with value: 0.9151515151515152.
[I 2025-03-20 12:16:39,012] Trial 20 finished with value: 0.8424242424242424 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.9597779250213219, 'batch_size': 32, 'attention_heads': 5, 'hidden_dimension': 255, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4238987430369126, 'global_pooling': 'mean', 'learning_rate': 0.02660079537254949, 'weight_decay': 1.0687123668204273e-05, 'beta_0': 0.8757653597698077, 'beta_1': 0.9948957403342084, 'epsilon': 3.418847449480706e-05, 'balanced_loss': False, 'epochs': 113, 'early_stopping_patience': 17, 'plateau_patience': 15, 'plateau_divider': 2}. Best is trial 12 with value: 0.9151515151515152.
[I 2025-03-20 12:24:29,817] Trial 21 finished with value: 0.896969696969697 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9221281542282037, 'batch_size': 25, 'attention_heads': 6, 'hidden_dimension': 172, 'number_of_hidden_layers': 1, 'dropout_rate': 0.540133025356323, 'global_pooling': 'mean', 'learning_rate': 0.0008807603102939612, 'weight_decay': 5.05669820333934e-05, 'beta_0': 0.8542185230891503, 'beta_1': 0.9917786460684239, 'epsilon': 9.405416831037581e-05, 'balanced_loss': True, 'epochs': 113, 'early_stopping_patience': 23, 'plateau_patience': 19, 'plateau_divider': 10}. Best is trial 12 with value: 0.9151515151515152.
[I 2025-03-20 12:31:56,037] Trial 22 finished with value: 0.8787878787878788 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9422761688309217, 'batch_size': 22, 'attention_heads': 5, 'hidden_dimension': 167, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5463748096643765, 'global_pooling': 'mean', 'learning_rate': 0.0010594991258431475, 'weight_decay': 8.691090737045429e-05, 'beta_0': 0.8408684477191014, 'beta_1': 0.9911447220553284, 'epsilon': 6.268550301061934e-05, 'balanced_loss': True, 'epochs': 76, 'early_stopping_patience': 23, 'plateau_patience': 19, 'plateau_divider': 10}. Best is trial 12 with value: 0.9151515151515152.
[I 2025-03-20 12:38:08,990] Trial 23 finished with value: 0.9030303030303031 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9228599371837359, 'batch_size': 28, 'attention_heads': 7, 'hidden_dimension': 132, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5742288472243174, 'global_pooling': 'mean', 'learning_rate': 0.006349117723910824, 'weight_decay': 2.1955542677352263e-05, 'beta_0': 0.8213426244182321, 'beta_1': 0.9932350116882174, 'epsilon': 1.531833040251753e-05, 'balanced_loss': True, 'epochs': 100, 'early_stopping_patience': 24, 'plateau_patience': 18, 'plateau_divider': 9}. Best is trial 12 with value: 0.9151515151515152.
[I 2025-03-20 12:44:46,341] Trial 24 finished with value: 0.8909090909090909 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9166067133089297, 'batch_size': 16, 'attention_heads': 8, 'hidden_dimension': 135, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5771199516188511, 'global_pooling': 'mean', 'learning_rate': 0.006049482490077351, 'weight_decay': 2.393767379876054e-05, 'beta_0': 0.8205194721593958, 'beta_1': 0.9983941526766823, 'epsilon': 1.350778952203805e-05, 'balanced_loss': True, 'epochs': 106, 'early_stopping_patience': 25, 'plateau_patience': 18, 'plateau_divider': 8}. Best is trial 12 with value: 0.9151515151515152.
[I 2025-03-20 12:53:11,381] Trial 25 finished with value: 0.8909090909090909 and parameters: {'left_stride': 128, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9002604668134432, 'batch_size': 30, 'attention_heads': 7, 'hidden_dimension': 174, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5648016150471055, 'global_pooling': 'mean', 'learning_rate': 0.0014983900896028387, 'weight_decay': 6.045456581761988e-05, 'beta_0': 0.8214684175824137, 'beta_1': 0.9937895769142285, 'epsilon': 9.210455430476375e-07, 'balanced_loss': True, 'epochs': 126, 'early_stopping_patience': 24, 'plateau_patience': 16, 'plateau_divider': 9}. Best is trial 12 with value: 0.9151515151515152.
[I 2025-03-20 12:59:15,768] Trial 26 finished with value: 0.8666666666666667 and parameters: {'left_stride': 0, 'right_stride': 0, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9273728000012147, 'batch_size': 20, 'attention_heads': 9, 'hidden_dimension': 116, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5995589723505277, 'global_pooling': 'mean', 'learning_rate': 0.00034116199376213365, 'weight_decay': 0.00014702930081655883, 'beta_0': 0.8218200732560271, 'beta_1': 0.9888148896170631, 'epsilon': 6.747474443746669e-06, 'balanced_loss': True, 'epochs': 97, 'early_stopping_patience': 10, 'plateau_patience': 12, 'plateau_divider': 9}. Best is trial 12 with value: 0.9151515151515152.
[I 2025-03-20 13:06:37,477] Trial 27 finished with value: 0.8787878787878788 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9122516595102804, 'batch_size': 35, 'attention_heads': 5, 'hidden_dimension': 145, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5329595118787647, 'global_pooling': 'mean', 'learning_rate': 7.665571450154326e-05, 'weight_decay': 3.639355513038291e-05, 'beta_0': 0.8434660796727964, 'beta_1': 0.9962736372830326, 'epsilon': 3.274572392288542e-05, 'balanced_loss': True, 'epochs': 145, 'early_stopping_patience': 21, 'plateau_patience': 18, 'plateau_divider': 8}. Best is trial 12 with value: 0.9151515151515152.
[I 2025-03-20 13:13:57,858] Trial 28 finished with value: 0.8363636363636363 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9326330386274763, 'batch_size': 27, 'attention_heads': 4, 'hidden_dimension': 184, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5545741408730387, 'global_pooling': 'max', 'learning_rate': 0.006366937333264756, 'weight_decay': 1.904663063146911e-05, 'beta_0': 0.8563153207343507, 'beta_1': 0.9827553095379385, 'epsilon': 1.4782314229854293e-05, 'balanced_loss': True, 'epochs': 105, 'early_stopping_patience': 24, 'plateau_patience': 23, 'plateau_divider': 10}. Best is trial 12 with value: 0.9151515151515152.
[I 2025-03-20 13:26:41,780] Trial 29 finished with value: 0.8848484848484849 and parameters: {'left_stride': 32, 'right_stride': 128, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.926602430657929, 'batch_size': 45, 'attention_heads': 10, 'hidden_dimension': 82, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5801451664806588, 'global_pooling': 'sum', 'learning_rate': 0.0007420333313707267, 'weight_decay': 0.000183005883909799, 'beta_0': 0.8507886572113917, 'beta_1': 0.9910817047644873, 'epsilon': 2.9900345171032714e-06, 'balanced_loss': True, 'epochs': 66, 'early_stopping_patience': 24, 'plateau_patience': 16, 'plateau_divider': 9}. Best is trial 12 with value: 0.9151515151515152.
[I 2025-03-20 13:34:34,971] Trial 30 finished with value: 0.8666666666666667 and parameters: {'left_stride': 64, 'right_stride': 128, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9368540076812992, 'batch_size': 36, 'attention_heads': 9, 'hidden_dimension': 151, 'number_of_hidden_layers': 0, 'dropout_rate': 0.49419351910459447, 'global_pooling': 'max', 'learning_rate': 0.0013081388755788062, 'weight_decay': 7.376359553646519e-05, 'beta_0': 0.8272377603258744, 'beta_1': 0.9911477635945384, 'epsilon': 5.558634994589789e-07, 'balanced_loss': True, 'epochs': 122, 'early_stopping_patience': 19, 'plateau_patience': 11, 'plateau_divider': 6}. Best is trial 12 with value: 0.9151515151515152.
[I 2025-03-20 13:40:28,729] Trial 31 finished with value: 0.8606060606060606 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.9460532680984904, 'batch_size': 27, 'attention_heads': 6, 'hidden_dimension': 60, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5171551571782718, 'global_pooling': 'mean', 'learning_rate': 0.021068519409462142, 'weight_decay': 8.151204091996824e-06, 'beta_0': 0.8925590395826689, 'beta_1': 0.9928668057862214, 'epsilon': 4.899720697527609e-05, 'balanced_loss': True, 'epochs': 86, 'early_stopping_patience': 22, 'plateau_patience': 20, 'plateau_divider': 10}. Best is trial 12 with value: 0.9151515151515152.
[I 2025-03-20 13:46:56,835] Trial 32 finished with value: 0.8848484848484849 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9415064500975427, 'batch_size': 24, 'attention_heads': 7, 'hidden_dimension': 87, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5354480431827835, 'global_pooling': 'mean', 'learning_rate': 0.007593287103333647, 'weight_decay': 5.978280027530025e-06, 'beta_0': 0.8120166054924187, 'beta_1': 0.9946412487093567, 'epsilon': 5.143816733489632e-05, 'balanced_loss': True, 'epochs': 69, 'early_stopping_patience': 22, 'plateau_patience': 21, 'plateau_divider': 9}. Best is trial 12 with value: 0.9151515151515152.
[I 2025-03-20 13:53:37,431] Trial 33 finished with value: 0.8484848484848485 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9657158827198643, 'batch_size': 29, 'attention_heads': 5, 'hidden_dimension': 118, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5046570328853369, 'global_pooling': 'mean', 'learning_rate': 0.011493364951774998, 'weight_decay': 3.3333083611057297e-06, 'beta_0': 0.8812029734487173, 'beta_1': 0.9925098074195217, 'epsilon': 9.417900952914087e-05, 'balanced_loss': False, 'epochs': 73, 'early_stopping_patience': 25, 'plateau_patience': 20, 'plateau_divider': 10}. Best is trial 12 with value: 0.9151515151515152.
