split,index,nodes,total_values_for_nodes,edges,total_values_for_edges,total_values_for_graph
train,124,27,20736,334,48096,68832
train,125,25,19200,266,38304,57504
train,126,18,13824,138,19872,33696
train,127,29,22272,358,51552,73824
train,128,19,14592,154,22176,36768
train,129,28,21504,334,48096,69600
train,130,22,16896,206,29664,46560
train,131,32,24576,436,62784,87360
train,132,26,19968,288,41472,61440
train,133,34,26112,492,70848,96960
train,134,47,36096,940,135360,171456
train,135,35,26880,522,75168,102048
train,136,15,11520,96,13824,25344
train,137,38,29184,615,88560,117744
train,138,34,26112,492,70848,96960
train,139,14,10752,84,12096,22848
train,140,29,22272,358,51552,73824
train,141,7,5376,21,3024,8400
train,142,15,11520,96,13824,25344
train,143,13,9984,72,10368,20352
train,144,16,12288,109,15696,27984
train,145,24,18432,245,35280,53712
train,146,12,9216,72,10368,19584
train,147,21,16128,188,27072,43200
train,148,30,23040,383,55152,78192
train,149,12,9216,61,8784,18000
train,150,29,22272,358,51552,73824
train,151,12,9216,61,8784,18000
train,152,18,13824,138,19872,33696
train,153,24,18432,245,35280,53712
train,154,13,9984,72,10368,20352
train,155,11,8448,52,7488,15936
train,156,24,18432,245,35280,53712
train,157,22,16896,206,29664,46560
train,158,30,23040,383,55152,78192
train,159,7,5376,21,3024,8400
train,160,12,9216,61,8784,18000
train,161,23,17664,225,32400,50064
train,162,4,3072,7,1008,4080
train,163,7,5376,21,3024,8400
train,164,23,17664,225,32400,50064
train,165,11,8448,52,7488,15936
train,166,24,18432,245,35280,53712
train,167,7,5376,21,3024,8400
train,168,23,17664,225,32400,50064
train,169,19,14592,154,22176,36768
train,170,25,19200,266,38304,57504
train,171,30,23040,383,55152,78192
train,172,16,12288,109,15696,27984
train,173,11,8448,52,7488,15936
train,174,17,13056,123,17712,30768
train,175,32,24576,436,62784,87360
train,176,10,7680,43,6192,13872
train,177,27,20736,310,44640,65376
train,178,10,7680,43,6192,13872
train,179,31,23808,409,58896,82704
train,180,21,16128,188,27072,43200
train,181,34,26112,492,70848,96960
train,182,24,18432,245,35280,53712
train,183,16,12288,109,15696,27984
train,184,21,16128,188,27072,43200
train,185,18,13824,138,19872,33696
train,186,8,6144,27,3888,10032
train,187,20,15360,170,24480,39840
train,188,28,21504,334,48096,69600
train,189,36,27648,552,79488,107136
train,190,16,12288,109,15696,27984
train,191,10,7680,43,6192,13872
train,192,32,24576,436,62784,87360
train,193,16,12288,109,15696,27984
train,194,30,23040,383,55152,78192
train,195,23,17664,225,32400,50064
train,196,24,18432,245,35280,53712
train,197,11,8448,52,7488,15936
train,198,15,11520,96,13824,25344
train,199,15,11520,96,13824,25344
train,200,18,13824,138,19872,33696
train,201,29,22272,358,51552,73824
train,202,10,7680,43,6192,13872
train,203,14,10752,84,12096,22848
train,204,6,4608,15,2160,6768
train,205,20,15360,170,24480,39840
train,206,19,14592,154,22176,36768
train,207,33,25344,464,66816,92160
train,208,17,13056,123,17712,30768
train,209,17,13056,123,17712,30768
train,210,11,8448,52,7488,15936
train,211,31,23808,409,58896,82704
train,212,23,17664,225,32400,50064
train,213,28,21504,334,48096,69600
train,214,11,8448,52,7488,15936
train,215,25,19200,266,38304,57504
train,216,18,13824,138,19872,33696
train,217,29,22272,358,51552,73824
train,218,7,5376,21,3024,8400
train,219,25,19200,266,38304,57504
train,220,16,12288,109,15696,27984
train,221,23,17664,225,32400,50064
train,222,35,26880,522,75168,102048
train,223,25,19200,266,38304,57504
train,224,26,19968,288,41472,61440
train,225,6,4608,15,2160,6768
train,226,29,22272,358,51552,73824
train,227,29,22272,358,51552,73824
train,228,6,4608,21,3024,7632
train,229,46,35328,901,129744,165072
train,230,22,16896,206,29664,46560
train,231,12,9216,61,8784,18000
train,232,16,12288,109,15696,27984
train,233,11,8448,52,7488,15936
train,234,8,6144,27,3888,10032
train,235,16,12288,109,15696,27984
train,236,15,11520,96,13824,25344
train,237,21,16128,188,27072,43200
train,238,16,12288,109,15696,27984
train,239,6,4608,15,2160,6768
train,240,29,22272,358,51552,73824
train,241,14,10752,84,12096,22848
train,242,12,9216,61,8784,18000
train,243,12,9216,61,8784,18000
train,244,6,4608,15,2160,6768
train,245,24,18432,245,35280,53712
train,246,30,23040,383,55152,78192
train,247,27,20736,310,44640,65376
train,248,10,7680,43,6192,13872
train,249,24,18432,245,35280,53712
train,250,33,25344,464,66816,92160
train,251,7,5376,21,3024,8400
train,252,23,17664,225,32400,50064
train,253,16,12288,109,15696,27984
train,254,28,21504,334,48096,69600
train,255,5,3840,11,1584,5424
train,256,22,16896,206,29664,46560
train,257,11,8448,52,7488,15936
train,258,29,22272,358,51552,73824
train,259,14,10752,84,12096,22848
train,260,22,16896,206,29664,46560
train,261,24,18432,245,35280,53712
train,262,37,28416,583,83952,112368
train,263,34,26112,492,70848,96960
train,264,7,5376,21,3024,8400
train,265,21,16128,188,27072,43200
train,266,16,12288,109,15696,27984
train,267,27,20736,310,44640,65376
train,268,18,13824,138,19872,33696
train,269,36,27648,552,79488,107136
train,270,29,22272,358,51552,73824
train,271,12,9216,61,8784,18000
train,272,17,13056,123,17712,30768
train,273,27,20736,310,44640,65376
train,274,27,20736,310,44640,65376
train,275,29,22272,358,51552,73824
train,276,32,24576,436,62784,87360
train,277,19,14592,154,22176,36768
train,278,28,21504,334,48096,69600
train,279,4,3072,7,1008,4080
train,280,10,7680,43,6192,13872
train,281,21,16128,188,27072,43200
train,282,16,12288,109,15696,27984
train,283,17,13056,123,17712,30768
train,284,18,13824,138,19872,33696
train,285,26,19968,288,41472,61440
train,286,8,6144,27,3888,10032
train,287,38,29184,615,88560,117744
train,288,16,12288,109,15696,27984
train,289,24,18432,245,35280,53712
train,290,12,9216,61,8784,18000
train,291,37,28416,583,83952,112368
train,292,25,19200,266,38304,57504
train,293,43,33024,787,113328,146352
train,294,17,13056,123,17712,30768
train,295,8,6144,27,3888,10032
train,296,38,29184,615,88560,117744
train,297,25,19200,266,38304,57504
train,298,17,13056,123,17712,30768
train,299,7,5376,21,3024,8400
train,300,25,19200,266,38304,57504
train,301,19,14592,154,22176,36768
train,302,21,16128,188,27072,43200
train,303,19,14592,154,22176,36768
train,304,9,6912,35,5040,11952
train,305,5,3840,11,1584,5424
train,306,7,5376,21,3024,8400
train,307,19,14592,154,22176,36768
train,308,18,13824,138,19872,33696
train,309,20,15360,170,24480,39840
train,310,12,9216,61,8784,18000
train,311,26,19968,288,41472,61440
train,312,31,23808,436,62784,86592
train,313,37,28416,583,83952,112368
train,314,10,7680,43,6192,13872
train,315,34,26112,492,70848,96960
train,316,21,16128,188,27072,43200
train,317,22,16896,206,29664,46560
train,318,7,5376,21,3024,8400
train,319,31,23808,409,58896,82704
train,320,25,19200,266,38304,57504
train,321,25,19200,266,38304,57504
train,322,15,11520,96,13824,25344
train,323,18,13824,138,19872,33696
train,324,27,20736,310,44640,65376
train,325,19,14592,154,22176,36768
train,326,23,17664,225,32400,50064
train,327,20,15360,170,24480,39840
train,328,33,25344,464,66816,92160
train,329,11,8448,52,7488,15936
train,330,32,24576,436,62784,87360
train,331,16,12288,109,15696,27984
train,332,22,16896,206,29664,46560
train,333,24,18432,245,35280,53712
train,334,38,29184,615,88560,117744
train,335,38,29184,615,88560,117744
train,336,18,13824,138,19872,33696
train,337,10,7680,43,6192,13872
train,338,28,21504,334,48096,69600
train,339,6,4608,15,2160,6768
train,340,16,12288,109,15696,27984
train,341,41,31488,716,103104,134592
train,342,8,6144,27,3888,10032
train,343,5,3840,11,1584,5424
train,344,5,3840,11,1584,5424
train,345,24,18432,245,35280,53712
train,346,26,19968,288,41472,61440
train,347,14,10752,84,12096,22848
train,348,9,6912,35,5040,11952
train,349,9,6912,35,5040,11952
train,350,29,22272,358,51552,73824
train,351,17,13056,123,17712,30768
train,352,40,30720,681,98064,128784
train,353,11,8448,52,7488,15936
train,354,25,19200,266,38304,57504
train,355,20,15360,170,24480,39840
train,356,20,15360,170,24480,39840
train,357,23,17664,225,32400,50064
train,358,28,21504,334,48096,69600
train,359,16,12288,109,15696,27984
train,360,12,9216,61,8784,18000
train,361,22,16896,206,29664,46560
train,362,17,13056,123,17712,30768
train,363,21,16128,188,27072,43200
train,364,15,11520,96,13824,25344
train,365,21,16128,188,27072,43200
train,366,29,22272,358,51552,73824
train,367,19,14592,154,22176,36768
train,368,30,23040,383,55152,78192
train,369,45,34560,862,124128,158688
train,370,40,30720,681,98064,128784
train,371,11,8448,52,7488,15936
train,372,28,21504,334,48096,69600
train,373,10,7680,43,6192,13872
train,374,12,9216,61,8784,18000
train,375,19,14592,154,22176,36768
train,376,17,13056,138,19872,32928
train,377,14,10752,84,12096,22848
train,378,13,9984,72,10368,20352
train,379,31,23808,409,58896,82704
train,380,19,14592,154,22176,36768
train,381,8,6144,27,3888,10032
train,382,11,8448,52,7488,15936
train,383,9,6912,35,5040,11952
train,384,12,9216,61,8784,18000
train,385,8,6144,27,3888,10032
train,386,13,9984,72,10368,20352
train,387,8,6144,27,3888,10032
train,388,22,16896,206,29664,46560
train,389,28,21504,334,48096,69600
train,390,21,16128,188,27072,43200
train,391,5,3840,11,1584,5424
train,392,19,14592,154,22176,36768
train,393,23,17664,225,32400,50064
train,394,11,8448,52,7488,15936
train,395,21,16128,188,27072,43200
train,396,36,27648,552,79488,107136
train,397,13,9984,72,10368,20352
train,398,13,9984,72,10368,20352
train,399,30,23040,383,55152,78192
train,400,5,3840,15,2160,6000
train,401,35,26880,522,75168,102048
train,402,22,16896,206,29664,46560
train,403,36,27648,552,79488,107136
train,404,45,34560,862,124128,158688
train,405,30,23040,383,55152,78192
train,406,23,17664,225,32400,50064
train,407,11,8448,52,7488,15936
train,408,27,20736,310,44640,65376
train,409,14,10752,84,12096,22848
train,410,18,13824,138,19872,33696
train,411,9,6912,35,5040,11952
train,412,19,14592,154,22176,36768
train,413,25,19200,266,38304,57504
train,414,33,25344,464,66816,92160
train,415,9,6912,35,5040,11952
train,416,25,19200,266,38304,57504
train,417,15,11520,96,13824,25344
train,418,29,22272,358,51552,73824
train,419,16,12288,109,15696,27984
train,420,18,13824,138,19872,33696
train,421,27,20736,310,44640,65376
train,422,10,7680,43,6192,13872
train,423,14,10752,84,12096,22848
train,424,29,22272,358,51552,73824
train,425,11,8448,52,7488,15936
train,426,20,15360,170,24480,39840
train,427,20,15360,170,24480,39840
train,428,23,17664,225,32400,50064
train,429,25,19200,266,38304,57504
train,430,17,13056,123,17712,30768
train,431,25,19200,266,38304,57504
train,432,21,16128,188,27072,43200
train,433,18,13824,138,19872,33696
train,434,22,16896,225,32400,49296
train,435,19,14592,154,22176,36768
train,436,29,22272,358,51552,73824
train,437,18,13824,138,19872,33696
train,438,13,9984,72,10368,20352
train,439,11,8448,52,7488,15936
train,440,12,9216,61,8784,18000
train,441,32,24576,436,62784,87360
train,442,34,26112,492,70848,96960
train,443,9,6912,43,6192,13104
train,444,11,8448,52,7488,15936
train,445,34,26112,492,70848,96960
train,446,15,11520,96,13824,25344
train,447,34,26112,492,70848,96960
train,448,21,16128,188,27072,43200
train,449,30,23040,383,55152,78192
train,450,28,21504,334,48096,69600
train,451,21,16128,188,27072,43200
train,452,7,5376,21,3024,8400
train,453,14,10752,84,12096,22848
train,454,8,6144,27,3888,10032
train,455,12,9216,61,8784,18000
train,456,37,28416,583,83952,112368
train,457,28,21504,334,48096,69600
train,458,5,3840,11,1584,5424
train,459,25,19200,266,38304,57504
train,460,10,7680,43,6192,13872
train,461,31,23808,409,58896,82704
train,462,31,23808,409,58896,82704
train,463,22,16896,206,29664,46560
train,464,16,12288,109,15696,27984
train,465,31,23808,409,58896,82704
train,466,23,17664,225,32400,50064
train,467,27,20736,310,44640,65376
train,468,27,20736,310,44640,65376
train,469,14,10752,84,12096,22848
train,470,20,15360,170,24480,39840
train,471,24,18432,245,35280,53712
train,472,26,19968,288,41472,61440
train,473,16,12288,109,15696,27984
train,474,31,23808,409,58896,82704
train,475,26,19968,288,41472,61440
train,476,31,23808,409,58896,82704
train,477,42,32256,751,108144,140400
train,478,15,11520,96,13824,25344
train,479,22,16896,206,29664,46560
train,480,27,20736,310,44640,65376
train,481,32,24576,436,62784,87360
train,482,5,3840,11,1584,5424
train,483,9,6912,35,5040,11952
train,484,41,31488,716,103104,134592
train,485,16,12288,109,15696,27984
train,486,23,17664,225,32400,50064
train,487,13,9984,72,10368,20352
train,488,28,21504,334,48096,69600
train,489,34,26112,492,70848,96960
train,490,14,10752,84,12096,22848
train,491,29,22272,358,51552,73824
train,492,9,6912,35,5040,11952
train,493,23,17664,225,32400,50064
train,494,7,5376,21,3024,8400
train,495,17,13056,123,17712,30768
train,496,16,12288,109,15696,27984
train,497,18,13824,138,19872,33696
train,498,33,25344,464,66816,92160
train,499,15,11520,96,13824,25344
train,500,25,19200,266,38304,57504
train,501,8,6144,27,3888,10032
train,502,26,19968,288,41472,61440
train,503,43,33024,787,113328,146352
train,504,35,26880,522,75168,102048
train,505,21,16128,188,27072,43200
train,506,20,15360,170,24480,39840
train,507,30,23040,383,55152,78192
train,508,29,22272,358,51552,73824
train,509,29,22272,358,51552,73824
train,510,31,23808,409,58896,82704
train,511,18,13824,138,19872,33696
train,512,11,8448,52,7488,15936
train,513,18,13824,138,19872,33696
train,514,16,12288,109,15696,27984
train,515,14,10752,84,12096,22848
train,516,31,23808,409,58896,82704
train,517,20,15360,170,24480,39840
train,518,15,11520,96,13824,25344
train,519,14,10752,84,12096,22848
train,520,31,23808,436,62784,86592
train,521,17,13056,123,17712,30768
train,522,7,5376,21,3024,8400
train,523,10,7680,43,6192,13872
train,524,16,12288,109,15696,27984
train,525,9,6912,35,5040,11952
train,526,29,22272,358,51552,73824
train,527,29,22272,358,51552,73824
train,528,15,11520,96,13824,25344
train,529,21,16128,188,27072,43200
train,530,19,14592,154,22176,36768
train,531,23,17664,225,32400,50064
train,532,16,12288,109,15696,27984
train,533,23,17664,225,32400,50064
train,534,27,20736,310,44640,65376
train,535,20,15360,170,24480,39840
train,536,49,37632,1022,147168,184800
train,537,21,16128,188,27072,43200
train,538,9,6912,35,5040,11952
train,539,22,16896,206,29664,46560
train,540,15,11520,96,13824,25344
train,541,25,19200,266,38304,57504
train,542,5,3840,11,1584,5424
train,543,16,12288,109,15696,27984
train,544,32,24576,436,62784,87360
train,545,39,29952,648,93312,123264
train,546,24,18432,245,35280,53712
train,547,25,19200,288,41472,60672
train,548,21,16128,188,27072,43200
train,549,11,8448,52,7488,15936
train,550,14,10752,84,12096,22848
train,551,34,26112,492,70848,96960
train,552,14,10752,84,12096,22848
train,553,22,16896,206,29664,46560
train,554,22,16896,206,29664,46560
train,555,6,4608,15,2160,6768
train,556,24,18432,245,35280,53712
train,557,14,10752,84,12096,22848
train,558,29,22272,358,51552,73824
train,559,32,24576,436,62784,87360
train,560,14,10752,84,12096,22848
train,561,18,13824,138,19872,33696
train,562,8,6144,27,3888,10032
train,563,17,13056,123,17712,30768
train,564,33,25344,464,66816,92160
train,565,35,26880,522,75168,102048
train,566,39,29952,648,93312,123264
train,567,24,18432,245,35280,53712
train,568,10,7680,43,6192,13872
train,569,11,8448,52,7488,15936
train,570,9,6912,35,5040,11952
train,571,20,15360,170,24480,39840
train,572,21,16128,188,27072,43200
train,573,35,26880,522,75168,102048
train,574,10,7680,43,6192,13872
train,575,33,25344,464,66816,92160
train,576,26,19968,288,41472,61440
train,577,29,22272,358,51552,73824
train,578,19,14592,154,22176,36768
train,579,16,12288,109,15696,27984
train,580,16,12288,109,15696,27984
train,581,23,17664,225,32400,50064
train,582,22,16896,206,29664,46560
train,583,14,10752,84,12096,22848
train,584,25,19200,266,38304,57504
train,585,26,19968,288,41472,61440
train,586,17,13056,123,17712,30768
train,587,19,14592,154,22176,36768
train,588,22,16896,206,29664,46560
train,589,47,36096,940,135360,171456
train,590,23,17664,225,32400,50064
train,591,25,19200,266,38304,57504
train,592,25,19200,266,38304,57504
train,593,17,13056,123,17712,30768
train,594,31,23808,409,58896,82704
train,595,35,26880,522,75168,102048
train,596,14,10752,84,12096,22848
train,597,7,5376,21,3024,8400
train,598,30,23040,383,55152,78192
train,599,22,16896,206,29664,46560
train,600,20,15360,170,24480,39840
train,601,24,18432,245,35280,53712
train,602,7,5376,21,3024,8400
train,603,19,14592,154,22176,36768
train,604,7,5376,21,3024,8400
train,605,18,13824,138,19872,33696
train,606,11,8448,52,7488,15936
train,607,20,15360,170,24480,39840
train,608,19,14592,154,22176,36768
train,609,17,13056,123,17712,30768
train,610,13,9984,72,10368,20352
train,611,26,19968,288,41472,61440
train,612,9,6912,35,5040,11952
train,613,29,22272,358,51552,73824
train,614,11,8448,52,7488,15936
train,615,35,26880,522,75168,102048
train,616,26,19968,288,41472,61440
train,617,9,6912,35,5040,11952
train,618,34,26112,492,70848,96960
train,619,12,9216,61,8784,18000
train,620,34,26112,492,70848,96960
train,621,3,2304,4,576,2880
train,622,39,29952,648,93312,123264
train,623,11,8448,52,7488,15936
train,624,20,15360,170,24480,39840
train,625,16,12288,109,15696,27984
train,626,29,22272,358,51552,73824
train,627,28,21504,358,51552,73056
train,628,34,26112,492,70848,96960
train,629,7,5376,27,3888,9264
train,630,4,3072,7,1008,4080
train,631,36,27648,552,79488,107136
train,632,20,15360,170,24480,39840
train,633,22,16896,206,29664,46560
train,634,22,16896,206,29664,46560
train,635,7,5376,21,3024,8400
train,636,20,15360,170,24480,39840
train,637,17,13056,123,17712,30768
train,638,23,17664,225,32400,50064
train,639,20,15360,170,24480,39840
train,640,24,18432,245,35280,53712
train,641,37,28416,583,83952,112368
train,642,34,26112,492,70848,96960
train,643,46,35328,901,129744,165072
train,644,28,21504,334,48096,69600
train,645,28,21504,334,48096,69600
train,646,17,13056,123,17712,30768
train,647,15,11520,96,13824,25344
train,648,20,15360,170,24480,39840
train,649,19,14592,154,22176,36768
train,650,15,11520,96,13824,25344
train,651,35,26880,522,75168,102048
train,652,9,6912,35,5040,11952
train,653,19,14592,154,22176,36768
train,654,13,9984,72,10368,20352
train,655,27,20736,310,44640,65376
train,656,13,9984,72,10368,20352
train,657,21,16128,188,27072,43200
train,658,27,20736,310,44640,65376
train,659,4,3072,7,1008,4080
train,660,26,19968,288,41472,61440
train,661,17,13056,123,17712,30768
train,662,22,16896,206,29664,46560
train,663,2,1536,2,288,1824
train,664,12,9216,61,8784,18000
train,665,11,8448,52,7488,15936
train,666,15,11520,96,13824,25344
train,667,20,15360,170,24480,39840
train,668,8,6144,27,3888,10032
train,669,12,9216,61,8784,18000
train,670,30,23040,383,55152,78192
train,671,15,11520,96,13824,25344
train,672,17,13056,123,17712,30768
train,673,8,6144,27,3888,10032
train,674,15,11520,96,13824,25344
train,675,17,13056,123,17712,30768
train,676,37,28416,583,83952,112368
train,677,22,16896,206,29664,46560
train,678,16,12288,109,15696,27984
train,679,6,4608,15,2160,6768
train,680,10,7680,43,6192,13872
train,681,12,9216,61,8784,18000
train,682,7,5376,21,3024,8400
train,683,16,12288,109,15696,27984
train,684,14,10752,84,12096,22848
train,685,8,6144,27,3888,10032
train,686,7,5376,21,3024,8400
train,687,15,11520,96,13824,25344
train,688,13,9984,72,10368,20352
train,689,18,13824,138,19872,33696
train,690,11,8448,52,7488,15936
train,691,5,3840,11,1584,5424
train,692,12,9216,61,8784,18000
train,693,25,19200,266,38304,57504
train,694,8,6144,27,3888,10032
train,695,52,39936,1151,165744,205680
train,696,28,21504,334,48096,69600
train,697,27,20736,310,44640,65376
train,698,13,9984,72,10368,20352
train,699,14,10752,84,12096,22848
train,700,35,26880,522,75168,102048
train,701,13,9984,72,10368,20352
train,702,12,9216,61,8784,18000
train,703,16,12288,109,15696,27984
train,704,24,18432,245,35280,53712
train,705,23,17664,225,32400,50064
train,706,12,9216,61,8784,18000
train,707,32,24576,436,62784,87360
train,708,22,16896,206,29664,46560
train,709,16,12288,109,15696,27984
train,710,30,23040,383,55152,78192
train,711,22,16896,206,29664,46560
train,712,14,10752,84,12096,22848
train,713,21,16128,188,27072,43200
train,714,42,32256,751,108144,140400
train,715,22,16896,206,29664,46560
train,716,28,21504,334,48096,69600
train,717,19,14592,154,22176,36768
train,718,32,24576,464,66816,91392
train,719,27,20736,310,44640,65376
train,720,15,11520,96,13824,25344
train,721,32,24576,436,62784,87360
train,722,12,9216,61,8784,18000
train,723,32,24576,436,62784,87360
train,724,20,15360,170,24480,39840
train,725,16,12288,109,15696,27984
train,726,23,17664,225,32400,50064
train,727,6,4608,15,2160,6768
train,728,26,19968,288,41472,61440
train,729,28,21504,334,48096,69600
train,730,22,16896,206,29664,46560
train,731,18,13824,138,19872,33696
train,732,33,25344,464,66816,92160
train,733,29,22272,358,51552,73824
train,734,29,22272,358,51552,73824
train,735,36,27648,552,79488,107136
train,736,30,23040,383,55152,78192
train,737,4,3072,7,1008,4080
train,738,16,12288,109,15696,27984
train,739,11,8448,52,7488,15936
train,740,26,19968,288,41472,61440
train,741,12,9216,61,8784,18000
train,742,13,9984,72,10368,20352
train,743,14,10752,84,12096,22848
train,744,4,3072,7,1008,4080
train,745,12,9216,61,8784,18000
train,746,25,19200,266,38304,57504
train,747,31,23808,409,58896,82704
train,748,17,13056,123,17712,30768
train,749,16,12288,109,15696,27984
train,750,25,19200,266,38304,57504
train,751,23,17664,225,32400,50064
train,752,11,8448,52,7488,15936
train,753,23,17664,225,32400,50064
train,754,16,12288,109,15696,27984
train,755,24,18432,245,35280,53712
train,756,22,16896,206,29664,46560
train,757,18,13824,138,19872,33696
train,758,10,7680,43,6192,13872
train,759,25,19200,266,38304,57504
train,760,5,3840,11,1584,5424
train,761,26,19968,288,41472,61440
train,762,17,13056,123,17712,30768
train,763,31,23808,436,62784,86592
train,764,25,19200,266,38304,57504
train,765,24,18432,245,35280,53712
train,766,16,12288,109,15696,27984
train,767,14,10752,84,12096,22848
train,768,33,25344,464,66816,92160
train,769,22,16896,206,29664,46560
train,770,21,16128,188,27072,43200
train,771,12,9216,61,8784,18000
train,772,24,18432,245,35280,53712
train,773,25,19200,266,38304,57504
train,774,30,23040,383,55152,78192
train,775,21,16128,188,27072,43200
train,776,37,28416,583,83952,112368
train,777,30,23040,383,55152,78192
train,778,35,26880,522,75168,102048
train,779,36,27648,552,79488,107136
train,780,32,24576,436,62784,87360
train,781,32,24576,436,62784,87360
train,782,30,23040,383,55152,78192
train,783,24,18432,245,35280,53712
train,784,11,8448,52,7488,15936
train,785,10,7680,43,6192,13872
train,786,14,10752,84,12096,22848
train,787,29,22272,358,51552,73824
train,788,44,33792,824,118656,152448
train,789,8,6144,27,3888,10032
train,790,22,16896,206,29664,46560
train,791,11,8448,52,7488,15936
train,792,9,6912,35,5040,11952
train,793,24,18432,245,35280,53712
train,794,10,7680,43,6192,13872
train,795,36,27648,552,79488,107136
train,796,36,27648,552,79488,107136
train,797,8,6144,27,3888,10032
train,798,12,9216,61,8784,18000
train,799,18,13824,138,19872,33696
train,800,32,24576,436,62784,87360
train,801,16,12288,109,15696,27984
train,802,9,6912,35,5040,11952
train,803,24,18432,245,35280,53712
train,804,14,10752,84,12096,22848
train,805,23,17664,225,32400,50064
train,806,36,27648,552,79488,107136
train,807,27,20736,310,44640,65376
train,808,30,23040,383,55152,78192
train,809,5,3840,11,1584,5424
train,810,15,11520,96,13824,25344
train,811,5,3840,15,2160,6000
train,812,25,19200,266,38304,57504
train,813,31,23808,409,58896,82704
train,814,37,28416,615,88560,116976
train,815,37,28416,583,83952,112368
train,816,19,14592,154,22176,36768
train,817,34,26112,492,70848,96960
train,818,28,21504,334,48096,69600
