[I 2024-12-02 09:50:34,543] A new study created in RDB with name: Ohsumed-GATv2-facebook-bart-base-Grouped-No_Aggregation
[I 2024-12-02 10:03:01,895] Trial 0 finished with value: 0.009907269705187648 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.860845406169478, 'batch_size': 82, 'attention_heads': 9, 'hidden_dimension': 97, 'number_of_hidden_layers': 3, 'dropout_rate': 0.34184815819561254, 'global_pooling': 'max', 'learning_rate': 0.013826232179369865, 'weight_decay': 3.972110727381911e-06, 'beta_0': 0.849951952030185, 'beta_1': 0.9912118037965686, 'epsilon': 1.5339162591163588e-08, 'balanced_loss': True, 'epochs': 59, 'early_stopping_patience': 25, 'plateau_patience': 25, 'plateau_divider': 9}. Best is trial 0 with value: 0.009907269705187648.
[I 2024-12-02 12:03:18,635] Trial 10 finished with value: 0.3479632693523282 and parameters: {'left_stride': 0, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.80942550238534, 'batch_size': 35, 'attention_heads': 7, 'hidden_dimension': 38, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5215216634175063, 'global_pooling': 'sum', 'learning_rate': 3.669591461834728e-05, 'weight_decay': 1.61082897385271e-05, 'beta_0': 0.8991067401494276, 'beta_1': 0.9956078490330983, 'epsilon': 3.326182875246256e-07, 'balanced_loss': True, 'epochs': 92, 'early_stopping_patience': 19, 'plateau_patience': 10, 'plateau_divider': 7}. Best is trial 9 with value: 0.6014506740501231.
[I 2024-12-02 12:14:08,965] Trial 11 finished with value: 0.5534182821733864 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8948517937062815, 'batch_size': 98, 'attention_heads': 12, 'hidden_dimension': 145, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5998087315924654, 'global_pooling': 'mean', 'learning_rate': 0.0026376813120854077, 'weight_decay': 4.639548462267546e-05, 'beta_0': 0.8045678259287455, 'beta_1': 0.9929852133403209, 'epsilon': 1.3539202624444258e-07, 'balanced_loss': True, 'epochs': 168, 'early_stopping_patience': 17, 'plateau_patience': 25, 'plateau_divider': 2}. Best is trial 9 with value: 0.6014506740501231.
[I 2024-12-02 12:24:36,934] Trial 12 finished with value: 0.43784934302883194 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.907175945422952, 'batch_size': 101, 'attention_heads': 8, 'hidden_dimension': 135, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5938276775318232, 'global_pooling': 'mean', 'learning_rate': 0.00864965327616717, 'weight_decay': 2.4417873305209476e-05, 'beta_0': 0.8929479199318091, 'beta_1': 0.9935869883571339, 'epsilon': 1.0760405954467326e-08, 'balanced_loss': True, 'epochs': 97, 'early_stopping_patience': 18, 'plateau_patience': 25, 'plateau_divider': 10}. Best is trial 9 with value: 0.6014506740501231.
[I 2024-12-02 12:37:50,406] Trial 13 finished with value: 0.573294408599914 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.9252895179211877, 'batch_size': 59, 'attention_heads': 12, 'hidden_dimension': 161, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5059897843116423, 'global_pooling': 'mean', 'learning_rate': 0.001241002485205062, 'weight_decay': 8.525273088703185e-06, 'beta_0': 0.8172660649220073, 'beta_1': 0.9928318115175485, 'epsilon': 2.910765967105139e-07, 'balanced_loss': True, 'epochs': 171, 'early_stopping_patience': 20, 'plateau_patience': 23, 'plateau_divider': 2}. Best is trial 9 with value: 0.6014506740501231.
[I 2024-12-02 12:46:40,919] Trial 14 finished with value: 0.5713846785142646 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9400014265822983, 'batch_size': 54, 'attention_heads': 5, 'hidden_dimension': 97, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4986884962831787, 'global_pooling': 'mean', 'learning_rate': 0.0008064349884059057, 'weight_decay': 9.08581703614988e-06, 'beta_0': 0.8222174412014822, 'beta_1': 0.998881893098348, 'epsilon': 4.751166428486413e-07, 'balanced_loss': False, 'epochs': 108, 'early_stopping_patience': 21, 'plateau_patience': 22, 'plateau_divider': 7}. Best is trial 9 with value: 0.6014506740501231.
[I 2024-12-02 13:00:55,461] Trial 15 finished with value: 0.02795158824418698 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.9229012515947987, 'batch_size': 51, 'attention_heads': 16, 'hidden_dimension': 162, 'number_of_hidden_layers': 2, 'dropout_rate': 0.411834349130199, 'global_pooling': 'mean', 'learning_rate': 0.017933697099232038, 'weight_decay': 6.992934972302667e-06, 'beta_0': 0.8504021304100796, 'beta_1': 0.9864292433599987, 'epsilon': 5.730684030294299e-07, 'balanced_loss': True, 'epochs': 83, 'early_stopping_patience': 20, 'plateau_patience': 23, 'plateau_divider': 6}. Best is trial 9 with value: 0.6014506740501231.
[I 2024-12-02 13:09:21,797] Trial 16 finished with value: 0.4779628191021994 and parameters: {'left_stride': 128, 'right_stride': 256, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.9651973725686852, 'batch_size': 36, 'attention_heads': 4, 'hidden_dimension': 69, 'number_of_hidden_layers': 2, 'dropout_rate': 0.49780699687576174, 'global_pooling': 'sum', 'learning_rate': 0.00031951625842932985, 'weight_decay': 5.108721527149817e-05, 'beta_0': 0.817246863135127, 'beta_1': 0.9930395791065934, 'epsilon': 3.0062588775423806e-08, 'balanced_loss': False, 'epochs': 116, 'early_stopping_patience': 22, 'plateau_patience': 19, 'plateau_divider': 8}. Best is trial 9 with value: 0.6014506740501231.
[I 2024-12-02 13:24:14,563] Trial 17 finished with value: 0.5087604618673189 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8295553071662841, 'batch_size': 65, 'attention_heads': 8, 'hidden_dimension': 120, 'number_of_hidden_layers': 4, 'dropout_rate': 0.3998552975373178, 'global_pooling': 'mean', 'learning_rate': 0.0015227946743656205, 'weight_decay': 1.2232562638417694e-05, 'beta_0': 0.8824873194226609, 'beta_1': 0.9947720144000018, 'epsilon': 1.0346098568815574e-05, 'balanced_loss': True, 'epochs': 169, 'early_stopping_patience': 15, 'plateau_patience': 19, 'plateau_divider': 2}. Best is trial 9 with value: 0.6014506740501231.
[I 2024-12-02 13:36:53,800] Trial 18 finished with value: 0.5629924844835474 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8909434402459008, 'batch_size': 50, 'attention_heads': 12, 'hidden_dimension': 177, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4362665054703549, 'global_pooling': 'mean', 'learning_rate': 0.0047324368027582345, 'weight_decay': 4.021330409108567e-06, 'beta_0': 0.8607079240897184, 'beta_1': 0.9831849371652664, 'epsilon': 1.4270523408657302e-07, 'balanced_loss': True, 'epochs': 75, 'early_stopping_patience': 18, 'plateau_patience': 14, 'plateau_divider': 5}. Best is trial 9 with value: 0.6014506740501231.
[I 2024-12-02 13:46:03,872] Trial 19 finished with value: 0.039018375200335964 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.927907677943145, 'batch_size': 89, 'attention_heads': 10, 'hidden_dimension': 68, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5299744072271322, 'global_pooling': 'sum', 'learning_rate': 0.024969550561463875, 'weight_decay': 2.6256923455633824e-05, 'beta_0': 0.8425884391442733, 'beta_1': 0.9915987872958212, 'epsilon': 1.3824214264332083e-06, 'balanced_loss': False, 'epochs': 50, 'early_stopping_patience': 23, 'plateau_patience': 23, 'plateau_divider': 10}. Best is trial 9 with value: 0.6014506740501231.
[I 2024-12-02 13:55:05,368] Trial 20 finished with value: 0.033705079913232516 and parameters: {'left_stride': 32, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.9992590717449982, 'batch_size': 67, 'attention_heads': 13, 'hidden_dimension': 255, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4853077877937441, 'global_pooling': 'mean', 'learning_rate': 8.151204598801738e-05, 'weight_decay': 8.67912821313186e-05, 'beta_0': 0.822224914622008, 'beta_1': 0.9973323393451852, 'epsilon': 7.16386076892753e-05, 'balanced_loss': False, 'epochs': 174, 'early_stopping_patience': 19, 'plateau_patience': 10, 'plateau_divider': 6}. Best is trial 9 with value: 0.6014506740501231.
[I 2024-12-02 14:03:46,419] Trial 21 finished with value: 0.5640944389186029 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9462380355217258, 'batch_size': 49, 'attention_heads': 4, 'hidden_dimension': 114, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5022075694780503, 'global_pooling': 'mean', 'learning_rate': 0.0006782028030425974, 'weight_decay': 9.84440277447294e-06, 'beta_0': 0.8231242454709388, 'beta_1': 0.9989473288845641, 'epsilon': 5.256437698892545e-07, 'balanced_loss': False, 'epochs': 113, 'early_stopping_patience': 21, 'plateau_patience': 22, 'plateau_divider': 7}. Best is trial 9 with value: 0.6014506740501231.
[I 2024-12-02 14:12:54,287] Trial 22 finished with value: 0.5991639809004135 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9323003333490701, 'batch_size': 58, 'attention_heads': 6, 'hidden_dimension': 82, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5434017856452391, 'global_pooling': 'mean', 'learning_rate': 0.000973893266048828, 'weight_decay': 6.300733064147458e-06, 'beta_0': 0.8137109402525361, 'beta_1': 0.9986330624632302, 'epsilon': 1.0718278987792036e-06, 'balanced_loss': False, 'epochs': 102, 'early_stopping_patience': 20, 'plateau_patience': 23, 'plateau_divider': 7}. Best is trial 9 with value: 0.6014506740501231.
[I 2024-12-02 14:21:48,675] Trial 23 finished with value: 0.5852908506057002 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8931680691432834, 'batch_size': 60, 'attention_heads': 6, 'hidden_dimension': 53, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5639909474485361, 'global_pooling': 'mean', 'learning_rate': 0.0015747751736443064, 'weight_decay': 4.085669728889048e-06, 'beta_0': 0.8112219752677079, 'beta_1': 0.9949841666750663, 'epsilon': 2.3731031828991205e-06, 'balanced_loss': False, 'epochs': 73, 'early_stopping_patience': 19, 'plateau_patience': 24, 'plateau_divider': 8}. Best is trial 9 with value: 0.6014506740501231.
[I 2024-12-02 14:30:09,251] Trial 24 finished with value: 0.5186844981542122 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8860271113950907, 'batch_size': 41, 'attention_heads': 6, 'hidden_dimension': 33, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5466651819072562, 'global_pooling': 'mean', 'learning_rate': 0.006644781967599352, 'weight_decay': 4.099648588028258e-06, 'beta_0': 0.8097277336253792, 'beta_1': 0.9959098645149237, 'epsilon': 2.6327748873508123e-06, 'balanced_loss': False, 'epochs': 75, 'early_stopping_patience': 17, 'plateau_patience': 24, 'plateau_divider': 8}. Best is trial 9 with value: 0.6014506740501231.
[I 2024-12-02 14:39:40,371] Trial 25 finished with value: 0.5258985285418489 and parameters: {'left_stride': 128, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9032410229058314, 'batch_size': 71, 'attention_heads': 7, 'hidden_dimension': 64, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5677162649410559, 'global_pooling': 'mean', 'learning_rate': 0.0016917405897028455, 'weight_decay': 1.5204118556322824e-06, 'beta_0': 0.857279618710195, 'beta_1': 0.9946177375218026, 'epsilon': 2.24156614463219e-05, 'balanced_loss': False, 'epochs': 71, 'early_stopping_patience': 19, 'plateau_patience': 20, 'plateau_divider': 9}. Best is trial 9 with value: 0.6014506740501231.
[I 2024-12-02 14:49:21,376] Trial 26 finished with value: 0.589942781081101 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8531129448696823, 'batch_size': 85, 'attention_heads': 6, 'hidden_dimension': 50, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5312250718265878, 'global_pooling': 'mean', 'learning_rate': 0.00045359508903350306, 'weight_decay': 2.5841294511895827e-06, 'beta_0': 0.8782231076856631, 'beta_1': 0.9972770694680457, 'epsilon': 2.681305471417247e-06, 'balanced_loss': False, 'epochs': 95, 'early_stopping_patience': 23, 'plateau_patience': 24, 'plateau_divider': 9}. Best is trial 9 with value: 0.6014506740501231.
[I 2024-12-02 15:00:32,374] Trial 27 finished with value: 0.5576392531485048 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8422953476684337, 'batch_size': 86, 'attention_heads': 8, 'hidden_dimension': 79, 'number_of_hidden_layers': 0, 'dropout_rate': 0.530607449255703, 'global_pooling': 'mean', 'learning_rate': 0.0003244217489821444, 'weight_decay': 2.3375151691513956e-06, 'beta_0': 0.8768859818524257, 'beta_1': 0.9973279350321435, 'epsilon': 9.410595292462887e-07, 'balanced_loss': False, 'epochs': 98, 'early_stopping_patience': 23, 'plateau_patience': 25, 'plateau_divider': 9}. Best is trial 9 with value: 0.6014506740501231.
[I 2024-12-02 15:13:35,845] Trial 28 finished with value: 0.5680539148904595 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8026382123111242, 'batch_size': 104, 'attention_heads': 5, 'hidden_dimension': 86, 'number_of_hidden_layers': 1, 'dropout_rate': 0.46853419391831935, 'global_pooling': 'max', 'learning_rate': 0.00013912404597615758, 'weight_decay': 1.685341885282136e-05, 'beta_0': 0.8876518488633733, 'beta_1': 0.9979046334988688, 'epsilon': 1.2684265647246409e-05, 'balanced_loss': False, 'epochs': 90, 'early_stopping_patience': 24, 'plateau_patience': 21, 'plateau_divider': 7}. Best is trial 9 with value: 0.6014506740501231.
[I 2024-12-02 15:28:05,077] Trial 29 finished with value: 0.39890937908338026 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.8587471223658919, 'batch_size': 83, 'attention_heads': 9, 'hidden_dimension': 118, 'number_of_hidden_layers': 1, 'dropout_rate': 0.430254635106218, 'global_pooling': 'sum', 'learning_rate': 3.0398537150100667e-05, 'weight_decay': 2.783502947337408e-06, 'beta_0': 0.8742155762257102, 'beta_1': 0.996285035781533, 'epsilon': 2.360607474649904e-08, 'balanced_loss': False, 'epochs': 60, 'early_stopping_patience': 22, 'plateau_patience': 24, 'plateau_divider': 9}. Best is trial 9 with value: 0.6014506740501231.
[I 2024-12-02 15:36:18,688] Trial 30 finished with value: 0.5233849010683573 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9627584003966425, 'batch_size': 75, 'attention_heads': 7, 'hidden_dimension': 50, 'number_of_hidden_layers': 0, 'dropout_rate': 0.47355658176080917, 'global_pooling': 'max', 'learning_rate': 0.0005084746527100924, 'weight_decay': 5.843447634489135e-06, 'beta_0': 0.8996565243045064, 'beta_1': 0.9881587998931927, 'epsilon': 5.11586965191906e-06, 'balanced_loss': False, 'epochs': 122, 'early_stopping_patience': 24, 'plateau_patience': 25, 'plateau_divider': 9}. Best is trial 9 with value: 0.6014506740501231.
[I 2024-12-02 15:44:59,265] Trial 31 finished with value: 0.5783448154075778 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.879939585950758, 'batch_size': 63, 'attention_heads': 6, 'hidden_dimension': 44, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5612591113628745, 'global_pooling': 'mean', 'learning_rate': 0.001045153196761357, 'weight_decay': 4.9002454047771714e-06, 'beta_0': 0.8894757726163218, 'beta_1': 0.9946341102876162, 'epsilon': 2.10996681070507e-06, 'balanced_loss': False, 'epochs': 67, 'early_stopping_patience': 20, 'plateau_patience': 24, 'plateau_divider': 8}. Best is trial 9 with value: 0.6014506740501231.
[I 2024-12-02 15:53:24,280] Trial 32 finished with value: 0.5911941679912475 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8642009099412108, 'batch_size': 70, 'attention_heads': 6, 'hidden_dimension': 55, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5423093465216251, 'global_pooling': 'mean', 'learning_rate': 0.00303578820986787, 'weight_decay': 1.0618487018277133e-06, 'beta_0': 0.8476007391324466, 'beta_1': 0.9911128775313578, 'epsilon': 9.670141224259697e-07, 'balanced_loss': False, 'epochs': 51, 'early_stopping_patience': 18, 'plateau_patience': 23, 'plateau_divider': 8}. Best is trial 9 with value: 0.6014506740501231.
[I 2024-12-02 16:01:18,800] Trial 33 finished with value: 0.5578078959447305 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8579515014621063, 'batch_size': 69, 'attention_heads': 5, 'hidden_dimension': 85, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5204471905451936, 'global_pooling': 'mean', 'learning_rate': 0.009374960434387234, 'weight_decay': 1.245479673650393e-06, 'beta_0': 0.8456259842766888, 'beta_1': 0.9916125022224515, 'epsilon': 8.389451168246556e-07, 'balanced_loss': False, 'epochs': 54, 'early_stopping_patience': 16, 'plateau_patience': 22, 'plateau_divider': 10}. Best is trial 9 with value: 0.6014506740501231.
[I 2024-12-02 16:08:34,981] Trial 34 finished with value: 0.5796074041694169 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8435774563722297, 'batch_size': 80, 'attention_heads': 4, 'hidden_dimension': 62, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5352943446113584, 'global_pooling': 'mean', 'learning_rate': 0.0035193176992940594, 'weight_decay': 2.65777436868511e-06, 'beta_0': 0.854544772889217, 'beta_1': 0.9909910316465017, 'epsilon': 1.2191768745293025e-06, 'balanced_loss': False, 'epochs': 105, 'early_stopping_patience': 25, 'plateau_patience': 23, 'plateau_divider': 7}. Best is trial 9 with value: 0.6014506740501231.
[I 2024-12-02 16:19:11,288] Trial 35 finished with value: 0.13213474012887283 and parameters: {'left_stride': 256, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.8307286716601748, 'batch_size': 94, 'attention_heads': 9, 'hidden_dimension': 130, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5757140242953508, 'global_pooling': 'mean', 'learning_rate': 0.03133795507729977, 'weight_decay': 1.0931030764639093e-06, 'beta_0': 0.8306786730578614, 'beta_1': 0.990319447424958, 'epsilon': 4.75569822112221e-06, 'balanced_loss': False, 'epochs': 84, 'early_stopping_patience': 16, 'plateau_patience': 21, 'plateau_divider': 8}. Best is trial 9 with value: 0.6014506740501231.
