Some weights of RobertaModel were not initialized from the model checkpoint at FacebookAI/roberta-base and are newly initialized: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
[I 2024-12-02 09:50:33,722] A new study created in RDB with name: Ohsumed-GATv2-FacebookAI-roberta-base-Grouped-No_Aggregation
Token indices sequence length is longer than the specified maximum sequence length for this model (594 > 512). Running this sequence through the model will result in indexing errors
[I 2024-12-02 10:04:54,254] Trial 0 finished with value: 0.016298996492838908 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.860845406169478, 'batch_size': 82, 'attention_heads': 9, 'hidden_dimension': 97, 'number_of_hidden_layers': 3, 'dropout_rate': 0.34184815819561254, 'global_pooling': 'max', 'learning_rate': 0.013826232179369865, 'weight_decay': 3.972110727381911e-06, 'beta_0': 0.849951952030185, 'beta_1': 0.9912118037965686, 'epsilon': 1.5339162591163588e-08, 'balanced_loss': True, 'epochs': 59, 'early_stopping_patience': 25, 'plateau_patience': 25, 'plateau_divider': 9}. Best is trial 0 with value: 0.016298996492838908.
[I 2024-12-02 12:30:05,807] Trial 12 finished with value: 0.5190912887806837 and parameters: {'left_stride': 256, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'min', 'threshold': 0.8412046576937563, 'batch_size': 59, 'attention_heads': 4, 'hidden_dimension': 104, 'number_of_hidden_layers': 0, 'dropout_rate': 0.4477900625987228, 'global_pooling': 'mean', 'learning_rate': 0.0001352213388527717, 'weight_decay': 8.55305612898691e-05, 'beta_0': 0.8486444431924708, 'beta_1': 0.9932670271498628, 'epsilon': 5.4116879950751885e-06, 'balanced_loss': False, 'epochs': 90, 'early_stopping_patience': 15, 'plateau_patience': 19, 'plateau_divider': 6}. Best is trial 9 with value: 0.6077257900341047.
[I 2024-12-02 12:42:58,205] Trial 13 finished with value: 0.5947590336309986 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.9014932779102299, 'batch_size': 95, 'attention_heads': 8, 'hidden_dimension': 256, 'number_of_hidden_layers': 1, 'dropout_rate': 0.48201267734762643, 'global_pooling': 'mean', 'learning_rate': 0.006411307116334223, 'weight_decay': 7.956169810588305e-06, 'beta_0': 0.885760353643568, 'beta_1': 0.9865915641172548, 'epsilon': 8.265871951494802e-05, 'balanced_loss': False, 'epochs': 169, 'early_stopping_patience': 19, 'plateau_patience': 15, 'plateau_divider': 2}. Best is trial 9 with value: 0.6077257900341047.
[I 2024-12-02 12:52:56,428] Trial 14 finished with value: 0.5189015105838934 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8992548343963622, 'batch_size': 99, 'attention_heads': 8, 'hidden_dimension': 52, 'number_of_hidden_layers': 2, 'dropout_rate': 0.49479934124675773, 'global_pooling': 'mean', 'learning_rate': 0.010429574658191188, 'weight_decay': 6.7696615208849215e-06, 'beta_0': 0.8980212771528688, 'beta_1': 0.985312819116655, 'epsilon': 2.9927990921913846e-05, 'balanced_loss': False, 'epochs': 168, 'early_stopping_patience': 19, 'plateau_patience': 13, 'plateau_divider': 2}. Best is trial 9 with value: 0.6077257900341047.
[I 2024-12-02 13:07:58,057] Trial 15 finished with value: 0.6157867119499911 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.9054696246355628, 'batch_size': 95, 'attention_heads': 7, 'hidden_dimension': 253, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4006147190454925, 'global_pooling': 'mean', 'learning_rate': 0.0017421639606948695, 'weight_decay': 4.4697157657293175e-05, 'beta_0': 0.8803662804079652, 'beta_1': 0.9987747301168161, 'epsilon': 9.935138101942618e-05, 'balanced_loss': False, 'epochs': 107, 'early_stopping_patience': 21, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 15 with value: 0.6157867119499911.
[I 2024-12-02 13:20:56,541] Trial 16 finished with value: 0.5963541408890334 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.9253564191631463, 'batch_size': 107, 'attention_heads': 6, 'hidden_dimension': 172, 'number_of_hidden_layers': 2, 'dropout_rate': 0.40760533485089395, 'global_pooling': 'sum', 'learning_rate': 0.0013445164035646555, 'weight_decay': 5.108721527149817e-05, 'beta_0': 0.864223452239264, 'beta_1': 0.9989822654322679, 'epsilon': 1.1365544133512486e-08, 'balanced_loss': False, 'epochs': 80, 'early_stopping_patience': 22, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 15 with value: 0.6157867119499911.
[I 2024-12-02 13:31:14,634] Trial 17 finished with value: 0.05966865697812043 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.886581483209862, 'batch_size': 43, 'attention_heads': 4, 'hidden_dimension': 127, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3958441016534523, 'global_pooling': 'mean', 'learning_rate': 0.022875152568744703, 'weight_decay': 3.4656013093703444e-05, 'beta_0': 0.8824873194226609, 'beta_1': 0.9961633249488436, 'epsilon': 6.728535560205631e-07, 'balanced_loss': False, 'epochs': 112, 'early_stopping_patience': 21, 'plateau_patience': 23, 'plateau_divider': 7}. Best is trial 15 with value: 0.6157867119499911.
[I 2024-12-02 13:42:04,577] Trial 18 finished with value: 0.6064746380430956 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9466730774486894, 'batch_size': 89, 'attention_heads': 7, 'hidden_dimension': 74, 'number_of_hidden_layers': 4, 'dropout_rate': 0.41515896072660724, 'global_pooling': 'mean', 'learning_rate': 0.0016351934917916472, 'weight_decay': 1.4644722045314266e-05, 'beta_0': 0.8718006637920444, 'beta_1': 0.9985752236077517, 'epsilon': 1.6444267813210811e-06, 'balanced_loss': True, 'epochs': 74, 'early_stopping_patience': 23, 'plateau_patience': 19, 'plateau_divider': 10}. Best is trial 15 with value: 0.6157867119499911.
[I 2024-12-02 13:55:07,591] Trial 19 finished with value: 0.533705515490362 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.927907677943145, 'batch_size': 107, 'attention_heads': 9, 'hidden_dimension': 171, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5146086118358234, 'global_pooling': 'sum', 'learning_rate': 0.0008084289545494997, 'weight_decay': 5.321291078769549e-05, 'beta_0': 0.8566640425086768, 'beta_1': 0.9940358590440359, 'epsilon': 1.3361744512844415e-07, 'balanced_loss': False, 'epochs': 50, 'early_stopping_patience': 18, 'plateau_patience': 12, 'plateau_divider': 8}. Best is trial 15 with value: 0.6157867119499911.
[I 2024-12-02 14:04:46,209] Trial 20 finished with value: 0.5918021389979259 and parameters: {'left_stride': 0, 'right_stride': 0, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.9657540417485591, 'batch_size': 68, 'attention_heads': 6, 'hidden_dimension': 126, 'number_of_hidden_layers': 2, 'dropout_rate': 0.42848636556650127, 'global_pooling': 'mean', 'learning_rate': 0.004411441719439518, 'weight_decay': 0.0001626532432773501, 'beta_0': 0.8902381128641161, 'beta_1': 0.9949713016789897, 'epsilon': 1.8188177230703464e-05, 'balanced_loss': False, 'epochs': 105, 'early_stopping_patience': 20, 'plateau_patience': 25, 'plateau_divider': 7}. Best is trial 15 with value: 0.6157867119499911.
[I 2024-12-02 14:15:42,262] Trial 21 finished with value: 0.6031333641753546 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9511508313015771, 'batch_size': 87, 'attention_heads': 7, 'hidden_dimension': 75, 'number_of_hidden_layers': 4, 'dropout_rate': 0.42422464488875045, 'global_pooling': 'mean', 'learning_rate': 0.0015073893399296556, 'weight_decay': 1.5060448391764197e-05, 'beta_0': 0.8747156555958526, 'beta_1': 0.998973851034861, 'epsilon': 1.4921237265164855e-06, 'balanced_loss': True, 'epochs': 70, 'early_stopping_patience': 23, 'plateau_patience': 19, 'plateau_divider': 10}. Best is trial 15 with value: 0.6157867119499911.
[I 2024-12-02 14:26:19,926] Trial 22 finished with value: 0.5942425461267764 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9141183607396337, 'batch_size': 104, 'attention_heads': 5, 'hidden_dimension': 76, 'number_of_hidden_layers': 4, 'dropout_rate': 0.37822490709919615, 'global_pooling': 'mean', 'learning_rate': 0.002495913627202184, 'weight_decay': 2.688711447552985e-05, 'beta_0': 0.8730958896317493, 'beta_1': 0.9975173562610243, 'epsilon': 2.2772690886919042e-08, 'balanced_loss': True, 'epochs': 76, 'early_stopping_patience': 23, 'plateau_patience': 19, 'plateau_divider': 9}. Best is trial 15 with value: 0.6157867119499911.
[I 2024-12-02 14:38:37,815] Trial 23 finished with value: 0.6206718411710377 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8931680691432834, 'batch_size': 91, 'attention_heads': 8, 'hidden_dimension': 132, 'number_of_hidden_layers': 2, 'dropout_rate': 0.42267529110579655, 'global_pooling': 'mean', 'learning_rate': 0.0009813150605004035, 'weight_decay': 8.030100714259021e-06, 'beta_0': 0.8909251002502053, 'beta_1': 0.9917413788747912, 'epsilon': 6.252486879493562e-07, 'balanced_loss': True, 'epochs': 94, 'early_stopping_patience': 21, 'plateau_patience': 22, 'plateau_divider': 10}. Best is trial 23 with value: 0.6206718411710377.
[I 2024-12-02 14:52:18,839] Trial 24 finished with value: 0.6298366893495285 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8892794311264336, 'batch_size': 67, 'attention_heads': 9, 'hidden_dimension': 128, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5982905780104251, 'global_pooling': 'mean', 'learning_rate': 0.0008243597910257332, 'weight_decay': 7.4421277813831055e-06, 'beta_0': 0.8906767695349259, 'beta_1': 0.9914841033318226, 'epsilon': 4.922541358587483e-07, 'balanced_loss': True, 'epochs': 95, 'early_stopping_patience': 21, 'plateau_patience': 23, 'plateau_divider': 9}. Best is trial 24 with value: 0.6298366893495285.
[I 2024-12-02 15:08:30,476] Trial 25 finished with value: 0.5873422108584035 and parameters: {'left_stride': 128, 'right_stride': 256, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.8808381651121895, 'batch_size': 49, 'attention_heads': 10, 'hidden_dimension': 166, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5814380479649938, 'global_pooling': 'mean', 'learning_rate': 0.0004212196427647472, 'weight_decay': 4.801569803470862e-06, 'beta_0': 0.8925582161748203, 'beta_1': 0.991330212281124, 'epsilon': 6.473522082207911e-07, 'balanced_loss': True, 'epochs': 101, 'early_stopping_patience': 21, 'plateau_patience': 22, 'plateau_divider': 9}. Best is trial 24 with value: 0.6298366893495285.
[I 2024-12-02 15:23:03,966] Trial 26 finished with value: 0.6025494398740451 and parameters: {'left_stride': 32, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8597106438264845, 'batch_size': 65, 'attention_heads': 12, 'hidden_dimension': 117, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5995589723505277, 'global_pooling': 'mean', 'learning_rate': 0.0007643898504240026, 'weight_decay': 9.008741055377992e-06, 'beta_0': 0.8570653954727818, 'beta_1': 0.982129946011773, 'epsilon': 4.585115037322992e-07, 'balanced_loss': True, 'epochs': 123, 'early_stopping_patience': 17, 'plateau_patience': 23, 'plateau_divider': 9}. Best is trial 24 with value: 0.6298366893495285.
[I 2024-12-02 15:41:33,753] Trial 27 finished with value: 0.5984782409381997 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9117278855511495, 'batch_size': 84, 'attention_heads': 9, 'hidden_dimension': 154, 'number_of_hidden_layers': 3, 'dropout_rate': 0.3711577521401866, 'global_pooling': 'mean', 'learning_rate': 0.00010488340421806836, 'weight_decay': 2.7416823383866528e-06, 'beta_0': 0.8916301034649122, 'beta_1': 0.9881529506870289, 'epsilon': 1.9020414547944002e-07, 'balanced_loss': True, 'epochs': 93, 'early_stopping_patience': 24, 'plateau_patience': 21, 'plateau_divider': 10}. Best is trial 24 with value: 0.6298366893495285.
[I 2024-12-02 16:05:26,144] Trial 28 finished with value: 0.5546559784095251 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9284540260314148, 'batch_size': 99, 'attention_heads': 8, 'hidden_dimension': 190, 'number_of_hidden_layers': 2, 'dropout_rate': 0.531988059279015, 'global_pooling': 'max', 'learning_rate': 6.565212517616667e-05, 'weight_decay': 1.0758219125408817e-05, 'beta_0': 0.8991431535181691, 'beta_1': 0.9912877739674325, 'epsilon': 2.697673152781351e-06, 'balanced_loss': True, 'epochs': 120, 'early_stopping_patience': 21, 'plateau_patience': 23, 'plateau_divider': 8}. Best is trial 24 with value: 0.6298366893495285.
CUDA out of memory. Tried to allocate 1.79 GiB. GPU 0 has a total capacity of 44.56 GiB of which 462.69 MiB is free. Including non-PyTorch memory, this process has 44.10 GiB memory in use. Of the allocated memory 41.52 GiB is allocated by PyTorch, and 1.44 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2024-12-02 16:14:09,128] Trial 29 finished with value: -1.0 and parameters: {'left_stride': 32, 'right_stride': 256, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.8587471223658919, 'batch_size': 112, 'attention_heads': 9, 'hidden_dimension': 141, 'number_of_hidden_layers': 3, 'dropout_rate': 0.3516981698269901, 'global_pooling': 'sum', 'learning_rate': 0.010054101329518754, 'weight_decay': 4.509927615130905e-06, 'beta_0': 0.8788038032519531, 'beta_1': 0.9945134299262866, 'epsilon': 7.89980301728382e-06, 'balanced_loss': True, 'epochs': 85, 'early_stopping_patience': 25, 'plateau_patience': 21, 'plateau_divider': 9}. Best is trial 24 with value: 0.6298366893495285.
[I 2024-12-02 16:26:21,877] Trial 30 finished with value: 0.608738818985044 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8871387682624794, 'batch_size': 51, 'attention_heads': 11, 'hidden_dimension': 97, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3345936034974451, 'global_pooling': 'max', 'learning_rate': 0.0008469877526260456, 'weight_decay': 2.7037093377624727e-06, 'beta_0': 0.8541763877967351, 'beta_1': 0.9910565206177783, 'epsilon': 8.644242345140722e-07, 'balanced_loss': True, 'epochs': 102, 'early_stopping_patience': 20, 'plateau_patience': 24, 'plateau_divider': 10}. Best is trial 24 with value: 0.6298366893495285.
[I 2024-12-02 16:38:50,310] Trial 31 finished with value: 0.6253359680232804 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8871373982680991, 'batch_size': 49, 'attention_heads': 12, 'hidden_dimension': 96, 'number_of_hidden_layers': 2, 'dropout_rate': 0.33288629845023304, 'global_pooling': 'max', 'learning_rate': 0.0008403929945609676, 'weight_decay': 2.9821230421922944e-06, 'beta_0': 0.8572636486105678, 'beta_1': 0.9905273232415724, 'epsilon': 8.114666000501742e-07, 'balanced_loss': True, 'epochs': 102, 'early_stopping_patience': 20, 'plateau_patience': 24, 'plateau_divider': 10}. Best is trial 24 with value: 0.6298366893495285.
[I 2024-12-02 16:51:48,482] Trial 32 finished with value: 0.617460953077762 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8977034138210539, 'batch_size': 40, 'attention_heads': 11, 'hidden_dimension': 92, 'number_of_hidden_layers': 2, 'dropout_rate': 0.30649285629851986, 'global_pooling': 'max', 'learning_rate': 0.0003027480115988613, 'weight_decay': 1.092071519877431e-06, 'beta_0': 0.8423187873443053, 'beta_1': 0.9882883769259074, 'epsilon': 3.680821848717073e-07, 'balanced_loss': True, 'epochs': 109, 'early_stopping_patience': 22, 'plateau_patience': 24, 'plateau_divider': 9}. Best is trial 24 with value: 0.6298366893495285.
[I 2024-12-02 17:06:55,903] Trial 33 finished with value: 0.6036063711528167 and parameters: {'left_stride': 64, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8899491890550749, 'batch_size': 38, 'attention_heads': 12, 'hidden_dimension': 93, 'number_of_hidden_layers': 3, 'dropout_rate': 0.3033627401943137, 'global_pooling': 'max', 'learning_rate': 0.00024839978963002993, 'weight_decay': 1.250398931738934e-06, 'beta_0': 0.8411124973288406, 'beta_1': 0.9885971862648542, 'epsilon': 3.5090378653887306e-07, 'balanced_loss': True, 'epochs': 64, 'early_stopping_patience': 22, 'plateau_patience': 24, 'plateau_divider': 9}. Best is trial 24 with value: 0.6298366893495285.
